orthogroup	AAL	AEN	AGE	CAF	CNV	CON	DUP	EVR	EXP	LCA	PDN	PDS	SEL	STA	SYN	UNI	ACN
MZ22520794	205.1666667	2.166666667	43.0	0.82	0.0	1	0.0	1.3862	0	7	2.479	7.2911	0.34	35	0.0	0.9473684210526316	1.0
MZ22520797	177.1052632	1.263157895	43.0	0.9565	0.0	0	0.0	0.8678	0	7	0.11087	3.33055	0.03329	36	0.0	1.0	1.0
MZ22520799	308.6666667	3.333333333	27.90365678	0.0	0.0	7	0.0	1.2602	0	7	0.33542	0.12055	2.78241	29	0.0	0.15789473684210525	1.0
MZ22520800	390.4375	3.375	43.0	0.16899999999999998	0.0	3	0.0	1.092	0	7	1.70918	5.90724	0.28934	33	0.104166667	0.8421052631578947	1.0
MZ22520803	190.0	3.461538462	43.0	0.0	0.255124984	7	0.083333333	1.321	1	7	0.81386	8.055660000000001	0.10103	28	0.0	0.631578947368421	1.0833333333333333
MZ22520805	228.2352941	4.4117647060000005	43.0	0.0	0.0	2	0.0	0.8314	1	7	0.10246	3.85372	0.02659	33	0.0	0.8947368421052632	1.0
MZ22520807	182.0	1.0	43.0	0.7975	0.0	1	0.0	0.8076	0	7	0.01455	3.82485	0.0038	35	0.225490196	0.9473684210526316	1.0
MZ22520808	182.6842105	3.947368421	43.0	0.9565	0.0	0	0.0	0.8685	0	7	0.27887	6.4132099999999985	0.04348	36	0.0	1.0	1.0
MZ22520810	211.5294118	3.705882353	43.0	0.631	0.0	2	0.0	0.9018	0	7	0.29227	4.86987	0.06002	34	0.0	0.8947368421052632	1.0
MZ22520813	225.8333333	1.888888889	43.0	0.82	0.0	1	0.0	1.0417	0	7	0.6729999999999999	5.2354	0.12855	35	0.0	0.9473684210526316	1.0
MZ22520814	172.66666669999995	3.0	43.0	0.002	0.0	8	0.0	1.0168	0	7	0.78776	2.95011	0.26703000000000005	28	0.0	0.3157894736842105	1.0
MZ22520815	165.1176471	4.0	43.0	0.516	0.0	2	0.0	0.9613	0	7	0.58144	2.50298	0.2323	34	0.117647059	0.8947368421052632	1.0
MZ22520816	309.7142857	1.571428571	27.90365678	0.0	0.0	10	0.0	1.421	0	7	1.11025	3.41419	0.32519000000000003	26	0.0	0.3684210526315789	1.0
MZ22520817	187.6842105	1.631578947	43.0	0.0	0.28827503	3	0.117647059	0.8756	3	7	0.15325	2.24967	0.06812	30	0.0	0.8947368421052632	1.1176470588235294
MZ22520819	223.125	2.75	43.0	0.0	0.0	3	0.0	0.9506	0	7	0.48304	5.71108	0.08457999999999999	33	0.15	0.8421052631578947	1.0
MZ22520823	192.3125	3.75	43.0	0.478	0.0	3	0.0	0.8574	0	7	0.22127	2.60323	0.085	33	0.0	0.8421052631578947	1.0
MZ22520824	279.0	1.666666667	15.68373472	0.0	0.0	10	0.0	1.3454	0	6	0.17805	1.41711	0.12564	26	0.0	0.15789473684210525	1.0
MZ22520825	160.7894737	3.631578947	43.0	0.85	0.217005559	1	0.055555556	1.1739	1	7	2.1853700000000003	7.56434	0.2889	34	0.155709343	0.9473684210526316	1.0555555555555556
MZ22520827	163.9230769	1.769230769	43.0	0.014	0.0	6	0.0	1.1202	0	7	0.92166	5.24028	0.17588	30	0.0	0.6842105263157895	1.0
MZ22520828	222.7777778	2.0	43.0	0.001	0.0	9	0.0	1.0169	0	7	0.50439	4.1147800000000005	0.12258	27	0.0	0.4736842105263158	1.0
MZ22520830	428.6666667	3.666666667	43.0	0.0	0.293972368	10	0.125	1.5394	1	7	1.65959	5.82454	0.28493	25	0.0	0.42105263157894735	1.125
MZ22520834	188.1666667	2.833333333	19.19682665	0.0	0.263523138	6	0.090909091	1.1321	2	6	0.83893	4.02771	0.20829	28	0.0	0.5789473684210527	1.0909090909090908
MZ22520835	190.9411765	4.294117647	43.0	0.655	0.0	2	0.0	0.8667	0	7	0.14202	3.65513	0.03885	34	0.0	0.8947368421052632	1.0
MZ22520837	221.0	2.0	15.68373472	0.0	0.0	11	0.0	0.8694	0	6	0.01532	0.9377	0.01634	25	0.0	0.15789473684210525	1.0
MZ22520838	313.6111111	4.6111111110000005	43.0	0.59	0.222222222	2	0.05882352900000001	0.921	1	7	0.93202	4.29439	0.21703000000000006	33	0.0	0.8947368421052632	1.0588235294117647
MZ22520841	195.35	2.15	43.0	0.95	0.212132034	0	0.052631579000000005	0.8691	1	7	0.19761	5.1070699999999984	0.03869	35	0.27777777800000003	1.0	1.0526315789473684
MZ22520842	233.7894737	1.052631579	43.0	0.9565	0.0	0	0.0	0.8746	0	7	0.15328	5.06124	0.03029	36	0.128654971	1.0	1.0
MZ22520843	206.0	4.0	27.90365678	0.589	0.0	3	0.0	0.8387	0	7	0.10666	2.33967	0.04559	33	0.0	0.15789473684210525	1.0
MZ22520849	183.6470588	3.941176471	43.0	0.629	0.0	2	0.0	0.8645	0	7	0.15600999999999998	5.4661800000000005	0.02854	34	0.0	0.8947368421052632	1.0
MZ22520851	178.5	2.2	19.19682665	0.181	0.0	5	0.0	1.4649	0	6	1.4533200000000002	6.9147300000000005	0.21018	31	0.0	0.5263157894736842	1.0
MZ22520852	191.6666667	2.166666667	27.90365678	0.0	0.0	11	0.0	1.2137	0	7	0.60077	3.62994	0.1655	25	0.0	0.3157894736842105	1.0
MZ22520853	217.7894737	1.052631579	43.0	0.879	0.217005559	1	0.055555556	0.9049	1	7	0.37675	7.27235	0.05181	34	0.0	0.9473684210526316	1.0555555555555556
MZ22520854	186.7777778	2.055555556	43.0	0.0	0.0	1	0.0	0.8706	0	7	0.22017	3.45582	0.06371	35	0.176470588	0.9473684210526316	1.0
MZ22520855	221.8823529	1.176470588	27.90365678	0.5489999999999999	0.22782255	2	0.0625	1.4369999999999998	1	7	1.38237	6.3235800000000015	0.21861	33	0.168888889	0.8421052631578947	1.0625
MZ22520856	218.0	5.0	11.78552174	0.0	0.0	7	0.0	1.0872	0	6	0.12222	0.81408	0.15013	29	0.0	0.15789473684210525	1.0
MZ22520857	257.95	2.95	43.0	0.0	0.212132034	1	0.052631579000000005	0.8852	13	7	0.40568	8.30293	0.04886	22	0.0	1.0	1.0526315789473684
MZ22520858	321.0	1.428571429	43.0	0.0	0.0	10	0.0	1.1449	0	7	0.77577	3.04333	0.25491	26	0.0	0.3684210526315789	1.0
MZ22520863	370.125	2.0625	43.0	0.252	0.0	3	0.0	0.9836	0	7	0.26486	4.2091	0.06293	33	0.0	0.8421052631578947	1.0
MZ22520865	192.3	5.1	27.90365678	0.0	0.0	8	0.0	0.8542	1	7	0.23605	2.5949	0.09097	27	0.0	0.5263157894736842	1.0
MZ22520869	202.4210526	2.842105263	43.0	0.9565	0.0	0	0.0	0.8453	0	7	0.32246	4.00442	0.08052999999999999	36	0.0	1.0	1.0
MZ22520870	211.0	1.0	19.19682665	0.0	0.0	11	0.0	0.9805	0	6	0.1432	2.4723900000000003	0.05792000000000001	25	0.0	0.21052631578947367	1.0
MZ22520874	239.7368421	4.315789474	43.0	0.0	0.28827503	2	0.117647059	1.0562	2	7	1.5862	20.19465	0.07855	32	0.0	0.8947368421052632	1.1176470588235294
MZ22520875	179.8947368	2.947368421	43.0	0.6940000000000001	0.217005559	1	0.055555556	0.903	1	7	0.26374000000000003	5.95901	0.04426	34	0.0	0.9473684210526316	1.0555555555555556
MZ22520877	186.4705882	2.823529412	43.0	0.0	0.299942324	2	0.133333333	1.6491	10	7	2.62495	7.77635	0.33756	24	0.0	0.7894736842105263	1.1333333333333333
MZ22520879	252.5263158	2.0526315790000003	43.0	0.6940000000000001	0.217005559	1	0.055555556	0.8805	1	7	0.26626	5.0033699999999985	0.05322	34	0.0	0.9473684210526316	1.0555555555555556
MZ22520880	319.4	1.6	27.90365678	0.054000000000000006	0.0	6	0.0	1.4578	0	7	0.69222	4.10133	0.16878	30	0.0	0.2631578947368421	1.0
MZ22520881	331.7692308	3.307692308	43.0	0.001	0.255124984	7	0.083333333	1.1065	1	7	1.13886	3.33082	0.34192	28	0.0	0.631578947368421	1.0833333333333333
MZ22520886	196.8333333	2.833333333	43.0	0.0	0.0	7	0.0	0.9104	0	7	0.12413	5.9585599999999985	0.02083	29	0.0	0.631578947368421	1.0
MZ22520888	205.0	1.0	6.8542463310000015	0.204	0.0	5	0.0	1.1989	0	6	0.17965	0.86716	0.20717	31	0.0	0.15789473684210525	1.0
MZ22520889	187.3333333	1.333333333	15.68373472	0.0	0.0	11	0.0	1.4744	0	6	0.5865100000000001	3.2882800000000003	0.17836	25	0.0	0.15789473684210525	1.0
MZ22520892	316.25	1.0	27.90365678	0.0	0.0	12	0.0	1.1916	0	7	0.43689	3.60047	0.12134	24	0.0	0.21052631578947367	1.0
MZ22520894	184.0	4.894736842	43.0	0.9565	0.0	0	0.0	0.8998	0	7	0.22842	2.61651	0.0873	36	0.0	1.0	1.0
MZ22520895	183.8823529	1.882352941	43.0	0.5770000000000001	0.0	2	0.0	0.8703	0	7	0.241	7.08792	0.034	34	0.0	0.8947368421052632	1.0
MZ22520897	191.5555556	3.944444444	43.0	0.691	0.0	1	0.0	0.8895	0	7	0.36425	8.1284	0.04481	35	0.0	0.9473684210526316	1.0
MZ22520898	267.1578947	4.157894737	43.0	0.9565	0.0	0	0.0	0.9852	0	7	0.36999	5.6281300000000005	0.06573999999999999	36	0.073099415	1.0	1.0
MZ22520899	293.2857143	3.142857143	27.90365678	0.0	0.0	10	0.0	1.8409	0	7	1.38559	4.24193	0.32664	26	0.0	0.3684210526315789	1.0
MZ22520900	253.7058824	2.058823529	43.0	0.631	0.0	2	0.0	1.3194	0	7	1.33071	8.35406	0.15929	34	0.069852941	0.8947368421052632	1.0
MZ22520903	297.3157895	2.736842105	43.0	0.772	0.28827503	2	0.117647059	0.9671	1	7	2.311	14.99859	0.15408	33	0.0	0.8947368421052632	1.1176470588235294
MZ22520904	280.7368421	2.947368421	43.0	0.0	0.353063365	5	0.35714285700000004	0.9112	4	7	5.0309	38.4075	0.13099	27	0.0	0.7368421052631579	1.3571428571428572
MZ22520905	185.7	3.1	43.0	0.0	0.0	9	0.0	0.8098	0	7	0.05536	3.994380000000001	0.01386	27	0.0	0.5263157894736842	1.0
MZ22520913	243.2631579	2.0	43.0	0.9565	0.0	0	0.0	1.1539	0	7	1.22718	10.79369	0.11369	36	0.111111111	1.0	1.0
MZ22520914	298.125	2.4375	27.90365678	0.765	0.0	2	0.0	1.6594	0	7	2.19774	13.11658	0.16755	34	0.0	0.8421052631578947	1.0
MZ22520915	332.6666667	3.222222222	43.0	0.825	0.0	1	0.0	0.9652	0	7	0.866	6.50505	0.13313	35	0.0	0.9473684210526316	1.0
MZ22520916	366.6666667	4.166666667	27.90365678	0.0	0.0	10	0.0	0.9818	1	7	0.27736	2.20236	0.12594	25	0.0	0.3157894736842105	1.0
MZ22520919	181.0625	2.1875	43.0	0.0	0.0	3	0.0	0.9055	0	7	0.29107	4.73969	0.06141	33	0.0	0.8421052631578947	1.0
MZ22520923	205.0	5.4	43.0	0.0	0.0	7	0.0	0.8901	0	7	0.41784	2.82088	0.14812	29	0.0	0.5263157894736842	1.0
MZ22520924	379.4736842	2.210526316	43.0	0.9565	0.0	0	0.0	1.1207	0	7	2.06533	7.40902	0.27876	36	0.0	1.0	1.0
MZ22520925	652.3125	3.3125	43.0	0.405	0.0	3	0.0	1.914	0	7	2.91605	10.59099	0.27533	33	0.1	0.8421052631578947	1.0
MZ22520926	259.6111111	1.4444444440000002	43.0	0.82	0.0	1	0.0	1.1394	0	7	0.9573	8.177810000000001	0.11706	35	0.0	0.9473684210526316	1.0
MZ22520928	244.4736842	2.0	43.0	0.757	0.217005559	1	0.055555556	0.983	1	7	0.68875	5.65051	0.12189	34	0.0	0.9473684210526316	1.0555555555555556
MZ22520930	248.0833333	1.916666667	27.90365678	0.016	0.0	6	0.0	1.0979	0	7	0.8236899999999999	4.74298	0.17367	30	0.0	0.631578947368421	1.0
MZ22520937	207.3529412	2.882352941	43.0	0.892	0.0	1	0.0	0.9391	0	7	0.27265	4.93119	0.05529	35	0.150735294	0.8947368421052632	1.0
MZ22520939	231.5555556	2.222222222	43.0	0.82	0.0	1	0.0	0.94	0	7	0.21892	6.02517	0.03633	35	0.0	0.9473684210526316	1.0
MZ22520940	337.6666667	2.333333333	27.90365678	0.058	0.0	6	0.0	1.3458	0	7	0.40126	3.31089	0.12119	30	0.0	0.15789473684210525	1.0
MZ22520945	174.61111110000004	3.111111111	43.0	0.825	0.0	1	0.0	0.8034	0	7	0.030080000000000006	3.05002	0.00986	35	0.0	0.9473684210526316	1.0
MZ22520946	220.9090909	3.272727273	43.0	0.0	0.0	6	0.0	0.8719	0	7	0.11091	6.18574	0.01793	30	0.0	0.5789473684210527	1.0
MZ22520948	197.0	2.166666667	43.0	0.851	0.0	1	0.0	0.9858	0	7	0.50561	6.05987	0.08344	35	0.140522876	0.9473684210526316	1.0
MZ22520950	193.3529412	1.058823529	43.0	0.631	0.0	2	0.0	0.8683	0	7	0.20227	6.22097	0.032510000000000004	34	0.0	0.8947368421052632	1.0
MZ22520951	198.9411765	3.058823529	43.0	0.655	0.0	2	0.0	0.9142	0	7	0.42432	9.52803	0.04453	34	0.0	0.8947368421052632	1.0
MZ22520952	210.625	1.3125	43.0	0.252	0.0	3	0.0	0.9709	0	7	1.00966	6.8354	0.14770999999999998	33	0.175	0.8421052631578947	1.0
MZ22520956	171.1052632	2.0	43.0	0.9565	0.0	0	0.0	0.8909999999999999	0	7	0.42062	5.91414	0.07112	36	0.134502924	1.0	1.0
MZ22520957	179.0	1.9375	43.0	0.417	0.0	3	0.0	0.8333	0	7	0.12011	8.50482	0.01412	33	0.2375	0.8421052631578947	1.0
MZ22520958	219.6315789	5.315789474	43.0	0.9565	0.0	0	0.0	0.9171	0	7	0.50156	4.91391	0.10207	36	0.0	1.0	1.0
MZ22520960	243.0	2.4	43.0	0.003	0.282842712	7	0.111111111	1.1071	1	7	0.6293300000000001	4.55167	0.13826	28	0.0	0.4736842105263158	1.1111111111111112
MZ22520961	196.5555556	1.944444444	43.0	0.0	0.222222222	2	0.05882352900000001	1.1167	1	7	1.1504299999999998	8.59782	0.1338	33	0.088235294	0.8947368421052632	1.0588235294117647
MZ22520962	186.0555556	2.944444444	43.0	0.851	0.0	1	0.0	0.8391	0	7	0.04665	4.28713	0.01088	35	0.107843137	0.9473684210526316	1.0
MZ22520963	260.9473684	4.157894737	43.0	0.9565	0.0	0	0.0	0.8384	0	7	0.11563	2.0658	0.055970000000000006	36	0.0	1.0	1.0
MZ22520964	241.0588235	4.823529412	43.0	0.0	0.22782255	3	0.0625	1.0667	1	7	0.17891	3.84846	0.04649	32	0.0	0.8421052631578947	1.0625
MZ22520965	322.3333333	2.2	27.90365678	0.0	0.0	3	0.0	1.109	0	7	0.6439600000000001	8.14214	0.07909	33	0.0	0.7894736842105263	1.0
MZ22520969	348.6666667	2.666666667	27.90365678	0.0	0.0	10	0.0	0.986	0	7	0.2263	1.0400200000000002	0.21759	26	0.0	0.15789473684210525	1.0
MZ22520970	519.8	2.4	19.19682665	0.0	0.0	6	0.0	1.5116	0	6	1.15543	2.21091	0.5226	30	0.0	0.2631578947368421	1.0
MZ22520971	182.0	4.0	43.0	0.611	0.0	2	0.0	0.802	0	7	0.00012	1.17994	0.0001	34	0.0	0.8947368421052632	1.0
MZ22520972	187.2631579	1.894736842	43.0	0.545	0.217005559	1	0.055555556	0.8270000000000001	1	7	0.05642000000000001	4.9581	0.01138	34	0.0	0.9473684210526316	1.0555555555555556
MZ22520974	191.5789474	2.947368421	43.0	0.9565	0.0	0	0.0	0.8341	0	7	0.07371	3.97763	0.01853	36	0.0	1.0	1.0
MZ22520975	221.5	2.75	27.90365678	0.003	0.0	8	0.0	1.484	0	7	0.77098	1.75903	0.4383	28	0.0	0.21052631578947367	1.0
MZ22520976	201.1578947	2.315789474	43.0	0.9565	0.0	0	0.0	0.9835	0	7	0.42511	5.6769300000000005	0.07488	36	0.078947368	1.0	1.0
MZ22520977	258.5263158	1.894736842	43.0	0.9565	0.0	0	0.0	1.341	0	7	2.18361	7.470169999999999	0.29231	36	0.0	1.0	1.0
MZ22520978	294.0	2.666666667	43.0	0.0	0.333333333	9	0.2	1.3796	3	7	0.56993	2.56886	0.22186	24	0.0	0.2631578947368421	1.2
MZ22520981	177.0	2.071428571	43.0	0.005	0.24743583	6	0.076923077	1.0275	1	7	0.75452	8.53095	0.08845	29	0.115384615	0.6842105263157895	1.0769230769230769
MZ22520984	224.9375	2.75	43.0	0.272	0.0	3	0.0	0.8482	0	7	0.0868	3.65141	0.02377	33	0.0	0.8421052631578947	1.0
MZ22520988	158.4666667	2.666666667	43.0	0.13699999999999998	0.0	4	0.0	1.3709	0	7	2.03084	8.51197	0.23859	32	0.171428571	0.7894736842105263	1.0
MZ22520989	179.15	3.9	43.0	0.0	0.212132034	0	0.052631579000000005	0.9257	1	7	0.38949	5.54251	0.07027	35	0.0	1.0	1.0526315789473684
MZ22520991	180.0555556	1.111111111	43.0	0.82	0.0	1	0.0	1.1618	0	7	1.38434	8.52469	0.16239	35	0.0	0.9473684210526316	1.0
MZ22520993	188.2	2.4	43.0	0.066	0.0	4	0.0	1.3084	0	7	1.46758	7.57187	0.19382	32	0.133333333	0.7894736842105263	1.0
MZ22520994	267.7777778	2.166666667	43.0	0.82	0.0	1	0.0	1.1579	0	7	1.20197	3.72867	0.32236	35	0.0	0.9473684210526316	1.0
MZ22520997	312.3333333	1.0	27.90365678	0.001	0.0	9	0.0	1.3451	0	7	0.44257	5.83443	0.07585	27	0.0	0.15789473684210525	1.0
MZ22520999	1340.0	1.666666667	27.90365678	0.0	0.0	11	0.0	1.4239	0	7	0.45298	3.95331	0.11458	25	0.0	0.15789473684210525	1.0
MZ22521000	198.5454545	3.181818182	27.90365678	0.0	0.0	6	0.0	0.8487	0	7	0.10045	2.68021	0.03748	30	0.0	0.5789473684210527	1.0
MZ22521004	192.3846154	3.538461538	43.0	0.034	0.0	5	0.0	1.307	0	7	1.43347	4.49586	0.31884	31	0.108974359	0.6842105263157895	1.0
MZ22521005	222.3846154	2.230769231	43.0	0.0	0.0	5	0.0	1.1264	0	7	0.85806	7.91772	0.10837	31	0.0	0.6842105263157895	1.0
MZ22521006	195.8	3.933333333	43.0	0.511	0.0	3	0.0	1.0076	0	7	0.53087	4.87631	0.10887	33	0.104761905	0.7894736842105263	1.0
MZ22521008	211.7647059	3.058823529	43.0	0.61	0.0	2	0.0	1.146	0	7	1.09752	6.51829	0.16838	34	0.080882353	0.8947368421052632	1.0
MZ22521009	328.4	2.6	11.78552174	0.0	0.0	5	0.0	1.8012	0	6	1.12965	2.21962	0.50894	31	0.0	0.2631578947368421	1.0
MZ22521012	194.8888889	2.111111111	43.0	0.691	0.0	1	0.0	0.8304	0	7	0.10155	4.8827099999999986	0.0208	35	0.071895425	0.9473684210526316	1.0
MZ22521013	184.0555556	4.0	43.0	0.8109999999999999	0.0	1	0.0	0.8127	0	7	0.0218	6.04232	0.00361	35	0.12745098	0.9473684210526316	1.0
MZ22521017	243.625	1.25	43.0	0.168	0.0	3	0.0	0.9588	0	7	0.5491699999999999	6.558039999999999	0.08374	33	0.083333333	0.8421052631578947	1.0
MZ22521018	232.4736842	2.947368421	43.0	0.9565	0.0	0	0.0	1.2758	0	7	1.51061	5.2579699999999985	0.2873	36	0.038011696	1.0	1.0
MZ22521019	244.1111111	1.222222222	43.0	0.001	0.0	8	0.0	0.9531	0	7	0.45783	5.4682	0.08373	28	0.0	0.4736842105263158	1.0
MZ22521021	312.2727273	2.636363636	43.0	0.014	0.272727273	6	0.1	1.3785	1	7	0.73721	3.40565	0.21647	29	0.15555555599999998	0.5263157894736842	1.1
MZ22521022	275.5	3.5	27.90365678	0.001	0.0	9	0.0	1.0335	0	7	0.48062	1.80042	0.26695	27	0.0	0.21052631578947367	1.0
MZ22521030	256.1052632	2.368421053	43.0	0.887	0.217005559	1	0.055555556	1.2758	1	7	1.82001	8.70625	0.20905	34	0.29084967300000003	0.9473684210526316	1.0555555555555556
MZ22521031	215.6666667	2.666666667	15.68373472	0.0	0.0	7	0.0	1.0249	0	6	0.20912	0.90452	0.23119	29	0.0	0.15789473684210525	1.0
MZ22521033	300.75	2.375	43.0	0.0	0.233853587	4	0.066666667	1.6454	1	7	2.96833	6.02944	0.49231	31	0.0	0.7894736842105263	1.0666666666666669
MZ22521035	413.4736842	2.526315789	43.0	0.9565	0.0	0	0.0	1.0232	0	7	0.41733	4.89975	0.08517000000000001	36	0.0	1.0	1.0
MZ22521039	210.0	1.0	1.979807516	0.123	0.0	6	0.0	0.9978	0	6	0.02023	0.16122	0.12548	30	0.0	0.2631578947368421	1.0
MZ22521042	195.2222222	1.222222222	19.19682665	0.0	0.293972368	8	0.125	1.2924	2	6	0.91817	4.53135	0.20263	26	0.0	0.42105263157894735	1.125
MZ22521044	208.0526316	2.631578947	43.0	0.6940000000000001	0.217005559	1	0.055555556	1.4584	1	7	2.84937	12.90531	0.22079	34	0.0	0.9473684210526316	1.0555555555555556
MZ22521046	208.7058824	2.470588235	43.0	0.519	0.22782255	3	0.0625	1.1978	1	7	1.3467	8.31413	0.16198	32	0.075	0.8421052631578947	1.0625
MZ22521048	262.0	3.3	27.90365678	0.0	0.282842712	9	0.666666667	1.8365	3	7	3.2336	14.37466	0.22495	24	0.0	0.3157894736842105	1.6666666666666667
MZ22521049	184.0	2.0	43.0	0.629	0.0	2	0.0	0.8845	0	7	0.259	5.76625	0.04492	34	0.0	0.8947368421052632	1.0
MZ22521054	223.2631579	2.0	43.0	0.6940000000000001	0.217005559	1	0.055555556	0.8691	1	7	0.16568	5.06259	0.03273	34	0.0	0.9473684210526316	1.0555555555555556
MZ22521055	141.125	2.5	43.0	0.0	0.0	9	0.0	1.0762	0	7	1.1963700000000002	4.59922	0.26012	27	0.0	0.42105263157894735	1.0
MZ22521056	214.2941176	2.647058824	43.0	0.0	0.22782255	1	0.0625	1.5821	4	7	2.53864	9.76765	0.2599	31	0.0	0.8421052631578947	1.0625
MZ22521059	203.4736842	4.315789474	43.0	0.9565	0.0	0	0.0	0.8241	0	7	0.06468	6.43544	0.01005	36	0.0	1.0	1.0
MZ22521061	179.0	3.833333333	43.0	0.001	0.0	8	0.0	0.9917	0	7	0.27062	4.38421	0.061729999999999986	28	0.0	0.3157894736842105	1.0
MZ22521062	188.5714286	3.071428571	43.0	0.17600000000000002	0.0	4	0.0	0.8823	0	7	0.2118	4.8661699999999986	0.04352	32	0.0	0.7368421052631579	1.0
MZ22521070	182.0526316	3.0	43.0	0.9565	0.0	0	0.0	0.8158	0	7	0.01002	4.02202	0.00249	36	0.038011696	1.0	1.0
MZ22521073	183.7777778	5.722222222	43.0	0.7975	0.0	1	0.0	0.9058	0	7	0.21013	4.19388	0.0501	35	0.0	0.9473684210526316	1.0
MZ22521082	220.8333333	1.5	11.57917827	0.14	0.0	5	0.0	1.4201	0	6	0.6300899999999999	2.86421	0.21999	31	0.0	0.3157894736842105	1.0
MZ22521083	201.0	2.0	1.979807516	0.003	0.0	8	0.0	1.0751	0	6	0.0418	0.15044000000000002	0.27785	28	0.0	0.15789473684210525	1.0
MZ22521084	206.0	2.25	11.78552174	0.0	0.0	5	0.0	1.0263	4	6	0.20848000000000005	1.6211	0.1286	27	0.0	0.21052631578947367	1.0
MZ22521087	273.0	2.333333333	15.68373472	0.0	0.0	10	0.0	1.3539	0	6	0.29255	0.6682	0.43782	26	0.0	0.15789473684210525	1.0
MZ22521088	314.0	1.0	15.68373472	0.0	0.0	7	0.0	1.455	1	6	0.36761	1.02359	0.35914	28	0.0	0.15789473684210525	1.0
MZ22521092	167.7368421	5.473684211	43.0	0.9565	0.0	0	0.0	0.8408	0	7	0.00859	3.3387300000000004	0.00257	36	0.0	1.0	1.0
MZ22521096	201.7894737	3.105263158	43.0	0.9565	0.0	0	0.0	1.0529	0	7	0.7504	6.5351599999999985	0.11483	36	0.083333333	1.0	1.0
MZ22521097	175.80952380000005	3.428571429	43.0	0.731	0.277664376	0	0.105263158	0.9312	2	7	0.70049	4.4444300000000005	0.15761	34	0.0	1.0	1.1052631578947372
MZ22521098	231.7894737	3.052631579	43.0	0.9565	0.0	0	0.0	1.2365	0	7	1.2938	6.30095	0.20533	36	0.0	1.0	1.0
MZ22521102	185.9166667	2.166666667	43.0	0.0	0.0	6	0.0	0.8679	4	7	0.23404	5.25196	0.04456	26	0.045454545	0.631578947368421	1.0
MZ22521104	175.9444444	2.777777778	43.0	0.59	0.222222222	2	0.05882352900000001	1.0415	1	7	0.68993	8.69232	0.07937000000000001	33	0.0	0.8947368421052632	1.0588235294117647
MZ22521105	174.7368421	2.789473684	43.0	0.9565	0.0	0	0.0	1.2368	0	7	1.55516	9.94155	0.15643	36	0.08479532199999999	1.0	1.0
MZ22521107	234.7894737	3.947368421	43.0	0.9565	0.0	0	0.0	1.0853	0	7	0.22757	4.82311	0.04718	36	0.166666667	1.0	1.0
MZ22521109	309.3529412	1.764705882	43.0	0.493	0.0	2	0.0	0.9155	0	7	0.3259	4.78112	0.06816	34	0.0	0.8947368421052632	1.0
MZ22521111	190.5	1.0	43.0	0.425	0.222222222	2	0.05882352900000001	0.9115	1	7	0.42894	6.43	0.06671	33	0.194852941	0.8947368421052632	1.0588235294117647
MZ22521112	237.0555556	5.5	43.0	0.82	0.0	1	0.0	0.8754	0	7	0.11527	5.51925	0.02089	35	0.0	0.9473684210526316	1.0
MZ22521113	214.7222222	4.1111111110000005	43.0	0.825	0.0	1	0.0	0.8928	0	7	0.20156	5.89239	0.034210000000000004	35	0.153594771	0.9473684210526316	1.0
MZ22521114	248.75	3.5	27.90365678	0.0	0.353553391	9	0.333333333	1.198	1	7	0.7216	3.12501	0.23091	26	0.0	0.15789473684210525	1.3333333333333333
MZ22521115	294.9	1.9	27.90365678	0.0	0.282842712	9	0.111111111	1.2624	1	7	1.12645	3.18094	0.35412	26	0.0	0.4736842105263158	1.1111111111111112
MZ22521116	278.8	3.5333333330000003	43.0	0.0	0.240370085	5	0.071428571	0.8811	1	7	1.51455	5.37789	0.28163	30	0.0	0.7368421052631579	1.0714285714285714
MZ22521119	185.6666667	2.333333333	15.68373472	0.003	0.0	8	0.0	1.1835	0	6	0.49807	2.3464400000000003	0.21227	28	0.266666667	0.3157894736842105	1.0
MZ22521120	184.3157895	3.0	43.0	0.725	0.217005559	1	0.055555556	0.8435	1	7	0.09888	2.44447	0.04045	34	0.069204152	0.9473684210526316	1.0555555555555556
MZ22521121	180.2857143	1.0	15.68373472	0.022	0.0	7	0.0	1.0877	0	6	0.16826	1.06646	0.15777	29	0.0	0.3684210526315789	1.0
MZ22521122	187.9375	1.125	43.0	0.0	0.0	3	0.0	1.0025	0	7	0.76641	7.39164	0.10369	33	0.0	0.8421052631578947	1.0
MZ22521123	199.0	2.882352941	43.0	0.655	0.0	2	0.0	1.0118	0	7	0.6832699999999999	6.20311	0.11015	34	0.0	0.8947368421052632	1.0
MZ22521125	220.2307692	1.153846154	27.90365678	0.0	0.0	4	0.0	1.1726	4	7	0.79006	6.06537	0.13026	28	0.0	0.6842105263157895	1.0
MZ22521128	327.3333333	2.0	11.57917827	0.002	0.0	8	0.0	1.6576	0	6	0.30355	1.12126	0.27072	28	0.0	0.15789473684210525	1.0
MZ22521129	255.8333333	3.388888889	43.0	0.82	0.0	1	0.0	1.1632	0	7	0.6568	5.57673	0.11778	35	0.0	0.9473684210526316	1.0
MZ22521131	454.68421050000006	2.368421053	43.0	0.725	0.217005559	1	0.055555556	1.0329	1	7	0.74953	8.96007	0.08365	34	0.0	0.9473684210526316	1.0555555555555556
MZ22521132	175.8235294	1.882352941	43.0	0.0	0.0	2	0.0	0.9206	0	7	0.39666	6.7129	0.05909	34	0.154411765	0.8947368421052632	1.0
