orthogroup	PDN
MZ22520709	0.07427
MZ22520714	0.03106
MZ22520716	1.00366
MZ22520719	0.37704
MZ22520720	0.6128100000000001
MZ22520722	0.87856
MZ22520723	0.22161
MZ22520725	0.33485
MZ22520727	0.01236
MZ22520728	0.34504
MZ22520730	0.06927
MZ22520731	0.04349
MZ22520732	0.26702
MZ22520735	1.10131
MZ22520737	0.46492
MZ22520738	2.51399
MZ22520739	0.52591
MZ22520740	0.9628700000000001
MZ22520741	0.22601999999999997
MZ22520743	0.12294000000000001
MZ22520745	0.4084
MZ22520746	0.19777999999999998
MZ22520747	1.79653
MZ22520748	0.3892
MZ22520750	0.23215
MZ22520751	0.14936
MZ22520752	0.52383
MZ22520753	0.12621
MZ22520754	0.49256000000000005
MZ22520755	0.27331
MZ22520756	0.0344
MZ22520760	0.30826
MZ22520761	2.3799
MZ22520762	0.40003
MZ22520763	0.80107
MZ22520764	0.24489
MZ22520768	0.58019
MZ22520772	0.52787
MZ22520774	0.63153
MZ22520776	0.6966
MZ22520778	0.19563
MZ22520787	0.14275
MZ22520788	1.0129
MZ22520789	1.48545
MZ22520790	1.1841
MZ22520791	0.50781
MZ22520794	2.479
MZ22520797	0.11087000000000001
MZ22520799	0.33542
MZ22520800	1.70918
MZ22520803	0.81386
MZ22520805	0.10246
MZ22520807	0.01455
MZ22520808	0.27887
MZ22520810	0.29227
MZ22520813	0.6729999999999999
MZ22520814	0.78776
MZ22520815	0.58144
MZ22520816	1.11025
MZ22520817	0.15325
MZ22520819	0.48303999999999997
MZ22520823	0.22127
MZ22520824	0.17805
MZ22520825	2.1853700000000003
MZ22520827	0.92166
MZ22520828	0.50439
MZ22520830	1.6595900000000001
MZ22520834	0.83893
MZ22520835	0.14202
MZ22520837	0.015319999999999999
MZ22520838	0.9320200000000001
MZ22520841	0.19760999999999998
MZ22520842	0.15328
MZ22520843	0.10665999999999999
MZ22520849	0.15600999999999998
MZ22520851	1.4533200000000002
MZ22520852	0.60077
MZ22520853	0.37675
MZ22520854	0.22016999999999998
MZ22520855	1.38237
MZ22520856	0.12222000000000001
MZ22520857	0.40568000000000004
MZ22520858	0.77577
MZ22520863	0.26486
MZ22520865	0.23605
MZ22520869	0.32245999999999997
MZ22520870	0.1432
MZ22520874	1.5862
MZ22520875	0.26374000000000003
MZ22520877	2.62495
MZ22520879	0.26626
MZ22520880	0.69222
MZ22520881	1.13886
MZ22520886	0.12412999999999999
MZ22520888	0.17965
MZ22520889	0.5865100000000001
MZ22520892	0.43688999999999995
MZ22520894	0.22841999999999998
MZ22520895	0.24100000000000002
MZ22520897	0.36425
MZ22520898	0.36999
MZ22520899	1.3855899999999999
MZ22520900	1.33071
MZ22520903	2.311
MZ22520904	5.0309
MZ22520905	0.05536
MZ22520913	1.22718
MZ22520914	2.19774
MZ22520915	0.866
MZ22520916	0.27736
MZ22520919	0.29107
MZ22520923	0.41784
MZ22520924	2.06533
MZ22520925	2.91605
MZ22520926	0.9573
MZ22520928	0.68875
MZ22520930	0.8236899999999999
MZ22520937	0.27265
MZ22520939	0.21891999999999998
MZ22520940	0.40126
MZ22520945	0.030080000000000003
MZ22520946	0.11091
MZ22520948	0.50561
MZ22520950	0.20227
MZ22520951	0.42432
MZ22520952	1.00966
MZ22520956	0.42062
MZ22520957	0.12011
MZ22520958	0.50156
MZ22520960	0.6293300000000001
MZ22520961	1.1504299999999998
MZ22520962	0.04665
MZ22520963	0.11563
MZ22520964	0.17890999999999999
MZ22520965	0.6439600000000001
MZ22520969	0.2263
MZ22520970	1.15543
MZ22520971	0.00011999999999999999
MZ22520972	0.056420000000000005
MZ22520974	0.07371
MZ22520975	0.77098
MZ22520976	0.42511000000000004
MZ22520977	2.18361
MZ22520978	0.56993
MZ22520981	0.75452
MZ22520984	0.0868
MZ22520988	2.03084
MZ22520989	0.38949
MZ22520991	1.38434
MZ22520993	1.4675799999999999
MZ22520994	1.20197
MZ22520997	0.44256999999999996
MZ22520999	0.45298
MZ22521000	0.10045
MZ22521004	1.43347
MZ22521005	0.85806
MZ22521006	0.53087
MZ22521008	1.09752
MZ22521009	1.12965
MZ22521012	0.10155
MZ22521013	0.0218
MZ22521017	0.5491699999999999
MZ22521018	1.51061
MZ22521019	0.45783
MZ22521021	0.73721
MZ22521022	0.48062
MZ22521030	1.82001
MZ22521031	0.20911999999999997
MZ22521033	2.96833
MZ22521035	0.41733000000000003
MZ22521039	0.02023
MZ22521042	0.91817
MZ22521044	2.84937
MZ22521046	1.3467
MZ22521048	3.2336
MZ22521049	0.259
MZ22521054	0.16568
MZ22521055	1.1963700000000002
MZ22521056	2.53864
MZ22521059	0.06468
MZ22521061	0.27061999999999997
MZ22521062	0.2118
MZ22521070	0.010020000000000001
MZ22521073	0.21013
MZ22521082	0.6300899999999999
MZ22521083	0.0418
MZ22521084	0.20848000000000003
MZ22521087	0.29255
MZ22521088	0.36761
MZ22521092	0.00859
MZ22521096	0.7504
MZ22521097	0.70049
MZ22521098	1.2938
MZ22521102	0.23404
MZ22521104	0.68993
MZ22521105	1.55516
MZ22521107	0.22757
MZ22521109	0.3259
MZ22521111	0.42894
MZ22521112	0.11527000000000001
MZ22521113	0.20156
MZ22521114	0.7216
MZ22521115	1.12645
MZ22521116	1.51455
MZ22521119	0.49806999999999996
MZ22521120	0.09888
MZ22521121	0.16826
MZ22521122	0.76641
MZ22521123	0.6832699999999999
MZ22521125	0.79006
MZ22521128	0.30355
MZ22521129	0.6568
MZ22521131	0.74953
MZ22521132	0.39666
MZ22521136	0.8023
MZ22521138	0.99356
MZ22521140	0.04484
MZ22521143	0.22983
MZ22521145	0.10475
MZ22521147	2.33534
MZ22521149	0.20469
MZ22521152	2.03248
MZ22521153	2.9999999999999997e-05
MZ22521154	0.03373
MZ22521155	0.47076999999999997
MZ22521156	0.03182
MZ22521157	0.2933
MZ22521158	1.01229
MZ22521159	0.04494
MZ22521160	0.09958
MZ22521162	0.4939
MZ22521164	0.49571000000000004
MZ22521165	0.7340000000000001
MZ22521166	2.0129200000000003
MZ22521167	0.5644
MZ22521172	0.025730000000000003
MZ22521175	1.01994
MZ22521177	0.30226
MZ22521178	0.041010000000000005
MZ22521179	0.11535999999999999
MZ22521181	0.14828
MZ22521183	0.8380799999999999
MZ22521184	0.24072
MZ22521185	0.74007
MZ22521186	1.2899200000000002
MZ22521188	0.13877
MZ22521189	0.17187
MZ22521190	0.29267
MZ22521193	0.03731
MZ22521194	0.67702
MZ22521195	0.36148
MZ22521196	0.9543200000000001
MZ22521197	0.0768
MZ22521198	0.04045
MZ22521200	0.23304
MZ22521201	1.56039
MZ22521202	0.32398000000000005
MZ22521203	1.89378
MZ22521204	0.36186
MZ22521205	0.80498
MZ22521206	0.58016
MZ22521209	0.31442
MZ22521212	1.57246
MZ22521215	0.00252
MZ22521216	0.7213
MZ22521219	1.0901299999999998
MZ22521221	0.7024100000000001
MZ22521222	0.57315
MZ22521223	0.7771
MZ22521225	0.47481999999999996
MZ22521226	0.8840600000000001
MZ22521227	0.62334
MZ22521231	0.28741
MZ22521232	0.30485
MZ22521233	0.12064000000000001
MZ22521234	0.31101999999999996
MZ22521235	0.042460000000000005
MZ22521236	0.18665
MZ22521237	0.84316
MZ22521239	0.20644
MZ22521240	0.57187
MZ22521242	1.3824
MZ22521243	0.9577100000000001
MZ22521244	0.52937
MZ22521246	0.44251
MZ22521248	0.30567
MZ22521249	1.13002
MZ22521250	0.09485
MZ22521251	0.13314
MZ22521252	1.33408
MZ22521253	0.87702
MZ22521257	0.629
MZ22521259	0.6676300000000001
MZ22521261	3.7670800000000004
MZ22521263	0.08311
MZ22521264	0.02733
MZ22521266	1.0735700000000001
MZ22521267	0.48275
MZ22521268	0.05243
MZ22521272	0.056670000000000005
MZ22521276	0.41839
MZ22521278	0.14568
MZ22521279	1.8963
MZ22521280	0.45497
MZ22521281	1.33999
MZ22521284	3.35049
MZ22521286	0.29273000000000005
MZ22521287	0.26755999999999996
MZ22521288	0.9385700000000001
MZ22521293	0.27776
MZ22521295	1.45643
MZ22521296	0.29906
MZ22521297	0.19627999999999998
MZ22521298	3.32752
MZ22521299	0.22276999999999997
MZ22521301	0.49898000000000003
MZ22521302	0.32347
MZ22521303	0.15079
MZ22521306	0.52183
MZ22521307	0.14177
MZ22521308	0.20140999999999998
MZ22521309	0.9118
MZ22521311	0.69501
MZ22521313	1.1567100000000001
MZ22521314	0.63183
MZ22521318	0.0129
MZ22521322	0.11397
MZ22521325	0.01889
MZ22521327	0.02621
MZ22521328	1.7718599999999998
MZ22521331	0.10929000000000001
MZ22521334	0.07712999999999999
MZ22521335	0.19201
MZ22521338	0.35217
MZ22521340	0.28783000000000003
MZ22521341	0.9067200000000001
MZ22521345	0.0076
MZ22521348	0.28365999999999997
MZ22521351	0.19066
MZ22521353	0.05828
MZ22521354	0.038439999999999995
MZ22521355	0.07926
MZ22521356	0.56584
MZ22521357	0.63238
MZ22521358	0.5669
MZ22521359	0.15884
MZ22521360	1.25956
MZ22521366	0.88382
MZ22521369	0.33589
MZ22521370	1.6570799999999999
MZ22521371	0.13466
MZ22521375	0.24786
MZ22521380	0.027630000000000002
MZ22521381	0.59933
MZ22521382	0.21203000000000002
MZ22521383	0.16529000000000002
MZ22521385	0.26313000000000003
MZ22521387	0.65385
MZ22521395	1.1902700000000002
MZ22521397	0.17804
MZ22521398	0.46383
MZ22521404	0.00224
MZ22521409	0.7448899999999999
MZ22521412	1.62515
MZ22521414	0.75846
MZ22521415	0.03756
MZ22521418	0.16292
MZ22521421	0.01945
MZ22521426	0.41181
MZ22521428	1.2766899999999999
MZ22521429	0.83424
MZ22521430	0.47773999999999994
MZ22521431	0.37577
MZ22521434	0.36565
MZ22521435	1.11458
MZ22521436	1.19287
MZ22521438	0.14879
MZ22521440	0.77222
MZ22521441	0.22638000000000003
MZ22521442	0.22263000000000002
MZ22521443	0.11697
MZ22521445	0.57702
MZ22521446	0.1053
MZ22521449	0.3839
MZ22521450	0.03875
MZ22521451	1.7856900000000002
MZ22521452	0.007390000000000001
MZ22521454	1.0747200000000001
MZ22521455	0.41226999999999997
MZ22521456	0.44497
MZ22521458	0.40365999999999996
MZ22521463	1.37445
MZ22521465	0.46713999999999994
MZ22521466	0.36216
MZ22521467	0.9033
MZ22521468	0.45043
MZ22521471	2.1164
MZ22521472	0.19751
MZ22521473	2.01986
MZ22521476	0.35993
MZ22521479	0.8218
MZ22521483	0.31792
MZ22521486	0.50562
MZ22521487	0.5261100000000001
MZ22521488	1.52298
MZ22521489	0.73093
MZ22521490	0.14916
MZ22521491	0.42002
MZ22521493	0.22483000000000003
MZ22521495	0.6369
MZ22521498	0.23035
MZ22521499	0.92294
MZ22521500	1.37565
MZ22521502	0.15061
MZ22521506	2.30849
MZ22521507	1.43214
MZ22521509	0.49906999999999996
MZ22521510	0.0782
MZ22521514	0.52966
MZ22521515	0.92124
MZ22521518	0.6136
MZ22521519	0.34684
MZ22521520	0.0751
MZ22521521	1.49769
MZ22521524	0.14404
MZ22521526	0.47012
MZ22521530	0.19467
MZ22521531	0.15439
MZ22521532	0.12984
MZ22521533	0.09819
MZ22521534	1.55566
MZ22521537	1.0435
MZ22521539	0.28212
MZ22521540	0.60817
MZ22521541	0.1172
MZ22521542	0.228
MZ22521543	0.609
MZ22521545	0.04311
MZ22521546	0.42667
MZ22521547	0.34714
MZ22521548	0.08417999999999999
MZ22521552	0.027960000000000002
MZ22521553	0.32998
MZ22521554	0.18182
MZ22521555	0.33125
MZ22521559	0.47655
MZ22521561	0.18337
MZ22521566	0.24971999999999997
MZ22521569	0.03937
MZ22521571	1.04903
MZ22521572	2.2023200000000003
MZ22521574	1.14625
MZ22521575	0.69538
MZ22521576	0.8886200000000001
MZ22521577	0.9525600000000001
MZ22521578	0.14357
MZ22521580	0.34012
MZ22521585	0.26979000000000003
MZ22521586	0.35124
MZ22521587	0.032619999999999996
MZ22521589	1.51788
MZ22521590	0.19685999999999998
MZ22521591	0.90851
MZ22521595	0.41406000000000004
MZ22521597	0.23376
MZ22521599	0.48953
MZ22521602	1.06945
MZ22521604	4.969180000000001
MZ22521605	0.01399
MZ22521609	0.3501
MZ22521610	0.07153
MZ22521611	0.9762
MZ22521612	0.56513
MZ22521613	2.31212
MZ22521614	0.09742999999999999
MZ22521616	0.036410000000000005
MZ22521617	2.0291099999999997
MZ22521618	2.2170099999999997
MZ22521621	1.25511
MZ22521622	0.99608
MZ22521626	0.1387
MZ22521627	0.22225
MZ22521629	0.46556000000000003
MZ22521630	1.58047
MZ22521632	0.11077000000000001
MZ22521633	0.15378
MZ22521635	2.09613
MZ22521638	0.07063
MZ22521639	1.1726
MZ22521643	0.3453
MZ22521644	0.61316
MZ22521646	0.16083
MZ22521647	0.0435
MZ22521649	0.48538000000000003
MZ22521652	0.27808
MZ22521653	0.18868
MZ22521655	1.4663
MZ22521659	0.71849
MZ22521662	0.31517
MZ22521665	0.22065
MZ22521666	1.27057
MZ22521669	0.7439399999999999
MZ22521670	0.5216
MZ22521671	1.79308
MZ22521673	0.48861000000000004
MZ22521676	0.06092
MZ22521678	0.76886
MZ22521679	1.89336
MZ22521680	0.6954600000000001
MZ22521681	0.06682
MZ22521684	0.00267
MZ22521685	0.04562
MZ22521686	0.06973
MZ22521689	1.34548
MZ22521691	0.5644399999999999
MZ22521693	0.98945
MZ22521694	1.02504
MZ22521695	0.23901
MZ22521696	0.67564
MZ22521698	0.09302
MZ22521701	0.64261
MZ22521702	0.09369
MZ22521704	1.1456899999999999
MZ22521705	0.43073
MZ22521706	0.70518
MZ22521707	0.5488
MZ22521708	0.9578899999999999
MZ22521710	0.8074399999999999
MZ22521711	0.9053399999999999
MZ22521713	0.32449
MZ22521714	0.72339
MZ22521715	1.0622
MZ22521718	0.32761
MZ22521719	0.2338
MZ22521721	0.02087
MZ22521722	0.14966
MZ22521723	4.66538
MZ22521724	0.21038
MZ22521725	0.15395
MZ22521728	0.07736
MZ22521730	0.10377
MZ22521733	0.10999
MZ22521735	0.19657
MZ22521736	1.28395
MZ22521737	1.6273600000000001
MZ22521742	0.89194
MZ22521744	NA
MZ22521745	0.65971
MZ22521746	0.65496
MZ22521748	0.8065
MZ22521749	0.40452
MZ22521750	2.4199
MZ22521754	0.24419000000000002
MZ22521755	0.36045
MZ22521756	0.26421
MZ22521757	0.23478000000000002
MZ22521759	0.28894000000000003
MZ22521760	1.02969
MZ22521761	0.42925
MZ22521762	0.50184
MZ22521763	0.41352
MZ22521765	0.30821
MZ22521766	0.54694
MZ22521767	0.44992
MZ22521773	0.49182
MZ22521774	0.7809
MZ22521775	0.48003
MZ22521776	0.4005
MZ22521777	1.68713
MZ22521780	0.92564
MZ22521781	0.33125
MZ22521782	0.9422200000000001
MZ22521783	0.57016
MZ22521787	0.8258
MZ22521788	0.54418
MZ22521791	0.01924
MZ22521793	0.52491
MZ22521795	0.62161
MZ22521796	0.30324
MZ22521797	1.01461
MZ22521798	0.32844
MZ22521799	0.0368
MZ22521800	0.75749
MZ22521802	0.9506700000000001
MZ22521803	1.21835
MZ22521807	0.65527
MZ22521808	0.26147
MZ22521809	0.30041999999999996
MZ22521810	3.4879
MZ22521811	0.9071100000000001
MZ22521813	1.21995
MZ22521815	1.3671
MZ22521816	0.47528000000000004
MZ22521819	0.50078
MZ22521820	0.12952
MZ22521821	1.6947599999999998
MZ22521823	1.3753799999999998
MZ22521824	0.47868999999999995
MZ22521826	1.16052
MZ22521829	3.13575
MZ22521830	0.14825
MZ22521831	0.05605
MZ22521833	0.26253000000000004
MZ22521834	1.12839
MZ22521836	0.31056
MZ22521839	1.75625
MZ22521840	1.24956
MZ22521842	0.47273999999999994
MZ22521843	0.12183
MZ22521844	0.57708
MZ22521845	0.95121
MZ22521846	0.11735
MZ22521847	0.89261
MZ22521849	0.40299
MZ22521851	0.43055
MZ22521852	0.9646100000000001
MZ22521853	0.26002
MZ22521854	2.27259
MZ22521857	0.21023000000000003
MZ22521858	0.12872999999999998
MZ22521859	0.14562
MZ22521863	0.74237
MZ22521864	0.40042
MZ22521865	0.49663999999999997
MZ22521866	0.19336
MZ22521867	0.18825
MZ22521868	0.6533100000000001
MZ22521870	0.26616999999999996
MZ22521873	0.60339
MZ22521874	0.58755
MZ22521875	0.37821
MZ22521876	0.47543
MZ22521877	0.7411
MZ22521880	1.64563
MZ22521881	2.35189
MZ22521883	1.9374
MZ22521884	0.5194300000000001
MZ22521887	0.26191
MZ22521888	0.32566
MZ22521889	0.84767
MZ22521891	0.14985
MZ22521892	0.12504
MZ22521895	2.07381
MZ22521896	0.1413
MZ22521897	0.23468000000000003
MZ22521898	0.44078
MZ22521899	0.46085
MZ22521900	0.10405
MZ22521904	1.02241
MZ22521905	0.40669
MZ22521907	1.31444
MZ22521908	0.64722
MZ22521913	0.9581700000000001
MZ22521915	0.14376
MZ22521916	2.2254099999999997
MZ22521917	0.00028
MZ22521918	1.46636
MZ22521919	0.42645
MZ22521920	0.12311
MZ22521922	1.0513
MZ22521923	0.31471
MZ22521924	0.16697
MZ22521926	0.02957
MZ22521933	3.8494699999999997
MZ22521934	0.36689
MZ22521935	0.70681
MZ22521939	0.49345
MZ22521940	0.29943000000000003
MZ22521943	1.4965600000000001
MZ22521945	0.5967399999999999
MZ22521947	0.62973
MZ22521948	1.43086
MZ22521949	0.16705
MZ22521950	3.3200800000000004
MZ22521951	0.07362
MZ22521952	2.7624400000000002
MZ22521953	1.0328600000000001
MZ22521954	0.01401
MZ22521955	0.34383
MZ22521956	1.08025
MZ22521957	0.36913
MZ22521958	0.1471
MZ22521960	0.03358
MZ22521961	0.12514
MZ22521962	0.56791
MZ22521964	1.18913
MZ22521965	0.33121
MZ22521967	0.24750999999999998
MZ22521970	0.33866999999999997
MZ22521971	0.5239
MZ22521973	1.7843799999999999
MZ22521974	0.75271
MZ22521976	0.66777
MZ22521978	0.08922999999999999
MZ22521979	0.5475
MZ22521980	0.44248999999999994
MZ22521981	0.87023
MZ22521983	0.41518
MZ22521984	0.12105
MZ22521985	0.35544000000000003
MZ22521986	1.41077
MZ22521988	0.19480999999999998
MZ22521989	0.30751
MZ22521990	0.28994000000000003
MZ22521991	0.26053000000000004
MZ22521992	4.43863
MZ22521993	0.34092
MZ22521994	2.53914
MZ22521995	0.60124
MZ22521998	0.84152
MZ22522001	0.03299
MZ22522005	0.2049
MZ22522006	0.12437000000000001
MZ22522007	0.61532
MZ22522009	0.54402
MZ22522010	0.4248
MZ22522011	2.1360900000000003
MZ22522012	1.189
MZ22522015	0.16864
MZ22522016	0.88203
MZ22522017	0.22878
MZ22522018	1.28491
MZ22522019	0.54202
MZ22522020	0.8659100000000001
MZ22522021	0.49700000000000005
MZ22522022	0.2425
MZ22522023	0.56172
MZ22522024	1.25882
MZ22522027	0.16952
MZ22522028	0.45066999999999996
MZ22522029	0.71335
MZ22522032	0.2883
MZ22522036	0.28433
MZ22522037	0.68784
MZ22522041	0.23079000000000002
MZ22522042	0.11444000000000001
MZ22522043	1.21634
MZ22522044	1.84031
MZ22522045	0.62737
MZ22522046	0.80372
MZ22522047	0.27363000000000004
MZ22522048	0.60007
MZ22522049	0.1196
MZ22522050	2.25141
MZ22522053	1.72427
MZ22522054	0.03408
MZ22522056	0.4765
MZ22522057	0.37521
MZ22522059	0.15125999999999998
MZ22522060	0.95729
MZ22522061	1.18705
MZ22522064	0.14997
MZ22522065	0.65179
MZ22522068	0.77193
MZ22522071	0.16280999999999998
MZ22522072	0.1064
MZ22522073	0.05977999999999999
MZ22522075	0.41586000000000006
MZ22522076	0.53582
MZ22522077	1.5267899999999999
MZ22522078	0.38886
MZ22522079	0.6703899999999999
MZ22522080	1.8604
MZ22522081	0.90656
MZ22522083	1.15114
MZ22522086	0.30939
MZ22522088	0.02109
MZ22522091	1.74195
MZ22522093	1.0114299999999998
MZ22522094	1.1481
MZ22522096	0.71067
MZ22522098	0.06368
MZ22522100	0.40710999999999997
MZ22522102	2.05635
MZ22522106	0.49596999999999997
MZ22522107	0.0486
MZ22522108	0.21724000000000002
MZ22522110	3.9468099999999997
MZ22522111	0.09315
MZ22522113	0.30483000000000005
MZ22522115	0.60629
MZ22522118	1.1211
MZ22522120	1.04824
MZ22522121	0.26229
MZ22522122	0.8408
MZ22522123	2.0489900000000003
MZ22522125	0.60709
MZ22522126	0.45905
MZ22522128	0.12874000000000002
MZ22522129	0.24297
MZ22522131	0.31995
MZ22522132	0.04484
MZ22522134	0.08832999999999999
MZ22522136	1.91051
MZ22522137	0.28269
MZ22522141	0.38765
MZ22522143	0.8413299999999999
MZ22522144	1.11471
MZ22522145	1.06395
MZ22522146	0.5657399999999999
MZ22522151	0.15955999999999998
MZ22522152	0.20818000000000003
MZ22522154	0.77833
MZ22522158	1.21789
MZ22522159	1.98148
MZ22522160	1.1246399999999999
MZ22522161	0.85413
MZ22522164	0.18733
MZ22522168	0.13615
MZ22522170	1.0266
MZ22522171	1.09017
MZ22522173	0.36073
MZ22522174	0.4329
MZ22522175	0.54201
MZ22522177	0.7306
MZ22522178	0.26898
MZ22522180	0.32283
MZ22522181	1.01075
MZ22522182	1.46431
MZ22522183	1.30916
MZ22522184	0.5403
MZ22522186	0.50083
MZ22522188	1.03521
MZ22522191	1.32669
MZ22522192	1.49358
MZ22522193	0.54132
MZ22522195	0.9259999999999999
MZ22522196	0.637
MZ22522197	0.11379
MZ22522202	0.48875
MZ22522206	2.33383
MZ22522207	0.69906
MZ22522208	0.221
MZ22522209	0.09745
MZ22522211	0.48746000000000006
MZ22522213	0.15897
MZ22522214	0.0434
MZ22522217	0.23688
MZ22522220	0.08837
MZ22522222	0.10075
MZ22522223	1.19484
MZ22522224	2.5723
MZ22522227	2.74986
MZ22522230	0.37005
MZ22522231	1e-05
MZ22522233	0.53128
MZ22522235	0.93809
MZ22522236	0.09201000000000001
MZ22522237	0.17085999999999998
MZ22522238	0.22016999999999998
MZ22522239	0.50839
MZ22522242	0.07185
MZ22522243	0.31464000000000003
MZ22522244	0.07769
MZ22522245	0.41578999999999994
MZ22522246	0.0721
MZ22522247	0.09271
MZ22522248	0.70527
MZ22522252	0.0166
MZ22522254	0.44115
MZ22522257	0.78295
MZ22522259	0.32503000000000004
MZ22522260	2.26372
MZ22522261	0.39621999999999996
MZ22522262	0.48513999999999996
MZ22522263	2.46742
MZ22522267	0.30284
MZ22522268	NA
MZ22522269	0.38605
MZ22522272	1.55125
MZ22522274	0.0216
MZ22522275	0.28895
MZ22522277	0.60659
MZ22522278	0.13646
MZ22522280	0.14315
MZ22522281	0.05945
MZ22522282	0.1178
MZ22522285	0.96611
MZ22522287	0.31121
MZ22522288	0.22465
MZ22522291	0.4403
MZ22522293	1.13919
MZ22522295	1.4921
MZ22522296	0.43076000000000003
MZ22522297	0.8557899999999999
MZ22522298	0.64357
MZ22522302	0.14251
MZ22522304	0.7816
MZ22522305	0.53828
MZ22522306	0.5119199999999999
MZ22522307	1.46289
MZ22522310	0.46556000000000003
MZ22522313	0.6259
MZ22522316	0.37451
MZ22522317	1.5133
MZ22522319	1.00298
MZ22522320	0.55261
MZ22522321	1.05534
MZ22522322	0.25409
MZ22522323	1.36045
MZ22522325	0.43341999999999997
MZ22522326	0.57494
MZ22522329	1.8440900000000002
MZ22522330	0.13648
MZ22522331	0.80934
MZ22522332	1.0653
MZ22522339	0.09195
MZ22522340	0.76644
MZ22522342	0.4282
MZ22522345	0.6119899999999999
MZ22522346	0.13067
MZ22522349	0.20103
MZ22522350	0.09183
MZ22522351	0.31346999999999997
MZ22522352	0.66828
MZ22522353	1.74839
MZ22522354	0.25223
MZ22522356	0.14589000000000002
MZ22522358	1.14826
MZ22522360	0.40255
MZ22522362	0.26873
MZ22522365	0.57053
MZ22522366	0.85898
MZ22522370	0.40341
MZ22522371	0.75379
MZ22522372	1.75632
MZ22522374	0.7830199999999999
MZ22522375	0.5453600000000001
MZ22522377	0.09203
MZ22522378	0.1505
MZ22522383	0.66674
MZ22522385	0.33975
MZ22522386	0.89356
MZ22522390	0.15467999999999998
MZ22522394	0.11442999999999999
MZ22522395	0.07022
MZ22522396	0.62737
MZ22522397	0.3569
MZ22522399	0.56813
MZ22522400	0.00777
MZ22522401	0.20098
MZ22522402	0.027030000000000002
MZ22522404	0.01426
MZ22522406	1.8939599999999999
MZ22522408	0.17369
MZ22522412	0.34938
MZ22522413	0.50889
MZ22522414	0.91158
MZ22522415	0.0028699999999999997
MZ22522418	0.35574
MZ22522419	0.51437
MZ22522421	0.12779000000000001
MZ22522422	0.45495
MZ22522424	0.15375
MZ22522425	0.81289
MZ22522426	0.19963
MZ22522427	1.5286899999999999
MZ22522430	0.72472
MZ22522432	1.50593
MZ22522441	0.13122
MZ22522442	12.35346
MZ22522443	0.71759
MZ22522445	1.9157
MZ22522447	2.1218
MZ22522448	0.8970799999999999
MZ22522449	0.05852
MZ22522452	0.28451
MZ22522453	0.07393
MZ22522454	0.39403
MZ22522457	1.82398
MZ22522458	0.39584
MZ22522459	0.33624
MZ22522460	1.0806799999999999
MZ22522462	0.05956
MZ22522463	0.36291999999999996
MZ22522467	0.91715
MZ22522469	0.5219
MZ22522471	1.55711
MZ22522472	0.37344
MZ22522473	1.05744
MZ22522474	0.9964
MZ22522475	0.43828
MZ22522476	0.28786
MZ22522480	0.37961
MZ22522483	1.0025700000000002
MZ22522484	0.48646999999999996
MZ22522485	0.69916
MZ22522486	0.00371
MZ22522487	0.40215
MZ22522490	0.27044
MZ22522491	0.49972
MZ22522495	1.2877299999999998
MZ22522498	0.81212
MZ22522500	1.09325
MZ22522502	0.16723
MZ22522504	0.19643
MZ22522505	0.07202
MZ22522507	0.05486
MZ22522508	0.49309
MZ22522510	0.14110999999999999
MZ22522511	0.15787
MZ22522513	0.9774200000000001
MZ22522514	0.00014
MZ22522515	1.50453
MZ22522516	1.76552
MZ22522519	0.24700999999999998
MZ22522522	1.7166099999999997
MZ22522524	1.46525
MZ22522525	0.75905
MZ22522526	0.25421
MZ22522529	0.20040999999999998
MZ22522530	0.1242
MZ22522531	0.36077
MZ22522532	1.15638
MZ22522533	0.94881
MZ22522534	0.03669
MZ22522535	0.2716
MZ22522536	0.68377
MZ22522537	0.24708000000000002
MZ22522538	0.92625
MZ22522539	1.7749
MZ22522540	0.37715
MZ22522542	1.21201
MZ22522544	1.6275899999999999
MZ22522545	0.01529
MZ22522546	1.53776
MZ22522547	0.2316
MZ22522548	0.5007199999999999
MZ22522550	0.56984
MZ22522551	0.20942
MZ22522552	0.49201999999999996
MZ22522553	0.53071
MZ22522559	0.5079100000000001
MZ22522561	0.34324
MZ22522562	0.025889999999999996
MZ22522566	0.14587999999999998
MZ22522568	0.31494
MZ22522571	0.07195
MZ22522573	0.10007
MZ22522574	0.19725
MZ22522575	0.00584
MZ22522576	0.53249
MZ22522577	0.005679999999999999
MZ22522578	0.24861999999999998
MZ22522580	1.18706
MZ22522583	0.04383
MZ22522584	1.43751
MZ22522586	0.00505
MZ22522587	1.17277
MZ22522588	1.21175
MZ22522589	0.27851
MZ22522591	0.0115
MZ22522592	0.44766999999999996
MZ22522594	0.1938
MZ22522596	1.77865
MZ22522599	0.91958
MZ22522600	0.18734
MZ22522602	0.49862
MZ22522603	3.03378
MZ22522604	1.18887
MZ22522608	0.60551
MZ22522609	0.15289
MZ22522610	1.05776
MZ22522611	0.51959
MZ22522613	0.15073
MZ22522616	0.23701
MZ22522619	0.30635
MZ22522620	0.5723699999999999
MZ22522621	0.01952
MZ22522624	0.32069000000000003
MZ22522625	0.29502
MZ22522626	0.07201
MZ22522628	0.57108
MZ22522632	0.45625
MZ22522635	5.9999999999999995e-05
MZ22522636	0.00328
MZ22522637	0.32087
MZ22522638	0.18277000000000002
MZ22522639	1.09136
MZ22522640	0.48998
