orthogroup	CON
MZ22519233	8
MZ22519234	2
MZ22519239	0
MZ22519240	5
MZ22519241	0
MZ22519244	7
MZ22519252	2
MZ22519253	1
MZ22519254	12
MZ22519255	5
MZ22519259	0
MZ22519260	0
MZ22519263	4
MZ22519264	8
MZ22519267	4
MZ22519270	1
MZ22519272	7
MZ22519273	10
MZ22519278	1
MZ22519281	10
MZ22519283	2
MZ22519284	0
MZ22519285	7
MZ22519290	1
MZ22519293	0
MZ22519294	9
MZ22519296	0
MZ22519299	0
MZ22519300	0
MZ22519301	6
MZ22519303	1
MZ22519304	9
MZ22519306	5
MZ22519307	1
MZ22519308	2
MZ22519309	1
MZ22519310	1
MZ22519312	0
MZ22519314	8
MZ22519315	1
MZ22519316	5
MZ22519318	1
MZ22519321	2
MZ22519322	1
MZ22519323	1
MZ22519326	4
MZ22519328	2
MZ22519329	0
MZ22519330	3
MZ22519331	10
MZ22519333	3
MZ22519338	0
MZ22519339	2
MZ22519340	0
MZ22519346	3
MZ22519347	4
MZ22519348	1
MZ22519349	0
MZ22519351	1
MZ22519355	0
MZ22519356	3
MZ22519357	10
MZ22519358	0
MZ22519359	0
MZ22519360	7
MZ22519363	1
MZ22519364	4
MZ22519365	3
MZ22519366	3
MZ22519369	4
MZ22519371	0
MZ22519372	7
MZ22519376	1
MZ22519377	10
MZ22519379	9
MZ22519381	8
MZ22519382	3
MZ22519383	1
MZ22519384	0
MZ22519385	8
MZ22519388	0
MZ22519389	4
MZ22519393	9
MZ22519394	0
MZ22519395	9
MZ22519396	9
MZ22519401	2
MZ22519402	2
MZ22519404	1
MZ22519405	2
MZ22519411	2
MZ22519412	9
MZ22519413	5
MZ22519414	7
MZ22519416	1
MZ22519423	1
MZ22519426	9
MZ22519429	8
MZ22519431	2
MZ22519432	8
MZ22519433	10
MZ22519434	5
MZ22519435	1
MZ22519436	2
MZ22519442	3
MZ22519445	1
MZ22519446	9
MZ22519449	2
MZ22519450	7
MZ22519451	9
MZ22519454	10
MZ22519455	0
MZ22519456	3
MZ22519458	0
MZ22519462	1
MZ22519464	1
MZ22519465	3
MZ22519470	9
MZ22519471	9
MZ22519479	8
MZ22519480	7
MZ22519481	5
MZ22519482	5
MZ22519483	4
MZ22519485	7
MZ22519486	0
MZ22519489	1
MZ22519490	10
MZ22519491	2
MZ22519497	0
MZ22519499	10
MZ22519500	1
MZ22519502	2
MZ22519503	0
MZ22519505	0
MZ22519506	0
MZ22519510	7
MZ22519511	0
MZ22519513	0
MZ22519515	1
MZ22519516	3
MZ22519517	3
MZ22519519	0
MZ22519521	1
MZ22519522	1
MZ22519524	9
MZ22519527	1
MZ22519528	5
MZ22519529	1
MZ22519530	5
MZ22519531	0
MZ22519533	9
MZ22519536	2
MZ22519538	2
MZ22519539	6
MZ22519540	0
MZ22519541	7
MZ22519544	3
MZ22519545	2
MZ22519547	0
MZ22519548	0
MZ22519550	2
MZ22519551	4
MZ22519552	9
MZ22519553	6
MZ22519554	1
MZ22519555	2
MZ22519558	2
MZ22519561	0
MZ22519565	1
MZ22519568	9
MZ22519569	8
MZ22519570	1
MZ22519572	1
MZ22519573	2
MZ22519577	8
MZ22519578	2
MZ22519579	1
MZ22519580	1
MZ22519584	5
MZ22519587	7
MZ22519589	0
MZ22519591	0
MZ22519592	0
MZ22519593	0
MZ22519596	0
MZ22519597	11
MZ22519599	9
MZ22519600	10
MZ22519601	5
MZ22519603	0
MZ22519604	1
MZ22519607	1
MZ22519610	7
MZ22519618	2
MZ22519620	0
MZ22519625	6
MZ22519626	0
MZ22519628	3
MZ22519629	4
MZ22519631	8
MZ22519632	0
MZ22519633	9
MZ22519634	0
MZ22519635	6
MZ22519636	0
MZ22519637	0
MZ22519638	0
MZ22519640	0
MZ22519644	2
MZ22519645	4
MZ22519648	3
MZ22519650	4
MZ22519652	10
MZ22519653	3
MZ22519656	2
MZ22519657	0
MZ22519658	1
MZ22519660	0
MZ22519662	1
MZ22519666	4
MZ22519667	9
MZ22519669	3
MZ22519670	1
MZ22519671	0
MZ22519673	9
MZ22519675	8
MZ22519677	0
MZ22519685	9
MZ22519686	1
MZ22519687	0
MZ22519690	8
MZ22519692	2
MZ22519693	1
MZ22519696	0
MZ22519697	6
MZ22519698	9
MZ22519701	11
MZ22519703	6
MZ22519706	1
MZ22519709	0
MZ22519711	1
MZ22519712	7
MZ22519713	0
MZ22519714	6
MZ22519715	10
MZ22519716	8
MZ22519720	12
MZ22519721	9
MZ22519722	5
MZ22519723	0
MZ22519724	1
MZ22519726	0
MZ22519727	3
MZ22519728	9
MZ22519731	1
MZ22519732	1
MZ22519733	1
MZ22519735	2
MZ22519736	6
MZ22519737	8
MZ22519740	5
MZ22519743	2
MZ22519745	4
MZ22519747	1
MZ22519748	3
MZ22519749	5
MZ22519751	1
MZ22519752	0
MZ22519753	3
MZ22519755	7
MZ22519758	1
MZ22519759	6
MZ22519760	6
MZ22519761	0
MZ22519762	0
MZ22519763	11
MZ22519766	2
MZ22519769	2
MZ22519770	1
MZ22519773	8
MZ22519774	2
MZ22519775	9
MZ22519777	2
MZ22519782	1
MZ22519783	2
MZ22519786	0
MZ22519787	1
MZ22519788	1
MZ22519790	0
MZ22519792	2
MZ22519794	8
MZ22519797	0
MZ22519799	0
MZ22519800	1
MZ22519802	1
MZ22519803	3
MZ22519805	1
MZ22519806	4
MZ22519810	1
MZ22519811	6
MZ22519812	1
MZ22519814	7
MZ22519815	8
MZ22519816	3
MZ22519818	9
MZ22519819	8
MZ22519822	7
MZ22519823	1
MZ22519824	3
MZ22519826	3
MZ22519827	3
MZ22519829	9
MZ22519830	2
MZ22519832	6
MZ22519834	0
MZ22519837	9
MZ22519838	9
MZ22519839	8
MZ22519840	6
MZ22519842	8
MZ22519844	0
MZ22519846	9
MZ22519847	2
MZ22519849	1
MZ22519853	1
MZ22519854	7
MZ22519855	10
MZ22519856	0
MZ22519860	7
MZ22519861	0
MZ22519863	1
MZ22519864	10
MZ22519865	0
MZ22519866	8
MZ22519869	2
MZ22519871	2
MZ22519873	10
MZ22519874	9
MZ22519875	8
MZ22519879	1
MZ22519881	0
MZ22519883	3
MZ22519885	2
MZ22519886	2
MZ22519888	2
MZ22519892	9
MZ22519894	2
MZ22519895	4
MZ22519898	0
MZ22519901	8
MZ22519902	7
MZ22519906	0
MZ22519908	1
MZ22519911	0
MZ22519913	2
MZ22519914	1
MZ22519917	6
MZ22519923	10
MZ22519924	2
MZ22519926	7
MZ22519927	1
MZ22519929	7
MZ22519933	5
MZ22519936	6
MZ22519937	2
MZ22519942	3
MZ22519943	9
MZ22519944	1
MZ22519946	8
MZ22519950	5
MZ22519951	2
MZ22519953	1
MZ22519954	2
MZ22519957	1
MZ22519959	11
MZ22519960	0
MZ22519961	1
MZ22519962	0
MZ22519963	0
MZ22519966	5
MZ22519967	9
MZ22519968	7
MZ22519970	0
MZ22519971	5
MZ22519973	1
MZ22519974	1
MZ22519976	1
MZ22519978	9
MZ22519981	9
MZ22519983	1
MZ22519984	7
MZ22519985	1
MZ22519988	10
MZ22519989	9
MZ22519990	11
MZ22519992	0
MZ22519994	5
MZ22519995	5
MZ22519997	8
MZ22519998	8
MZ22519999	2
MZ22520000	1
MZ22520002	1
MZ22520003	10
MZ22520005	0
MZ22520008	3
MZ22520009	2
MZ22520010	9
MZ22520011	2
MZ22520012	6
MZ22520014	1
MZ22520019	11
MZ22520020	5
MZ22520023	7
MZ22520028	0
MZ22520030	4
MZ22520032	5
MZ22520035	5
MZ22520036	8
MZ22520039	9
MZ22520040	0
MZ22520042	11
MZ22520046	4
MZ22520048	10
MZ22520049	9
MZ22520051	2
MZ22520054	5
MZ22520055	6
MZ22520056	2
MZ22520057	6
MZ22520060	2
MZ22520061	2
MZ22520062	4
MZ22520063	1
MZ22520065	12
MZ22520066	0
MZ22520068	0
MZ22520071	3
MZ22520072	10
MZ22520073	5
MZ22520075	11
MZ22520078	6
MZ22520079	8
MZ22520081	2
MZ22520082	3
MZ22520086	11
MZ22520089	7
MZ22520090	2
MZ22520091	3
MZ22520092	1
MZ22520096	6
MZ22520099	10
MZ22520100	8
MZ22520101	10
MZ22520104	6
MZ22520105	3
MZ22520109	8
MZ22520110	0
MZ22520111	3
MZ22520112	8
MZ22520113	9
MZ22520114	11
MZ22520116	1
MZ22520117	5
MZ22520118	10
MZ22520121	0
MZ22520122	11
MZ22520125	5
MZ22520127	6
MZ22520128	2
MZ22520131	2
MZ22520132	2
MZ22520134	1
MZ22520136	0
MZ22520140	10
MZ22520142	1
MZ22520144	7
MZ22520145	1
MZ22520148	10
MZ22520149	0
MZ22520150	6
MZ22520151	4
MZ22520153	5
MZ22520154	1
MZ22520156	1
MZ22520158	1
MZ22520160	6
MZ22520162	1
MZ22520163	5
MZ22520164	1
MZ22520165	0
MZ22520166	6
MZ22520168	2
MZ22520171	4
MZ22520172	8
MZ22520178	1
MZ22520182	7
MZ22520184	0
MZ22520185	9
MZ22520186	7
MZ22520188	6
MZ22520191	3
MZ22520192	2
MZ22520194	4
MZ22520197	9
MZ22520200	8
MZ22520203	8
MZ22520204	2
MZ22520206	8
MZ22520207	1
MZ22520209	2
MZ22520211	9
MZ22520214	10
MZ22520217	11
MZ22520218	11
MZ22520221	2
MZ22520224	9
MZ22520225	7
MZ22520230	8
MZ22520232	1
MZ22520233	2
MZ22520234	5
MZ22520237	7
MZ22520240	0
MZ22520241	3
MZ22520242	2
MZ22520243	9
MZ22520246	8
MZ22520249	13
MZ22520250	4
MZ22520251	6
MZ22520254	1
MZ22520255	1
MZ22520257	4
MZ22520258	0
MZ22520259	0
MZ22520262	3
MZ22520266	6
MZ22520270	0
MZ22520272	4
MZ22520273	2
MZ22520274	2
MZ22520275	1
MZ22520277	11
MZ22520278	7
MZ22520279	0
MZ22520280	5
MZ22520281	6
MZ22520284	1
MZ22520285	1
MZ22520288	1
MZ22520289	4
MZ22520291	2
MZ22520292	3
MZ22520294	1
MZ22520297	0
MZ22520298	13
MZ22520299	4
MZ22520300	8
MZ22520302	2
MZ22520306	0
MZ22520308	0
MZ22520310	3
MZ22520311	5
MZ22520312	9
MZ22520313	9
MZ22520318	7
MZ22520322	0
MZ22520323	3
MZ22520324	5
MZ22520326	3
MZ22520328	12
MZ22520329	5
MZ22520330	0
MZ22520332	1
MZ22520334	1
MZ22520337	3
MZ22520338	6
MZ22520342	8
MZ22520343	7
MZ22520344	3
MZ22520345	1
MZ22520346	5
MZ22520348	2
MZ22520353	11
MZ22520359	0
MZ22520361	6
MZ22520362	0
MZ22520364	12
MZ22520365	10
MZ22520366	2
MZ22520367	9
MZ22520368	3
MZ22520370	3
MZ22520372	10
MZ22520375	0
MZ22520378	9
MZ22520381	7
MZ22520382	3
MZ22520386	0
MZ22520387	5
MZ22520388	6
MZ22520392	1
MZ22520395	1
MZ22520402	2
MZ22520403	6
MZ22520406	9
MZ22520407	3
MZ22520410	0
MZ22520414	0
MZ22520418	1
MZ22520420	4
MZ22520421	3
MZ22520422	9
MZ22520423	12
MZ22520426	3
MZ22520428	1
MZ22520430	1
MZ22520434	9
MZ22520435	1
MZ22520437	1
MZ22520438	4
MZ22520443	11
MZ22520444	8
MZ22520446	0
MZ22520448	10
MZ22520449	2
MZ22520450	1
MZ22520451	3
MZ22520452	3
MZ22520454	1
MZ22520455	1
MZ22520456	1
MZ22520458	1
MZ22520461	9
MZ22520464	0
MZ22520468	0
MZ22520470	9
MZ22520472	3
MZ22520473	3
MZ22520474	10
MZ22520475	5
MZ22520476	8
MZ22520477	7
MZ22520482	1
MZ22520489	1
MZ22520491	2
MZ22520492	2
MZ22520493	2
MZ22520494	10
MZ22520496	1
MZ22520497	7
MZ22520499	2
MZ22520501	7
MZ22520502	10
MZ22520504	1
MZ22520505	7
MZ22520506	2
MZ22520512	12
MZ22520513	8
MZ22520514	0
MZ22520516	5
MZ22520517	1
MZ22520518	0
MZ22520519	4
MZ22520520	9
MZ22520521	0
MZ22520523	0
MZ22520525	0
MZ22520527	0
MZ22520528	1
MZ22520529	7
MZ22520531	7
MZ22520533	5
MZ22520534	1
MZ22520536	5
MZ22520543	10
MZ22520544	9
MZ22520547	8
MZ22520548	0
MZ22520556	9
MZ22520558	4
MZ22520559	3
MZ22520560	12
MZ22520562	6
MZ22520563	10
MZ22520564	1
MZ22520565	9
MZ22520566	10
MZ22520567	2
MZ22520568	10
MZ22520569	10
MZ22520571	5
MZ22520572	1
MZ22520573	1
MZ22520574	11
MZ22520575	1
MZ22520576	3
MZ22520577	1
MZ22520578	6
MZ22520580	3
MZ22520582	0
MZ22520583	6
MZ22520584	4
MZ22520587	0
MZ22520589	3
MZ22520591	1
MZ22520592	2
MZ22520593	1
MZ22520594	9
MZ22520595	6
MZ22520596	0
MZ22520598	1
MZ22520603	10
MZ22520604	10
MZ22520605	8
MZ22520607	3
MZ22520608	1
MZ22520612	0
MZ22520614	11
MZ22520616	8
MZ22520618	8
MZ22520620	1
MZ22520621	5
MZ22520622	9
MZ22520623	0
MZ22520624	11
MZ22520627	9
MZ22520630	1
MZ22520631	10
MZ22520632	11
MZ22520633	6
MZ22520634	4
MZ22520638	4
MZ22520639	7
MZ22520640	1
MZ22520644	1
MZ22520645	1
MZ22520646	2
MZ22520647	0
MZ22520653	9
MZ22520654	1
MZ22520655	6
MZ22520661	9
MZ22520662	1
MZ22520663	8
MZ22520666	6
MZ22520670	6
MZ22520671	7
MZ22520672	5
MZ22520673	10
MZ22520675	3
MZ22520677	0
MZ22520678	9
MZ22520679	4
MZ22520680	4
MZ22520683	1
MZ22520687	1
MZ22520688	4
MZ22520689	0
MZ22520691	3
MZ22520692	0
MZ22520693	4
MZ22520694	10
MZ22520695	12
MZ22520702	4
MZ22520703	2
MZ22520706	4
MZ22520707	1
MZ22520709	1
MZ22520714	9
MZ22520716	0
MZ22520719	2
MZ22520720	3
MZ22520722	3
MZ22520723	0
MZ22520725	1
MZ22520727	0
MZ22520728	2
MZ22520730	0
MZ22520731	0
MZ22520732	1
MZ22520735	0
MZ22520737	2
MZ22520738	7
MZ22520739	7
MZ22520740	10
MZ22520741	7
MZ22520743	0
MZ22520745	8
MZ22520746	0
MZ22520747	8
MZ22520748	1
MZ22520750	3
MZ22520751	9
MZ22520752	0
MZ22520753	10
MZ22520754	11
MZ22520755	2
MZ22520756	9
MZ22520760	10
MZ22520761	3
MZ22520762	2
MZ22520763	4
MZ22520764	10
MZ22520768	5
MZ22520772	8
MZ22520774	9
MZ22520776	3
MZ22520778	1
MZ22520787	12
MZ22520788	2
MZ22520789	5
MZ22520790	3
MZ22520791	3
MZ22520794	1
MZ22520797	0
MZ22520799	7
MZ22520800	3
MZ22520803	7
MZ22520805	2
MZ22520807	1
MZ22520808	0
MZ22520810	2
MZ22520813	1
MZ22520814	8
MZ22520815	2
MZ22520816	10
MZ22520817	3
MZ22520819	3
MZ22520823	3
MZ22520824	10
MZ22520825	1
MZ22520827	6
MZ22520828	9
MZ22520830	10
MZ22520834	6
MZ22520835	2
MZ22520837	11
MZ22520838	2
MZ22520841	0
MZ22520842	0
MZ22520843	3
MZ22520849	2
MZ22520851	5
MZ22520852	11
MZ22520853	1
MZ22520854	1
MZ22520855	2
MZ22520856	7
MZ22520857	1
MZ22520858	10
MZ22520863	3
MZ22520865	8
MZ22520869	0
MZ22520870	11
MZ22520874	2
MZ22520875	1
MZ22520877	2
MZ22520879	1
MZ22520880	6
MZ22520881	7
MZ22520886	7
MZ22520888	5
MZ22520889	11
MZ22520892	12
MZ22520894	0
MZ22520895	2
MZ22520897	1
MZ22520898	0
MZ22520899	10
MZ22520900	2
MZ22520903	2
MZ22520904	5
MZ22520905	9
MZ22520913	0
MZ22520914	2
MZ22520915	1
MZ22520916	10
MZ22520919	3
MZ22520923	7
MZ22520924	0
MZ22520925	3
MZ22520926	1
MZ22520928	1
MZ22520930	6
MZ22520937	1
MZ22520939	1
MZ22520940	6
MZ22520945	1
MZ22520946	6
MZ22520948	1
MZ22520950	2
MZ22520951	2
MZ22520952	3
MZ22520956	0
MZ22520957	3
MZ22520958	0
MZ22520960	7
MZ22520961	2
MZ22520962	1
MZ22520963	0
MZ22520964	3
MZ22520965	3
MZ22520969	10
MZ22520970	6
MZ22520971	2
MZ22520972	1
MZ22520974	0
MZ22520975	8
MZ22520976	0
MZ22520977	0
MZ22520978	9
MZ22520981	6
MZ22520984	3
MZ22520988	4
MZ22520989	0
MZ22520991	1
MZ22520993	4
MZ22520994	1
MZ22520997	9
MZ22520999	11
MZ22521000	6
MZ22521004	5
MZ22521005	5
MZ22521006	3
MZ22521008	2
MZ22521009	5
MZ22521012	1
MZ22521013	1
MZ22521017	3
MZ22521018	0
MZ22521019	8
MZ22521021	6
MZ22521022	9
MZ22521030	1
MZ22521031	7
MZ22521033	4
MZ22521035	0
MZ22521039	6
MZ22521042	8
MZ22521044	1
MZ22521046	3
MZ22521048	9
MZ22521049	2
MZ22521054	1
MZ22521055	9
MZ22521056	1
MZ22521059	0
MZ22521061	8
MZ22521062	4
MZ22521070	0
MZ22521073	1
MZ22521082	5
MZ22521083	8
MZ22521084	5
MZ22521087	10
MZ22521088	7
MZ22521092	0
MZ22521096	0
MZ22521097	0
MZ22521098	0
MZ22521102	6
MZ22521104	2
MZ22521105	0
MZ22521107	0
MZ22521109	2
MZ22521111	2
MZ22521112	1
MZ22521113	1
MZ22521114	9
MZ22521115	9
MZ22521116	5
MZ22521119	8
MZ22521120	1
MZ22521121	7
MZ22521122	3
MZ22521123	2
MZ22521125	4
MZ22521128	8
MZ22521129	1
MZ22521131	1
MZ22521132	2
MZ22521136	2
MZ22521138	7
MZ22521140	11
MZ22521143	0
MZ22521145	0
MZ22521147	4
MZ22521149	7
MZ22521152	12
MZ22521153	7
MZ22521154	6
MZ22521155	1
MZ22521156	11
MZ22521157	2
MZ22521158	0
MZ22521159	8
MZ22521160	0
MZ22521162	0
MZ22521164	7
MZ22521165	7
MZ22521166	2
MZ22521167	1
MZ22521172	2
MZ22521175	9
MZ22521177	3
MZ22521178	2
MZ22521179	1
MZ22521181	0
MZ22521183	6
MZ22521184	8
MZ22521185	7
MZ22521186	0
MZ22521188	4
MZ22521189	5
MZ22521190	10
MZ22521193	8
MZ22521194	0
MZ22521195	10
MZ22521196	7
MZ22521197	3
MZ22521198	2
MZ22521200	1
MZ22521201	2
MZ22521202	3
MZ22521203	5
MZ22521204	3
MZ22521205	1
MZ22521206	2
MZ22521209	1
MZ22521212	1
MZ22521215	0
MZ22521216	0
MZ22521219	0
MZ22521221	2
MZ22521222	0
MZ22521223	2
MZ22521225	1
MZ22521226	3
MZ22521227	0
MZ22521231	5
MZ22521232	1
MZ22521233	4
MZ22521234	1
MZ22521235	8
MZ22521236	10
MZ22521237	9
MZ22521239	8
MZ22521240	2
MZ22521242	5
MZ22521243	4
MZ22521244	4
MZ22521246	3
MZ22521248	3
MZ22521249	5
MZ22521250	5
MZ22521251	9
MZ22521252	2
MZ22521253	2
MZ22521257	1
MZ22521259	3
MZ22521261	3
MZ22521263	3
MZ22521264	1
MZ22521266	3
MZ22521267	1
MZ22521268	10
MZ22521272	1
MZ22521276	3
MZ22521278	4
MZ22521279	4
MZ22521280	1
MZ22521281	8
MZ22521284	0
MZ22521286	3
MZ22521287	3
MZ22521288	4
MZ22521293	8
MZ22521295	2
MZ22521296	6
MZ22521297	8
MZ22521298	2
MZ22521299	6
MZ22521301	0
MZ22521302	3
MZ22521303	1
MZ22521306	12
MZ22521307	0
MZ22521308	7
MZ22521309	2
MZ22521311	0
MZ22521313	4
MZ22521314	3
MZ22521318	7
MZ22521322	4
MZ22521325	10
MZ22521327	10
MZ22521328	7
MZ22521331	1
MZ22521334	2
MZ22521335	8
MZ22521338	2
MZ22521340	0
MZ22521341	9
MZ22521345	12
MZ22521348	9
MZ22521351	3
MZ22521353	0
MZ22521354	6
MZ22521355	7
MZ22521356	1
MZ22521357	0
MZ22521358	11
MZ22521359	9
MZ22521360	5
MZ22521366	6
MZ22521369	0
MZ22521370	3
MZ22521371	1
MZ22521375	6
MZ22521380	8
MZ22521381	3
MZ22521382	11
MZ22521383	4
MZ22521385	1
MZ22521387	5
MZ22521395	3
MZ22521397	0
MZ22521398	2
MZ22521404	0
MZ22521409	2
MZ22521412	2
MZ22521414	1
MZ22521415	12
MZ22521418	10
MZ22521421	9
MZ22521426	0
MZ22521428	1
MZ22521429	0
MZ22521430	9
MZ22521431	8
MZ22521434	1
MZ22521435	3
MZ22521436	0
MZ22521438	2
MZ22521440	11
MZ22521441	0
MZ22521442	2
MZ22521443	0
MZ22521445	8
MZ22521446	5
MZ22521449	0
MZ22521450	8
MZ22521451	3
MZ22521452	7
MZ22521454	9
MZ22521455	9
MZ22521456	1
MZ22521458	5
MZ22521463	3
MZ22521465	4
MZ22521466	4
MZ22521467	8
MZ22521468	7
MZ22521471	2
MZ22521472	2
MZ22521473	2
MZ22521476	7
MZ22521479	0
MZ22521483	9
MZ22521486	0
MZ22521487	1
MZ22521488	5
MZ22521489	2
MZ22521490	0
MZ22521491	10
MZ22521493	12
MZ22521495	1
MZ22521498	5
MZ22521499	4
MZ22521500	6
MZ22521502	3
MZ22521506	2
MZ22521507	9
MZ22521509	9
MZ22521510	11
MZ22521514	2
MZ22521515	0
MZ22521518	2
MZ22521519	5
MZ22521520	12
MZ22521521	4
MZ22521524	2
MZ22521526	1
MZ22521530	9
MZ22521531	2
MZ22521532	1
MZ22521533	9
MZ22521534	6
MZ22521537	1
MZ22521539	10
MZ22521540	9
MZ22521541	1
MZ22521542	1
MZ22521543	7
MZ22521545	1
MZ22521546	3
MZ22521547	2
MZ22521548	12
MZ22521552	11
MZ22521553	9
MZ22521554	6
MZ22521555	1
MZ22521559	1
MZ22521561	2
MZ22521566	0
MZ22521569	10
MZ22521571	6
MZ22521572	9
MZ22521574	7
MZ22521575	2
MZ22521576	6
MZ22521577	5
MZ22521578	0
MZ22521580	5
MZ22521585	5
MZ22521586	6
MZ22521587	8
MZ22521589	8
MZ22521590	6
MZ22521591	2
MZ22521595	0
MZ22521597	1
MZ22521599	4
MZ22521602	3
MZ22521604	1
MZ22521605	6
MZ22521609	1
MZ22521610	3
MZ22521611	5
MZ22521612	9
MZ22521613	6
MZ22521614	0
MZ22521616	2
MZ22521617	1
MZ22521618	6
MZ22521621	2
MZ22521622	1
MZ22521626	0
MZ22521627	2
MZ22521629	1
MZ22521630	1
MZ22521632	1
MZ22521633	1
MZ22521635	7
MZ22521638	0
MZ22521639	2
MZ22521643	1
MZ22521644	9
MZ22521646	9
MZ22521647	8
MZ22521649	2
MZ22521652	7
MZ22521653	1
MZ22521655	3
MZ22521659	6
MZ22521662	9
MZ22521665	1
MZ22521666	6
MZ22521669	5
MZ22521670	0
MZ22521671	5
MZ22521673	0
MZ22521676	10
MZ22521678	9
MZ22521679	5
MZ22521680	4
MZ22521681	7
MZ22521684	7
MZ22521685	1
MZ22521686	8
MZ22521689	4
MZ22521691	6
MZ22521693	4
MZ22521694	3
MZ22521695	1
MZ22521696	4
MZ22521698	11
MZ22521701	1
MZ22521702	1
MZ22521704	8
MZ22521705	7
MZ22521706	6
MZ22521707	6
MZ22521708	9
MZ22521710	1
MZ22521711	4
MZ22521713	3
MZ22521714	4
MZ22521715	7
MZ22521718	4
MZ22521719	12
MZ22521721	5
MZ22521722	11
MZ22521723	5
MZ22521724	0
MZ22521725	2
MZ22521728	9
MZ22521730	2
MZ22521733	9
MZ22521735	1
MZ22521736	11
MZ22521737	6
MZ22521742	4
MZ22521744	8
MZ22521745	1
MZ22521746	4
MZ22521748	1
MZ22521749	6
MZ22521750	10
MZ22521754	1
MZ22521755	1
MZ22521756	7
MZ22521757	2
MZ22521759	10
MZ22521760	1
MZ22521761	0
MZ22521762	3
MZ22521763	7
MZ22521765	4
MZ22521766	0
MZ22521767	8
MZ22521773	2
MZ22521774	2
MZ22521775	0
MZ22521776	9
MZ22521777	0
MZ22521780	10
MZ22521781	11
MZ22521782	0
MZ22521783	9
MZ22521787	2
MZ22521788	1
MZ22521791	6
MZ22521793	3
MZ22521795	9
MZ22521796	5
MZ22521797	1
MZ22521798	5
MZ22521799	12
MZ22521800	3
MZ22521802	7
MZ22521803	9
MZ22521807	7
MZ22521808	0
MZ22521809	3
MZ22521810	0
MZ22521811	6
MZ22521813	1
MZ22521815	6
MZ22521816	8
MZ22521819	2
MZ22521820	8
MZ22521821	6
MZ22521823	7
MZ22521824	3
MZ22521826	3
MZ22521829	7
MZ22521830	1
MZ22521831	8
MZ22521833	1
MZ22521834	3
MZ22521836	5
MZ22521839	1
MZ22521840	2
MZ22521842	12
MZ22521843	3
MZ22521844	2
MZ22521845	2
MZ22521846	1
MZ22521847	6
MZ22521849	10
MZ22521851	8
MZ22521852	10
MZ22521853	2
MZ22521854	5
MZ22521857	0
MZ22521858	2
MZ22521859	0
MZ22521863	6
MZ22521864	9
MZ22521865	6
MZ22521866	0
MZ22521867	0
MZ22521868	6
MZ22521870	8
MZ22521873	7
MZ22521874	11
MZ22521875	3
MZ22521876	4
MZ22521877	1
MZ22521880	1
MZ22521881	2
MZ22521883	9
MZ22521884	0
MZ22521887	1
MZ22521888	9
MZ22521889	11
MZ22521891	0
MZ22521892	7
MZ22521895	3
MZ22521896	12
MZ22521897	8
MZ22521898	7
MZ22521899	11
MZ22521900	5
MZ22521904	6
MZ22521905	5
MZ22521907	8
MZ22521908	8
MZ22521913	7
MZ22521915	8
MZ22521916	2
MZ22521917	7
MZ22521918	1
MZ22521919	9
MZ22521920	9
MZ22521922	8
MZ22521923	1
MZ22521924	8
MZ22521926	0
MZ22521933	10
MZ22521934	2
MZ22521935	0
MZ22521939	0
MZ22521940	1
MZ22521943	8
MZ22521945	5
MZ22521947	8
MZ22521948	3
MZ22521949	8
MZ22521950	3
MZ22521951	7
MZ22521952	1
MZ22521953	6
MZ22521954	8
MZ22521955	13
MZ22521956	10
MZ22521957	1
MZ22521958	5
MZ22521960	6
MZ22521961	2
MZ22521962	0
MZ22521964	6
MZ22521965	8
MZ22521967	0
MZ22521970	1
MZ22521971	9
MZ22521973	8
MZ22521974	4
MZ22521976	3
MZ22521978	7
MZ22521979	8
MZ22521980	2
MZ22521981	3
MZ22521983	11
MZ22521984	8
MZ22521985	0
MZ22521986	3
MZ22521988	1
MZ22521989	4
MZ22521990	12
MZ22521991	10
MZ22521992	2
MZ22521993	3
MZ22521994	4
MZ22521995	0
MZ22521998	5
MZ22522001	7
MZ22522005	5
MZ22522006	2
MZ22522007	9
MZ22522009	2
MZ22522010	10
MZ22522011	11
MZ22522012	2
MZ22522015	7
MZ22522016	10
MZ22522017	1
MZ22522018	0
MZ22522019	2
MZ22522020	0
MZ22522021	1
MZ22522022	8
MZ22522023	11
MZ22522024	5
MZ22522027	8
MZ22522028	6
MZ22522029	10
MZ22522032	1
MZ22522036	12
MZ22522037	11
MZ22522041	8
MZ22522042	5
MZ22522043	8
MZ22522044	1
MZ22522045	0
MZ22522046	1
MZ22522047	6
MZ22522048	2
MZ22522049	11
MZ22522050	7
MZ22522053	9
MZ22522054	11
MZ22522056	3
MZ22522057	10
MZ22522059	3
MZ22522060	0
MZ22522061	8
MZ22522064	9
MZ22522065	3
MZ22522068	10
MZ22522071	3
MZ22522072	0
MZ22522073	12
MZ22522075	9
MZ22522076	1
MZ22522077	2
MZ22522078	0
MZ22522079	6
MZ22522080	10
MZ22522081	2
MZ22522083	2
MZ22522086	2
MZ22522088	5
MZ22522091	6
MZ22522093	5
MZ22522094	8
MZ22522096	1
MZ22522098	10
MZ22522100	11
MZ22522102	6
MZ22522106	1
MZ22522107	1
MZ22522108	1
MZ22522110	5
MZ22522111	2
MZ22522113	0
MZ22522115	2
MZ22522118	1
MZ22522120	2
MZ22522121	11
