orthogroup	PDS
MZ22520090	6.71425
MZ22520091	4.40916
MZ22520092	5.67897
MZ22520096	4.15155
MZ22520099	11.74635
MZ22520100	4.50285
MZ22520101	3.69325
MZ22520104	6.871460000000001
MZ22520105	16.53303
MZ22520109	16.25769
MZ22520110	6.32125
MZ22520111	6.04304
MZ22520112	2.44881
MZ22520113	0.40259
MZ22520114	40.14563
MZ22520116	3.30059
MZ22520117	14.80759
MZ22520118	9.08615
MZ22520121	9.52402
MZ22520122	1.1295
MZ22520125	4.771730000000001
MZ22520127	23.59892
MZ22520128	20.715139999999998
MZ22520131	7.66775
MZ22520132	15.633510000000001
MZ22520134	3.4068300000000002
MZ22520136	4.5705800000000005
MZ22520140	10.89664
MZ22520142	14.695020000000001
MZ22520144	4.27652
MZ22520145	8.9534
MZ22520148	3.73936
MZ22520149	7.724080000000001
MZ22520150	7.85232
MZ22520151	11.03386
MZ22520153	0.69081
MZ22520154	9.77027
MZ22520156	5.40949
MZ22520158	105.73443999999999
MZ22520160	6.1831
MZ22520162	10.0675
MZ22520163	2.87929
MZ22520164	4.1655
MZ22520165	7.532610000000001
MZ22520166	7.9574
MZ22520168	7.225569999999999
MZ22520171	5.92393
MZ22520172	2.73448
MZ22520178	11.18993
MZ22520182	4.98196
MZ22520184	2.79871
MZ22520185	2.86427
MZ22520186	4.11543
MZ22520188	1.3497299999999999
MZ22520191	5.68239
MZ22520192	6.95357
MZ22520194	6.978680000000001
MZ22520197	0.91214
MZ22520200	8.73064
MZ22520203	0.18409
MZ22520204	5.952459999999999
MZ22520206	0.1897
MZ22520207	6.85197
MZ22520209	8.5484
MZ22520211	7.3753899999999994
MZ22520214	2.33912
MZ22520217	2.0954099999999998
MZ22520218	1.14275
MZ22520221	15.237520000000002
MZ22520224	2.11741
MZ22520225	4.70531
MZ22520230	10.515139999999999
MZ22520232	7.8748
MZ22520233	10.02811
MZ22520234	9.18178
MZ22520237	6.879289999999999
MZ22520240	4.71039
MZ22520241	7.591480000000001
MZ22520242	5.74249
MZ22520243	4.97794
MZ22520246	4.0751800000000005
MZ22520249	4.211930000000001
MZ22520250	5.4705699999999995
MZ22520251	2.7328
MZ22520254	9.61298
MZ22520255	2.67944
MZ22520257	4.62584
MZ22520258	7.34762
MZ22520259	9.09083
MZ22520262	10.71105
MZ22520266	1.98465
MZ22520270	5.23236
MZ22520272	4.2235
MZ22520273	6.33185
MZ22520274	5.09285
MZ22520275	7.92639
MZ22520277	4.9713199999999995
MZ22520278	1.79585
MZ22520279	18.43875
MZ22520280	6.92748
MZ22520281	3.55458
MZ22520284	6.3071
MZ22520285	3.36962
MZ22520288	4.96122
MZ22520289	5.91542
MZ22520291	4.46678
MZ22520292	5.15191
MZ22520294	5.96775
MZ22520297	11.73064
MZ22520298	3.66005
MZ22520299	21.27046
MZ22520300	3.59615
MZ22520302	18.17026
MZ22520306	7.728839999999999
MZ22520308	7.13255
MZ22520310	7.66494
MZ22520311	4.64524
MZ22520312	1.03364
MZ22520313	3.1272900000000003
MZ22520318	1.48999
MZ22520322	6.03634
MZ22520323	5.30237
MZ22520324	3.6475400000000002
MZ22520326	3.8294699999999997
MZ22520328	95.72643000000001
MZ22520329	6.9939100000000005
MZ22520330	4.92497
MZ22520332	4.4622
MZ22520334	51.06487
MZ22520337	6.33145
MZ22520338	4.6997599999999995
MZ22520342	0.14961
MZ22520343	4.7733099999999995
MZ22520344	3.14839
MZ22520345	2.7675
MZ22520346	29.12517
MZ22520348	9.092310000000001
MZ22520353	1.6852200000000002
MZ22520359	6.9801
MZ22520361	5.83029
MZ22520362	4.33373
MZ22520364	1.20786
MZ22520365	10.800880000000001
MZ22520366	8.797410000000001
MZ22520367	1.7556
MZ22520368	9.16122
MZ22520370	11.20692
MZ22520372	12.90719
MZ22520375	5.70086
MZ22520378	4.31005
MZ22520381	3.65277
MZ22520382	5.84058
MZ22520386	6.48789
MZ22520387	3.32135
MZ22520388	5.572019999999999
MZ22520392	6.59305
MZ22520395	4.6272199999999994
MZ22520402	7.5953800000000005
MZ22520403	7.46542
MZ22520406	1.9798799999999999
MZ22520407	3.4443
MZ22520410	3.23287
MZ22520414	4.515619999999999
MZ22520418	9.03862
MZ22520420	8.36667
MZ22520421	7.21433
MZ22520422	9.59246
MZ22520423	2.07282
MZ22520426	7.31307
MZ22520428	6.82985
MZ22520430	8.9086
MZ22520434	4.6751
MZ22520435	13.011330000000001
MZ22520437	4.94024
MZ22520438	7.0467
MZ22520443	6.97509
MZ22520444	2.78063
MZ22520446	3.23949
MZ22520448	4.92799
MZ22520449	5.63679
MZ22520450	5.1843
MZ22520451	9.4372
MZ22520452	6.712160000000001
MZ22520454	2.77126
MZ22520455	6.40756
MZ22520456	2.51605
MZ22520458	7.597230000000001
MZ22520461	3.6727199999999995
MZ22520464	7.05437
MZ22520468	4.65067
MZ22520470	5.98223
MZ22520472	5.11301
MZ22520473	4.52351
MZ22520474	0.74416
MZ22520475	16.87569
MZ22520476	1.19354
MZ22520477	3.45485
MZ22520482	7.35297
MZ22520489	26.67397
MZ22520491	2.8586400000000003
MZ22520492	4.72401
MZ22520493	5.1271
MZ22520494	3.57619
MZ22520496	10.905330000000001
MZ22520497	7.65925
MZ22520499	3.5754300000000003
MZ22520501	0.6430899999999999
MZ22520502	1.25631
MZ22520504	10.0211
MZ22520505	3.4711800000000004
MZ22520506	13.889489999999999
MZ22520512	1.6775799999999998
MZ22520513	1.4350100000000001
MZ22520514	7.7465
MZ22520516	1.16436
MZ22520517	8.16575
MZ22520518	5.2041900000000005
MZ22520519	4.377190000000001
MZ22520520	3.3685400000000003
MZ22520521	7.0077
MZ22520523	6.87718
MZ22520525	6.94375
MZ22520527	4.7449
MZ22520528	5.17955
MZ22520529	19.40128
MZ22520531	3.70969
MZ22520533	5.556109999999999
MZ22520534	7.311210000000001
MZ22520536	2.89744
MZ22520543	3.47419
MZ22520544	4.38435
MZ22520547	6.53276
MZ22520548	6.48125
MZ22520556	1.05082
MZ22520558	6.34627
MZ22520559	7.52078
MZ22520560	1.4131200000000002
MZ22520562	4.892530000000001
MZ22520563	11.51344
MZ22520564	3.3104
MZ22520565	1.25266
MZ22520566	3.55999
MZ22520567	9.00526
MZ22520568	3.62704
MZ22520569	2.37926
MZ22520571	10.66404
MZ22520572	7.384810000000001
MZ22520573	4.43358
MZ22520574	7.32955
MZ22520575	7.03268
MZ22520576	5.08754
MZ22520577	6.962439999999999
MZ22520578	0.75157
MZ22520580	23.50252
MZ22520582	6.40336
MZ22520583	3.44835
MZ22520584	10.84197
MZ22520587	2.79198
MZ22520589	1.8418400000000001
MZ22520591	6.3326199999999995
MZ22520592	6.07755
MZ22520593	10.83111
MZ22520594	1.70128
MZ22520595	1.89768
MZ22520596	7.09885
MZ22520598	9.4608
MZ22520603	3.60365
MZ22520604	3.8470699999999995
MZ22520605	0.38248000000000004
MZ22520607	7.878760000000001
MZ22520608	4.869
MZ22520612	6.91091
MZ22520614	1.79174
MZ22520616	0.07787999999999999
MZ22520618	3.1545
MZ22520620	13.59094
MZ22520621	8.001489999999999
MZ22520622	7.824910000000001
MZ22520623	7.169860000000001
MZ22520624	2.03436
MZ22520627	2.76637
MZ22520630	6.14786
MZ22520631	1.58382
MZ22520632	3.74585
MZ22520633	5.58372
MZ22520634	3.4273599999999997
MZ22520638	8.93946
MZ22520639	5.19564
MZ22520640	7.519089999999999
MZ22520644	7.349819999999999
MZ22520645	4.653580000000001
MZ22520646	3.25182
MZ22520647	7.26358
MZ22520653	6.695939999999999
MZ22520654	7.93498
MZ22520655	5.6932599999999995
MZ22520661	3.62779
MZ22520662	2.63572
MZ22520663	4.06264
MZ22520666	3.05974
MZ22520670	5.6500900000000005
MZ22520671	5.320790000000001
MZ22520672	7.74401
MZ22520673	5.67036
MZ22520675	8.24043
MZ22520677	6.28961
MZ22520678	1.0014399999999999
MZ22520679	3.31794
MZ22520680	5.43241
MZ22520683	6.15085
MZ22520687	8.53855
MZ22520688	4.98944
MZ22520689	3.7696199999999997
MZ22520691	2.87673
MZ22520692	6.67029
MZ22520693	6.709860000000001
MZ22520694	3.2679
MZ22520695	31.361
MZ22520702	302.9631
MZ22520703	6.54554
MZ22520706	5.65532
MZ22520707	9.56842
MZ22520709	2.86501
MZ22520714	1.35925
MZ22520716	7.23066
MZ22520719	3.02973
MZ22520720	8.040980000000001
MZ22520722	6.72443
MZ22520723	4.16699
MZ22520725	4.87209
MZ22520727	2.42561
MZ22520728	5.44223
MZ22520730	1.45222
MZ22520731	4.12444
MZ22520732	5.71025
MZ22520735	8.50072
MZ22520737	2.6958
MZ22520738	8.91276
MZ22520739	3.3655699999999995
MZ22520740	2.9889099999999997
MZ22520741	3.8750699999999996
MZ22520743	5.9278
MZ22520745	4.9204
MZ22520746	4.51355
MZ22520747	8.296330000000001
MZ22520748	6.437530000000001
MZ22520750	2.8879
MZ22520751	0.93989
MZ22520752	6.94487
MZ22520753	1.75578
MZ22520754	1.8437700000000001
MZ22520755	6.2439599999999995
MZ22520756	1.9391900000000002
MZ22520760	1.9861900000000001
MZ22520761	10.36026
MZ22520762	4.36246
MZ22520763	3.4260699999999997
MZ22520764	1.50021
MZ22520768	6.80087
MZ22520772	6.89447
MZ22520774	4.53106
MZ22520776	1.8969
MZ22520778	6.7122
MZ22520787	1.6615
MZ22520788	5.61643
MZ22520789	7.8669
MZ22520790	5.7854
MZ22520791	6.37239
MZ22520794	7.2911
MZ22520797	3.33055
MZ22520799	0.12055
MZ22520800	5.90724
MZ22520803	8.055660000000001
MZ22520805	3.8537199999999996
MZ22520807	3.82485
MZ22520808	6.413209999999999
MZ22520810	4.86987
MZ22520813	5.2354
MZ22520814	2.95011
MZ22520815	2.50298
MZ22520816	3.41419
MZ22520817	2.24967
MZ22520819	5.71108
MZ22520823	2.60323
MZ22520824	1.41711
MZ22520825	7.56434
MZ22520827	5.24028
MZ22520828	4.1147800000000005
MZ22520830	5.82454
MZ22520834	4.02771
MZ22520835	3.65513
MZ22520837	0.9377
MZ22520838	4.29439
MZ22520841	5.107069999999999
MZ22520842	5.06124
MZ22520843	2.33967
MZ22520849	5.4661800000000005
MZ22520851	6.9147300000000005
MZ22520852	3.62994
MZ22520853	7.27235
MZ22520854	3.4558199999999997
MZ22520855	6.323580000000001
MZ22520856	0.81408
MZ22520857	8.30293
MZ22520858	3.04333
MZ22520863	4.2091
MZ22520865	2.5949
MZ22520869	4.00442
MZ22520870	2.4723900000000003
MZ22520874	20.19465
MZ22520875	5.95901
MZ22520877	7.77635
MZ22520879	5.003369999999999
MZ22520880	4.10133
MZ22520881	3.3308199999999997
MZ22520886	5.958559999999999
MZ22520888	0.86716
MZ22520889	3.2882800000000003
MZ22520892	3.6004699999999996
MZ22520894	2.61651
MZ22520895	7.0879199999999996
MZ22520897	8.1284
MZ22520898	5.6281300000000005
MZ22520899	4.24193
MZ22520900	8.35406
MZ22520903	14.99859
MZ22520904	38.4075
MZ22520905	3.9943800000000005
MZ22520913	10.79369
MZ22520914	13.116579999999999
MZ22520915	6.50505
MZ22520916	2.2023599999999997
MZ22520919	4.73969
MZ22520923	2.82088
MZ22520924	7.40902
MZ22520925	10.59099
MZ22520926	8.177810000000001
MZ22520928	5.65051
MZ22520930	4.74298
MZ22520937	4.93119
MZ22520939	6.02517
MZ22520940	3.31089
MZ22520945	3.05002
MZ22520946	6.18574
MZ22520948	6.05987
MZ22520950	6.2209699999999994
MZ22520951	9.528030000000001
MZ22520952	6.8354
MZ22520956	5.91414
MZ22520957	8.50482
MZ22520958	4.91391
MZ22520960	4.55167
MZ22520961	8.59782
MZ22520962	4.28713
MZ22520963	2.0658
MZ22520964	3.8484599999999998
MZ22520965	8.14214
MZ22520969	1.0400200000000002
MZ22520970	2.2109099999999997
MZ22520971	1.17994
MZ22520972	4.9581
MZ22520974	3.9776300000000004
MZ22520975	1.7590299999999999
MZ22520976	5.6769300000000005
MZ22520977	7.4701699999999995
MZ22520978	2.56886
MZ22520981	8.53095
MZ22520984	3.65141
MZ22520988	8.51197
MZ22520989	5.54251
MZ22520991	8.52469
MZ22520993	7.57187
MZ22520994	3.7286699999999997
MZ22520997	5.83443
MZ22520999	3.9533099999999997
MZ22521000	2.6802099999999998
MZ22521004	4.4958599999999995
MZ22521005	7.91772
MZ22521006	4.87631
MZ22521008	6.51829
MZ22521009	2.21962
MZ22521012	4.882709999999999
MZ22521013	6.04232
MZ22521017	6.558039999999999
MZ22521018	5.257969999999999
MZ22521019	5.4682
MZ22521021	3.40565
MZ22521022	1.8004200000000001
MZ22521030	8.70625
MZ22521031	0.9045200000000001
MZ22521033	6.02944
MZ22521035	4.89975
MZ22521039	0.16122
MZ22521042	4.53135
MZ22521044	12.90531
MZ22521046	8.31413
MZ22521048	14.37466
MZ22521049	5.76625
MZ22521054	5.06259
MZ22521055	4.59922
MZ22521056	9.76765
MZ22521059	6.43544
MZ22521061	4.3842099999999995
MZ22521062	4.866169999999999
MZ22521070	4.0220199999999995
MZ22521073	4.19388
MZ22521082	2.86421
MZ22521083	0.15044000000000002
MZ22521084	1.6211
MZ22521087	0.6682
MZ22521088	1.02359
MZ22521092	3.3387300000000004
MZ22521096	6.535159999999999
MZ22521097	4.4444300000000005
MZ22521098	6.30095
MZ22521102	5.2519599999999995
MZ22521104	8.69232
MZ22521105	9.94155
MZ22521107	4.82311
MZ22521109	4.78112
MZ22521111	6.43
MZ22521112	5.51925
MZ22521113	5.89239
MZ22521114	3.12501
MZ22521115	3.18094
MZ22521116	5.37789
MZ22521119	2.3464400000000003
MZ22521120	2.44447
MZ22521121	1.06646
MZ22521122	7.39164
MZ22521123	6.20311
MZ22521125	6.06537
MZ22521128	1.1212600000000001
MZ22521129	5.57673
MZ22521131	8.96007
MZ22521132	6.7129
MZ22521136	4.50805
MZ22521138	2.7177700000000002
MZ22521140	2.25523
MZ22521143	5.38106
MZ22521145	5.85339
MZ22521147	12.81214
MZ22521149	4.50641
MZ22521152	320.84824
MZ22521153	0.30375
MZ22521154	4.07006
MZ22521155	6.165030000000001
MZ22521156	0.79509
MZ22521157	6.05157
MZ22521158	11.28045
MZ22521159	0.9829100000000001
MZ22521160	4.14724
MZ22521162	5.41554
MZ22521164	2.2176099999999996
MZ22521165	3.4933699999999996
MZ22521166	13.51118
MZ22521167	8.91841
MZ22521172	3.04461
MZ22521175	2.78646
MZ22521177	4.40791
MZ22521178	1.98745
MZ22521179	5.26945
MZ22521181	3.6501900000000003
MZ22521183	4.98347
MZ22521184	1.0216399999999999
MZ22521185	4.966019999999999
MZ22521186	13.83278
MZ22521188	0.79381
MZ22521189	0.83596
MZ22521190	4.0035300000000005
MZ22521193	0.052070000000000005
MZ22521194	4.811780000000001
MZ22521195	2.6028700000000002
MZ22521196	4.81383
MZ22521197	3.6157
MZ22521198	3.74316
MZ22521200	4.72005
MZ22521201	53.00796999999999
MZ22521202	5.19645
MZ22521203	17.316570000000002
MZ22521204	6.51231
MZ22521205	9.01967
MZ22521206	3.72465
MZ22521209	4.58202
MZ22521212	6.26417
MZ22521215	2.6191299999999997
MZ22521216	6.89496
MZ22521219	8.22241
MZ22521221	7.013730000000001
MZ22521222	6.033440000000001
MZ22521223	88.4565
MZ22521225	3.8809699999999996
MZ22521226	14.51286
MZ22521227	7.57905
MZ22521231	4.46466
MZ22521232	5.41467
MZ22521233	2.50537
MZ22521234	3.17375
MZ22521235	0.12802
MZ22521236	2.99706
MZ22521237	4.42762
MZ22521239	1.53808
MZ22521240	9.19549
MZ22521242	8.8292
MZ22521243	7.664219999999999
MZ22521244	4.62576
MZ22521246	6.60683
MZ22521248	6.04774
MZ22521249	3.63575
MZ22521250	1.01683
MZ22521251	3.0060599999999997
MZ22521252	6.7522
MZ22521253	14.11326
MZ22521257	23.875999999999998
MZ22521259	28.313409999999998
MZ22521261	16.89457
MZ22521263	3.5699199999999998
MZ22521264	2.98597
MZ22521266	9.75245
MZ22521267	7.06137
MZ22521268	0.95689
MZ22521272	5.84949
MZ22521276	7.096019999999999
MZ22521278	3.68665
MZ22521279	9.86398
MZ22521280	5.2234300000000005
MZ22521281	5.105919999999999
MZ22521284	15.607920000000002
MZ22521286	4.70599
MZ22521287	8.567960000000001
MZ22521288	5.27632
MZ22521293	3.1289
MZ22521295	11.03535
MZ22521296	4.80797
MZ22521297	0.22771999999999998
MZ22521298	14.0588
MZ22521299	2.58617
MZ22521301	5.573180000000001
MZ22521302	4.36431
MZ22521303	6.97766
MZ22521306	3.5531900000000003
MZ22521307	4.71427
MZ22521308	3.9767099999999997
MZ22521309	6.781739999999999
MZ22521311	6.08449
MZ22521313	6.641039999999999
MZ22521314	10.098510000000001
MZ22521318	5.22715
MZ22521322	3.8313599999999997
MZ22521325	1.35781
MZ22521327	0.39521
MZ22521328	7.918769999999999
MZ22521331	5.65842
MZ22521334	8.538860000000001
MZ22521335	3.4252300000000004
MZ22521338	6.570469999999999
MZ22521340	5.72699
MZ22521341	3.4396199999999997
MZ22521345	0.58568
MZ22521348	0.19209
MZ22521351	6.05542
MZ22521353	2.90801
MZ22521354	0.0786
MZ22521355	1.63636
MZ22521356	8.63144
MZ22521357	5.81074
MZ22521358	5.66245
MZ22521359	2.30608
MZ22521360	6.5448
MZ22521366	8.37031
MZ22521369	2.64392
MZ22521370	5.1944
MZ22521371	3.58552
MZ22521375	3.7406
MZ22521380	0.09512999999999999
MZ22521381	3.80185
MZ22521382	4.89785
MZ22521383	1.6464599999999998
MZ22521385	5.96914
MZ22521387	5.65383
MZ22521395	8.578330000000001
MZ22521397	4.856380000000001
MZ22521398	10.67687
MZ22521404	5.3049
MZ22521409	3.6047300000000004
MZ22521412	64.19218000000001
MZ22521414	6.27526
MZ22521415	0.53833
MZ22521418	2.67175
MZ22521421	1.2978399999999999
MZ22521426	5.829680000000001
MZ22521428	8.95097
MZ22521429	8.15627
MZ22521430	1.64752
MZ22521431	0.21841999999999998
MZ22521434	7.3493
MZ22521435	9.10399
MZ22521436	8.21539
MZ22521438	1.6641299999999999
MZ22521440	4.807580000000001
MZ22521441	4.7522
MZ22521442	4.36675
MZ22521443	3.05947
MZ22521445	2.9880400000000003
MZ22521446	1.8471799999999998
MZ22521449	4.8078
MZ22521450	0.05819
MZ22521451	7.99604
MZ22521452	0.53632
MZ22521454	3.53628
MZ22521455	2.99106
MZ22521456	7.3215
MZ22521458	5.45752
MZ22521463	8.77934
MZ22521465	5.21416
MZ22521466	6.33017
MZ22521467	3.02799
MZ22521468	6.54283
MZ22521471	10.47938
MZ22521472	4.7394
MZ22521473	7.01587
MZ22521476	3.59062
MZ22521479	9.866389999999999
MZ22521483	1.38293
MZ22521486	8.77685
MZ22521487	10.437560000000001
MZ22521488	8.78704
MZ22521489	7.07102
MZ22521490	4.10867
MZ22521491	3.51882
MZ22521493	2.26626
MZ22521495	8.26332
MZ22521498	4.72161
MZ22521499	2.34557
MZ22521500	5.1258
MZ22521502	6.15907
MZ22521506	15.105739999999999
MZ22521507	5.76803
MZ22521509	0.37094
MZ22521510	2.4302
MZ22521514	5.686319999999999
MZ22521515	8.315710000000001
MZ22521518	6.414
MZ22521519	4.21276
MZ22521520	2.42575
MZ22521521	6.85284
MZ22521524	4.430619999999999
MZ22521526	5.72381
MZ22521530	0.14168
MZ22521531	14.43782
MZ22521532	5.70407
MZ22521533	4.30687
MZ22521534	6.14577
MZ22521537	5.20416
MZ22521539	3.27925
MZ22521540	6.6150899999999995
MZ22521541	5.29632
MZ22521542	5.71812
MZ22521543	3.04271
MZ22521545	3.50331
MZ22521546	7.33637
MZ22521547	5.47666
MZ22521548	2.65219
MZ22521552	0.68698
MZ22521553	3.04447
MZ22521554	0.45458000000000004
MZ22521555	3.93065
MZ22521559	6.48884
MZ22521561	3.2621700000000002
MZ22521566	7.58522
MZ22521569	2.25904
MZ22521571	2.49044
MZ22521572	9.91743
MZ22521574	130.03828000000001
MZ22521575	3.98973
MZ22521576	4.639130000000001
MZ22521577	4.0461599999999995
MZ22521578	5.4857
MZ22521580	0.80802
MZ22521585	4.98186
MZ22521586	1.67202
MZ22521587	1.5959
MZ22521589	7.74873
MZ22521590	2.3504400000000003
MZ22521591	6.3498
MZ22521595	5.1232
MZ22521597	8.2001
MZ22521599	7.204110000000001
MZ22521602	5.44595
MZ22521604	14.408570000000001
MZ22521605	3.16759
MZ22521609	5.61015
MZ22521610	0.77591
MZ22521611	5.2949
MZ22521612	2.53448
MZ22521613	5.33519
MZ22521614	7.03357
MZ22521616	3.05694
MZ22521617	7.88065
MZ22521618	6.66136
MZ22521621	9.04353
MZ22521622	4.09759
MZ22521626	3.12895
MZ22521627	6.957260000000001
MZ22521629	5.03918
MZ22521630	8.006969999999999
MZ22521632	2.5291900000000003
MZ22521633	5.37094
MZ22521635	16.73787
MZ22521638	3.8986099999999997
MZ22521639	7.0009
MZ22521643	5.5692
MZ22521644	1.78088
MZ22521646	13.91209
MZ22521647	3.21927
MZ22521649	5.8701300000000005
MZ22521652	4.2683599999999995
MZ22521653	5.6547
MZ22521655	5.30499
MZ22521659	6.0046800000000005
MZ22521662	1.53311
MZ22521665	3.9702
MZ22521666	9.48501
MZ22521669	6.21488
MZ22521670	5.78253
MZ22521671	4.70326
MZ22521673	7.119269999999999
MZ22521676	4.1479800000000004
MZ22521678	5.39407
MZ22521679	8.05558
MZ22521680	6.809310000000001
MZ22521681	2.73347
MZ22521684	0.82571
MZ22521685	3.6601
MZ22521686	4.82897
MZ22521689	6.17287
MZ22521691	7.01841
MZ22521693	5.85786
MZ22521694	7.11706
MZ22521695	7.359960000000001
MZ22521696	4.73139
MZ22521698	2.55202
MZ22521701	5.7847800000000005
MZ22521702	3.26163
MZ22521704	5.76118
MZ22521705	4.30271
MZ22521706	3.61816
MZ22521707	2.10488
MZ22521708	4.300330000000001
MZ22521710	5.00795
MZ22521711	4.051419999999999
MZ22521713	5.20426
MZ22521714	14.79915
MZ22521715	5.17353
MZ22521718	7.21564
MZ22521719	4.62875
MZ22521721	6.617319999999999
MZ22521722	0.98777
MZ22521723	18.79449
MZ22521724	4.4042
MZ22521725	3.31826
MZ22521728	4.335030000000001
MZ22521730	3.1608099999999997
MZ22521733	1.97376
MZ22521735	4.74884
MZ22521736	5.88781
MZ22521737	6.2710300000000005
MZ22521742	4.29948
MZ22521744	NA
MZ22521745	6.4797400000000005
MZ22521746	8.457139999999999
MZ22521748	6.41592
MZ22521749	1.7027900000000002
MZ22521750	6.5418
MZ22521754	5.04212
MZ22521755	3.4027300000000005
MZ22521756	3.23442
MZ22521757	9.278839999999999
MZ22521759	1.61152
MZ22521760	9.00155
MZ22521761	5.9726099999999995
MZ22521762	4.81577
MZ22521763	1.1905
MZ22521765	6.02381
MZ22521766	4.39741
MZ22521767	0.08728
MZ22521773	3.9374800000000003
MZ22521774	4.95288
MZ22521775	6.8735100000000005
MZ22521776	3.16831
MZ22521777	7.4191899999999995
MZ22521780	3.56777
MZ22521781	2.00113
MZ22521782	7.51325
MZ22521783	2.9771900000000002
MZ22521787	8.21059
MZ22521788	7.31031
MZ22521791	0.12725999999999998
MZ22521793	93.37818
MZ22521795	1.28516
MZ22521796	0.04665
MZ22521797	7.225639999999999
MZ22521798	0.9967600000000001
MZ22521799	1.96133
MZ22521800	5.50039
MZ22521802	4.85162
MZ22521803	3.3552
MZ22521807	51.69794
MZ22521808	2.54165
MZ22521809	4.23458
MZ22521810	36.962790000000005
MZ22521811	14.534070000000002
MZ22521813	66.59325
MZ22521815	7.011139999999999
MZ22521816	4.290430000000001
MZ22521819	5.05679
MZ22521820	1.6172799999999998
MZ22521821	7.37608
MZ22521823	4.97598
MZ22521824	4.99682
MZ22521826	8.594330000000001
MZ22521829	9.286439999999999
MZ22521830	4.48495
MZ22521831	0.34048
MZ22521833	6.1683900000000005
MZ22521834	5.0761400000000005
MZ22521836	3.7187900000000003
MZ22521839	8.64493
MZ22521840	9.88851
MZ22521842	2.8339
MZ22521843	4.09395
MZ22521844	6.53979
MZ22521845	6.34475
MZ22521846	6.06079
MZ22521847	6.68242
MZ22521849	5.014530000000001
MZ22521851	3.7622400000000003
MZ22521852	5.5008
MZ22521853	3.78875
MZ22521854	11.31335
MZ22521857	5.2786599999999995
MZ22521858	4.56071
MZ22521859	3.27359
MZ22521863	3.74263
MZ22521864	4.2445699999999995
MZ22521865	168.56527
MZ22521866	2.5901099999999997
MZ22521867	4.50744
MZ22521868	0.89781
MZ22521870	2.6646400000000003
MZ22521873	6.38721
MZ22521874	3.30005
MZ22521875	3.9527
MZ22521876	6.59426
MZ22521877	6.02116
MZ22521880	11.58799
MZ22521881	20.84284
MZ22521883	5.870019999999999
MZ22521884	4.75471
MZ22521887	7.16012
MZ22521888	4.13259
MZ22521889	0.73937
MZ22521891	4.26735
MZ22521892	3.80809
MZ22521895	9.326410000000001
MZ22521896	3.25968
MZ22521897	123.71723999999999
MZ22521898	3.32041
MZ22521899	8.01057
MZ22521900	2.4354400000000003
MZ22521904	7.0262199999999995
MZ22521905	2.17392
MZ22521907	5.15568
MZ22521908	3.3846800000000004
MZ22521913	4.44416
MZ22521915	1.00945
MZ22521916	9.70531
MZ22521917	2.76856
MZ22521918	6.43205
MZ22521919	1.9316900000000001
MZ22521920	3.53845
MZ22521922	6.114
MZ22521923	6.19226
MZ22521924	0.31311
MZ22521926	5.71216
MZ22521933	30.814590000000003
MZ22521934	8.56634
MZ22521935	6.31504
MZ22521939	4.80194
MZ22521940	5.59225
MZ22521943	3.9896800000000003
MZ22521945	1.7098200000000001
MZ22521947	3.7652400000000004
MZ22521948	8.10605
MZ22521949	2.1818
MZ22521950	11.6887
MZ22521951	0.0146
MZ22521952	10.85145
MZ22521953	10.03059
MZ22521954	0.12153
MZ22521955	2.69942
MZ22521956	3.42676
MZ22521957	7.391710000000001
MZ22521958	6.80415
MZ22521960	4.31332
MZ22521961	5.13414
MZ22521962	5.06126
MZ22521964	3.71066
MZ22521965	2.54256
MZ22521967	2.2336400000000003
MZ22521970	7.02757
MZ22521971	3.44105
MZ22521973	4.25745
MZ22521974	3.7002599999999997
MZ22521976	2.9697
MZ22521978	0.98308
MZ22521979	3.51585
MZ22521980	6.37716
MZ22521981	8.5685
MZ22521983	2.7711799999999998
MZ22521984	5.8592900000000006
MZ22521985	3.62284
MZ22521986	7.98757
MZ22521988	6.24489
MZ22521989	2.0308
MZ22521990	1.88998
MZ22521991	1.4344299999999999
MZ22521992	18.09371
MZ22521993	3.0470900000000003
MZ22521994	12.97373
MZ22521995	7.51125
MZ22521998	2.06087
MZ22522001	0.08805
MZ22522005	2.55978
MZ22522006	4.91326
MZ22522007	0.9913700000000001
MZ22522009	7.240810000000001
MZ22522010	4.171869999999999
MZ22522011	6.78557
MZ22522012	2.5146900000000003
MZ22522015	1.78775
MZ22522016	4.34419
MZ22522017	4.6433599999999995
MZ22522018	41.5777
MZ22522019	4.220940000000001
MZ22522020	4.767519999999999
MZ22522021	6.12685
MZ22522022	0.61188
MZ22522023	3.7424
MZ22522024	6.13676
MZ22522027	3.00279
MZ22522028	13.4208
MZ22522029	2.00945
MZ22522032	5.05176
MZ22522036	1.5525200000000001
MZ22522037	9.12824
MZ22522041	0.30787
MZ22522042	4.18837
MZ22522043	6.2084
MZ22522044	10.24075
MZ22522045	10.00344
MZ22522046	5.54127
MZ22522047	2.01169
MZ22522048	2.7816099999999997
MZ22522049	1.8913
MZ22522050	7.1436
MZ22522053	6.92795
MZ22522054	0.5703699999999999
MZ22522056	5.63215
MZ22522057	3.03694
MZ22522059	4.30973
MZ22522060	10.79166
MZ22522061	5.41254
MZ22522064	5.4506
MZ22522065	6.7211
MZ22522068	3.4348400000000003
MZ22522071	7.089360000000001
MZ22522072	6.90562
MZ22522073	1.43801
MZ22522075	2.7143200000000003
