orthogroup	WGA
9286at7399	0.86
9287at7399	0.58
9289at7399	0.91
9291at7399	0.79
9294at7399	0.62
9295at7399	0.4
9297at7399	0.83
9298at7399	0.82
9299at7399	0.92
9300at7399	0.56
9301at7399	0.67
9307at7399	0.37
9309at7399	0.58
9313at7399	0.786666667
9314at7399	0.51
9318at7399	0.89
9320at7399	0.97
9321at7399	0.94
9325at7399	0.75
9326at7399	0.79
9336at7399	0.6
9341at7399	0.13
9346at7399	0.71
9349at7399	0.48
9351at7399	0.53
9358at7399	0.86
9371at7399	0.7
9373at7399	0.69
9374at7399	0.84
9375at7399	0.48
9376at7399	0.64
9380at7399	0.97
9385at7399	0.91
9387at7399	0.91
9389at7399	0.98
9392at7399	0.88
9403at7399	0.9
9404at7399	0.44
9408at7399	0.92
9419at7399	0.9
9422at7399	0.78
9424at7399	0.93
9426at7399	0.84
9428at7399	0.64
9429at7399	0.78
9434at7399	0.48
9441at7399	0.93
9442at7399	0.84
9443at7399	0.66
9445at7399	0.91
9448at7399	0.68
9453at7399	0.76
9455at7399	0.68
9457at7399	0.81
9458at7399	0.95
9465at7399	0.7
9467at7399	0.61
9468at7399	0.97
9470at7399	0.7
9479at7399	0.8
9481at7399	0.78
9482at7399	0.58
9483at7399	0.78
9484at7399	0.81
9488at7399	0.41
9490at7399	0.9
9494at7399	0.9
9495at7399	0.69
9497at7399	0.82
9498at7399	0.61
9499at7399	0.82
9500at7399	0.57
9503at7399	0.65
9505at7399	0.67
9506at7399	0.71
9511at7399	0.86
9514at7399	0.86
9515at7399	0.93
9517at7399	0.84
9520at7399	0.9
9523at7399	0.33
9528at7399	0.92
9529at7399	0.9
9534at7399	0.89
9540at7399	0.76
9542at7399	0.68
9545at7399	0.87
9547at7399	0.19
9552at7399	0.9
9558at7399	0.75
9562at7399	0.43
9565at7399	0.91
9570at7399	0.92
9585at7399	0.5
9586at7399	0.52
9590at7399	0.95
9591at7399	0.84
9595at7399	0.91
9596at7399	0.41
9598at7399	0.46
9599at7399	0.86
9601at7399	0.87
9608at7399	0.6
9611at7399	0.4
9613at7399	0.84
9615at7399	0.9
9618at7399	0.76
9619at7399	0.46
9620at7399	0.55
9628at7399	0.56
9635at7399	0.87
9638at7399	0.52
9640at7399	0.84
9641at7399	0.49
9646at7399	0.17
9660at7399	0.85
9667at7399	0.95
9669at7399	0.81
9671at7399	0.87
9674at7399	0.76
9675at7399	0.82
9677at7399	0.97
9681at7399	0.89
9685at7399	0.63
9693at7399	0.86
9695at7399	0.88
9696at7399	0.44
9703at7399	0.845
9707at7399	0.76
9708at7399	0.36
9711at7399	0.64
9714at7399	0.94
9718at7399	0.77
9722at7399	0.71
9723at7399	0.53
9725at7399	0.71
9729at7399	0.9
9736at7399	0.66
9737at7399	0.9
9738at7399	0.93
9739at7399	0.86
9740at7399	0.66
9743at7399	0.94
9744at7399	0.91
9746at7399	0.73
9752at7399	0.89
9760at7399	0.675
9761at7399	0.76
9762at7399	0.67
9763at7399	0.74
9768at7399	0.4
9780at7399	0.6
9784at7399	0.93
9785at7399	0.48
9788at7399	0.88
9798at7399	0.52
9799at7399	0.71
9806at7399	0.95
9810at7399	0.88
9812at7399	0.98
9813at7399	0.44
9815at7399	0.98
9819at7399	0.78
9822at7399	0.725
9824at7399	0.79
9825at7399	0.76
9827at7399	0.39
9830at7399	0.76
9841at7399	0.81
9844at7399	0.78
9845at7399	0.93
9849at7399	0.93
9855at7399	0.39
9861at7399	0.45
9863at7399	0.98
9864at7399	0.92
9868at7399	0.41
9870at7399	0.77
9873at7399	0.72
9875at7399	0.41
9879at7399	0.89
9883at7399	0.91
9885at7399	0.83
9887at7399	0.95
9888at7399	0.8
9891at7399	0.99
9898at7399	0.78
9899at7399	0.93
9900at7399	0.72
9904at7399	0.83
9912at7399	0.69
9917at7399	0.46
9923at7399	0.99
9924at7399	0.6
9928at7399	0.61
9929at7399	0.68
9930at7399	0.74
9932at7399	0.48
9938at7399	0.67
9943at7399	0.75
9944at7399	0.56
9946at7399	0.79
9950at7399	0.87
9953at7399	0.87
9956at7399	0.9
9957at7399	0.84
9959at7399	0.68
9963at7399	0.59
9967at7399	0.69
9970at7399	0.78
9973at7399	0.45
9976at7399	0.57
9977at7399	0.94
9978at7399	0.6
9980at7399	0.82
9982at7399	0.55
9984at7399	0.61
9985at7399	0.85
9986at7399	0.93
9987at7399	0.84
9988at7399	0.64
9989at7399	0.92
9992at7399	0.28
9997at7399	0.77
10001at7399	0.93
10019at7399	0.81
10023at7399	0.86
10025at7399	0.6
10027at7399	0.84
10029at7399	0.96
10033at7399	0.64
10037at7399	0.735
10053at7399	0.82
10055at7399	0.9
10058at7399	0.86
10065at7399	0.86
10068at7399	0.93
10072at7399	0.93
10073at7399	0.78
10075at7399	0.96
10076at7399	0.9
10080at7399	0.87
10085at7399	0.66
10086at7399	0.45
10089at7399	0.9
10092at7399	0.73
10094at7399	0.61
10099at7399	0.65
10103at7399	0.67
10108at7399	0.98
10116at7399	0.94
10119at7399	0.88
10122at7399	0.76
10127at7399	0.78
10128at7399	0.65
10129at7399	0.74
10142at7399	0.73
10143at7399	0.81
10148at7399	0.69
10153at7399	0.71
10155at7399	0.88
10159at7399	0.78
10161at7399	0.66
10164at7399	0.91
10165at7399	0.94
10166at7399	0.41
10167at7399	0.7
10170at7399	0.64
10176at7399	0.74
10177at7399	0.36
10181at7399	0.76
10191at7399	0.98
10196at7399	0.91
10198at7399	0.62
10202at7399	0.62
10212at7399	0.83
10213at7399	0.41
10217at7399	0.87
10228at7399	0.96
10229at7399	0.93
10230at7399	0.8
10233at7399	0.92
10237at7399	0.86
10240at7399	0.68
10241at7399	0.7
10242at7399	0.6
10245at7399	0.85
10248at7399	0.52
10249at7399	0.94
10259at7399	0.88
10263at7399	0.9
10265at7399	0.78
10266at7399	0.93
10267at7399	0.75
10269at7399	0.63
10270at7399	0.59
10273at7399	0.85
10275at7399	0.29
10281at7399	0.65
10284at7399	0.48
10286at7399	0.32
10287at7399	0.75
10290at7399	0.92
10302at7399	0.37
10305at7399	0.98
10306at7399	0.85
10311at7399	0.87
10317at7399	0.9
10319at7399	0.92
10328at7399	1.0
10331at7399	0.43
10332at7399	0.53
10348at7399	0.88
10349at7399	0.65
10356at7399	0.63
10364at7399	0.85
10365at7399	0.87
10368at7399	0.85
10373at7399	0.81
10377at7399	0.95
10381at7399	0.74
10392at7399	0.49
10393at7399	0.71
10395at7399	0.88
10399at7399	0.3
10402at7399	0.77
10403at7399	0.73
10405at7399	0.96
10406at7399	0.73
10407at7399	0.77
10409at7399	0.63
10410at7399	0.41
10415at7399	0.93
10420at7399	0.46
10421at7399	0.94
10423at7399	0.49
10426at7399	0.49
10428at7399	0.77
10430at7399	0.46
10431at7399	0.65
10433at7399	0.78
10435at7399	0.94
10436at7399	0.73
10442at7399	0.73
10448at7399	0.85
10449at7399	0.6725
10453at7399	0.92
10456at7399	0.93
10466at7399	0.805
10473at7399	0.755
10475at7399	0.95
10477at7399	0.67
10480at7399	0.75
10481at7399	0.85
10486at7399	0.83
10494at7399	0.9
10495at7399	0.91
10497at7399	0.73
10498at7399	0.77
10500at7399	0.97
10505at7399	0.91
10515at7399	0.86
10519at7399	0.98
10523at7399	0.85
10528at7399	0.59
10529at7399	0.82
10530at7399	0.92
10535at7399	0.45
10537at7399	0.91
10550at7399	0.87
10554at7399	0.87
10555at7399	0.9
10559at7399	0.4
10570at7399	0.79
10576at7399	0.87
10583at7399	0.96
10585at7399	0.9
10587at7399	0.68
10596at7399	0.57
10598at7399	0.72
10599at7399	0.95
10600at7399	0.79
10601at7399	0.58
10602at7399	0.51
10605at7399	0.76
10610at7399	0.74
10612at7399	0.42
10613at7399	0.58
10620at7399	0.87
10624at7399	0.45
10627at7399	0.94
10633at7399	0.57
10634at7399	0.47
10639at7399	0.94
10646at7399	0.92
10647at7399	0.89
10649at7399	0.97
10654at7399	0.46
10668at7399	0.54
10673at7399	0.93
10679at7399	0.55
10680at7399	0.66
10683at7399	0.64
10685at7399	0.7
10687at7399	0.85
10688at7399	0.47
10694at7399	0.6
10695at7399	0.63
10696at7399	0.91
10697at7399	0.86
10703at7399	0.76
10705at7399	0.805
10707at7399	0.43
10708at7399	0.63
10709at7399	0.87
10711at7399	0.9
10712at7399	0.85
10714at7399	0.92
10715at7399	0.74
10716at7399	0.77
10717at7399	0.91
10723at7399	1.0
10724at7399	0.98
10727at7399	0.71
10740at7399	0.53
10749at7399	0.94
10752at7399	0.88
10756at7399	0.89
10757at7399	0.86
10759at7399	0.79
10763at7399	0.78
10765at7399	0.91
10766at7399	0.41
10768at7399	0.92
10775at7399	0.9
10776at7399	0.63
10784at7399	0.73
10785at7399	1.0
10787at7399	0.57
10788at7399	0.93
10789at7399	0.94
10790at7399	0.95
10794at7399	0.96
10799at7399	0.93
10800at7399	0.87
10801at7399	0.58
10805at7399	0.7
10807at7399	0.92
10808at7399	0.78
10820at7399	0.87
10821at7399	0.92
10822at7399	0.89
10823at7399	0.77
10824at7399	0.81
10827at7399	0.86
10828at7399	0.67
10845at7399	0.82
10847at7399	0.85
10851at7399	0.77
10854at7399	0.9
10857at7399	0.74
10858at7399	0.95
10859at7399	0.53
10861at7399	0.98
10867at7399	0.19
10871at7399	0.73
10875at7399	0.57
10880at7399	0.99
10888at7399	0.91
10889at7399	0.81
10891at7399	0.49
10892at7399	0.77
10899at7399	0.94
10902at7399	0.61
10903at7399	0.89
10913at7399	0.87
10914at7399	0.91
10915at7399	0.46
10917at7399	0.58
10919at7399	0.91
10920at7399	0.39
10922at7399	0.68
10923at7399	0.67
10927at7399	0.66
10941at7399	0.36
10944at7399	0.73
10948at7399	0.65
10951at7399	0.77
10954at7399	0.12
10955at7399	0.84
10957at7399	0.85
10959at7399	0.945
10961at7399	0.95
10962at7399	0.27
10966at7399	0.73
10967at7399	0.91
10968at7399	0.9
10969at7399	0.84
10973at7399	0.61
10976at7399	0.97
10977at7399	0.15
10978at7399	0.93
10982at7399	0.63
10986at7399	0.73
10994at7399	0.42
10998at7399	0.52
11006at7399	0.77
11011at7399	0.8
11015at7399	0.9
11020at7399	0.91
11021at7399	0.95
11022at7399	0.77
11023at7399	0.89
11027at7399	0.52
11031at7399	0.57
11035at7399	0.61
11040at7399	0.31
11041at7399	0.84
11044at7399	0.52
11045at7399	1.0
11046at7399	0.43
11047at7399	0.62
11048at7399	0.83
11056at7399	0.63
11063at7399	0.89
11068at7399	0.58
11071at7399	0.99
11072at7399	0.87
11075at7399	0.47
11076at7399	0.55
11077at7399	0.72
11083at7399	0.85
11085at7399	0.73
11089at7399	0.7
11095at7399	0.72
11097at7399	0.93
11101at7399	0.84
11103at7399	0.91
11104at7399	0.64
11114at7399	0.66
11120at7399	0.89
11121at7399	0.31
11127at7399	0.6
11136at7399	0.71
11137at7399	0.61
11138at7399	1.0
11148at7399	0.91
11149at7399	0.87
11152at7399	0.52
11154at7399	0.52
11176at7399	0.9
11180at7399	0.93
11181at7399	0.87
11184at7399	0.98
11185at7399	0.85
11190at7399	0.67
11193at7399	0.8
11200at7399	0.09
11204at7399	1.0
11205at7399	0.574
11210at7399	0.99
11217at7399	0.98
11226at7399	0.71
11235at7399	0.49
11238at7399	0.61
11241at7399	0.84
11243at7399	0.52
11251at7399	0.95
11257at7399	0.55
11265at7399	0.87
11266at7399	0.61
11268at7399	0.96
11271at7399	0.78
11274at7399	0.71
11276at7399	0.89
11277at7399	0.64
11278at7399	0.91
11279at7399	0.58
11280at7399	0.88
11282at7399	0.78
11283at7399	0.83
11289at7399	0.95
11300at7399	0.74
11303at7399	0.9
11306at7399	0.92
11313at7399	0.93
11316at7399	0.92
11322at7399	0.87
11323at7399	0.92
11326at7399	0.635
11329at7399	0.935
11330at7399	0.83
11332at7399	0.86
11334at7399	0.42
11341at7399	0.43
11344at7399	0.47
11347at7399	0.83
11349at7399	0.85
11351at7399	0.79
11352at7399	0.88
11356at7399	0.76
11357at7399	0.56
11359at7399	0.81
11363at7399	0.8
11370at7399	0.63
11372at7399	0.88
11374at7399	0.93
11381at7399	0.93
11383at7399	0.58
11386at7399	0.2
11387at7399	0.42
11388at7399	0.91
11390at7399	0.72
11393at7399	0.84
11395at7399	0.64
11399at7399	0.74
11408at7399	0.88
11411at7399	0.75
11413at7399	0.86
11415at7399	0.91
11417at7399	0.74
11422at7399	0.72
11426at7399	0.72
11427at7399	0.88
11430at7399	0.64
11439at7399	0.51
11445at7399	0.61
11449at7399	0.81
11454at7399	0.83
11460at7399	0.78
11465at7399	0.87
11470at7399	0.47
11472at7399	0.77
11473at7399	0.53
11474at7399	0.96
11479at7399	0.73
11481at7399	0.53
11482at7399	0.53
11485at7399	0.94
11486at7399	0.7
11491at7399	0.92
11494at7399	0.67
11496at7399	0.82
11505at7399	0.89
11507at7399	0.28
11508at7399	0.88
11510at7399	0.73
11511at7399	0.93
11512at7399	0.6
11516at7399	0.56
11517at7399	0.62
11518at7399	0.8
11520at7399	0.81
11527at7399	0.87
11528at7399	0.81
11529at7399	0.92
11533at7399	0.62
11537at7399	0.46
11544at7399	0.96
11545at7399	0.96
11546at7399	0.93
11550at7399	0.68
11554at7399	0.35
11555at7399	0.95
11557at7399	0.83
11558at7399	0.94
11559at7399	0.64
11562at7399	0.72
11563at7399	0.67
11568at7399	0.82
11569at7399	0.76
11571at7399	0.86
11575at7399	0.55
11576at7399	0.78
11582at7399	0.95
11583at7399	0.68
11587at7399	0.73
11590at7399	0.91
11591at7399	0.85
11593at7399	0.73
11596at7399	0.45
11597at7399	0.58
11602at7399	0.76
11604at7399	0.97
11611at7399	0.81
11612at7399	0.94
11613at7399	0.09
11615at7399	0.7
11616at7399	0.43
11625at7399	0.4
11627at7399	0.81
11630at7399	0.29
11631at7399	0.72
11633at7399	0.87
11634at7399	0.84
11635at7399	0.71
11642at7399	0.91
11645at7399	0.93
11647at7399	0.56
11649at7399	0.89
11660at7399	0.91
11662at7399	0.77
11666at7399	0.57
11667at7399	0.69
11669at7399	0.39
11671at7399	0.69
11672at7399	0.46
11674at7399	0.83
11677at7399	0.93
11681at7399	0.95
11686at7399	0.82
11687at7399	0.92
11694at7399	0.86
11699at7399	0.8
11705at7399	0.86
11706at7399	0.9
11707at7399	0.9
11713at7399	0.76
11715at7399	0.79
11717at7399	0.48
11724at7399	0.81
11728at7399	0.68
11729at7399	0.89
11734at7399	0.66
11740at7399	0.63
11741at7399	0.64
11742at7399	0.51
11743at7399	0.45
11744at7399	0.96
11752at7399	0.81
11756at7399	0.94
11757at7399	0.61
11760at7399	0.57
11768at7399	0.91
11770at7399	0.38
11774at7399	0.93
11778at7399	0.79
11780at7399	0.53
11781at7399	0.21
11783at7399	0.38
11790at7399	0.82
11792at7399	0.55
11793at7399	0.62
11798at7399	0.68
11802at7399	0.78
11805at7399	0.88
11806at7399	0.9
11807at7399	0.75
11811at7399	0.91
11813at7399	0.57
11817at7399	0.88
11824at7399	0.74
11827at7399	0.98
11831at7399	0.98
11836at7399	0.89
11837at7399	0.86
11840at7399	0.76
11841at7399	0.86
11842at7399	0.91
11844at7399	0.79
11848at7399	0.9
11850at7399	0.82
11853at7399	0.92
11854at7399	0.78
11856at7399	0.8
11865at7399	0.9
11866at7399	0.86
11868at7399	0.88
11870at7399	0.84
11872at7399	0.72
11874at7399	0.75
11875at7399	0.49
11876at7399	0.91
11883at7399	0.75
11887at7399	0.82
11891at7399	0.76
11894at7399	0.46
11898at7399	0.66
11905at7399	0.67
11908at7399	0.5
11911at7399	0.72
11913at7399	0.47
11914at7399	0.67
11917at7399	0.97
11922at7399	0.73
11923at7399	0.68
11929at7399	0.88
11934at7399	0.72
11936at7399	0.84
11941at7399	0.71
11943at7399	0.76
11944at7399	0.88
11946at7399	0.62
11947at7399	0.7
11957at7399	0.35
11959at7399	0.92
11961at7399	0.29
11969at7399	0.89
11970at7399	0.86
11973at7399	0.92
11975at7399	0.745
11981at7399	0.93
11985at7399	0.58
11988at7399	0.67
11990at7399	0.98
11992at7399	0.84
11995at7399	1.0
11996at7399	1.0
11999at7399	0.84
12001at7399	0.84
12003at7399	0.98
12005at7399	0.93
12008at7399	0.96
12010at7399	0.61
12018at7399	0.67
12021at7399	0.8633333329999999
12023at7399	0.23
12024at7399	0.94
12026at7399	0.69
12030at7399	0.88
12034at7399	0.9
12036at7399	0.64
12039at7399	0.71
12046at7399	0.89
12047at7399	0.84
12049at7399	0.89
12054at7399	0.61
12059at7399	0.64
12065at7399	0.92
12069at7399	0.92
12074at7399	0.915
12076at7399	0.99
12077at7399	0.79
12078at7399	0.93
12080at7399	0.63
12081at7399	0.7
12084at7399	0.88
12085at7399	0.55
12087at7399	0.82
12088at7399	0.93
12092at7399	0.95
12094at7399	0.02
12100at7399	0.81
12103at7399	0.82
12104at7399	0.32
12105at7399	0.96
12108at7399	0.82
12110at7399	0.91
12116at7399	0.433333333
12117at7399	0.94
12123at7399	0.7
12124at7399	0.92
12126at7399	0.7
12133at7399	0.65
12134at7399	0.76
12143at7399	0.52
12145at7399	0.77
12155at7399	0.6
12158at7399	0.45
12160at7399	0.54
12162at7399	0.92
12166at7399	0.53
12167at7399	0.905
12168at7399	0.91
12169at7399	0.25
12171at7399	0.37
12176at7399	0.81
12184at7399	0.98
12201at7399	1.0
12203at7399	0.55
12204at7399	0.88
12207at7399	0.75
12209at7399	0.75
12215at7399	0.83
12216at7399	0.91
12218at7399	0.91
12226at7399	0.88
12227at7399	0.68
12229at7399	1.0
12232at7399	0.88
12233at7399	0.76
12234at7399	0.95
12235at7399	0.86
12238at7399	0.99
12240at7399	0.91
12241at7399	0.92
12243at7399	0.74
12244at7399	0.81
12249at7399	0.91
12254at7399	0.94
12255at7399	0.89
12261at7399	0.51
12266at7399	0.9
12270at7399	0.96
12271at7399	0.4
12272at7399	0.86
12274at7399	0.95
12275at7399	0.63
12280at7399	0.89
12281at7399	0.93
12287at7399	0.84
12301at7399	0.43
12303at7399	0.64
12316at7399	0.63
12317at7399	0.44
12319at7399	0.24
12320at7399	0.78
12324at7399	0.66
12326at7399	0.85
12330at7399	0.73
12331at7399	0.92
12338at7399	0.94
12340at7399	0.85
12341at7399	0.72
12344at7399	0.66
12346at7399	0.84
12347at7399	0.61
12353at7399	0.91
12360at7399	0.76
12363at7399	0.9
12367at7399	0.81
12368at7399	0.93
12369at7399	0.93
12370at7399	0.95
12373at7399	0.94
12375at7399	0.43
12377at7399	0.71
12379at7399	0.66
12381at7399	0.76
12383at7399	0.82
12384at7399	0.87
12388at7399	0.395
12397at7399	0.85
12400at7399	0.86
12404at7399	0.61
12406at7399	0.77
12411at7399	0.76
12415at7399	0.69
12420at7399	0.86
12421at7399	0.4
12424at7399	0.8
12425at7399	0.21
12428at7399	0.85
12433at7399	0.89
12436at7399	0.6
12437at7399	0.48
12439at7399	0.71
12440at7399	0.96
12443at7399	0.56
12444at7399	0.74
12450at7399	0.95
12453at7399	0.86
12454at7399	0.95
12456at7399	0.8
12460at7399	0.72
12461at7399	0.94
12462at7399	0.69
12465at7399	0.76
12469at7399	0.8
12470at7399	0.59
12471at7399	0.86
12482at7399	0.87
12484at7399	0.62
12488at7399	0.905
12494at7399	0.73
12499at7399	0.87
12501at7399	0.79
12502at7399	0.69
12506at7399	0.7
12507at7399	0.57
12511at7399	0.88
12515at7399	0.82
12517at7399	0.83
12518at7399	0.56
12522at7399	0.86
12528at7399	0.57
12529at7399	0.72
12535at7399	0.79
12540at7399	0.65
12541at7399	0.89
12545at7399	0.77
12549at7399	0.94
12553at7399	0.91
12564at7399	0.88
12575at7399	0.96
12577at7399	0.83
12578at7399	0.74
12587at7399	0.91
12588at7399	0.67
12591at7399	0.86
12592at7399	0.84
12595at7399	0.62
12602at7399	0.88
12603at7399	0.88
12604at7399	0.63
12609at7399	0.72
12615at7399	0.68
12617at7399	0.815
12618at7399	0.85
12619at7399	0.68
12625at7399	0.9
12631at7399	0.94
12637at7399	0.96
12638at7399	0.83
12643at7399	0.8
12647at7399	0.94
12649at7399	0.82
12653at7399	0.84
12654at7399	0.93
12659at7399	0.86
12661at7399	0.98
12663at7399	0.83
12664at7399	0.83
12668at7399	0.69
12672at7399	0.93
12673at7399	0.86
12675at7399	0.7
12676at7399	0.73
12677at7399	0.66
12680at7399	0.8
12690at7399	0.19
12694at7399	0.75
12695at7399	0.78
12696at7399	0.56
12698at7399	0.89
12699at7399	0.87
12700at7399	0.53
12701at7399	0.95
12705at7399	0.87
12706at7399	0.91
12707at7399	0.93
12713at7399	0.47
12720at7399	0.87
12721at7399	0.12
12727at7399	0.92
12728at7399	0.87
12734at7399	0.81
12752at7399	0.92
12753at7399	0.82
12766at7399	0.89
12767at7399	0.81
12768at7399	0.52
12769at7399	0.24
12770at7399	0.82
12772at7399	0.55
12773at7399	0.89
12779at7399	0.57
12781at7399	0.51
12784at7399	0.84
12788at7399	0.87
12803at7399	0.82
12804at7399	0.68
12807at7399	0.36
12809at7399	0.93
12810at7399	0.5
12819at7399	0.84
12821at7399	0.89
12822at7399	0.85
12825at7399	0.83
12826at7399	0.85
12830at7399	0.85
12833at7399	0.7
12851at7399	0.83
12854at7399	0.51
12857at7399	0.27
12867at7399	0.86
12869at7399	0.68
12873at7399	0.67
12879at7399	0.71
12886at7399	0.73
12892at7399	0.87
12894at7399	0.63
12895at7399	0.97
12899at7399	0.65
12902at7399	0.57
12907at7399	0.9
12908at7399	0.62
12913at7399	0.96
12915at7399	0.91
12917at7399	0.53
12924at7399	0.84
12927at7399	0.87
12932at7399	0.83
12934at7399	0.82
12937at7399	0.77
12938at7399	0.82
12953at7399	0.98
12960at7399	0.6
12962at7399	0.51
12965at7399	0.93
12969at7399	0.94
12971at7399	0.88
12978at7399	0.81
12981at7399	0.81
12982at7399	0.95
12984at7399	0.82
12987at7399	0.64
12989at7399	0.89
12994at7399	0.85
12995at7399	0.71
12997at7399	0.87
13007at7399	0.69
13008at7399	0.7
13011at7399	0.6
13018at7399	0.98
13021at7399	0.65
13022at7399	0.84
13026at7399	0.77
13028at7399	1.0
13032at7399	0.89
13033at7399	1.0
13034at7399	0.87
13035at7399	0.69
13037at7399	0.51
13055at7399	0.6
13074at7399	0.91
13076at7399	0.59
13082at7399	0.93
13084at7399	0.31
13085at7399	0.9
13090at7399	0.6875
13092at7399	0.93
13097at7399	0.86
13100at7399	0.68
13103at7399	0.67
13105at7399	0.9
13106at7399	0.8
13107at7399	0.52
13110at7399	0.79
13111at7399	0.83
13114at7399	0.77
13117at7399	0.76
13119at7399	0.35
13120at7399	0.53
13123at7399	0.54
13124at7399	0.63
13127at7399	0.98
13130at7399	0.915
13136at7399	0.89
13137at7399	0.42
13138at7399	0.85
13139at7399	0.96
13144at7399	0.92
13146at7399	0.59
13150at7399	0.89
13155at7399	0.9
13156at7399	0.59
13159at7399	0.59
13164at7399	0.85
13166at7399	0.54
13171at7399	0.6
13173at7399	0.88
13177at7399	0.46
13188at7399	0.91
13189at7399	0.75
13190at7399	0.48
13193at7399	0.84
13196at7399	0.41
13203at7399	0.85
13204at7399	0.54
13211at7399	0.93
13213at7399	0.41
13217at7399	0.46
13218at7399	0.41
13221at7399	0.89
13225at7399	0.45
13228at7399	0.78
13232at7399	0.74
13233at7399	0.88
13234at7399	0.55
13236at7399	0.77
13242at7399	0.84
13243at7399	0.85
13244at7399	0.75
13250at7399	0.7
13252at7399	0.61
13254at7399	0.89
13261at7399	0.95
13263at7399	0.49
13266at7399	0.73
13270at7399	0.75
13273at7399	0.82
13282at7399	0.96
13283at7399	0.81
13288at7399	0.696666667
13290at7399	0.93
13303at7399	0.67
13306at7399	0.87
13312at7399	0.97
13316at7399	0.98
13324at7399	0.51
13338at7399	0.75
13342at7399	0.96
13345at7399	0.53
13347at7399	0.87
13350at7399	0.88
13354at7399	0.86
13358at7399	0.65
13361at7399	0.6559999999999999
13363at7399	0.9
13367at7399	0.87
13372at7399	0.8
13374at7399	1.0
13378at7399	0.52
13380at7399	0.72
13387at7399	0.82
13392at7399	0.85
13394at7399	0.9
13395at7399	0.59
13396at7399	0.87
13397at7399	0.11
13399at7399	0.82
13407at7399	0.86
13409at7399	0.595
13411at7399	0.93
13415at7399	0.57
13420at7399	0.4
13423at7399	0.95
13427at7399	0.58
13434at7399	0.66
13437at7399	0.82
13439at7399	0.94
13440at7399	0.52
13446at7399	0.89
13449at7399	0.64
13450at7399	0.7
13454at7399	0.03
13455at7399	0.64
13457at7399	0.88
13460at7399	0.89
13461at7399	0.91
13463at7399	0.85
13464at7399	0.71
13465at7399	0.63
13467at7399	0.94
13472at7399	0.9
13473at7399	0.94
13474at7399	0.73
13476at7399	0.93
13479at7399	0.92
13481at7399	0.44
13486at7399	0.84
13489at7399	0.86
13492at7399	0.76
13493at7399	0.94
13495at7399	0.98
13496at7399	0.83
13499at7399	0.76
13511at7399	0.8
13515at7399	0.95
13518at7399	0.77
13519at7399	0.9
13523at7399	0.96
13525at7399	0.8
13528at7399	0.74
13531at7399	0.83
13539at7399	0.61
13542at7399	0.41
13546at7399	0.5
13547at7399	0.89
13550at7399	0.55
13555at7399	0.45
13558at7399	0.58
13561at7399	0.87
13567at7399	0.54
13582at7399	0.5
13586at7399	0.13
13589at7399	0.85
13592at7399	0.74
13593at7399	0.85
13598at7399	0.46
13603at7399	0.68
13604at7399	0.94
13605at7399	0.93
13609at7399	0.93
13617at7399	0.72
13621at7399	0.71
13644at7399	0.93
13648at7399	0.89
13651at7399	0.96
13655at7399	0.74
13657at7399	0.9
13658at7399	0.7
13660at7399	0.765
13661at7399	0.93
13664at7399	0.795
13665at7399	0.54
13666at7399	0.57
13671at7399	0.78
13672at7399	0.86
13673at7399	0.68
13675at7399	0.91
13677at7399	0.66
13680at7399	0.84
13682at7399	0.92
13686at7399	0.87
13692at7399	0.7
13694at7399	0.85
13702at7399	1.0
13704at7399	0.94
13707at7399	0.94
13708at7399	0.65
13714at7399	0.91
13720at7399	0.92
13731at7399	0.87
13734at7399	0.94
13735at7399	0.66
13737at7399	0.88
13739at7399	0.86
13745at7399	0.52
13746at7399	0.71
13749at7399	0.95
13750at7399	0.7
13756at7399	0.5
13757at7399	0.72
13761at7399	0.65
13763at7399	0.52
13766at7399	0.2
13769at7399	0.72
13770at7399	0.92
13771at7399	0.65
13773at7399	0.84
13774at7399	0.55
13775at7399	0.96
13776at7399	0.98
13787at7399	0.72
13791at7399	0.48
13792at7399	0.58
13793at7399	0.93
13794at7399	0.82
13801at7399	0.75
13802at7399	0.93
13808at7399	0.8
13811at7399	0.83
13814at7399	0.87
13815at7399	0.93
13816at7399	0.47
13818at7399	0.71
13823at7399	0.85
13827at7399	0.92
13832at7399	0.79
13833at7399	0.66
13837at7399	0.84
13839at7399	0.96
13841at7399	0.92
13843at7399	0.94
13847at7399	0.53
13851at7399	0.92
13852at7399	0.64
13853at7399	0.93
13854at7399	0.79
13857at7399	0.88
13858at7399	0.59
13866at7399	0.79
13868at7399	0.89
13870at7399	0.65
13873at7399	0.22
13880at7399	0.83
13888at7399	0.69
13889at7399	0.82
13892at7399	0.55
13894at7399	0.36
13897at7399	0.67
13903at7399	0.7533333329999999
13907at7399	0.91
13908at7399	0.65
13918at7399	0.93
13919at7399	0.65
13923at7399	0.71
13931at7399	0.96
13933at7399	0.56
13934at7399	0.64
13940at7399	0.52
13944at7399	0.9
13951at7399	0.92
13954at7399	0.95
13956at7399	0.69
13963at7399	0.84
13965at7399	0.8
13975at7399	0.9
13980at7399	0.84
13982at7399	0.53
13983at7399	0.91
13985at7399	0.5
13993at7399	0.38
13994at7399	0.66
13998at7399	0.945
14008at7399	0.9
14009at7399	0.84
14010at7399	0.53
14016at7399	0.48
14025at7399	0.92
14028at7399	0.96
14031at7399	0.47
14033at7399	0.63
14035at7399	0.93
