orthogroup	STA
11686at7399	80
11687at7399	77
11694at7399	78
11699at7399	80
11705at7399	79
11706at7399	77
11707at7399	77
11713at7399	75
11715at7399	75
11717at7399	78
11724at7399	77
11728at7399	78
11729at7399	79
11734at7399	78
11740at7399	80
11741at7399	79
11742at7399	74
11743at7399	73
11744at7399	79
11752at7399	79
11756at7399	79
11757at7399	74
11760at7399	72
11768at7399	77
11770at7399	79
11774at7399	79
11778at7399	77
11780at7399	77
11781at7399	80
11783at7399	74
11790at7399	62
11792at7399	76
11793at7399	78
11798at7399	78
11802at7399	76
11805at7399	58
11806at7399	80
11807at7399	76
11811at7399	78
11813at7399	79
11817at7399	80
11824at7399	73
11827at7399	80
11831at7399	74
11836at7399	79
11837at7399	76
11840at7399	66
11841at7399	79
11842at7399	80
11844at7399	66
11848at7399	78
11850at7399	79
11853at7399	80
11854at7399	78
11856at7399	76
11865at7399	78
11866at7399	78
11868at7399	79
11870at7399	74
11872at7399	80
11874at7399	77
11875at7399	80
11876at7399	75
11883at7399	76
11887at7399	77
11891at7399	77
11894at7399	73
11898at7399	80
11905at7399	67
11908at7399	67
11911at7399	76
11913at7399	77
11914at7399	76
11917at7399	73
11922at7399	80
11923at7399	75
11929at7399	78
11934at7399	70
11936at7399	73
11941at7399	77
11943at7399	80
11944at7399	78
11946at7399	68
11947at7399	64
11957at7399	80
11959at7399	78
11961at7399	69
11969at7399	80
11970at7399	71
11973at7399	80
11975at7399	77
11981at7399	76
11985at7399	79
11988at7399	77
11990at7399	79
11992at7399	79
11995at7399	79
11996at7399	79
11999at7399	79
12001at7399	77
12003at7399	80
12005at7399	77
12008at7399	80
12010at7399	78
12018at7399	80
12021at7399	63
12023at7399	77
12024at7399	76
12026at7399	67
12030at7399	80
12034at7399	76
12036at7399	63
12039at7399	66
12046at7399	79
12047at7399	78
12049at7399	79
12054at7399	80
12059at7399	79
12065at7399	80
12069at7399	79
12074at7399	59
12076at7399	74
12077at7399	80
12078at7399	78
12080at7399	79
12081at7399	74
12084at7399	79
12085at7399	78
12087at7399	74
12088at7399	79
12092at7399	80
12094at7399	78
12100at7399	80
12103at7399	72
12104at7399	80
12105at7399	79
12108at7399	79
12110at7399	78
12116at7399	78
12117at7399	75
12123at7399	63
12124at7399	80
12126at7399	78
12133at7399	80
12134at7399	67
12143at7399	79
12145at7399	69
12155at7399	74
12158at7399	78
12160at7399	73
12162at7399	62
12166at7399	80
12167at7399	79
12168at7399	77
12169at7399	79
12171at7399	79
12176at7399	80
12184at7399	80
12201at7399	76
12203at7399	74
12204at7399	78
12207at7399	80
12209at7399	79
12215at7399	78
12216at7399	80
12218at7399	79
12226at7399	77
12227at7399	78
12229at7399	79
12232at7399	78
12233at7399	53
12234at7399	75
12235at7399	76
12238at7399	79
12240at7399	77
12241at7399	80
12243at7399	76
12244at7399	74
12249at7399	80
12254at7399	78
12255at7399	79
12261at7399	79
12266at7399	79
12270at7399	53
12271at7399	70
12272at7399	79
12274at7399	78
12275at7399	78
12280at7399	80
12281at7399	79
12287at7399	79
12301at7399	76
12303at7399	78
12316at7399	78
12317at7399	79
12319at7399	78
12320at7399	78
12324at7399	79
12326at7399	77
12330at7399	77
12331at7399	79
12338at7399	77
12340at7399	77
12341at7399	79
12344at7399	79
12346at7399	76
12347at7399	80
12353at7399	80
12360at7399	74
12363at7399	76
12367at7399	79
12368at7399	76
12369at7399	79
12370at7399	78
12373at7399	80
12375at7399	78
12377at7399	75
12379at7399	74
12381at7399	76
12383at7399	79
12384at7399	77
12388at7399	74
12397at7399	79
12400at7399	78
12404at7399	78
12406at7399	80
12411at7399	77
12415at7399	80
12420at7399	75
12421at7399	78
12424at7399	80
12425at7399	79
12428at7399	80
12433at7399	70
12436at7399	74
12437at7399	78
12439at7399	60
12440at7399	79
12443at7399	76
12444at7399	79
12450at7399	79
12453at7399	79
12454at7399	80
12456at7399	79
12460at7399	79
12461at7399	78
12462at7399	79
12465at7399	76
12469at7399	80
12470at7399	78
12471at7399	74
12482at7399	80
12484at7399	71
12488at7399	68
12494at7399	79
12499at7399	77
12501at7399	74
12502at7399	78
12506at7399	80
12507at7399	79
12511at7399	74
12515at7399	77
12517at7399	75
12518at7399	71
12522at7399	78
12528at7399	77
12529at7399	68
12535at7399	80
12540at7399	79
12541at7399	78
12545at7399	80
12549at7399	79
12553at7399	78
12564at7399	80
12575at7399	80
12577at7399	79
12578at7399	80
12587at7399	79
12588at7399	78
12591at7399	51
12592at7399	73
12595at7399	78
12602at7399	78
12603at7399	80
12604at7399	78
12609at7399	78
12615at7399	77
12617at7399	78
12618at7399	61
12619at7399	79
12625at7399	79
12631at7399	73
12637at7399	80
12638at7399	79
12643at7399	79
12647at7399	79
12649at7399	74
12653at7399	80
12654at7399	80
12659at7399	79
12661at7399	80
12663at7399	74
12664at7399	80
12668at7399	76
12672at7399	80
12673at7399	79
12675at7399	73
12676at7399	79
12677at7399	77
12680at7399	78
12690at7399	79
12694at7399	77
12695at7399	80
12696at7399	50
12698at7399	78
12699at7399	75
12700at7399	69
12701at7399	80
12705at7399	74
12706at7399	79
12707at7399	79
12713at7399	76
12720at7399	79
12721at7399	79
12727at7399	79
12728at7399	80
12734at7399	79
12752at7399	76
12753at7399	79
12766at7399	72
12767at7399	68
12768at7399	73
12769at7399	80
12770at7399	79
12772at7399	72
12773at7399	71
12779at7399	80
12781at7399	64
12784at7399	78
12788at7399	76
12803at7399	69
12804at7399	62
12807at7399	72
12809at7399	78
12810at7399	80
12819at7399	74
12821at7399	75
12822at7399	80
12825at7399	79
12826at7399	79
12830at7399	77
12833at7399	63
12851at7399	76
12854at7399	77
12857at7399	74
12867at7399	79
12869at7399	77
12873at7399	79
12879at7399	78
12886at7399	79
12892at7399	80
12894at7399	77
12895at7399	77
12899at7399	77
12902at7399	69
12907at7399	80
12908at7399	79
12913at7399	80
12915at7399	77
12917at7399	79
12924at7399	77
12927at7399	79
12932at7399	80
12934at7399	80
12937at7399	60
12938at7399	79
12953at7399	80
12960at7399	78
12962at7399	76
12965at7399	80
12969at7399	80
12971at7399	75
12978at7399	75
12981at7399	79
12982at7399	79
12984at7399	57
12987at7399	70
12989at7399	78
12994at7399	79
12995at7399	78
12997at7399	80
13007at7399	80
13008at7399	80
13011at7399	77
13018at7399	79
13021at7399	77
13022at7399	80
13026at7399	76
13028at7399	61
13032at7399	79
13033at7399	76
13034at7399	77
13035at7399	76
13037at7399	78
13055at7399	76
13074at7399	79
13076at7399	79
13082at7399	79
13084at7399	76
13085at7399	80
13090at7399	64
13092at7399	79
13097at7399	79
13100at7399	77
13103at7399	77
13105at7399	80
13106at7399	78
13107at7399	75
13110at7399	80
13111at7399	80
13114at7399	75
13117at7399	77
13119at7399	75
13120at7399	77
13123at7399	69
13124at7399	73
13127at7399	79
13130at7399	70
13136at7399	78
13137at7399	79
13138at7399	78
13139at7399	80
13144at7399	80
13146at7399	77
13150at7399	80
13155at7399	77
13156at7399	78
13159at7399	75
13164at7399	54
13166at7399	72
13171at7399	79
13173at7399	79
13177at7399	58
13188at7399	78
13189at7399	80
13190at7399	80
13193at7399	80
13196at7399	74
13203at7399	73
13204at7399	73
13211at7399	80
13213at7399	78
13217at7399	79
13218at7399	79
13221at7399	72
13225at7399	79
13228at7399	79
13232at7399	79
13233at7399	79
13234at7399	79
13236at7399	75
13242at7399	79
13243at7399	80
13244at7399	78
13250at7399	80
13252at7399	79
13254at7399	62
13261at7399	79
13263at7399	76
13266at7399	70
13270at7399	80
13273at7399	77
13282at7399	75
13283at7399	78
13288at7399	78
13290at7399	55
13303at7399	77
13306at7399	80
13312at7399	79
13316at7399	79
13324at7399	77
13338at7399	77
13342at7399	77
13345at7399	75
13347at7399	78
13350at7399	80
13354at7399	76
13358at7399	78
13361at7399	56
13363at7399	78
13367at7399	74
13372at7399	79
13374at7399	68
13378at7399	79
13380at7399	76
13387at7399	78
13392at7399	77
13394at7399	79
13395at7399	76
13396at7399	77
13397at7399	79
13399at7399	78
13407at7399	77
13409at7399	75
13411at7399	79
13415at7399	73
13420at7399	67
13423at7399	79
13427at7399	80
13434at7399	77
13437at7399	76
13439at7399	79
13440at7399	76
13446at7399	80
13449at7399	80
13450at7399	74
13454at7399	78
13455at7399	80
13457at7399	70
13460at7399	79
13461at7399	78
13463at7399	80
13464at7399	79
13465at7399	61
13467at7399	80
13472at7399	77
13473at7399	67
13474at7399	80
13476at7399	79
13479at7399	80
13481at7399	75
13486at7399	77
13489at7399	79
13492at7399	68
13493at7399	80
13495at7399	78
13496at7399	72
13499at7399	79
13511at7399	79
13515at7399	79
13518at7399	75
13519at7399	63
13523at7399	79
13525at7399	75
13528at7399	63
13531at7399	74
13539at7399	73
13542at7399	77
13546at7399	80
13547at7399	75
13550at7399	77
13555at7399	74
13558at7399	54
13561at7399	75
13567at7399	80
13582at7399	74
13586at7399	79
13589at7399	79
13592at7399	72
13593at7399	72
13598at7399	79
13603at7399	78
13604at7399	78
13605at7399	79
13609at7399	79
13617at7399	77
13621at7399	80
13644at7399	69
13648at7399	78
13651at7399	79
13655at7399	77
13657at7399	63
13658at7399	77
13660at7399	71
13661at7399	78
13664at7399	68
13665at7399	77
13666at7399	80
13671at7399	78
13672at7399	53
13673at7399	71
13675at7399	79
13677at7399	65
13680at7399	80
13682at7399	80
13686at7399	78
13692at7399	77
13694at7399	76
13702at7399	80
13704at7399	79
13707at7399	76
13708at7399	75
13714at7399	80
13720at7399	77
13731at7399	78
13734at7399	78
13735at7399	66
13737at7399	78
13739at7399	80
13745at7399	78
13746at7399	80
13749at7399	80
13750at7399	77
13756at7399	74
13757at7399	63
13761at7399	79
13763at7399	77
13766at7399	80
13769at7399	75
13770at7399	80
13771at7399	68
13773at7399	80
13774at7399	79
13775at7399	75
13776at7399	80
13787at7399	60
13791at7399	77
13792at7399	78
13793at7399	78
13794at7399	54
13801at7399	80
13802at7399	78
13808at7399	78
13811at7399	78
13814at7399	78
13815at7399	77
13816at7399	78
13818at7399	77
13823at7399	78
13827at7399	78
13832at7399	77
13833at7399	76
13837at7399	78
13839at7399	77
13841at7399	78
13843at7399	78
13847at7399	47
13851at7399	79
13852at7399	79
13853at7399	79
13854at7399	80
13857at7399	77
13858at7399	75
13866at7399	78
13868at7399	79
13870at7399	78
13873at7399	80
13880at7399	75
13888at7399	79
13889at7399	78
13892at7399	76
13894at7399	79
13897at7399	64
13903at7399	42
13907at7399	77
13908at7399	75
13918at7399	76
13919at7399	78
13923at7399	79
13931at7399	79
13933at7399	79
13934at7399	78
13940at7399	78
13944at7399	73
13951at7399	77
13954at7399	80
13956at7399	78
13963at7399	78
13965at7399	79
13975at7399	80
13980at7399	75
13982at7399	77
13983at7399	78
13985at7399	78
13993at7399	77
13994at7399	78
13998at7399	79
14008at7399	78
14009at7399	80
14010at7399	79
14016at7399	79
14025at7399	78
14028at7399	76
14031at7399	75
14033at7399	75
14035at7399	79
14036at7399	62
14038at7399	79
14041at7399	79
14043at7399	79
14046at7399	73
14048at7399	75
14049at7399	80
14051at7399	76
14052at7399	79
14064at7399	79
14065at7399	72
14067at7399	79
14068at7399	77
14069at7399	77
14070at7399	79
14072at7399	79
14075at7399	78
14076at7399	78
14084at7399	67
14087at7399	77
14088at7399	68
14090at7399	78
14095at7399	80
14099at7399	47
14103at7399	74
14115at7399	77
14118at7399	80
14120at7399	78
14127at7399	74
14128at7399	73
14130at7399	47
14131at7399	78
14133at7399	79
14135at7399	78
14136at7399	76
14141at7399	72
14156at7399	79
14158at7399	79
14163at7399	78
14174at7399	79
14177at7399	70
14178at7399	77
14182at7399	80
14183at7399	78
14190at7399	80
14192at7399	78
14197at7399	76
14201at7399	80
14203at7399	75
14204at7399	80
14210at7399	80
14212at7399	64
14214at7399	80
14216at7399	80
14217at7399	79
14219at7399	79
14225at7399	79
14232at7399	77
14236at7399	78
14237at7399	77
14242at7399	73
14243at7399	79
14244at7399	77
14245at7399	47
14250at7399	79
14251at7399	79
14254at7399	79
14257at7399	78
14258at7399	61
14259at7399	78
14261at7399	77
14262at7399	61
14264at7399	79
14270at7399	78
14273at7399	76
14280at7399	77
14282at7399	80
14287at7399	77
14288at7399	80
14291at7399	80
14292at7399	80
14293at7399	79
14295at7399	80
14296at7399	74
14298at7399	76
14302at7399	74
14303at7399	74
14304at7399	69
14312at7399	79
14315at7399	79
14317at7399	78
14328at7399	78
14332at7399	79
14337at7399	79
14350at7399	78
14351at7399	80
14357at7399	79
14366at7399	75
14381at7399	79
14382at7399	75
14395at7399	80
14400at7399	77
14404at7399	80
14406at7399	80
14408at7399	67
14416at7399	75
14419at7399	77
14425at7399	60
14442at7399	78
14447at7399	80
14451at7399	76
14452at7399	72
14453at7399	75
14454at7399	78
14455at7399	79
14458at7399	80
14459at7399	79
14464at7399	80
14465at7399	78
14468at7399	72
14474at7399	76
14483at7399	79
14484at7399	78
14485at7399	75
14488at7399	72
14493at7399	79
14495at7399	76
14498at7399	76
14502at7399	68
14506at7399	65
14514at7399	79
14515at7399	78
14517at7399	80
14518at7399	78
14523at7399	79
14527at7399	79
14530at7399	80
14531at7399	62
14533at7399	77
14535at7399	78
14539at7399	79
14541at7399	76
14544at7399	80
14546at7399	80
14547at7399	68
14551at7399	80
14554at7399	80
14556at7399	73
14557at7399	78
14565at7399	65
14566at7399	76
14568at7399	75
14573at7399	50
14574at7399	79
14575at7399	70
14579at7399	78
14580at7399	78
14582at7399	75
14584at7399	77
14593at7399	76
14594at7399	79
14595at7399	80
14596at7399	65
14597at7399	78
14601at7399	80
14603at7399	78
14610at7399	74
14612at7399	78
14625at7399	78
14629at7399	79
14631at7399	79
14636at7399	76
14638at7399	78
14643at7399	80
14647at7399	79
14649at7399	68
14650at7399	79
14654at7399	79
14657at7399	76
14664at7399	78
14667at7399	79
14668at7399	80
14674at7399	80
14678at7399	77
14679at7399	80
14680at7399	74
14685at7399	79
14694at7399	75
14697at7399	75
14698at7399	79
14706at7399	80
14710at7399	79
14711at7399	76
14715at7399	77
14716at7399	63
14725at7399	78
14728at7399	79
14734at7399	78
14745at7399	78
14747at7399	79
14754at7399	77
14755at7399	79
14759at7399	75
14762at7399	75
14765at7399	63
14768at7399	79
14772at7399	75
14775at7399	79
14776at7399	80
14781at7399	77
14784at7399	75
14787at7399	67
14793at7399	77
14806at7399	80
14813at7399	78
14814at7399	78
14815at7399	79
14821at7399	79
14822at7399	79
14829at7399	77
14831at7399	79
14838at7399	72
14841at7399	72
14842at7399	57
14848at7399	78
14849at7399	80
14854at7399	76
14863at7399	80
14871at7399	56
14872at7399	73
14877at7399	80
14878at7399	79
14884at7399	77
14886at7399	79
14888at7399	66
14889at7399	64
14895at7399	80
14897at7399	79
14903at7399	76
14906at7399	79
14916at7399	79
14920at7399	78
14923at7399	74
14924at7399	75
14926at7399	78
14927at7399	73
14929at7399	80
14930at7399	80
14935at7399	77
14937at7399	80
14938at7399	78
14940at7399	79
14946at7399	74
14949at7399	77
14951at7399	77
14952at7399	78
14955at7399	77
14959at7399	79
14961at7399	77
14969at7399	74
14970at7399	61
14972at7399	78
14979at7399	78
14980at7399	78
14982at7399	79
14985at7399	73
14986at7399	80
14989at7399	79
14996at7399	77
15001at7399	78
15002at7399	80
15006at7399	77
15008at7399	80
15009at7399	75
15011at7399	55
15015at7399	80
15017at7399	79
15029at7399	73
15032at7399	78
15040at7399	80
15042at7399	80
15043at7399	80
15048at7399	79
15052at7399	80
15053at7399	72
15054at7399	78
15060at7399	78
15062at7399	75
15063at7399	69
15065at7399	75
15071at7399	79
15089at7399	78
15093at7399	76
15099at7399	76
15101at7399	48
15103at7399	66
15104at7399	67
15105at7399	76
15115at7399	69
15116at7399	77
15120at7399	79
15123at7399	78
15128at7399	77
15129at7399	73
15132at7399	74
15138at7399	78
15140at7399	79
15141at7399	80
15142at7399	79
15144at7399	78
15145at7399	80
15147at7399	80
15150at7399	63
15152at7399	80
15157at7399	78
15165at7399	78
15172at7399	77
15174at7399	78
15186at7399	71
15187at7399	78
15192at7399	80
15199at7399	79
15200at7399	76
15204at7399	77
15206at7399	70
15208at7399	75
15210at7399	79
15214at7399	79
15215at7399	75
15222at7399	80
15223at7399	80
15229at7399	80
15230at7399	78
15233at7399	78
15237at7399	79
15240at7399	77
15245at7399	77
15248at7399	79
15250at7399	78
15256at7399	77
15259at7399	67
15264at7399	80
15267at7399	77
15274at7399	78
15275at7399	77
15279at7399	69
15280at7399	66
15283at7399	80
15287at7399	78
15290at7399	55
15293at7399	76
15294at7399	74
15295at7399	78
15300at7399	78
15304at7399	80
15305at7399	78
15309at7399	79
15314at7399	78
15319at7399	80
15320at7399	68
15322at7399	64
15331at7399	78
15336at7399	66
15338at7399	77
15339at7399	78
15340at7399	78
15342at7399	79
15361at7399	77
15362at7399	78
15366at7399	75
15367at7399	72
15373at7399	80
15377at7399	79
15380at7399	78
15386at7399	43
15388at7399	78
15391at7399	77
15392at7399	71
15395at7399	80
15402at7399	78
15406at7399	56
15414at7399	78
15420at7399	78
15421at7399	79
15422at7399	75
15429at7399	79
15430at7399	76
15431at7399	78
15432at7399	80
15438at7399	79
15439at7399	79
15441at7399	68
15444at7399	80
15445at7399	74
15447at7399	80
15450at7399	80
15456at7399	62
15457at7399	79
15459at7399	80
15465at7399	75
15467at7399	79
15474at7399	77
15475at7399	78
15481at7399	63
15482at7399	78
15484at7399	70
15489at7399	76
15495at7399	58
15497at7399	79
15504at7399	79
15506at7399	74
15507at7399	79
15514at7399	76
15516at7399	80
15521at7399	80
15522at7399	79
15528at7399	78
15531at7399	79
15532at7399	78
15536at7399	75
15539at7399	78
15542at7399	78
15543at7399	75
15551at7399	79
15553at7399	75
15556at7399	78
15558at7399	76
15562at7399	79
15585at7399	80
15586at7399	75
15587at7399	77
15589at7399	79
15602at7399	78
15603at7399	77
15605at7399	78
15611at7399	78
15616at7399	76
15619at7399	75
15623at7399	79
15628at7399	80
15630at7399	78
15633at7399	78
15638at7399	78
15639at7399	79
15644at7399	78
15649at7399	79
15656at7399	79
15659at7399	79
15661at7399	80
15665at7399	79
15668at7399	78
15671at7399	35
15672at7399	60
15673at7399	76
15679at7399	75
15681at7399	77
15683at7399	76
15684at7399	80
15686at7399	76
15687at7399	78
15690at7399	77
15691at7399	78
15696at7399	65
15700at7399	76
15703at7399	77
15707at7399	77
15713at7399	67
15716at7399	79
15717at7399	78
15722at7399	79
15730at7399	74
15732at7399	79
15736at7399	79
15737at7399	77
15739at7399	75
15744at7399	79
15746at7399	80
15747at7399	72
15749at7399	78
15750at7399	64
15752at7399	79
15753at7399	61
15757at7399	77
15762at7399	45
15763at7399	77
15764at7399	80
15765at7399	78
15766at7399	79
15769at7399	78
15770at7399	78
15771at7399	79
15773at7399	79
15780at7399	67
15782at7399	79
15787at7399	78
15788at7399	77
15795at7399	80
15800at7399	80
15801at7399	77
15802at7399	72
15803at7399	80
15808at7399	78
15809at7399	74
15822at7399	80
15829at7399	77
15830at7399	72
15835at7399	76
15841at7399	79
15846at7399	76
15850at7399	68
15852at7399	75
15855at7399	78
15858at7399	80
15862at7399	79
15865at7399	79
15872at7399	67
15876at7399	80
15879at7399	78
15880at7399	79
15884at7399	76
15890at7399	78
15892at7399	79
15895at7399	75
15899at7399	80
15903at7399	79
15908at7399	78
15909at7399	80
15911at7399	77
15914at7399	77
15919at7399	75
15920at7399	45
15928at7399	76
15930at7399	80
15935at7399	79
15937at7399	68
15939at7399	80
15941at7399	78
15950at7399	79
15958at7399	75
15962at7399	80
15963at7399	80
15967at7399	77
15970at7399	75
15972at7399	77
15973at7399	75
15979at7399	77
15988at7399	79
15989at7399	78
15993at7399	76
15996at7399	77
15997at7399	68
15998at7399	77
15999at7399	76
16003at7399	78
16004at7399	80
16005at7399	77
16007at7399	73
16010at7399	78
16011at7399	79
16012at7399	77
16014at7399	76
16022at7399	73
16041at7399	79
16047at7399	78
16048at7399	79
16050at7399	79
16058at7399	72
16059at7399	69
16069at7399	74
16077at7399	79
16083at7399	80
16094at7399	80
16095at7399	80
16101at7399	73
16102at7399	78
16107at7399	78
16108at7399	78
16110at7399	75
16112at7399	80
16116at7399	74
16122at7399	78
16133at7399	76
16136at7399	78
16137at7399	75
16138at7399	80
16141at7399	71
16142at7399	77
16153at7399	79
16164at7399	76
16165at7399	78
16166at7399	79
16167at7399	79
16170at7399	68
16173at7399	75
16175at7399	70
16183at7399	80
16186at7399	72
16187at7399	76
16191at7399	79
16202at7399	75
16207at7399	72
16215at7399	77
16222at7399	80
16223at7399	64
16226at7399	73
16230at7399	80
16232at7399	79
16233at7399	79
16235at7399	80
16236at7399	76
16237at7399	77
16243at7399	79
16246at7399	77
16247at7399	79
16250at7399	75
16254at7399	71
16255at7399	79
16256at7399	71
16257at7399	79
16261at7399	72
16264at7399	79
16270at7399	79
16272at7399	77
16277at7399	77
16278at7399	78
16280at7399	79
16282at7399	77
16283at7399	78
16285at7399	80
16287at7399	78
16289at7399	74
16293at7399	74
16295at7399	79
16299at7399	78
16304at7399	67
16306at7399	78
16310at7399	80
16312at7399	76
16314at7399	79
16317at7399	71
16323at7399	79
16327at7399	51
16329at7399	79
16332at7399	79
16337at7399	80
16340at7399	79
16341at7399	74
16347at7399	80
16350at7399	79
16353at7399	79
16358at7399	63
16359at7399	79
16360at7399	63
16361at7399	76
16362at7399	77
16363at7399	80
16364at7399	79
16365at7399	73
16366at7399	79
16367at7399	80
16369at7399	80
16371at7399	68
16372at7399	78
16374at7399	76
16379at7399	79
16390at7399	80
16391at7399	79
16392at7399	76
16393at7399	79
16394at7399	77
16401at7399	78
16402at7399	44
16404at7399	71
16406at7399	79
16407at7399	80
16408at7399	64
16412at7399	76
16415at7399	78
16417at7399	67
16425at7399	78
16426at7399	79
16427at7399	77
16433at7399	80
16435at7399	78
16436at7399	79
16437at7399	77
16439at7399	80
16446at7399	77
16453at7399	78
16455at7399	80
16457at7399	79
16459at7399	77
16460at7399	66
16461at7399	80
16471at7399	78
16472at7399	79
16474at7399	77
16476at7399	76
16487at7399	80
16494at7399	73
16496at7399	76
16501at7399	79
16502at7399	80
16511at7399	67
16514at7399	80
16517at7399	79
16520at7399	80
16522at7399	80
16526at7399	77
16527at7399	80
16533at7399	80
16534at7399	76
16535at7399	78
16536at7399	79
16538at7399	80
16540at7399	78
16543at7399	79
16549at7399	79
16554at7399	58
16555at7399	76
16567at7399	80
16568at7399	73
16569at7399	80
16572at7399	32
16575at7399	67
16581at7399	79
16587at7399	66
16588at7399	79
16593at7399	73
16595at7399	78
16597at7399	72
16599at7399	78
16605at7399	77
16609at7399	65
16614at7399	79
16616at7399	79
16617at7399	79
16620at7399	80
16621at7399	70
16628at7399	75
16633at7399	71
16634at7399	62
16639at7399	76
16640at7399	78
16643at7399	72
16653at7399	72
16661at7399	79
16662at7399	79
16669at7399	78
16675at7399	78
16685at7399	76
16687at7399	77
16688at7399	79
16701at7399	79
16705at7399	77
16711at7399	80
16713at7399	79
16722at7399	78
16730at7399	78
16734at7399	78
16735at7399	74
16736at7399	80
16737at7399	74
16738at7399	72
16746at7399	78
16747at7399	78
16749at7399	76
16751at7399	72
16752at7399	77
16755at7399	79
16757at7399	79
16759at7399	75
16761at7399	77
16765at7399	70
16766at7399	80
16767at7399	79
16768at7399	80
16772at7399	75
16773at7399	79
16776at7399	72
16777at7399	78
16780at7399	73
16781at7399	80
16784at7399	80
16792at7399	78
16793at7399	66
16794at7399	77
16796at7399	77
16816at7399	77
16823at7399	79
16828at7399	80
16830at7399	78
16838at7399	78
16839at7399	79
16843at7399	80
16846at7399	63
16849at7399	79
16853at7399	79
16854at7399	77
16855at7399	80
16857at7399	80
16860at7399	74
16865at7399	77
16867at7399	79
16868at7399	72
16871at7399	71
16877at7399	80
16878at7399	73
16879at7399	70
16884at7399	70
16885at7399	70
16894at7399	77
16895at7399	80
16899at7399	80
16902at7399	78
16906at7399	78
16907at7399	79
16910at7399	76
16911at7399	79
16912at7399	76
16913at7399	79
16919at7399	76
16921at7399	78
16930at7399	73
16935at7399	79
16936at7399	80
16937at7399	79
16942at7399	60
16943at7399	79
16946at7399	50
16950at7399	78
16954at7399	76
16956at7399	76
16959at7399	79
16962at7399	77
16964at7399	64
16967at7399	75
16973at7399	80
16979at7399	78
16981at7399	73
16989at7399	68
16994at7399	77
16996at7399	74
16997at7399	79
16998at7399	77
16999at7399	80
17000at7399	77
17007at7399	67
17009at7399	78
17015at7399	76
17017at7399	45
17018at7399	76
17020at7399	79
17021at7399	76
17022at7399	78
17025at7399	77
17027at7399	77
17028at7399	80
17033at7399	78
17034at7399	78
17035at7399	78
17037at7399	77
17041at7399	75
17042at7399	61
17043at7399	64
17045at7399	78
17046at7399	77
17048at7399	65
17049at7399	77
17050at7399	79
17053at7399	76
17063at7399	75
17065at7399	71
17067at7399	76
17087at7399	53
17089at7399	78
17094at7399	73
17098at7399	74
17099at7399	80
17102at7399	79
17113at7399	78
17121at7399	75
17123at7399	75
17125at7399	80
17126at7399	74
17128at7399	79
17132at7399	72
17134at7399	69
17139at7399	79
17143at7399	77
17148at7399	78
17151at7399	79
17153at7399	73
17157at7399	80
17158at7399	79
17160at7399	79
17161at7399	79
17162at7399	76
17165at7399	77
17167at7399	75
17169at7399	80
17182at7399	67
17189at7399	73
17200at7399	79
17205at7399	65
17208at7399	78
17216at7399	69
17231at7399	77
17233at7399	64
17234at7399	80
17238at7399	73
17241at7399	80
17244at7399	78
17254at7399	78
17256at7399	78
17258at7399	62
17267at7399	79
17274at7399	79
17277at7399	74
17281at7399	78
17295at7399	79
17297at7399	70
17301at7399	80
17302at7399	79
17310at7399	79
17311at7399	67
17317at7399	80
17325at7399	79
17329at7399	50
17333at7399	79
17339at7399	73
17342at7399	68
17348at7399	80
17350at7399	80
17356at7399	63
17357at7399	79
17365at7399	80
17370at7399	79
17371at7399	80
17384at7399	72
17386at7399	75
17389at7399	80
17396at7399	77
17410at7399	77
17411at7399	77
17417at7399	80
17418at7399	79
17419at7399	78
17420at7399	79
17423at7399	78
17425at7399	79
17428at7399	78
17430at7399	79
17434at7399	80
17445at7399	63
17449at7399	76
17450at7399	78
17456at7399	75
17463at7399	78
17466at7399	78
17467at7399	75
17469at7399	77
17472at7399	77
17480at7399	77
17485at7399	79
17486at7399	80
17492at7399	78
17496at7399	78
17497at7399	78
17498at7399	78
17499at7399	74
17503at7399	78
17504at7399	53
17505at7399	79
17506at7399	78
17508at7399	76
17509at7399	75
17512at7399	78
17520at7399	79
17521at7399	79
17525at7399	79
17529at7399	68
17530at7399	77
17534at7399	79
17536at7399	63
17545at7399	78
17555at7399	74
17561at7399	77
17562at7399	76
17564at7399	72
17570at7399	67
17572at7399	77
17574at7399	78
17575at7399	78
17577at7399	74
17578at7399	80
17581at7399	76
17583at7399	79
17587at7399	78
17591at7399	80
17593at7399	77
17598at7399	56
17600at7399	75
17602at7399	79
17603at7399	75
17604at7399	65
17608at7399	79
17609at7399	79
17621at7399	76
17635at7399	78
17638at7399	77
17644at7399	79
17650at7399	79
17652at7399	73
17656at7399	72
17657at7399	65
17661at7399	79
17663at7399	79
17665at7399	78
17666at7399	80
17677at7399	78
17681at7399	79
17683at7399	79
17684at7399	77
17692at7399	77
17694at7399	80
17697at7399	80
17700at7399	74
17702at7399	77
17703at7399	76
17704at7399	52
17721at7399	71
17728at7399	78
17730at7399	75
17732at7399	76
17735at7399	70
17743at7399	75
17749at7399	79
17750at7399	77
17752at7399	76
17753at7399	80
17757at7399	77
17759at7399	37
17761at7399	64
17764at7399	74
17768at7399	78
17771at7399	80
17775at7399	76
17776at7399	76
17777at7399	73
17779at7399	77
17787at7399	80
17790at7399	80
17797at7399	80
17800at7399	79
17801at7399	77
17803at7399	77
17804at7399	78
17815at7399	78
17817at7399	77
17821at7399	78
17824at7399	79
