orthogroup	PHC
9286at7399	0.49
9287at7399	0.13
9289at7399	0.54
9291at7399	0.38
9294at7399	0.35
9295at7399	0.1
9297at7399	0.51
9298at7399	0.58
9299at7399	0.51
9300at7399	0.24
9301at7399	0.3
9307at7399	0.17
9309at7399	0.21
9313at7399	0.376666667
9314at7399	0.18
9318at7399	0.19
9320at7399	0.67
9321at7399	0.61
9325at7399	0.28
9326at7399	0.35
9336at7399	0.17
9341at7399	0.08
9346at7399	0.26
9349at7399	0.14
9351at7399	0.2
9358at7399	0.57
9371at7399	0.06
9373at7399	0.19
9374at7399	0.43
9375at7399	0.15
9376at7399	0.18
9380at7399	0.74
9385at7399	0.61
9387at7399	0.64
9389at7399	0.66
9392at7399	0.44
9403at7399	0.65
9404at7399	0.24
9408at7399	0.5
9419at7399	0.53
9422at7399	0.38
9424at7399	0.54
9426at7399	0.42
9428at7399	0.42
9429at7399	0.53
9434at7399	0.18
9441at7399	0.62
9442at7399	0.31
9443at7399	0.34
9445at7399	0.59
9448at7399	0.44
9453at7399	0.5
9455at7399	0.31
9457at7399	0.28
9458at7399	0.68
9465at7399	0.39
9467at7399	0.11
9468at7399	0.95
9470at7399	0.43
9479at7399	0.41
9481at7399	0.34
9482at7399	0.23
9483at7399	0.39
9484at7399	0.41
9488at7399	0.15
9490at7399	0.36
9494at7399	0.59
9495at7399	0.31
9497at7399	0.4
9498at7399	0.31
9499at7399	0.34
9500at7399	0.35
9503at7399	0.35
9505at7399	0.31
9506at7399	0.19
9511at7399	0.52
9514at7399	0.52
9515at7399	0.66
9517at7399	0.66
9520at7399	0.44
9523at7399	0.06
9528at7399	0.5
9529at7399	0.61
9534at7399	0.6
9540at7399	0.45
9542at7399	0.26
9545at7399	0.59
9547at7399	0.12
9552at7399	0.47
9558at7399	0.35
9562at7399	0.11
9565at7399	0.55
9570at7399	0.34
9585at7399	0.17
9586at7399	0.19
9590at7399	0.7
9591at7399	0.6
9595at7399	0.81
9596at7399	0.3
9598at7399	0.19
9599at7399	0.42
9601at7399	0.5
9608at7399	0.29
9611at7399	0.17
9613at7399	0.54
9615at7399	0.57
9618at7399	0.45
9619at7399	0.23
9620at7399	0.18
9628at7399	0.25
9635at7399	0.47
9638at7399	0.21
9640at7399	0.34
9641at7399	0.21
9646at7399	0.05
9660at7399	0.23
9667at7399	0.82
9669at7399	0.35
9671at7399	0.53
9674at7399	0.43
9675at7399	0.54
9677at7399	0.47
9681at7399	0.66
9685at7399	0.31
9693at7399	0.33
9695at7399	0.57
9696at7399	0.22
9703at7399	0.42
9707at7399	0.32
9708at7399	0.12
9711at7399	0.42
9714at7399	0.65
9718at7399	0.28
9722at7399	0.18
9723at7399	0.12
9725at7399	0.56
9729at7399	0.51
9736at7399	0.3
9737at7399	0.44
9738at7399	0.5
9739at7399	0.42
9740at7399	0.24
9743at7399	0.61
9744at7399	0.75
9746at7399	0.4
9752at7399	0.55
9760at7399	0.335
9761at7399	0.15
9762at7399	0.47
9763at7399	0.3
9768at7399	0.22
9780at7399	0.09
9784at7399	0.69
9785at7399	0.21
9788at7399	0.53
9798at7399	0.2
9799at7399	0.49
9806at7399	0.55
9810at7399	0.44
9812at7399	0.74
9813at7399	0.26
9815at7399	0.65
9819at7399	0.32
9822at7399	0.3
9824at7399	0.34
9825at7399	0.365
9827at7399	0.31
9830at7399	0.09
9841at7399	0.42
9844at7399	0.41
9845at7399	0.64
9849at7399	0.53
9855at7399	0.2
9861at7399	0.32
9863at7399	0.92
9864at7399	0.59
9868at7399	0.07
9870at7399	0.41
9873at7399	0.1
9875at7399	0.23
9879at7399	0.57
9883at7399	0.58
9885at7399	0.29
9887at7399	0.68
9888at7399	0.46
9891at7399	0.62
9898at7399	0.43
9899at7399	0.61
9900at7399	0.17
9904at7399	0.31
9912at7399	0.33
9917at7399	0.1
9923at7399	0.82
9924at7399	0.31
9928at7399	0.38
9929at7399	0.25
9930at7399	0.44
9932at7399	0.19
9938at7399	0.4
9943at7399	0.35
9944at7399	0.27
9946at7399	0.38
9950at7399	0.67
9953at7399	0.46
9956at7399	0.52
9957at7399	0.41
9959at7399	0.32
9963at7399	0.1
9967at7399	0.4
9970at7399	0.37
9973at7399	0.22
9976at7399	0.25
9977at7399	0.48
9978at7399	0.16
9980at7399	0.57
9982at7399	0.07
9984at7399	0.19
9985at7399	0.35
9986at7399	0.56
9987at7399	0.37
9988at7399	0.36
9989at7399	0.43
9992at7399	0.19
9997at7399	0.31
10001at7399	0.53
10019at7399	0.46
10023at7399	0.26
10025at7399	0.28
10027at7399	0.41
10029at7399	0.7
10033at7399	0.1
10037at7399	0.305
10053at7399	0.43
10055at7399	0.51
10058at7399	0.23
10065at7399	0.41
10068at7399	0.57
10072at7399	0.33
10073at7399	0.49
10075at7399	0.78
10076at7399	0.62
10080at7399	0.83
10085at7399	0.34
10086at7399	0.17
10089at7399	0.35
10092at7399	0.39
10094at7399	0.24
10099at7399	0.38
10103at7399	0.26
10108at7399	0.79
10116at7399	0.59
10119at7399	0.44
10122at7399	0.43
10127at7399	0.23
10128at7399	0.35
10129at7399	0.21
10142at7399	0.22
10143at7399	0.55
10148at7399	0.2
10153at7399	0.36
10155at7399	0.54
10159at7399	0.52
10161at7399	0.23
10164at7399	0.72
10165at7399	0.73
10166at7399	0.19
10167at7399	0.18
10170at7399	0.33
10176at7399	0.35
10177at7399	0.17
10181at7399	0.33
10191at7399	0.63
10196at7399	0.34
10198at7399	0.1
10202at7399	0.18
10212at7399	0.38
10213at7399	0.2
10217at7399	0.37
10228at7399	0.65
10229at7399	0.67
10230at7399	0.42
10233at7399	0.63
10237at7399	0.46
10240at7399	0.33
10241at7399	0.21
10242at7399	0.29
10245at7399	0.32
10248at7399	0.22
10249at7399	0.6
10259at7399	0.6
10263at7399	0.59
10265at7399	0.36
10266at7399	0.62
10267at7399	0.43
10269at7399	0.3
10270at7399	0.12
10273at7399	0.34
10275at7399	0.08
10281at7399	0.11
10284at7399	0.05
10286at7399	0.17
10287at7399	0.37
10290at7399	0.53
10302at7399	0.22
10305at7399	0.69
10306at7399	0.4
10311at7399	0.51
10317at7399	0.51
10319at7399	0.39
10328at7399	0.98
10331at7399	0.2
10332at7399	0.27
10348at7399	0.63
10349at7399	0.38
10356at7399	0.23
10364at7399	0.51
10365at7399	0.27
10368at7399	0.51
10373at7399	0.27
10377at7399	0.72
10381at7399	0.36
10392at7399	0.275
10393at7399	0.06
10395at7399	0.57
10399at7399	0.11
10402at7399	0.42
10403at7399	0.33
10405at7399	0.59
10406at7399	0.29
10407at7399	0.32
10409at7399	0.26
10410at7399	0.09
10415at7399	0.62
10420at7399	0.15
10421at7399	0.86
10423at7399	0.06
10426at7399	0.25
10428at7399	0.27
10430at7399	0.22
10431at7399	0.41
10433at7399	0.37
10435at7399	0.58
10436at7399	0.47
10442at7399	0.36
10448at7399	0.46
10449at7399	0.2725
10453at7399	0.48
10456at7399	0.65
10466at7399	0.3
10473at7399	0.225
10475at7399	0.79
10477at7399	0.36
10480at7399	0.21
10481at7399	0.45
10486at7399	0.43
10494at7399	0.52
10495at7399	0.44
10497at7399	0.38
10498at7399	0.27
10500at7399	0.63
10505at7399	0.48
10515at7399	0.33
10519at7399	0.83
10523at7399	0.6
10528at7399	0.3
10529at7399	0.335
10530at7399	0.56
10535at7399	0.25
10537at7399	0.59
10550at7399	0.48
10554at7399	0.44
10555at7399	0.38
10559at7399	0.15
10570at7399	0.31
10576at7399	0.45
10583at7399	0.68
10585at7399	0.58
10587at7399	0.25
10596at7399	0.26
10598at7399	0.29
10599at7399	0.6
10600at7399	0.33
10601at7399	0.22
10602at7399	0.11
10605at7399	0.35
10610at7399	0.29
10612at7399	0.09
10613at7399	0.35
10620at7399	0.53
10624at7399	0.26
10627at7399	0.72
10633at7399	0.12
10634at7399	0.22
10639at7399	0.86
10646at7399	0.58
10647at7399	0.6
10649at7399	0.74
10654at7399	0.11
10668at7399	0.39
10673at7399	0.45
10679at7399	0.23
10680at7399	0.23
10683at7399	0.38
10685at7399	0.37
10687at7399	0.54
10688at7399	0.17
10694at7399	0.19
10695at7399	0.32
10696at7399	0.55
10697at7399	0.42
10703at7399	0.49
10705at7399	0.435
10707at7399	0.21
10708at7399	0.36
10709at7399	0.55
10711at7399	0.51
10712at7399	0.4
10714at7399	0.66
10715at7399	0.37
10716at7399	0.43
10717at7399	0.65
10723at7399	0.43
10724at7399	0.76
10727at7399	0.08
10740at7399	0.43
10749at7399	0.8
10752at7399	0.69
10756at7399	0.45
10757at7399	0.58
10759at7399	0.58
10763at7399	0.28
10765at7399	0.51
10766at7399	0.21
10768at7399	0.6
10775at7399	0.52
10776at7399	0.22
10784at7399	0.28
10785at7399	0.94
10787at7399	0.33
10788at7399	0.59
10789at7399	0.55
10790at7399	0.68
10794at7399	0.65
10799at7399	0.66
10800at7399	0.32
10801at7399	0.09
10805at7399	0.25
10807at7399	0.62
10808at7399	0.33
10820at7399	0.43
10821at7399	0.36
10822at7399	0.35
10823at7399	0.33
10824at7399	0.29
10827at7399	0.48
10828at7399	0.29
10845at7399	0.44
10847at7399	0.45
10851at7399	0.35
10854at7399	0.63
10857at7399	0.31
10858at7399	0.66
10859at7399	0.12
10861at7399	0.35
10867at7399	0.07
10871at7399	0.19
10875at7399	0.29
10880at7399	0.85
10888at7399	0.54
10889at7399	0.26
10891at7399	0.18
10892at7399	0.32
10899at7399	0.32
10902at7399	0.23
10903at7399	0.52
10913at7399	0.49
10914at7399	0.47
10915at7399	0.14
10917at7399	0.36
10919at7399	0.45
10920at7399	0.2
10922at7399	0.24
10923at7399	0.355
10927at7399	0.32
10941at7399	0.23
10944at7399	0.44
10948at7399	0.2
10951at7399	0.49
10954at7399	0.07
10955at7399	0.44
10957at7399	0.6
10959at7399	0.66
10961at7399	0.56
10962at7399	0.16
10966at7399	0.5
10967at7399	0.55
10968at7399	0.395
10969at7399	0.17
10973at7399	0.26
10976at7399	0.68
10977at7399	0.04
10978at7399	0.6
10982at7399	0.22
10986at7399	0.46
10994at7399	0.15
10998at7399	0.24
11006at7399	0.46
11011at7399	0.22
11015at7399	0.57
11020at7399	0.52
11021at7399	0.59
11022at7399	0.31
11023at7399	0.46
11027at7399	0.14
11031at7399	0.33
11035at7399	0.17
11040at7399	0.08
11041at7399	0.35
11044at7399	0.21
11045at7399	0.84
11046at7399	0.19
11047at7399	0.13
11048at7399	0.1
11056at7399	0.29
11063at7399	0.39
11068at7399	0.39
11071at7399	0.68
11072at7399	0.51
11075at7399	0.27
11076at7399	0.39
11077at7399	0.11
11083at7399	0.31
11085at7399	0.4
11089at7399	0.19
11095at7399	0.35
11097at7399	0.53
11101at7399	0.15
11103at7399	0.56
11104at7399	0.3
11114at7399	0.32
11120at7399	0.54
11121at7399	0.16
11127at7399	0.19
11136at7399	0.49
11137at7399	0.14
11138at7399	0.93
11148at7399	0.49
11149at7399	0.51
11152at7399	0.07
11154at7399	0.31
11176at7399	0.56
11180at7399	0.49
11181at7399	0.39
11184at7399	0.83
11185at7399	0.4
11190at7399	0.16
11193at7399	0.32
11200at7399	0.02
11204at7399	0.99
11205at7399	0.20800000000000002
11210at7399	0.8
11217at7399	0.61
11226at7399	0.24
11235at7399	0.25
11238at7399	0.37
11241at7399	0.45
11243at7399	0.12
11251at7399	0.51
11257at7399	0.12
11265at7399	0.55
11266at7399	0.09
11268at7399	0.76
11271at7399	0.41
11274at7399	0.45
11276at7399	0.64
11277at7399	0.27
11278at7399	0.59
11279at7399	0.25
11280at7399	0.6
11282at7399	0.37
11283at7399	0.47
11289at7399	0.53
11300at7399	0.34
11303at7399	0.45
11306at7399	0.63
11313at7399	0.59
11316at7399	0.62
11322at7399	0.35
11323at7399	0.52
11326at7399	0.28
11329at7399	0.53
11330at7399	0.4
11332at7399	0.18
11334at7399	0.16
11341at7399	0.1
11344at7399	0.16
11347at7399	0.41
11349at7399	0.23
11351at7399	0.29
11352at7399	0.54
11356at7399	0.48
11357at7399	0.36
11359at7399	0.51
11363at7399	0.47
11370at7399	0.12
11372at7399	0.58
11374at7399	0.66
11381at7399	0.67
11383at7399	0.14
11386at7399	0.09
11387at7399	0.1
11388at7399	0.5
11390at7399	0.37
11393at7399	0.32
11395at7399	0.16
11399at7399	0.28
11408at7399	0.61
11411at7399	0.33
11413at7399	0.63
11415at7399	0.5
11417at7399	0.16
11422at7399	0.42
11426at7399	0.305
11427at7399	0.61
11430at7399	0.16
11439at7399	0.01
11445at7399	0.17
11449at7399	0.47
11454at7399	0.32
11460at7399	0.34
11465at7399	0.4
11470at7399	0.27
11472at7399	0.34
11473at7399	0.24
11474at7399	0.67
11479at7399	0.4
11481at7399	0.18
11482at7399	0.17
11485at7399	0.43
11486at7399	0.21
11491at7399	0.63
11494at7399	0.245
11496at7399	0.17
11505at7399	0.45
11507at7399	0.04
11508at7399	0.48
11510at7399	0.15
11511at7399	0.48
11512at7399	0.27
11516at7399	0.28
11517at7399	0.21
11518at7399	0.48
11520at7399	0.2
11527at7399	0.59
11528at7399	0.34
11529at7399	0.45
11533at7399	0.24
11537at7399	0.03
11544at7399	0.51
11545at7399	0.68
11546at7399	0.65
11550at7399	0.16
11554at7399	0.14
11555at7399	0.58
11557at7399	0.54
11558at7399	0.56
11559at7399	0.19
11562at7399	0.29
11563at7399	0.32
11568at7399	0.53
11569at7399	0.25
11571at7399	0.45
11575at7399	0.3
11576at7399	0.25
11582at7399	0.82
11583at7399	0.28
11587at7399	0.3
11590at7399	0.62
11591at7399	0.09
11593at7399	0.3
11596at7399	0.05
11597at7399	0.26
11602at7399	0.44
11604at7399	0.54
11611at7399	0.36
11612at7399	0.64
11613at7399	0.07
11615at7399	0.45
11616at7399	0.11
11625at7399	0.2
11627at7399	0.49
11630at7399	0.09
11631at7399	0.19
11633at7399	0.58
11634at7399	0.41
11635at7399	0.31
11642at7399	0.51
11645at7399	0.54
11647at7399	0.13
11649at7399	0.47
11660at7399	0.7
11662at7399	0.32
11666at7399	0.16
11667at7399	0.21
11669at7399	0.19
11671at7399	0.24
11672at7399	0.21
11674at7399	0.41
11677at7399	0.58
11681at7399	0.54
11686at7399	0.29
11687at7399	0.72
11694at7399	0.39
11699at7399	0.32
11705at7399	0.33
11706at7399	0.37
11707at7399	0.43
11713at7399	0.16
11715at7399	0.31
11717at7399	0.21
11724at7399	0.41
11728at7399	0.27
11729at7399	0.32
11734at7399	0.24
11740at7399	0.17
11741at7399	0.38
11742at7399	0.18
11743at7399	0.28
11744at7399	0.69
11752at7399	0.52
11756at7399	0.73
11757at7399	0.35
11760at7399	0.11
11768at7399	0.66
11770at7399	0.18
11774at7399	0.62
11778at7399	0.29
11780at7399	0.15
11781at7399	0.1
11783at7399	0.16
11790at7399	0.28
11792at7399	0.2
11793at7399	0.4
11798at7399	0.16
11802at7399	0.36
11805at7399	0.45
11806at7399	0.54
11807at7399	0.42
11811at7399	0.57
11813at7399	0.25
11817at7399	0.41
11824at7399	0.53
11827at7399	0.83
11831at7399	0.44
11836at7399	0.33
11837at7399	0.22
11840at7399	0.3
11841at7399	0.51
11842at7399	0.67
11844at7399	0.15
11848at7399	0.53
11850at7399	0.42
11853at7399	0.61
11854at7399	0.47
11856at7399	0.35
11865at7399	0.62
11866at7399	0.59
11868at7399	0.52
11870at7399	0.44
11872at7399	0.38
11874at7399	0.4
11875at7399	0.1
11876at7399	0.66
11883at7399	0.24
11887at7399	0.42
11891at7399	0.31
11894at7399	0.12
11898at7399	0.08
11905at7399	0.14
11908at7399	0.14
11911at7399	0.33
11913at7399	0.09
11914at7399	0.11
11917at7399	0.77
11922at7399	0.32
11923at7399	0.51
11929at7399	0.42
11934at7399	0.39
11936at7399	0.33
11941at7399	0.43
11943at7399	0.38
11944at7399	0.54
11946at7399	0.37
11947at7399	0.31
11957at7399	0.22
11959at7399	0.55
11961at7399	0.12
11969at7399	0.6
11970at7399	0.3
11973at7399	0.57
11975at7399	0.445
11981at7399	0.46
11985at7399	0.29
11988at7399	0.26
11990at7399	0.62
11992at7399	0.51
11995at7399	0.94
11996at7399	0.94
11999at7399	0.49
12001at7399	0.4
12003at7399	0.69
12005at7399	0.53
12008at7399	0.72
12010at7399	0.09
12018at7399	0.47
12021at7399	0.663333333
12023at7399	0.06
12024at7399	0.59
12026at7399	0.13
12030at7399	0.48
12034at7399	0.46
12036at7399	0.07
12039at7399	0.31
12046at7399	0.45
12047at7399	0.25
12049at7399	0.68
12054at7399	0.42
12059at7399	0.23
12065at7399	0.58
12069at7399	0.59
12074at7399	0.17
12076at7399	0.42
12077at7399	0.48
12078at7399	0.63
12080at7399	0.25
12081at7399	0.3
12084at7399	0.48
12085at7399	0.26
12087at7399	0.35
12088at7399	0.68
12092at7399	0.5
12094at7399	0.0
12100at7399	0.59
12103at7399	0.41
12104at7399	0.2
12105at7399	0.64
12108at7399	0.43
12110at7399	0.425
12116at7399	0.203333333
12117at7399	0.62
12123at7399	0.18
12124at7399	0.65
12126at7399	0.24
12133at7399	0.18
12134at7399	0.28
12143at7399	0.1
12145at7399	0.28
12155at7399	0.35
12158at7399	0.25
12160at7399	0.24
12162at7399	0.69
12166at7399	0.25
12167at7399	0.585
12168at7399	0.56
12169at7399	0.07
12171at7399	0.09
12176at7399	0.54
12184at7399	0.91
12201at7399	1.0
12203at7399	0.35
12204at7399	0.52
12207at7399	0.25
12209at7399	0.34
12215at7399	0.34
12216at7399	0.64
12218at7399	0.5
12226at7399	0.27
12227at7399	0.32
12229at7399	0.9
12232at7399	0.4
12233at7399	0.04
12234at7399	0.73
12235at7399	0.38
12238at7399	0.96
12240at7399	0.66
12241at7399	0.64
12243at7399	0.3
12244at7399	0.35
12249at7399	0.51
12254at7399	0.56
12255at7399	0.58
12261at7399	0.3
12266at7399	0.54
12270at7399	0.44
12271at7399	0.05
12272at7399	0.55
12274at7399	0.67
12275at7399	0.31
12280at7399	0.46
12281at7399	0.55
12287at7399	0.42
12301at7399	0.17
12303at7399	0.25
12316at7399	0.24
12317at7399	0.13
12319at7399	0.11
12320at7399	0.59
12324at7399	0.45
12326at7399	0.5
12330at7399	0.41
12331at7399	0.65
12338at7399	0.7
12340at7399	0.39
12341at7399	0.47
12344at7399	0.33
12346at7399	0.37
12347at7399	0.14
12353at7399	0.68
12360at7399	0.22
12363at7399	0.46
12367at7399	0.18
12368at7399	0.78
12369at7399	0.61
12370at7399	0.45
12373at7399	0.69
12375at7399	0.05
12377at7399	0.09
12379at7399	0.33
12381at7399	0.45
12383at7399	0.48
12384at7399	0.53
12388at7399	0.135
12397at7399	0.36
12400at7399	0.58
12404at7399	0.21
12406at7399	0.43
12411at7399	0.42
12415at7399	0.27
12420at7399	0.52
12421at7399	0.08
12424at7399	0.34
12425at7399	0.14
12428at7399	0.33
12433at7399	0.55
12436at7399	0.26
12437at7399	0.18
12439at7399	0.16
12440at7399	0.6
12443at7399	0.13
12444at7399	0.28
12450at7399	0.77
12453at7399	0.5
12454at7399	0.73
12456at7399	0.27
12460at7399	0.43
12461at7399	0.61
12462at7399	0.31
12465at7399	0.27
12469at7399	0.36
12470at7399	0.36
12471at7399	0.36
12482at7399	0.41
12484at7399	0.385
12488at7399	0.365
12494at7399	0.26
12499at7399	0.62
12501at7399	0.43
12502at7399	0.34
12506at7399	0.43
12507at7399	0.12
12511at7399	0.41
12515at7399	0.24
12517at7399	0.26
12518at7399	0.33
12522at7399	0.44
12528at7399	0.21
12529at7399	0.38
12535at7399	0.6
12540at7399	0.21
12541at7399	0.68
12545at7399	0.39
12549at7399	0.42
12553at7399	0.6
12564at7399	0.48
12575at7399	0.85
12577at7399	0.42
12578at7399	0.43
12587at7399	0.34
12588at7399	0.14
12591at7399	0.22
12592at7399	0.34
12595at7399	0.38
12602at7399	0.53
12603at7399	0.6
12604at7399	0.24
12609at7399	0.47
12615at7399	0.18
12617at7399	0.475
12618at7399	0.47
12619at7399	0.37
12625at7399	0.59
12631at7399	0.52
12637at7399	0.85
12638at7399	0.25
12643at7399	0.34
12647at7399	0.64
12649at7399	0.31
12653at7399	0.54
12654at7399	0.6
12659at7399	0.55
12661at7399	0.83
12663at7399	0.44
12664at7399	0.38
12668at7399	0.33
12672at7399	0.57
12673at7399	0.66
12675at7399	0.2
12676at7399	0.34
12677at7399	0.16
12680at7399	0.44
12690at7399	0.09
12694at7399	0.23
12695at7399	0.7
12696at7399	0.03
12698at7399	0.25
12699at7399	0.65
12700at7399	0.11
12701at7399	0.61
12705at7399	0.31
12706at7399	0.61
12707at7399	0.99
12713at7399	0.1
12720at7399	0.33
12721at7399	0.02
12727at7399	0.48
12728at7399	0.49
12734at7399	0.52
12752at7399	0.59
12753at7399	0.58
12766at7399	0.37
12767at7399	0.32
12768at7399	0.11
12769at7399	0.03
12770at7399	0.52
12772at7399	0.16
12773at7399	0.24
12779at7399	0.26
12781at7399	0.185
12784at7399	0.51
12788at7399	0.42
12803at7399	0.41
12804at7399	0.27
12807at7399	0.08
12809at7399	0.38
12810at7399	0.23
12819at7399	0.38
12821at7399	0.58
12822at7399	0.54
12825at7399	0.41
12826at7399	0.56
12830at7399	0.42
12833at7399	0.21
12851at7399	0.38
12854at7399	0.14
12857at7399	0.03
12867at7399	0.35
12869at7399	0.28
12873at7399	0.25
12879at7399	0.42
12886at7399	0.39
12892at7399	0.5
12894at7399	0.3
12895at7399	0.54
12899at7399	0.33
12902at7399	0.23
12907at7399	0.73
12908at7399	0.41
12913at7399	0.65
12915at7399	0.52
12917at7399	0.21
12924at7399	0.19
12927at7399	0.5
12932at7399	0.47
12934at7399	0.43
12937at7399	0.36
12938at7399	0.47
12953at7399	0.94
12960at7399	0.28
12962at7399	0.3
12965at7399	0.71
12969at7399	0.61
12971at7399	0.45
12978at7399	0.23
12981at7399	0.38
12982at7399	0.7
12984at7399	0.19
12987at7399	0.12
12989at7399	0.44
12994at7399	0.44
12995at7399	0.19
12997at7399	0.41
13007at7399	0.23
13008at7399	0.4
13011at7399	0.19
13018at7399	0.72
13021at7399	0.14
13022at7399	0.86
13026at7399	0.24
13028at7399	0.58
13032at7399	0.57
13033at7399	0.94
13034at7399	0.54
13035at7399	0.27
13037at7399	0.36
13055at7399	0.16
13074at7399	0.61
13076at7399	0.28
13082at7399	0.6
13084at7399	0.05
13085at7399	0.59
13090at7399	0.1525
13092at7399	0.57
13097at7399	0.64
13100at7399	0.4
13103at7399	0.29
13105at7399	0.7
13106at7399	0.42
13107at7399	0.1
13110at7399	0.4
13111at7399	0.42
13114at7399	0.46
13117at7399	0.3
13119at7399	0.17
13120at7399	0.25
13123at7399	0.31
13124at7399	0.31
13127at7399	0.55
13130at7399	0.695
13136at7399	0.55
13137at7399	0.13
13138at7399	0.57
13139at7399	0.71
13144at7399	0.62
13146at7399	0.16
13150at7399	0.63
13155at7399	0.63
13156at7399	0.26
13159at7399	0.13
13164at7399	0.48
13166at7399	0.28
13171at7399	0.34
13173at7399	0.47
13177at7399	0.25
13188at7399	0.55
13189at7399	0.24
13190at7399	0.2
13193at7399	0.51
13196at7399	0.19
13203at7399	0.17
13204at7399	0.25
13211at7399	0.67
13213at7399	0.2
13217at7399	0.19
13218at7399	0.1
13221at7399	0.55
13225at7399	0.1
13228at7399	0.35
13232at7399	0.21
13233at7399	0.31
13234at7399	0.19
13236at7399	0.37
13242at7399	0.4
13243at7399	0.4
13244at7399	0.4
13250at7399	0.53
13252at7399	0.2
13254at7399	0.84
13261at7399	0.54
13263at7399	0.23
13266at7399	0.42
13270at7399	0.32
13273at7399	0.36
13282at7399	0.46
13283at7399	0.44
13288at7399	0.323333333
13290at7399	0.865
13303at7399	0.24
13306at7399	0.32
13312at7399	0.76
13316at7399	0.81
13324at7399	0.12
13338at7399	0.14
13342at7399	0.71
13345at7399	0.2
13347at7399	0.44
13350at7399	0.69
13354at7399	0.41
13358at7399	0.3
13361at7399	0.11599999999999999
13363at7399	0.32
13367at7399	0.39
13372at7399	0.32
13374at7399	0.67
13378at7399	0.23
13380at7399	0.27
13387at7399	0.46
13392at7399	0.38
13394at7399	0.55
13395at7399	0.32
13396at7399	0.3
13397at7399	0.06
13399at7399	0.66
13407at7399	0.45
13409at7399	0.45
13411at7399	0.58
13415at7399	0.14
13420at7399	0.085
13423at7399	0.32
13427at7399	0.17
13434at7399	0.27
13437at7399	0.53
13439at7399	0.56
13440at7399	0.33
13446at7399	0.66
13449at7399	0.33
13450at7399	0.27
13454at7399	0.01
13455at7399	0.33
13457at7399	0.36
13460at7399	0.46
13461at7399	0.37
13463at7399	0.39
13464at7399	0.33
13465at7399	0.075
13467at7399	0.59
13472at7399	0.55
13473at7399	0.56
13474at7399	0.45
13476at7399	0.48
13479at7399	0.52
13481at7399	0.22
13486at7399	0.28
13489at7399	0.29
13492at7399	0.24
13493at7399	0.68
13495at7399	0.53
13496at7399	0.42
13499at7399	0.35
13511at7399	0.57
13515at7399	0.7
13518at7399	0.39
13519at7399	0.55
13523at7399	0.75
13525at7399	0.23
13528at7399	0.36
13531at7399	0.22
13539at7399	0.28
13542at7399	0.11
13546at7399	0.18
13547at7399	0.59
13550at7399	0.23
13555at7399	0.03
13558at7399	0.15
13561at7399	0.25
13567at7399	0.39
13582at7399	0.19
13586at7399	0.02
13589at7399	0.53
13592at7399	0.27
13593at7399	0.54
13598at7399	0.15
13603at7399	0.29
13604at7399	0.58
13605at7399	0.61
13609at7399	0.32
13617at7399	0.31
13621at7399	0.21
13644at7399	0.44
13648at7399	0.55
13651at7399	0.71
13655at7399	0.28
13657at7399	0.4
13658at7399	0.35
13660at7399	0.17
13661at7399	0.44
13664at7399	0.34
13665at7399	0.17
13666at7399	0.25
13671at7399	0.43
13672at7399	0.2
13673at7399	0.405
13675at7399	0.56
13677at7399	0.17
13680at7399	0.47
13682at7399	0.65
13686at7399	0.36
13692at7399	0.4
13694at7399	0.37
13702at7399	0.83
13704at7399	0.55
13707at7399	0.48
13708at7399	0.38
13714at7399	0.5
13720at7399	0.63
13731at7399	0.48
13734at7399	0.65
13735at7399	0.36
13737at7399	0.42
13739at7399	0.38
13745at7399	0.17
13746at7399	0.29
13749at7399	0.38
13750at7399	0.36
13756at7399	0.32
13757at7399	0.24
13761at7399	0.35
13763at7399	0.13
13766at7399	0.08
13769at7399	0.29
13770at7399	0.61
13771at7399	0.26
13773at7399	0.42
13774at7399	0.23
13775at7399	0.75
13776at7399	0.84
13787at7399	0.115
13791at7399	0.17
13792at7399	0.33
13793at7399	0.55
13794at7399	0.1825
13801at7399	0.38
13802at7399	0.68
13808at7399	0.35
13811at7399	0.32
13814at7399	0.42
13815at7399	0.44
13816at7399	0.16
13818at7399	0.31
13823at7399	0.54
13827at7399	0.55
13832at7399	0.37
13833at7399	0.38
13837at7399	0.28
13839at7399	0.47
13841at7399	0.53
13843at7399	0.33
13847at7399	0.09
13851at7399	0.67
13852at7399	0.39
13853at7399	0.82
13854at7399	0.48
13857at7399	0.59
13858at7399	0.19
13866at7399	0.34
13868at7399	0.45
13870at7399	0.23
13873at7399	0.15
13880at7399	0.38
13888at7399	0.22
13889at7399	0.52
13892at7399	0.18
13894at7399	0.23
13897at7399	0.24
13903at7399	0.06
13907at7399	0.57
13908at7399	0.16
13918at7399	0.41
13919at7399	0.25
13923at7399	0.41
13931at7399	0.63
13933at7399	0.37
13934at7399	0.2
13940at7399	0.22
13944at7399	0.52
13951at7399	0.59
13954at7399	0.85
13956at7399	0.26
13963at7399	0.48
13965at7399	0.4
13975at7399	0.56
13980at7399	0.45
13982at7399	0.12
13983at7399	0.45
13985at7399	0.29
13993at7399	0.1
13994at7399	0.3
13998at7399	0.635
14008at7399	0.6
14009at7399	0.58
14010at7399	0.2
14016at7399	0.3
14025at7399	0.44
14028at7399	0.71
14031at7399	0.19
14033at7399	0.21
14035at7399	0.62
