gene	LCA
GB46024	15
GB53242	16
GB50231	16
GB47602	16
GB48927	16
GB54811	16
GB51807	16
GB46638	16
GB51334	16
GB46586	16
GB51651	16
GB50003	16
GB53312	16
GB53948	16
GB55855,GB55855	16
GB47901	16
GB48644	16
GB46289	16
GB50346	16
GB54724	16
GB51973	16
GB43392	16
GB44431	16
GB50962	16
GB46427	16
GB42458	16
GB43626	16
GB45018	16
GB42706	16
GB47014	16
GB48444	16
GB43143	16
GB41692,GB41692	16
GB53431	16
GB51767	16
GB41291	16
GB47498	16
GB45177	16
GB52626	16
GB45282	16
GB49700,GB47931	16
GB44299	16
GB49970	16
GB51368	16
GB54610	16
GB45613	16
GB53298	16
GB48748	16
GB46598	16
GB41495	15
GB50435	16
GB51662	16
GB43520	16
GB46206	16
GB40305	16
GB44368	16
GB54755	16
GB50952	16
GB51489	16
GB41129	16
GB42187	16
GB52350	16
GB52774	16
GB49397	16
GB52290	16
GB52065,GB52065	15
GB56005	16
GB55405	16
GB50846	16
GB54209	16
GB52829,GB52829	16
GB44512	16
GB41761	16
GB42805	16
GB44496	16
GB50382	16
GB55186	16
GB53689	16
GB53286	16
GB53016	16
GB43260	16
GB42987	16
GB53932	16
GB41904	16
GB50857	16
GB54579	16
GB52191	16
GB53908	16
GB47955	16
GB47593	16
GB47395	16
GB46017	16
GB53847	16
GB55703	16
GB47518	16
GB42015,GB42015	16
GB55951	16
GB42180	16
GB49998	16
GB50027,GB50314	16
GB46732	16
GB41700	15
GB42966	16
GB54057	16
GB48942	16
GB45716	16
GB41467,GB41467	16
GB53191	16
GB44280	16
GB49399	16
GB51841,GB51840,GB48478,GB51444	16
GB42812	16
GB52315	16
GB40963	16
GB43207	16
GB44623	16
GB45218	16
GB47675	16
GB51088	16
GB55478	16
GB49260	16
GB50630	16
GB46113	16
GB41773	16
GB51048	16
GB48382	16
GB45382	16
GB54339,GB46094	16
GB54578	16
GB48829	16
GB43559	16
GB45829	16
GB41208	16
GB40077	16
GB52852	16
GB48150	16
GB55786	16
GB45377,GB45377	16
GB52715	16
GB49628	16
GB41504	16
GB41822	16
GB52604	16
GB43421	16
GB55909	16
GB48794	16
GB42263	16
GB50342	16
GB54110	16
GB50931,GB50931	16
GB51068	16
GB52742	16
GB47904	16
GB43280	16
GB45508	16
GB45541	16
GB46677	16
GB52882	16
GB41241	16
GB47669	16
GB52918	16
GB45082	16
GB53307	16
GB47352	16
GB43640	16
GB46995	16
GB51586	16
GB41660	16
GB49147	16
GB47415	16
GB46784,GB46784	16
GB47306	16
GB44796,GB44793,GB44796	16
GB46094,GB41306,GB41306,GB41310,GB44311,GB43029	16
GB44939	16
GB51983	16
GB44355	16
GB42412	16
GB51487	16
GB45416	16
GB49157,GB49157	16
GB53522	16
GB41823	16
GB49960	16
GB47474	16
GB51815,GB43006,GB43005,GB43007,GB42460	16
GB45581	16
GB54714	16
GB53567,GB53567	16
GB52810	16
GB51916	16
GB42964	16
GB44697	16
GB54990	16
GB49593	16
GB49836	16
GB48963	16
GB44186	16
GB51366	16
GB42384	16
GB45715,GB45658	16
GB45123	16
GB49689,GB49689	16
GB52361,GB52362	15
GB44467	16
GB50271	16
GB52643	16
GB41792	16
GB46533	16
GB40521	16
GB53146	16
GB56012	16
GB48464	16
GB52204	16
GB50747	16
GB50148	16
GB40746	16
GB50361	16
GB42478	16
GB43134	16
GB46515,GB46514	16
GB44970	16
GB51866	16
GB54676	16
GB55155	16
GB45280	16
GB49553	16
GB45702	16
GB52717	16
GB41716	16
GB44776	16
GB50978	16
GB42013	16
GB44863	16
GB41603	16
GB42650	16
GB44306	16
GB48413	16
GB50218	14
GB41654	16
GB55902	16
GB55856	16
GB44504	12
GB55380	16
GB43263	16
GB47210	16
GB46687	16
GB45602	16
GB49401	16
GB49539	16
GB45638	16
GB51197	16
GB54585	16
GB47148	16
GB42720	16
GB46208	16
GB48670	16
GB51637	16
GB55012	16
GB41142	16
GB51863	16
GB46678	16
GB42239	11
GB55439	16
GB55724	16
GB40135	16
GB45422	14
GB41490	16
GB48445,GB48447	16
GB54286	16
GB45834,GB48308	16
GB53912	16
GB48312	16
GB40858	16
GB41033	16
GB48653,GB49375	16
GB42531	16
GB53848	16
GB46907	16
GB42079	16
GB43732	16
GB44287	16
GB48933	16
GB51254	16
GB49458	16
GB48930	16
GB54763	16
GB46714	16
GB45286	16
GB52612	16
GB51659	16
GB42233	16
GB44642	16
GB49000	16
GB53070	16
GB40794	16
GB40349	16
GB56003	16
GB41898	16
GB50076	16
GB40087	16
GB49404	16
GB55441	16
GB53831	16
GB50096	16
GB47601	16
GB51588	16
GB42692	16
GB44640	16
GB51047	16
GB49440,GB49441	16
GB43282	16
GB40461	16
GB42726	16
GB52382,GB52383,GB52379,GB52381	14
GB49222	16
GB43390	16
GB53566	16
GB48190	16
GB54283	16
GB44479	16
GB54420	16
GB48579	16
GB54601	16
GB47048	16
GB55332	16
GB53910	16
GB51851	16
GB49490	16
GB49520	16
GB42828	16
GB50560	16
GB48098	16
GB48632	16
GB43210	16
GB44478	16
GB48870	16
GB55297	16
GB45609	16
GB49506	16
GB40431	16
GB54929	16
GB46050	16
GB43920	16
GB53512	16
GB44774	16
GB49886,GB46814,GB40284	16
GB46148	16
GB48193	16
GB44358	16
GB40604	16
GB55532	16
GB43635	16
GB49479	16
GB54827	16
GB53375,GB47133	16
GB44221	16
GB40510	16
GB40147	16
GB52826	16
GB40564	16
GB54783	16
GB47826	16
GB52731	16
GB55202	16
GB54373	16
GB51904	16
GB49166	16
GB45640	16
GB51910,GB52896	16
GB51503	16
GB43266	16
GB52636	16
GB41469	16
GB48642	16
GB48243	16
GB49476	16
GB54123	16
GB50554	16
GB53444	16
GB51426,GB51423	16
GB54203	16
GB50729	16
GB44670,GB51729	16
GB42459	16
GB54281	16
GB50822	16
GB45102	16
GB53236	16
GB55007	16
GB42140	16
GB50209	16
GB47341	16
GB50093	16
GB44304,GB44337	16
GB40227	16
GB55107	16
GB42415	14
GB45391	16
GB54163	16
GB49132	16
GB41846	16
GB52023,GB49875	16
GB48903	16
GB55729	16
GB50323	16
GB41206	16
GB54996	16
GB51724	16
GB51820	16
GB42708	16
GB51528	16
GB49343	16
GB44135	16
GB46650	16
GB50963	16
GB54951	16
GB47884	16
GB46467	16
GB49690	16
GB47972	16
GB50577	16
GB41606	16
GB50030	16
GB55804	16
GB45400	16
GB54950	16
GB40382	16
GB47120	16
GB54449	16
GB53271	16
GB41845	16
GB54446	16
GB56025	16
GB53628	16
GB44505	16
GB45362	16
GB45269	16
GB54362	16
GB46930	16
GB42204	16
GB50011	16
GB53756,GB53755	16
GB44984	16
GB43180	16
GB52496	16
GB44836	16
GB50217	16
GB41718	16
GB48986,GB48987,GB48988	16
GB55337	16
GB40428	16
GB48189	16
GB55312	16
GB49692	16
GB46501	16
GB55651	16
GB45185	16
GB55371	16
GB53132	16
GB53345	16
GB41031	16
GB53192	16
GB54231	16
GB40159	16
GB45583	16
GB55592	16
GB46520	16
GB42779	16
GB42724	16
GB51004	16
GB46775	16
GB49799	16
GB42317	16
GB46306	16
GB49175	16
GB43733	16
GB51079	16
GB46067	16
GB49734	16
GB54120	16
GB53430	16
GB55511	16
GB40259	16
GB47719	12
GB51414	16
GB52385	14
GB55528	16
GB50920	16
GB50339	16
GB43729	16
GB50332,GB50331	16
GB42838	16
GB54920	16
GB48172	16
GB44879	16
GB43114	16
GB55818	16
GB44006,GB44006	16
GB49524	16
GB54218	16
GB55498	16
GB40234	16
GB55201,GB55171	16
GB43921	16
GB42141	16
GB51155	16
GB40298	16
GB49879	16
GB45354	16
GB41079	16
GB55512	16
GB41643	16
GB41067	16
GB43088	16
GB50221	16
GB49945	16
GB55216	16
GB42234	16
GB46737	16
GB47810	16
GB50845	16
GB44045,GB53014	16
GB40522	16
GB44130	16
GB48996	16
GB53322	16
GB51593,GB53266	16
GB40929	16
GB52101	16
GB47299	16
GB51195	16
GB45440	16
GB42194	16
GB48161	16
GB52957,GB52958	16
GB48126	16
GB46287	16
GB44363	16
GB51186	16
GB48343	16
GB54181	16
GB42281	16
GB52752	16
GB51121	16
GB49769	16
GB41796	16
GB51037	16
GB49390	16
GB47112	16
GB45261	16
GB55568	16
GB45739	16
GB41205	16
GB41252	16
GB49086	16
GB42312	16
GB55455	16
GB40362	16
GB41214	16
GB43438	16
GB40141	16
GB45867	16
GB54180,GB43794,GB43792	16
GB51332	16
GB46221,GB46157	16
GB47896,GB47896	16
GB55456	16
GB55484	16
GB45540	16
GB40481	16
GB53374	16
GB42867	16
GB50373	16
GB45680	16
GB44430	16
GB46741	16
GB41510	16
GB53818	16
GB43126	16
GB54319	16
GB47882	16
GB52087	16
GB44987	16
GB46921,GB41972	16
GB42659	16
GB53958	16
GB40785	16
GB42323	16
GB50206	16
GB47454	16
GB51743	16
GB42261	16
GB50800	16
GB49750	16
GB50985	16
GB48100	16
GB51721	16
GB41292	16
GB40972	16
GB49500	16
GB53579,GB53578	16
GB53805	16
GB44659	16
GB52013	16
GB45381	16
GB47301	16
GB48580	16
GB48352	16
GB50448	16
GB48344	16
GB48222	16
GB45350	16
GB51356	16
GB41897	16
GB50689	16
GB54845	16
GB51490	16
GB47783	16
GB42032	16
GB40732	16
GB41980	12
GB46674	16
GB52642	16
GB44598	16
GB48527	16
GB48852	16
GB42538	16
GB49625,GB49625	16
GB44889	16
GB47550	16
GB44651	16
GB44971,GB43001	16
GB40022	16
GB46888	16
GB53828	16
GB55998	16
GB51908	16
GB44711,GB44710	16
GB52827	16
GB42164	16
GB40071	16
GB50475	16
GB53861	16
GB52015	16
GB53025	16
GB45682	16
GB49837	16
GB42543	16
GB45406	16
GB48431	16
GB46657	16
GB54410	16
GB55563	16
GB45853	16
GB45265	16
GB51601	16
GB52532	16
GB46742	16
GB47594	16
GB44075	12
GB48708	16
GB42923	16
GB49326	16
GB41126	16
GB47871	16
GB49351	16
GB50192,GB50192	16
GB41243	16
GB40684	16
GB50341	16
GB50524	16
GB43285	16
GB41824	16
GB52923	16
GB43770	16
GB43118,GB43118	16
GB48953	16
GB48640	16
GB55374	16
GB50098	16
GB43365	16
GB40238	16
GB49529	16
GB50366	16
GB47284	16
GB42500	16
GB54747	16
GB48345	16
GB46513	16
GB52459,GB52458	16
GB46188,GB46188	16
GB55444	16
GB43914	16
GB49337	16
GB50034	16
GB53832	16
GB44211	16
GB44115	16
GB48384	16
GB46914	16
GB51357	16
GB55198	16
GB54992	16
GB41175	16
GB49649	16
GB43833	16
GB45356	16
GB45399	16
GB43693	16
GB55196	16
GB51615	16
GB48943	16
GB52700	16
GB44144	16
GB53677	16
GB53719	16
GB55088	16
GB46068	16
GB43989	16
GB54427	16
GB53327	16
GB55744	16
GB40390	16
GB48331	16
GB47816	16
GB55091	16
GB42038	16
GB47655	16
GB50457	16
GB55423	16
GB45649	11
GB41873	16
GB52603	14
GB55356,GB53844	16
GB43179	16
GB48362	16
GB47636	16
GB51700	16
GB40773	16
GB55163	16
GB48435	16
GB45041	16
GB44969	16
GB43081	16
GB47270	16
GB45193	16
GB43837	16
GB40932	16
GB44782	16
GB50158	16
GB47975,GB47974,GB43571	16
GB50847	16
GB51517	16
GB54978	16
GB44867	16
GB51479	16
GB51764	16
GB45806	16
GB45098	16
GB46376	16
GB46459	16
GB45464	16
GB53506	16
GB50722	16
GB49348	16
GB41046	16
GB52407,GB52398,GB52402,GB52396,GB52397,GB52399,GB52393,GB52395,GB52403,GB52404,GB52400	14
GB42375	16
GB53602	16
GB41922	16
GB40478	16
GB45664	16
GB54032	16
GB52378,GB52375,GB52377	16
GB43486	16
GB46414	16
GB50097	16
GB43827	16
GB47011	16
GB41975	16
GB49853	16
GB53086	16
GB52039,GB52039	16
GB54303	16
GB55017	16
GB44926	16
GB43604	16
GB47788	16
GB49296	16
GB48135	16
GB48645	16
GB50018	16
GB41222	16
GB46333	16
GB56004	16
GB45951	16
GB54483	16
GB53726	16
GB52740	16
GB45063,GB45062	16
GB49158	16
GB51103	16
GB47463	16
GB41986	16
GB43106	16
GB46441	16
GB46532	16
GB42321	16
GB45369	16
GB53939	16
GB47576	16
GB49498	16
GB43847	16
GB41085	16
GB50602	16
GB52060	16
GB48072	16
GB43215	16
GB41755	16
GB43150	16
GB49888,GB40284,GB49885,GB49890,GB49878,GB49894,GB49892,GB45746	16
GB46956	16
GB50354	16
GB46144	16
GB50144	16
GB51369	16
GB43132	16
GB46768	16
GB44830	16
GB47337	16
GB41607	16
GB44427	16
GB40301	16
GB46897	16
GB46030	16
GB55974	16
GB42682	16
GB48936	16
GB47493	16
GB48769	16
GB41788	16
GB46468,GB54705	16
GB44841	16
GB50075	16
GB53698	14
GB51278	16
GB55262	14
GB40207	16
GB46286	16
GB48311	16
GB43710	16
GB40422	16
GB46697	16
GB48827	16
GB42930	16
GB40747	16
GB50297	16
GB50850	16
GB53096	16
GB48271	16
GB55663,GB45975	16
GB50434	16
GB53867	16
GB40983	16
GB55170	16
GB46025,GB46025	16
GB52351	16
GB51261,GB55135	16
GB44343	16
GB45737	16
GB47463,GB51455	16
GB41390,GB41387	16
GB45552	16
GB52981	16
GB46504	16
GB40233	16
GB54683	16
GB48999	16
GB43236	16
GB46146	16
GB55914	16
GB47656,GB46832,GB46832	16
GB45678	16
GB45220	16
GB55824	16
GB54868	16
GB43246	16
GB44143	16
GB53619	16
GB55539	16
GB48855	16
GB43468	16
GB45535	16
GB41403	16
GB40340	16
GB40337	16
GB54485,GB52179,GB54460	16
GB46465	16
GB48565	16
GB51031	16
GB50950	16
GB40126	16
GB53223	16
GB41138	16
GB53154	16
GB42231	16
GB52164	16
GB45404	16
GB44787,GB44787,GB44787,GB44402,GB44402	16
GB54178	16
GB52448	15
GB55948	16
GB53136	16
GB43772	16
GB42544	16
GB46430	16
GB42922	15
GB44450	16
GB51429	16
GB46902,GB46902	16
GB42529	16
GB43913	16
GB48913,GB53801	16
GB54830	16
GB43427	16
GB46656	16
GB43991,GB43991	16
GB45878	16
GB54311	16
GB45814	16
GB41841	16
GB41029	16
GB46789	16
GB53427	16
GB44083	16
GB53437	16
GB48671	16
GB51603	16
GB46345	16
GB51562	16
GB47769	16
GB49633	16
GB50193	16
GB51034	16
GB47400	16
GB45110	16
GB44046	16
GB54650	16
GB51955	16
GB50194	16
GB48620	12
GB49264	16
GB50874	16
GB47817	16
GB55464	16
GB46066	16
GB40312	16
GB43739	16
GB50458	16
GB48316	16
GB42036	16
GB41368	16
GB48935	16
GB50944	16
GB53603	16
GB42541,GB45092	16
GB50657	16
GB43905	16
GB49356	16
GB46681	16
GB40085	16
GB43230	16
GB40142	16
GB55102	16
GB50411	16
GB50301	16
GB48419	16
GB45884	16
GB46040	16
GB50243	16
GB51802,GB47843	16
GB41800	16
GB51759	16
GB46059	16
GB45544	16
GB54044	16
GB50629	16
GB47588	16
GB45221	16
GB50454	16
GB45368	16
GB49413	16
GB52927	16
GB40483	16
GB50196	16
GB42904	16
GB51114	16
GB50214	16
GB48440	16
GB53225	16
GB42645	16
GB41179	16
GB43949	16
GB44580	16
GB52879	16
GB48409	16
GB40138,GB40136,GB40137	16
GB49928	16
GB45850	16
GB44495	16
GB40934	16
GB47318,GB47354,GB47354,GB45988	16
GB44229	16
GB45749	16
GB44842,GB44842,GB44842	16
GB50164	16
GB54435	16
GB46749,GB42434	16
GB43628	16
GB47890	16
GB46145	16
GB42776	16
GB47187	16
GB49039	16
GB50966	16
GB55010	16
GB46577	16
GB45250,GB45250	16
GB55513	16
GB52438	16
GB55849	16
GB41439	16
GB40154	16
GB55496	16
GB42385	16
GB55016	16
GB52370,GB52365,GB52373,GB52367,GB52371,GB52369,GB52375,GB52364,GB52374,GB52373,GB52368,GB52363	16
GB55774	16
GB48772	16
GB48876	16
GB44442	16
GB54166	16
GB40701	16
GB44014	16
GB49653	16
GB53303	16
GB46987	16
GB51271	16
GB42206	16
GB51672	16
GB48603	16
GB53637	16
GB49329	16
GB50925	16
GB46569	16
GB48482	16
GB54371	16
GB45077	16
GB54141,GB42128	16
GB43507	16
GB54999	16
GB43133,GB43133	16
GB42654	16
GB49389	16
GB41889	16
GB47941	16
GB44976	16
GB43728,GB43713,GB43727	12
GB49411	16
GB54294	16
GB46673	16
GB41346	16
GB50970	16
GB54250	16
GB50322	16
GB52553	16
GB46378	16
GB50534	16
GB50965	16
GB40735	16
GB42748	16
GB41485	16
GB43800	16
GB51783,GB51782,GB51783	16
GB53656	16
GB54208	16
GB49623	16
GB43026,GB43024,GB43026,GB43024,GB43023,GB46324	16
GB41184	16
GB51806	16
GB48133	16
GB53971	16
GB49974	16
GB49788	16
GB42527	16
GB49605	16
GB52917	16
GB51772	14
GB49307	16
GB53667	16
GB52530	16
GB50377	16
GB50934	16
GB53613	16
GB53105	16
GB46365	16
GB44768	16
GB47162	16
GB40734	16
GB50875	15
GB41881	16
GB50531	16
GB51849	16
GB40397	16
GB46247	16
GB49311	16
GB43825	16
GB44773	16
GB46420	16
GB55994	16
GB49048	16
GB52154	16
GB52246	16
GB42719	16
GB44426	16
GB52151	16
GB51727	16
GB41419	16
GB41189	16
GB48955	16
GB51122	16
GB44167	16
GB51661,GB51661	16
GB50763	16
GB41674	16
GB55939	16
GB46537	16
GB50239	16
GB41300	16
GB53131	16
GB49751	16
GB54506	16
GB40519	16
GB51413	16
GB46038	16
GB46426	16
GB40779	16
GB41154	16
GB48086	16
GB46174	16
GB50014	16
GB41912	16
GB48307	16
GB50902	16
GB55421	16
GB50057	16
GB53672	16
GB54611	16
GB47303	16
GB55840	16
GB53138	16
GB51043	16
GB47161	16
GB42810	16
GB51236,GB51238	16
GB54316,GB54316	16
GB54890	16
GB52504,GB51681	16
GB53500	16
GB50587	16
GB50953	15
GB54941	16
GB55611	16
GB54331	16
GB54693	16
GB48776	16
GB49924	16
GB44103	16
GB41715	16
GB45397	16
GB47570	16
GB42466	16
GB46369	16
GB41135	16
GB54916	16
GB53179	16
GB50744	16
GB49901	16
GB51709	16
GB50053	16
GB48017	16
GB48703,GB48704,GB48703,GB48703,GB44714,GB42589,GB48703,GB44714,GB46559	16
GB50269	16
GB42469	16
GB48578	16
GB45757	16
GB54135,GB54136	16
GB55330,GB49708	16
GB40562	16
GB45866	16
GB52982	16
GB40754,GB40754	16
GB51383	11
GB54212	16
GB42170	16
GB47030	16
GB53705	16
GB54547	16
GB51756	16
GB54179	14
GB55185	16
GB52415,GB52414,GB52416,GB52414,GB52413,GB52416,GB52416,GB52415	14
GB52804	16
GB47929,GB47929	16
GB50010	16
GB49439	16
GB51247	16
GB50272	16
GB44540	16
GB46112	16
GB52727	16
GB50623	16
GB54546	16
GB48005	16
GB48898,GB48899,GB48897,GB52653,GB46095,GB46096,GB46096	16
GB48857	16
GB52995	16
GB44977	16
GB52343	16
GB41691	16
GB47720	16
GB54605	16
GB43813	16
GB43702	16
GB50087	16
GB55946	16
GB42917	16
GB50984	16
GB50347	16
GB55046	16
GB45887,GB46235	16
GB45820	16
GB46926	16
GB52354	16
GB51085	16
GB45582	16
GB43175	16
GB42377	16
GB42072	16
GB54687	16
GB41626	16
GB55898	16
GB44671	16
GB55638	16
GB50510	16
GB40748	16
GB43814	16
GB49770	16
GB43092	16
GB49807	16
GB47885	16
GB43706	16
GB46767	16
GB42693	16
GB49116	16
GB45451	16
GB49339	16
GB49331	16
GB55241	16
GB55160	16
GB42192	16
GB45514	16
GB49955	16
GB48664	16
GB53373	16
GB43621	16
GB50887	16
GB47515	16
GB41301	16
GB55408	16
GB53080	16
GB50242	16
GB52761	16
GB48080	16
GB41207	16
GB46337	16
GB51231	16
GB46471	16
GB44129	16
GB50995	16
GB50298	16
GB40806	16
GB46606	16
GB52560	16
GB52792	16
GB43389	16
GB47668	16
GB46500	16
GB51654	16
GB46547	16
GB40416	16
GB41471	16
GB44732	16
GB54279	16
GB47328	16
GB41901	16
GB54215	16
GB42303	16
GB40830,GB40830	16
GB50933	16
GB42785	16
GB49868,GB49919	16
GB41047	16
GB46646	16
GB48412	16
GB40596	16
GB55626	16
GB52646	16
GB45886	16
GB47658	16
GB41591	16
GB52946	16
GB43546	16
GB44109	16
GB40239	16
GB42350	16
GB49019	16
GB43755	12
GB45688	16
GB40831,GB40831	16
GB40496	16
GB53407	16
GB43904	16
GB42112	16
GB47046	16
GB54259	16
GB45504	16
GB49897	16
GB42829	16
GB48143	16
GB55667	16
GB50312	15
GB49402	16
GB53940,GB53940	16
GB45775	16
GB53335	16
GB53803	16
GB48195	16
GB40019	16
GB54187	16
GB49384	16
GB45709	16
GB43868	16
GB53965	16
GB52721	16
GB55596	16
GB50042	16
GB51129	16
GB47455,GB52437	16
GB48486,GB45532	16
GB50013	16
GB52693	16
GB54808,GB40047	16
GB50427	16
GB51556	16
GB47324	16
GB52040	16
GB55798	16
GB40358	16
GB43564	16
GB52030	16
GB55009	15
GB53731	16
GB44780	16
GB47735	16
GB48779,GB48779	16
GB41677	16
GB55370	16
GB42649	16
GB48798	16
GB53337	16
GB46642	16
GB43521	16
GB51670	16
GB41302	16
GB46763	16
GB40053,GB40169	16
GB43311,GB43310,GB48321	16
GB46536	16
GB48674	16
GB46495	16
GB53524	16
GB42084	16
GB45501,GB45500	16
GB53023	16
GB47878	16
GB45295	16
GB45146	16
GB55228	16
GB53347,GB53346	16
GB51685,GB53876	16
GB45628	16
GB51084	16
GB45342	16
GB55788	16
GB51683	16
GB49895	16
GB41159	16
GB54968	16
GB46494	16
GB50658	16
GB53385	16
GB55070	16
GB51524	16
GB47272	16
GB52245	16
GB55941	16
GB45511,GB45511	16
GB42315	16
GB40836	16
GB41162	16
GB47651	16
GB42592	16
GB55975	16
GB54018	16
GB46121	16
GB40303	16
GB54698	16
GB44718	16
GB49784	16
GB55108,GB55108	16
GB48600	16
GB40069	16
GB40659	16
GB50756	16
GB47234	15
GB53249,GB45509,GB45510	16
GB40733	16
GB54813	16
GB50551	16
GB48010	16
GB54767	16
GB45251	16
GB48488	16
GB53882	16
GB42924	16
GB52747	16
GB53354	16
GB52393	11
GB40222	16
GB45435	16
GB54386	16
GB54089	16
GB46706	16
GB46285	16
GB55281	16
GB50865	16
GB54949	16
GB41842	16
GB45632,GB45632	16
GB42678	16
GB45869	16
GB47065	16
GB49963	16
GB43193	16
GB48430	16
GB41137	16
GB51867	16
GB46123	16
GB40778	16
GB48278	16
GB44871	16
GB42400	16
GB42526	16
GB52069	16
GB46616	16
GB55263	16
GB44058	16
GB52655	16
GB50235	16
GB49414	16
GB42075	16
GB43353	16
GB51394	16
GB42052	16
GB41486	16
GB46386	16
GB44181	16
GB50055,GB50052,GB50054	16
GB43155	16
GB48364	16
GB41240	16
GB48121	16
GB49975	16
GB53398	16
GB48448	16
GB52410,GB52412,GB52410,GB52410	16
GB48132	14
GB42981	16
GB41569	16
GB45855	16
GB50128	16
GB48039	16
GB42051	16
GB52915	16
GB53068,GB53068	16
GB46201	16
GB45854	16
GB54956	16
GB54848	16
GB53230	16
GB55316	16
GB55559	16
GB42550	16
GB48604	16
GB49446	16
GB55053	16
GB51203,GB53877	16
GB48826	16
GB44154	16
GB41128	16
GB44514	16
GB44289	16
GB53256	16
GB47229	16
GB47203	16
GB47828	16
GB54583	15
GB40225,GB51380	16
GB42824	16
GB44110	16
GB47749	16
GB49979	16
GB49259	16
GB52080	16
GB53609	16
GB50077	16
GB48411	16
GB43519	16
GB53434	16
GB40781	16
GB49762	16
GB55285	16
GB48597	16
GB49504	16
GB43964	16
GB41367	16
GB47010	16
GB46461	16
GB45247	16
GB40554	16
GB41258	16
GB49321	16
GB51888	16
GB48408	16
GB48231,GB48231	14
GB40102	16
GB41146	16
GB40837	16
GB47159	16
GB54302,GB54302,GB54302	16
GB54334	16
GB43884	16
GB44039	16
GB46980	16
GB55510	16
GB44139	16
GB50305	16
GB45078,GB45081,GB45079,GB45079,GB45079,GB45078,GB40668,GB40666,GB40664,GB40665,GB40667,GB40666,GB45078,GB49208	16
GB55066	16
GB49826	16
GB40511	16
GB54855,GB54856	16
GB50384,GB50383	16
GB52466	14
GB49371	16
GB43690	16
GB42301	16
GB43819	16
GB43419	16
GB41882	16
GB42139	16
GB49810	16
GB51945	16
GB53921	16
GB51141	16
GB47134	16
GB43332	16
GB55978	16
GB41785	16
GB54033	16
GB48630	16
GB44336	16
GB55825	16
GB43625	16
GB48109	16
GB44113	16
GB52629,GB52629	16
GB41178	16
GB43466	16
GB54655	16
GB44098	16
GB44558	16
GB42230	16
GB43554	16
GB50990	16
GB54292	16
GB51227,GB51227	16
GB45256	16
GB51657	16
GB47678	16
GB43955	16
GB44312	16
GB44707	16
GB48983	16
GB44484	15
GB40113	16
GB55419	16
GB41234	16
GB40938	16
GB51578	16
GB46202	16
GB55963	16
GB46073	16
GB49672,GB49672	16
GB41203	16
GB52029	16
GB54205	16
GB45637	16
GB48134	16
GB53829	16
GB48032	16
GB46131	16
GB55841	16
GB52854	16
GB45267	16
GB50598	16
GB47553	16
GB49789	16
GB51733,GB40635,GB45983	16
GB51650	16
GB50998	16
GB49139	16
GB55077	16
GB49609	16
GB49813	16
GB40360	16
GB50181	16
GB41263	16
GB40425	16
GB40157	16
GB53646	16
GB45831	16
GB41647,GB41695	16
GB49416	16
GB52344	16
GB53404	16
GB54540	16
GB53723	16
GB49643	16
GB55161	16
GB54388	16
GB42786	16
GB52345	16
GB48235	16
GB43586	16
GB48450	16
GB45239	16
GB42918	16
GB46408	16
GB48241	16
GB49632	16
GB45851	16
GB41724	16
GB55422	16
GB41599,GB49018	16
GB50893	16
GB42050	16
GB44400	16
GB47551	16
GB50811	16
GB46772	16
GB52754	16
GB52799	16
GB53953,GB45420	16
GB52728	16
GB51602	16
GB40456	16
GB56029	16
GB53421	16
GB46727	16
GB52303	16
GB50867	16
GB44415	16
GB52464	16
GB40098	16
GB44044	16
GB44585	16
GB55516	16
GB49180	16
GB53915	16
GB49638	16
GB49340	16
GB52331	16
GB41360	16
GB50647	14
GB43219	16
GB54717,GB43781,GB43787	16
GB40061,GB40061	16
GB45934	16
GB49515	16
GB40556	16
GB49552	16
GB40057	16
GB44501	15
GB42618	16
GB55440	16
GB41339,GB41326	16
GB51002	16
GB45437	16
GB55906	16
GB43548	16
GB51643	16
GB44821	16
GB46022	16
GB49904	16
GB46444	16
GB44800	16
GB45057	16
GB46726	16
GB51331	16
GB41690,GB41690	16
GB42775	16
GB46774	16
GB52156	16
GB50996	16
GB46766	16
GB45230	16
GB54340	16
GB49347	16
GB50869	16
GB41483	16
GB48466	11
GB44132	16
GB54244	16
GB43634	16
GB45023	16
GB42613	16
GB46635	16
GB46275	16
GB51078	16
GB44171,GB50929	16
GB45538	16
GB45925	16
GB41981	16
GB44191	16
GB45255	16
GB47315	16
GB46210	16
GB47968	16
GB41549	16
GB42811	16
GB43036,GB43035	16
GB43563	16
GB54401	16
GB42614	16
GB47933	16
GB42707	16
GB40270	16
GB50106	16
GB45305,GB45305	16
GB54888	16
GB40561	16
GB45515	16
GB42742	16
GB49350	16
GB53736,GB53736	16
GB52652	16
GB51108	16
GB47580	15
GB42891	16
GB41519	16
GB42672	16
GB40673	16
GB47849	16
GB54297	16
GB51115	16
GB42468,GB42475,GB42467,GB48511,GB48512	16
GB40639,GB40639	16
GB52600,GB52600	16
GB43742	16
GB52662	16
GB46368	16
GB52696	16
GB40439	16
GB50824	16
GB48085	16
GB50901	16
GB50436	16
GB42568	16
GB53207	16
GB48617	16
GB40473	16
GB41667	16
GB40731	16
GB45418	16
GB48534	16
GB40164	15
GB49073	16
GB47092	16
GB45096	16
GB55264	16
GB49862	16
GB50250	16
GB42411	16
GB44891	16
GB45567	16
GB47399	16
GB47804,GB47805	16
GB53706	16
GB54467	16
GB53240	16
GB46915	16
GB42714	16
GB45426	16
