gene	PHC
GB44396	0.19
GB49276	0.4
GB42428	0.35
GB52875	0.27
GB47420	0.38
GB47417	0.67
GB41373	0.46
GB53438	0.52
GB51125	0.41
GB41985	0.32
GB52667	0.1
GB40626	0.4
GB45458	0.37
GB54802	0.22
GB44232	0.25
GB42819	0.48
GB47966	0.16
GB42210	0.57
GB53679	0.07
GB41447	0.19
GB50809	0.35
GB54842	0.56
GB52658	0.37
GB52723	0.36
GB54042	0.43
GB41293	0.19
GB48230	0.31
GB51496	0.53
GB41488	0.46
GB50024	0.26
GB45810	0.28
GB44515	0.41
GB47554	0.7
GB51845,GB51844	0.305
GB56027	0.43
GB40796	0.51
GB51728	0.23
GB55777	0.41
GB40911	0.57
GB51092	0.33
GB46847	0.49
GB47409	0.78
GB46615	0.62
GB42237	0.83
GB47512	0.34
GB42963	0.17
GB49354	0.35
GB44081	0.39
GB45929	0.24
GB49342	0.38
GB40381	0.26
GB54510	0.79
GB47460	0.59
GB55466	0.44
GB50334	0.43
GB52073	0.23
GB43153	0.35
GB41043	0.21
GB52104	0.22
GB47338	0.55
GB42346	0.2
GB53299,GB53299	0.36
GB51335	0.54
GB50967	0.52
GB40998	0.23
GB41358	0.72
GB49449	0.73
GB52973	0.19
GB43684	0.18
GB42604	0.33
GB46541	0.35
GB50041	0.17
GB43231	0.33
GB49033	0.63
GB48144	0.34
GB52798	0.1
GB49240	0.18
GB42889	0.38
GB54308	0.2
GB55544	0.37
GB55438	0.65
GB41886	0.67
GB55984	0.42
GB47496	0.63
GB43623	0.46
GB49514	0.33
GB44771	0.21
GB53751	0.29
GB41834	0.32
GB42110	0.22
GB41797	0.6
GB44745	0.6
GB46248	0.59
GB53712	0.36
GB47432	0.62
GB47751	0.43
GB41513	0.3
GB52097	0.12
GB46889	0.34
GB44004	0.11
GB52654	0.05
GB43130	0.17
GB48973	0.37
GB52729	0.53
GB53321	0.22
GB40342	0.69
GB45497	0.4
GB45298	0.51
GB54210	0.51
GB44543	0.39
GB44511	0.98
GB44832	0.2
GB44011	0.27
GB44865	0.63
GB40128	0.38
GB40838	0.23
GB46255	0.51
GB55921	0.27
GB50390	0.51
GB42024	0.27
GB49776	0.72
GB50675	0.36
GB49722,GB55730	0.275
GB49262	0.06
GB40162	0.57
GB40304	0.11
GB54474,GB54474	0.42
GB42983	0.33
GB47462	0.59
GB48745	0.29
GB50642	0.32
GB52756	0.26
GB48301	0.09
GB51762	0.62
GB49939	0.15
GB48406	0.86
GB43248	0.06
GB54295	0.25
GB48979	0.27
GB41417	0.22
GB41727,GB41727	0.41
GB54570	0.37
GB52322	0.58
GB40385	0.47
GB55864	0.36
GB43075,GB43076,GB51790,GB51799	0.2725
GB52725	0.48
GB45316,GB45316	0.65
GB46464,GB44763	0.3
GB41391,GB54040	0.225
GB52075	0.79
GB46493	0.36
GB46335,GB41276	0.21
GB44555	0.45
GB55283	0.52
GB43834	0.44
GB50694	0.38
GB55383	0.27
GB40271	0.63
GB43121	0.48
GB41671	0.33
GB54598	0.83
GB55282	0.6
GB40967	0.3
GB49469,GB52902	0.335
GB42722	0.56
GB49684	0.25
GB42106	0.59
GB51949	0.48
GB45650	0.44
GB42837	0.38
GB44676,GB44676	0.15
GB50282	0.31
GB42216	0.45
GB43184	0.68
GB50108	0.58
GB50289	0.25
GB54841,GB54841,GB54841,GB54841,GB54841	0.26
GB48022	0.29
GB52614	0.6
GB49448	0.33
GB50622,GB50622	0.22
GB44513	0.11
GB45304	0.35
GB49242	0.29
GB52895	0.09
GB54722	0.35
GB45689	0.53
GB49304	0.26
GB45258	0.72
GB40166	0.12
GB41689	0.22
GB44079	0.86
GB51883	0.58
GB46903	0.6
GB46870	0.74
GB47079	0.11
GB47443	0.39
GB49481	0.45
GB45324	0.23
GB47652	0.23
GB52105	0.38
GB41625	0.37
GB54379	0.54
GB45673	0.17
GB47662	0.19
GB55331	0.32
GB51009	0.55
GB50801	0.42
GB43627	0.49
GB42212,GB42213	0.435
GB50142	0.21
GB53189	0.36
GB49495	0.55
GB41843	0.51
GB53565	0.4
GB47236	0.66
GB44179	0.43
GB44802	0.65
GB42367	0.43
GB52043	0.76
GB46007	0.08
GB55711,GB53601	0.43
GB41598	0.8
GB53426	0.69
GB54328	0.45
GB43379	0.58
GB52805	0.58
GB40392	0.28
GB55413	0.51
GB42671	0.21
GB48948	0.6
GB49020	0.52
GB49626	0.22
GB45882	0.28
GB43894	0.94
GB44597	0.33
GB46790	0.59
GB55872	0.55
GB49118	0.68
GB48871	0.65
GB42279	0.66
GB48667	0.32
GB48728	0.09
GB42262	0.25
GB40750	0.62
GB53137	0.33
GB49156	0.43
GB42306	0.36
GB44418	0.35
GB45667	0.33
GB45357	0.29
GB42356	0.48
GB53632	0.29
GB52736	0.44
GB49303	0.45
GB50779	0.35
GB50704	0.63
GB47330	0.31
GB52675	0.66
GB48475	0.12
GB55509	0.35
GB45153	0.07
GB44422	0.19
GB53394,GB53394	0.29
GB47500	0.54
GB40015	0.26
GB42802,GB42802	0.18
GB51723	0.32
GB54364	0.32
GB52183,GB52183	0.23
GB53659	0.52
GB53030	0.49
GB54938	0.47
GB49882	0.14
GB48270	0.36
GB45948	0.45
GB55434	0.2
GB45313,GB45313	0.24
GB49543,GB42343	0.355
GB55646	0.32
GB52462	0.23
GB40559	0.44
GB48837	0.2
GB50202	0.49
GB55979	0.07
GB46204,GB46204	0.44
GB53338	0.6
GB46039,GB52107	0.66
GB44440	0.56
GB46132	0.16
GB54182	0.5
GB51395	0.55
GB55334,GB55335	0.395
GB44601	0.17
GB48858,GB48858,GB48858	0.26
GB42872	0.68
GB54342	0.6
GB41602	0.22
GB40891	0.46
GB42577	0.15
GB44119	0.24
GB44653	0.46
GB47740	0.22
GB49382	0.57
GB53538	0.52
GB54252	0.59
GB43942	0.31
GB52801	0.46
GB55805	0.14
GB52595,GB52595	0.33
GB49711,GB49711	0.17
GB49650,GB49650	0.08
GB44735	0.35
GB47274	0.21
GB42648	0.84
GB44018	0.19
GB50745	0.13
GB51719	0.1
GB54037	0.29
GB43890	0.39
GB41795	0.39
GB54729	0.68
GB43980	0.51
GB44334	0.27
GB53916	0.39
GB50509	0.11
GB55039	0.31
GB44301	0.4
GB47302	0.19
GB51699	0.35
GB55811	0.53
GB53634	0.15
GB45738	0.56
GB48151	0.3
GB43453	0.32
GB54797	0.54
GB49032	0.16
GB41430	0.19
GB42525	0.49
GB55203	0.14
GB47516	0.93
GB46521	0.49
GB55701	0.51
GB47752	0.07
GB41661	0.31
GB42759	0.56
GB50198	0.49
GB49230	0.39
GB50197	0.83
GB48175	0.4
GB42738	0.16
GB55078	0.32
GB53580,GB53580	0.02
GB50849	0.99
GB41562,GB41562,GB54005,GB54005,GB53265	0.20800000000000002
GB53532	0.8
GB52791	0.61
GB48188	0.24
GB50117	0.25
GB41751	0.37
GB49551	0.45
GB52913	0.12
GB46603	0.51
GB48937	0.12
GB52640	0.55
GB42764	0.09
GB44369	0.76
GB49738	0.41
GB53002	0.45
GB46507	0.64
GB42593	0.27
GB54377	0.59
GB45036	0.25
GB45528	0.6
GB44544	0.37
GB47973	0.47
GB49763	0.53
GB44296	0.34
GB46026	0.45
GB55367	0.63
GB47489	0.59
GB45038	0.62
GB41459	0.35
GB46177	0.52
GB44116,GB47527	0.28
GB46169,GB40710	0.53
GB50338	0.4
GB43377	0.18
GB53743,GB53743,GB53743,GB53743	0.16
GB41998,GB41999	0.1
GB44549	0.16
GB48209	0.41
GB48555	0.23
GB40771	0.29
GB40538	0.54
GB45722	0.48
GB55549	0.36
GB48341	0.51
GB41265	0.47
GB48330	0.12
GB51077	0.58
GB46752	0.66
GB47383	0.67
GB53516	0.14
GB45202	0.09
GB49255	0.1
GB46005	0.5
GB40543	0.37
GB41244	0.32
GB46422	0.16
GB52702	0.28
GB54557	0.61
GB45012	0.33
GB41794	0.63
GB45491	0.5
GB44888	0.16
GB52933	0.42
GB45969,GB46281	0.305
GB49596	0.61
GB41073	0.16
GB53313	0.01
GB44810	0.17
GB50287	0.47
GB46765	0.32
GB54678	0.34
GB45924	0.4
GB41016	0.27
GB40320	0.34
GB43543	0.24
GB51074	0.67
GB47349	0.4
GB42161,GB42161	0.18
GB46184	0.17
GB44086	0.43
GB45366	0.21
GB52210	0.63
GB47791,GB45779	0.245
GB47279	0.17
GB43464	0.45
GB47217	0.04
GB46511	0.48
GB54844	0.15
GB40843	0.48
GB42457	0.27
GB48059,GB48059	0.28
GB43526	0.21
GB49753	0.48
GB48976	0.2
GB43105	0.59
GB49949	0.34
GB44932	0.45
GB48790	0.24
GB54356	0.03
GB47082	0.51
GB51592	0.68
GB44383	0.65
GB41160	0.14
GB44457	0.58
GB49492	0.54
GB47295	0.56
GB46448	0.19
GB46118	0.29
GB46061	0.32
GB44935	0.53
GB47814	0.25
GB48883	0.45
GB48560	0.3
GB51493	0.25
GB47998	0.82
GB50621	0.28
GB50514	0.3
GB42420	0.62
GB52744	0.09
GB42701	0.3
GB53261	0.05
GB46757	0.26
GB40145	0.44
GB47495	0.54
GB44056	0.36
GB54165	0.64
GB46265	0.07
GB52718	0.45
GB45597	0.11
GB41230	0.2
GB54573	0.49
GB49099	0.09
GB53046	0.19
GB43292	0.41
GB43125	0.31
GB45015	0.51
GB44251	0.54
GB46516	0.13
GB48372	0.47
GB48628	0.7
GB54131	0.32
GB46597	0.16
GB49078	0.21
GB53783	0.19
GB42874	0.24
GB44913	0.21
GB47964	0.41
GB55071	0.58
GB44420	0.54
GB47599	0.29
GB42085,GB42085	0.72
GB52768	0.39
GB43938	0.32
GB47571	0.33
GB53001	0.37
GB54132	0.43
GB44521	0.16
GB51506	0.31
GB45651	0.21
GB40119,GB40119	0.41
GB52517	0.27
GB45125	0.32
GB51188	0.24
GB49608	0.17
GB52712	0.38
GB51797	0.18
GB44974	0.28
GB53250	0.69
GB43816	0.52
GB41781	0.73
GB44134	0.35
GB50473	0.11
GB46576	0.66
GB53288	0.18
GB41499	0.62
GB45876	0.29
GB43495	0.15
GB55976	0.1
GB41967	0.16
GB44421	0.28
GB48325	0.2
GB50091	0.4
GB45860	0.36
GB44220	0.45
GB45452	0.54
GB49768	0.42
GB40072	0.57
GB44124	0.25
GB47089	0.41
GB55959	0.53
GB52697	0.83
GB44342	0.44
GB49582	0.33
GB50443	0.22
GB40086	0.3
GB50177	0.51
GB55463	0.67
GB46679	0.15
GB50276	0.53
GB47539	0.42
GB55501	0.61
GB50447	0.47
GB48846	0.35
GB48533	0.62
GB50753	0.59
GB54684	0.52
GB46178	0.44
GB50180	0.38
GB51042	0.4
GB51644	0.1
GB46612	0.66
GB40888	0.24
GB41754	0.42
GB40784	0.31
GB42369	0.12
GB49936	0.08
GB52598	0.14
GB49973	0.14
GB52671,GB52671	0.09
GB40945	0.11
GB53954	0.77
GB45856	0.32
GB48806	0.51
GB46028	0.42
GB47057	0.39
GB51341	0.33
GB42596	0.43
GB54753	0.38
GB41865,GB41865	0.54
GB49621	0.31
GB55183	0.22
GB54314	0.55
GB43660,GB43660,GB43660	0.12
GB49047	0.6
GB54450	0.3
GB40935	0.57
GB41483,GB43022	0.445
GB42082	0.46
GB49657,GB49657	0.29
GB55875	0.26
GB40903	0.62
GB44138	0.51
GB43692	0.94
GB49452	0.94
GB48812	0.49
GB51144	0.4
GB45703	0.69
GB41266	0.53
GB47627	0.72
GB49363	0.09
GB46027	0.47
GB44074,GB44133,GB41707	0.663333333
GB40730	0.06
GB53617	0.59
GB44494	0.13
GB44486	0.48
GB40107	0.46
GB42426	0.07
GB41670	0.31
GB54353	0.45
GB45863	0.25
GB54589	0.68
GB40030	0.42
GB41979	0.23
GB45864	0.58
GB41759	0.59
GB43128,GB43127	0.17
GB43790	0.42
GB52429	0.48
GB55454	0.63
GB40610	0.25
GB50890,GB50890	0.3
GB50935	0.48
GB45490	0.26
GB50900,GB50900	0.35
GB51570	0.68
GB48170	0.5
GB44680	0.0
GB48638	0.59
GB47016	0.41
GB54928	0.2
GB40574	0.64
GB41232	0.43
GB48351,GB40568	0.425
GB46663,GB46663,GB43932	0.203333333
GB55779	0.62
GB43500	0.18
GB41445	0.65
GB47832	0.24
GB48251	0.18
GB44799	0.28
GB50497	0.1
GB49854	0.28
GB46419	0.25
GB44633	0.24
GB46159	0.69
GB42202	0.25
GB55092,GB48318	0.585
GB54267	0.56
GB52956	0.07
GB54806	0.09
GB55514	0.54
GB50154	0.91
GB44965	1.0
GB53962	0.35
GB51710	0.52
GB46120	0.25
GB49027	0.34
GB42272	0.34
GB40302	0.64
GB45044	0.5
GB53518	0.27
GB55151	0.32
GB52876	0.9
GB50186	0.4
GB48468	0.04
GB55969	0.73
GB55710	0.38
GB44928	0.96
GB50037	0.66
GB51070	0.64
GB53604	0.3
GB47336	0.35
GB55351	0.51
GB51282	0.56
GB54958	0.58
GB49040	0.3
GB42770	0.54
GB54549	0.44
GB49930	0.05
GB51629	0.55
GB45111	0.67
GB50492	0.31
GB49090	0.46
GB51033	0.55
GB49801	0.42
GB53139,GB53139	0.17
GB40883	0.25
GB55870	0.24
GB49423	0.13
GB53823	0.11
GB54972	0.59
GB49496	0.45
GB40517,GB40517	0.5
GB49785	0.41
GB41890	0.65
GB46801	0.7
GB53440	0.39
GB44354	0.47
GB55892	0.33
GB49562	0.37
GB48709	0.14
GB40751	0.68
GB55630,GB55630	0.22
GB49871	0.46
GB46974	0.18
GB43788	0.78
GB43483	0.61
GB53302	0.45
GB41363	0.69
GB51720	0.05
GB54478	0.09
GB53329	0.33
GB43393	0.45
GB48215	0.48
GB52323	0.53
GB43416,GB53053	0.135
GB40463	0.36
GB42252	0.58
GB50191	0.21
GB40886	0.43
GB51518	0.42
GB52093	0.27
GB46143	0.52
GB53840	0.08
GB41732	0.34
GB54321	0.14
GB40537	0.33
GB51283	0.55
GB40615	0.26
GB55654	0.18
GB45701	0.16
GB52692	0.6
GB44233	0.13
GB54376	0.28
GB46283	0.77
GB44873	0.5
GB44177	0.73
GB50927	0.27
GB45593	0.43
GB44992	0.61
GB41742	0.31
GB45811	0.27
GB47105	0.36
GB55520	0.36
GB48371	0.36
GB44897	0.41
GB53161,GB53162	0.385
GB54980,GB55315	0.365
GB52251	0.26
GB47458	0.62
GB45883	0.43
GB47436	0.34
GB42184	0.43
GB53287	0.12
GB54937	0.41
GB54750	0.24
GB40782	0.26
GB51258	0.33
GB45826	0.44
GB49485	0.21
GB55165	0.38
GB41336	0.6
GB53257	0.21
GB46115	0.68
GB55499	0.39
GB51954	0.42
GB44439	0.6
GB49540	0.48
GB53363	0.85
GB52507	0.42
GB44983	0.43
GB50751	0.34
GB48437	0.14
GB49791,GB49792	0.22
GB45885	0.34
GB53099	0.38
GB40656	0.53
GB46071	0.6
GB50924	0.24
GB40885	0.47
GB43704	0.18
GB54765,GB54743	0.475
GB51667	0.47
GB40109	0.37
GB48380	0.59
GB51343	0.52
GB48417	0.85
GB51165	0.25
GB46086	0.34
GB44689	0.64
GB46024	0.31
GB53242	0.54
GB50231	0.6
GB47602	0.55
GB48927	0.83
GB54811	0.44
GB51807	0.38
GB46638	0.33
GB51334	0.57
GB46586	0.66
GB51651	0.2
GB50003	0.34
GB53312	0.16
GB53948	0.44
GB55855,GB55855	0.09
GB47901	0.23
GB48644	0.7
GB46289	0.03
GB50346	0.25
GB54724	0.65
GB51973	0.61
GB43392	0.31
GB44431	0.61
GB50962	0.99
GB46427	0.1
GB42458	0.33
GB43626	0.02
GB45018	0.48
GB42706	0.49
GB47014	0.52
GB48444	0.59
GB43143	0.58
GB41692,GB41692	0.37
GB53431	0.32
GB51767	0.11
GB41291	0.03
GB47498	0.52
GB45177	0.16
GB52626	0.24
GB45282	0.26
GB49700,GB47931	0.185
GB44299	0.51
GB49970	0.42
GB51368	0.41
GB54610	0.27
GB45613	0.08
GB53298	0.38
GB48748	0.23
GB46598	0.38
GB41495	0.58
GB50435	0.54
GB51662	0.41
GB43520	0.56
GB46206	0.42
GB40305	0.38
GB44368	0.14
GB54755	0.03
GB50952	0.35
GB51489	0.28
GB41129	0.25
GB42187	0.42
GB52350	0.39
GB52774	0.5
GB49397	0.3
GB52290	0.33
GB52065,GB52065	0.23
GB56005	0.73
GB55405	0.41
GB50846	0.65
GB54209	0.52
GB52829,GB52829	0.21
GB44512	0.19
GB41761	0.5
GB42805	0.47
GB44496	0.43
GB50382	0.36
GB55186	0.47
GB53689	0.94
GB53286	0.28
GB53016	0.3
GB43260	0.71
GB42987	0.61
GB53932	0.45
GB41904	0.23
GB50857	0.38
GB54579	0.7
GB52191	0.19
GB53908	0.12
GB47955	0.44
GB47593	0.44
GB47395	0.19
GB46017	0.41
GB53847	0.23
GB55703	0.4
GB47518	0.19
GB42015,GB42015	0.72
GB55951	0.14
GB42180	0.86
GB49998	0.24
GB50027,GB50314	0.58
GB46732	0.57
GB41700	0.94
GB42966	0.54
GB54057	0.36
GB48942	0.16
GB45716	0.61
GB41467,GB41467	0.28
GB53191	0.6
GB44280	0.05
GB49399	0.59
GB51841,GB51840,GB48478,GB51444	0.1525
GB42812	0.57
GB52315	0.64
GB40963	0.4
GB43207	0.29
GB44623	0.7
GB45218	0.42
GB47675	0.1
GB51088	0.4
GB55478	0.42
GB49260	0.46
GB50630	0.3
GB46113	0.17
GB41773	0.25
GB51048	0.31
GB48382	0.31
GB45382	0.55
GB54339,GB46094	0.695
GB54578	0.55
GB48829	0.13
GB43559	0.57
GB45829	0.71
GB41208	0.62
GB40077	0.16
GB52852	0.63
GB48150	0.63
GB55786	0.26
GB45377,GB45377	0.13
GB52715	0.48
GB49628	0.28
GB41504	0.34
GB41822	0.47
GB52604	0.25
GB43421	0.55
GB55909	0.24
GB48794	0.2
GB42263	0.51
GB50342	0.19
GB54110	0.17
GB50931,GB50931	0.25
GB51068	0.67
GB52742	0.2
GB47904	0.19
GB43280	0.1
GB45508	0.55
GB45541	0.1
GB46677	0.35
GB52882	0.21
GB41241	0.31
GB47669	0.19
GB52918	0.4
GB45082	0.4
GB53307	0.4
GB47352	0.53
GB43640	0.2
GB46995	0.84
GB51586	0.54
GB41660	0.23
GB49147	0.42
GB47415	0.36
GB46784,GB46784	0.46
GB47306	0.44
GB44796,GB44793,GB44796	0.323333333
GB46094,GB41306,GB41306,GB41310,GB44311,GB43029	0.865
GB44939	0.24
GB51983	0.32
GB44355	0.76
GB42412	0.81
GB51487	0.12
GB45416	0.14
GB49157,GB49157	0.71
GB53522	0.2
GB41823	0.44
GB49960	0.69
GB47474	0.3
GB51815,GB43006,GB43005,GB43007,GB42460	0.11599999999999999
GB45581	0.32
GB54714	0.39
GB53567,GB53567	0.32
GB52810	0.67
GB51916	0.23
GB42964	0.27
GB44697	0.46
GB54990	0.38
GB49593	0.55
GB49836	0.32
GB48963	0.3
GB44186	0.06
GB51366	0.66
GB42384	0.45
GB45715,GB45658	0.45
GB45123	0.58
GB49689,GB49689	0.14
GB52361,GB52362	0.085
GB44467	0.32
GB50271	0.17
GB52643	0.27
GB41792	0.53
GB46533	0.56
GB40521	0.33
GB53146	0.66
GB56012	0.33
GB48464	0.27
GB52204	0.01
GB50747	0.33
GB50148	0.36
GB40746	0.46
GB50361	0.37
GB42478	0.39
GB43134	0.33
GB46515,GB46514	0.075
GB44970	0.59
GB51866	0.55
GB54676	0.56
GB55155	0.45
GB45280	0.48
GB49553	0.52
GB45702	0.22
GB52717	0.28
GB41716	0.29
GB44776	0.24
GB50978	0.68
GB42013	0.53
GB44863	0.42
GB41603	0.35
GB42650	0.57
GB44306	0.7
GB48413	0.39
GB50218	0.55
GB41654	0.75
GB55902	0.23
GB55856	0.36
GB44504	0.22
GB55380	0.28
GB43263	0.11
GB47210	0.59
GB46687	0.23
GB45602	0.03
GB49401	0.25
GB49539	0.39
GB45638	0.19
GB51197	0.02
GB54585	0.53
GB47148	0.27
GB42720	0.54
GB46208	0.15
GB48670	0.29
GB51637	0.58
GB55012	0.61
GB41142	0.32
GB51863	0.31
GB46678	0.21
GB42239	0.44
GB55439	0.55
GB55724	0.71
GB40135	0.28
GB45422	0.4
GB41490	0.35
GB48445,GB48447	0.17
GB54286	0.44
GB45834,GB48308	0.34
GB53912	0.17
GB48312	0.25
GB40858	0.43
GB41033	0.2
GB48653,GB49375	0.405
GB42531	0.56
GB53848	0.17
GB46907	0.47
GB42079	0.65
GB43732	0.36
GB44287	0.4
GB48933	0.37
GB51254	0.83
GB49458	0.55
GB48930	0.48
GB54763	0.38
GB46714	0.5
GB45286	0.63
GB52612	0.48
GB51659	0.65
GB42233	0.36
GB44642	0.42
GB49000	0.38
GB53070	0.17
GB40794	0.29
GB40349	0.38
GB56003	0.36
GB41898	0.32
GB50076	0.24
GB40087	0.35
GB49404	0.13
GB55441	0.08
GB53831	0.29
GB50096	0.61
GB47601	0.26
GB51588	0.42
GB42692	0.23
GB44640	0.75
GB51047	0.84
GB49440,GB49441	0.115
GB43282	0.17
GB40461	0.33
GB42726	0.55
GB52382,GB52383,GB52379,GB52381	0.1825
GB49222	0.38
GB43390	0.68
GB53566	0.32
GB48190	0.42
GB54283	0.44
GB44479	0.16
GB54420	0.31
GB48579	0.54
GB54601	0.55
GB47048	0.37
GB55332	0.38
GB53910	0.28
GB51851	0.47
GB49490	0.53
GB49520	0.33
GB42828	0.67
GB50560	0.39
GB48098	0.82
GB48632	0.48
GB43210	0.59
GB44478	0.19
GB48870	0.34
GB55297	0.45
GB45609	0.23
GB49506	0.15
GB40431	0.38
GB54929	0.22
GB46050	0.52
GB43920	0.18
GB53512	0.23
GB44774	0.24
GB49886,GB46814,GB40284	0.06
GB46148	0.57
GB48193	0.16
GB44358	0.41
GB40604	0.25
GB55532	0.41
GB43635	0.63
GB49479	0.37
GB54827	0.2
GB53375,GB47133	0.22
GB44221	0.52
GB40510	0.59
GB40147	0.85
GB52826	0.26
GB40564	0.48
GB54783	0.4
GB47826	0.56
GB52731	0.45
GB55202	0.12
GB54373	0.45
GB51904	0.29
GB49166	0.1
GB45640	0.3
GB51910,GB52896	0.635
GB51503	0.6
GB43266	0.58
GB52636	0.2
GB41469	0.3
GB48642	0.44
GB48243	0.71
GB49476	0.19
GB54123	0.21
GB50554	0.62
GB53444	0.03
GB51426,GB51423	0.59
GB54203	0.23
GB50729	0.14
GB44670,GB51729	0.085
GB42459	0.43
GB54281	0.36
GB50822	0.26
GB45102	0.34
GB53236	0.48
GB55007	0.32
GB42140	0.39
GB50209	0.34
GB47341	0.4
GB50093	0.63
GB44304,GB44337	0.43
GB40227	0.36
GB55107	0.41
GB42415	0.63
GB45391	0.15
GB54163	0.69
GB49132	0.53
GB41846	0.4
GB52023,GB49875	0.15
GB48903	0.15
GB55729	0.51
GB50323	0.44
GB41206	0.35
GB54996	0.12
GB51724	0.35
GB51820	0.06
GB42708	0.48
GB51528	0.31
GB49343	0.48
GB44135	0.15
GB46650	0.5
GB50963	0.54
GB54951	0.39
GB47884	0.49
GB46467	0.57
GB49690	0.01
GB47972	0.02
GB50577	0.38
GB41606	0.49
GB50030	0.62
GB55804	0.64
GB45400	0.19
GB54950	0.44
GB40382	0.47
GB47120	0.2
GB54449	0.6
GB53271	0.43
GB41845	0.49
GB54446	0.49
GB56025	0.42
GB53628	0.46
GB44505	0.21
GB45362	0.19
GB45269	0.72
GB54362	0.12
GB46930	0.32
GB42204	0.39
GB50011	0.55
GB53756,GB53755	0.22
GB44984	0.66
GB43180	0.43
GB52496	0.55
GB44836	0.5
GB50217	0.53
GB41718	0.2
GB48986,GB48987,GB48988	0.263333333
GB55337	0.2
GB40428	0.87
GB48189	0.23
GB55312	0.19
GB49692	0.25
GB46501	0.42
GB55651	0.42
GB45185	0.6
GB55371	0.64
GB53132	0.3
GB53345	0.23
GB41031	0.43
GB53192	0.51
GB54231	0.37
GB40159	0.23
GB45583	0.4
GB55592	0.17
GB46520	0.64
GB42779	0.7
GB42724	0.44
GB51004	0.49
GB46775	0.68
GB49799	0.14
GB42317	0.23
GB46306	0.59
GB49175	0.44
GB43733	0.33
GB51079	0.48
GB46067	0.38
GB49734	0.22
GB54120	0.32
GB53430	0.35
GB55511	0.25
GB40259	0.2
GB47719	0.33
GB51414	0.65
GB52385	0.18
GB55528	0.54
GB50920	0.28
GB50339	0.14
GB43729	0.6
GB50332,GB50331	0.38
GB42838	0.43
GB54920	0.48
GB48172	0.68
GB44879	0.49
GB43114	0.59
GB55818	0.9
GB44006,GB44006	0.05
GB49524	0.53
GB54218	0.42
GB55498	0.21
GB40234	0.16
GB55201,GB55171	0.155
GB43921	0.57
GB42141	0.44
GB51155	0.28
GB40298	0.3
GB49879	0.11
GB45354	0.6
GB41079	0.67
GB55512	0.38
GB41643	0.51
GB41067	0.67
GB43088	0.29
GB50221	0.0
GB49945	0.26
GB55216	0.16
GB42234	0.38
GB46737	0.24
GB47810	0.57
GB50845	0.43
GB44045,GB53014	0.285
GB40522	0.28
GB44130	0.0
GB48996	0.44
GB53322	0.41
GB51593,GB53266	0.28
GB40929	0.61
GB52101	0.05
GB47299	0.06
GB51195	0.18
GB45440	0.11
GB42194	0.29
GB48161	0.25
GB52957,GB52958	0.905
GB48126	0.44
GB46287	0.11
GB44363	0.37
GB51186	0.45
GB48343	0.16
GB54181	0.41
GB42281	0.46
GB52752	0.63
GB51121	0.3
GB49769	0.6
GB41796	0.36
GB51037	0.51
GB49390	0.57
GB47112	0.11
GB45261	0.6
GB55568	0.56
GB45739	0.41
GB41205	0.45
GB41252	0.37
GB49086	0.47
GB42312	0.21
GB55455	0.16
GB40362	0.41
GB41214	0.15
GB43438	0.16
GB40141	0.09
GB45867	0.59
GB54180,GB43794,GB43792	0.253333333
GB51332	0.45
GB46221,GB46157	0.24
GB47896,GB47896	0.06
GB55456	0.3
GB55484	0.24
GB45540	0.25
GB40481	0.38
GB53374	0.2
GB42867	0.58
GB50373	0.28
GB45680	0.08
GB44430	0.53
GB46741	0.4
GB41510	0.19
GB53818	0.65
GB43126	0.66
GB54319	0.18
GB47882	0.63
GB52087	0.14
GB44987	0.22
GB46921,GB41972	0.375
GB42659	0.65
GB53958	0.48
GB40785	0.32
GB42323	0.23
GB50206	0.25
GB47454	0.4
GB51743	0.67
GB42261	0.28
GB50800	0.21
GB49750	0.35
GB50985	0.49
GB48100	0.46
GB51721	0.35
GB41292	0.08
GB40972	0.11
GB49500	0.38
GB53579,GB53578	0.115
GB53805	0.13
GB44659	0.56
GB52013	0.72
GB45381	0.39
GB47301	0.07
GB48580	0.52
GB48352	0.98
GB50448	0.18
GB48344	0.25
GB48222	0.47
GB45350	0.64
GB51356	0.32
GB41897	0.66
GB50689	0.58
GB54845	0.52
GB51490	0.69
GB47783	0.43
GB42032	0.6
GB40732	0.22
GB41980	0.1
GB46674	0.21
GB52642	0.32
GB44598	0.43
GB48527	0.58
GB48852	0.37
GB42538	0.58
GB49625,GB49625	0.09
GB44889	0.26
GB47550	0.26
GB44651	0.25
GB44971,GB43001	0.51
GB40022	0.43
GB46888	0.46
GB53828	0.47
GB55998	0.07
GB51908	0.41
GB44711,GB44710	0.32
GB52827	0.16
GB42164	0.16
GB40071	0.68
GB50475	0.25
GB53861	0.42
GB52015	0.57
GB53025	0.39
GB45682	0.37
GB49837	0.35
GB42543	0.83
GB45406	0.17
GB48431	0.4
GB46657	0.39
GB54410	0.29
GB55563	0.61
GB45853	0.2
GB45265	0.18
GB51601	0.03
GB52532	0.36
GB46742	0.51
GB47594	0.31
GB44075	0.45
GB48708	0.55
GB42923	0.69
GB49326	0.18
GB41126	0.14
GB47871	0.18
GB49351	0.49
GB50192,GB50192	0.16
GB41243	0.15
GB40684	0.2
GB50341	0.19
GB50524	0.27
GB43285	0.11
GB41824	0.11
GB52923	0.13
GB43770	0.41
GB43118,GB43118	0.64
