gene	WGA
GB44396	0.48
GB49276	0.67
GB42428	0.75
GB52875	0.56
GB47420	0.79
GB47417	0.87
GB41373	0.87
GB53438	0.9
GB51125	0.84
GB41985	0.68
GB52667	0.59
GB40626	0.69
GB45458	0.78
GB54802	0.45
GB44232	0.57
GB42819	0.94
GB47966	0.6
GB42210	0.82
GB53679	0.55
GB41447	0.61
GB50809	0.85
GB54842	0.93
GB52658	0.84
GB52723	0.64
GB54042	0.92
GB41293	0.28
GB48230	0.77
GB51496	0.93
GB41488	0.81
GB50024	0.86
GB45810	0.6
GB44515	0.84
GB47554	0.96
GB51845,GB51844	0.735
GB56027	0.82
GB40796	0.9
GB51728	0.86
GB55777	0.86
GB40911	0.93
GB51092	0.93
GB46847	0.78
GB47409	0.96
GB46615	0.9
GB42237	0.87
GB47512	0.66
GB42963	0.45
GB49354	0.9
GB44081	0.73
GB45929	0.61
GB49342	0.65
GB40381	0.67
GB54510	0.98
GB47460	0.94
GB55466	0.88
GB50334	0.76
GB52073	0.78
GB43153	0.65
GB41043	0.74
GB52104	0.73
GB47338	0.81
GB42346	0.69
GB53299,GB53299	0.71
GB51335	0.88
GB50967	0.78
GB40998	0.66
GB41358	0.91
GB49449	0.94
GB52973	0.41
GB43684	0.7
GB42604	0.64
GB46541	0.74
GB50041	0.36
GB43231	0.76
GB49033	0.98
GB48144	0.91
GB52798	0.62
GB49240	0.62
GB42889	0.83
GB54308	0.41
GB55544	0.87
GB55438	0.96
GB41886	0.93
GB55984	0.8
GB47496	0.92
GB43623	0.86
GB49514	0.68
GB44771	0.7
GB53751	0.6
GB41834	0.85
GB42110	0.52
GB41797	0.94
GB44745	0.88
GB46248	0.9
GB53712	0.78
GB47432	0.93
GB47751	0.75
GB41513	0.63
GB52097	0.59
GB46889	0.85
GB44004	0.65
GB52654	0.48
GB43130	0.32
GB48973	0.75
GB52729	0.92
GB53321	0.37
GB40342	0.98
GB45497	0.85
GB45298	0.87
GB54210	0.9
GB44543	0.92
GB44511	1.0
GB44832	0.43
GB44011	0.53
GB44865	0.88
GB40128	0.65
GB40838	0.63
GB46255	0.85
GB55921	0.87
GB50390	0.85
GB42024	0.81
GB49776	0.95
GB50675	0.74
GB49722,GB55730	0.49
GB49262	0.71
GB40162	0.88
GB40304	0.3
GB54474,GB54474	0.77
GB42983	0.73
GB47462	0.96
GB48745	0.73
GB50642	0.77
GB52756	0.63
GB48301	0.41
GB51762	0.93
GB49939	0.46
GB48406	0.94
GB43248	0.49
GB54295	0.49
GB48979	0.77
GB41417	0.46
GB41727,GB41727	0.65
GB54570	0.78
GB52322	0.94
GB40385	0.73
GB55864	0.73
GB43075,GB43076,GB51790,GB51799	0.6725
GB52725	0.92
GB45316,GB45316	0.93
GB46464,GB44763	0.805
GB41391,GB54040	0.755
GB52075	0.95
GB46493	0.67
GB46335,GB41276	0.75
GB44555	0.85
GB55283	0.9
GB43834	0.91
GB50694	0.73
GB55383	0.77
GB40271	0.97
GB43121	0.91
GB41671	0.86
GB54598	0.98
GB55282	0.85
GB40967	0.59
GB49469,GB52902	0.82
GB42722	0.92
GB49684	0.45
GB42106	0.91
GB51949	0.87
GB45650	0.87
GB42837	0.9
GB44676,GB44676	0.4
GB50282	0.79
GB42216	0.87
GB43184	0.96
GB50108	0.9
GB50289	0.68
GB54841,GB54841,GB54841,GB54841,GB54841	0.57
GB48022	0.72
GB52614	0.95
GB49448	0.79
GB50622,GB50622	0.58
GB44513	0.51
GB45304	0.76
GB49242	0.74
GB52895	0.42
GB54722	0.58
GB45689	0.87
GB49304	0.45
GB45258	0.94
GB40166	0.57
GB41689	0.47
GB44079	0.94
GB51883	0.92
GB46903	0.89
GB46870	0.97
GB47079	0.46
GB47443	0.54
GB49481	0.93
GB45324	0.55
GB47652	0.66
GB52105	0.64
GB41625	0.7
GB54379	0.85
GB45673	0.47
GB47662	0.6
GB55331	0.63
GB51009	0.91
GB50801	0.86
GB43627	0.76
GB42212,GB42213	0.805
GB50142	0.43
GB53189	0.63
GB49495	0.87
GB41843	0.9
GB53565	0.85
GB47236	0.92
GB44179	0.77
GB44802	0.91
GB42367	1.0
GB52043	0.98
GB46007	0.71
GB55711,GB53601	0.53
GB41598	0.94
GB53426	0.88
GB54328	0.89
GB43379	0.86
GB52805	0.79
GB40392	0.78
GB55413	0.91
GB42671	0.41
GB48948	0.92
GB49020	0.9
GB49626	0.63
GB45882	0.73
GB43894	1.0
GB44597	0.57
GB46790	0.93
GB55872	0.94
GB49118	0.95
GB48871	0.96
GB42279	0.93
GB48667	0.87
GB48728	0.58
GB42262	0.7
GB40750	0.92
GB53137	0.78
GB49156	0.87
GB42306	0.92
GB44418	0.89
GB45667	0.77
GB45357	0.81
GB42356	0.86
GB53632	0.67
GB52736	0.82
GB49303	0.85
GB50779	0.77
GB50704	0.9
GB47330	0.74
GB52675	0.95
GB48475	0.53
GB55509	0.98
GB45153	0.19
GB44422	0.73
GB53394,GB53394	0.57
GB47500	0.91
GB40015	0.81
GB42802,GB42802	0.49
GB51723	0.77
GB54364	0.94
GB52183,GB52183	0.61
GB53659	0.89
GB53030	0.87
GB54938	0.91
GB49882	0.46
GB48270	0.58
GB45948	0.91
GB55434	0.39
GB45313,GB45313	0.68
GB49543,GB42343	0.67
GB55646	0.66
GB52462	0.36
GB40559	0.73
GB48837	0.65
GB50202	0.77
GB55979	0.12
GB46204,GB46204	0.84
GB53338	0.85
GB46039,GB52107	0.945
GB44440	0.95
GB46132	0.27
GB54182	0.73
GB51395	0.91
GB55334,GB55335	0.9
GB44601	0.84
GB48858,GB48858,GB48858	0.61
GB42872	0.97
GB54342	0.93
GB41602	0.63
GB40891	0.73
GB42577	0.42
GB44119	0.52
GB44653	0.77
GB47740	0.8
GB49382	0.9
GB53538	0.91
GB54252	0.95
GB43942	0.77
GB52801	0.89
GB55805	0.52
GB52595,GB52595	0.57
GB49711,GB49711	0.61
GB49650,GB49650	0.31
GB44735	0.84
GB47274	0.52
GB42648	1.0
GB44018	0.43
GB50745	0.62
GB51719	0.83
GB54037	0.63
GB43890	0.89
GB41795	0.58
GB54729	0.99
GB43980	0.87
GB44334	0.47
GB53916	0.55
GB50509	0.72
GB55039	0.85
GB44301	0.73
GB47302	0.7
GB51699	0.72
GB55811	0.93
GB53634	0.84
GB45738	0.91
GB48151	0.64
GB43453	0.66
GB54797	0.89
GB49032	0.31
GB41430	0.6
GB42525	0.71
GB55203	0.61
GB47516	1.0
GB46521	0.91
GB55701	0.87
GB47752	0.52
GB41661	0.52
GB42759	0.9
GB50198	0.93
GB49230	0.87
GB50197	0.98
GB48175	0.85
GB42738	0.67
GB55078	0.8
GB53580,GB53580	0.09
GB50849	1.0
GB41562,GB41562,GB54005,GB54005,GB53265	0.574
GB53532	0.99
GB52791	0.98
GB48188	0.71
GB50117	0.49
GB41751	0.61
GB49551	0.84
GB52913	0.52
GB46603	0.95
GB48937	0.55
GB52640	0.87
GB42764	0.61
GB44369	0.96
GB49738	0.78
GB53002	0.71
GB46507	0.89
GB42593	0.64
GB54377	0.91
GB45036	0.58
GB45528	0.88
GB44544	0.78
GB47973	0.83
GB49763	0.95
GB44296	0.74
GB46026	0.9
GB55367	0.92
GB47489	0.93
GB45038	0.92
GB41459	0.87
GB46177	0.92
GB44116,GB47527	0.635
GB46169,GB40710	0.935
GB50338	0.83
GB43377	0.86
GB53743,GB53743,GB53743,GB53743	0.42
GB41998,GB41999	0.43
GB44549	0.47
GB48209	0.83
GB48555	0.85
GB40771	0.79
GB40538	0.88
GB45722	0.76
GB55549	0.56
GB48341	0.81
GB41265	0.8
GB48330	0.63
GB51077	0.88
GB46752	0.93
GB47383	0.93
GB53516	0.58
GB45202	0.2
GB49255	0.42
GB46005	0.91
GB40543	0.72
GB41244	0.84
GB46422	0.64
GB52702	0.74
GB54557	0.88
GB45012	0.75
GB41794	0.86
GB45491	0.91
GB44888	0.74
GB52933	0.72
GB45969,GB46281	0.72
GB49596	0.88
GB41073	0.64
GB53313	0.51
GB44810	0.61
GB50287	0.81
GB46765	0.83
GB54678	0.78
GB45924	0.87
GB41016	0.47
GB40320	0.77
GB43543	0.53
GB51074	0.96
GB47349	0.73
GB42161,GB42161	0.53
GB46184	0.53
GB44086	0.94
GB45366	0.7
GB52210	0.92
GB47791,GB45779	0.67
GB47279	0.82
GB43464	0.89
GB47217	0.28
GB46511	0.88
GB54844	0.73
GB40843	0.93
GB42457	0.6
GB48059,GB48059	0.56
GB43526	0.62
GB49753	0.8
GB48976	0.81
GB43105	0.87
GB49949	0.81
GB44932	0.92
GB48790	0.62
GB54356	0.46
GB47082	0.96
GB51592	0.96
GB44383	0.93
GB41160	0.35
GB44457	0.95
GB49492	0.83
GB47295	0.94
GB46448	0.64
GB46118	0.72
GB46061	0.67
GB44935	0.82
GB47814	0.76
GB48883	0.86
GB48560	0.55
GB51493	0.78
GB47998	0.95
GB50621	0.68
GB50514	0.73
GB42420	0.91
GB52744	0.85
GB42701	0.73
GB53261	0.45
GB46757	0.58
GB40145	0.76
GB47495	0.97
GB44056	0.81
GB54165	0.94
GB46265	0.09
GB52718	0.7
GB45597	0.43
GB41230	0.4
GB54573	0.81
GB49099	0.29
GB53046	0.72
GB43292	0.84
GB43125	0.71
GB45015	0.91
GB44251	0.93
GB46516	0.56
GB48372	0.89
GB48628	0.91
GB54131	0.77
GB46597	0.57
GB49078	0.69
GB53783	0.39
GB42874	0.69
GB44913	0.46
GB47964	0.83
GB55071	0.93
GB44420	0.95
GB47599	0.82
GB42085,GB42085	0.92
GB52768	0.86
GB43938	0.8
GB47571	0.86
GB53001	0.9
GB54132	0.9
GB44521	0.76
GB51506	0.79
GB45651	0.48
GB40119,GB40119	0.81
GB52517	0.68
GB45125	0.89
GB51188	0.66
GB49608	0.63
GB52712	0.64
GB51797	0.51
GB44974	0.45
GB53250	0.96
GB43816	0.81
GB41781	0.94
GB44134	0.61
GB50473	0.57
GB46576	0.91
GB53288	0.38
GB41499	0.93
GB45876	0.79
GB43495	0.53
GB55976	0.21
GB41967	0.38
GB44421	0.82
GB48325	0.55
GB50091	0.62
GB45860	0.78
GB44220	0.88
GB45452	0.9
GB49768	0.75
GB40072	0.91
GB44124	0.57
GB47089	0.88
GB55959	0.74
GB52697	0.98
GB44342	0.98
GB49582	0.89
GB50443	0.86
GB40086	0.76
GB50177	0.86
GB55463	0.91
GB46679	0.79
GB50276	0.9
GB47539	0.82
GB55501	0.92
GB50447	0.78
GB48846	0.8
GB48533	0.9
GB50753	0.86
GB54684	0.88
GB46178	0.84
GB50180	0.72
GB51042	0.75
GB51644	0.49
GB46612	0.91
GB40888	0.75
GB41754	0.82
GB40784	0.76
GB42369	0.46
GB49936	0.66
GB52598	0.67
GB49973	0.5
GB52671,GB52671	0.47
GB40945	0.67
GB53954	0.97
GB45856	0.73
GB48806	0.68
GB46028	0.88
GB47057	0.72
GB51341	0.84
GB42596	0.71
GB54753	0.76
GB41865,GB41865	0.88
GB49621	0.7
GB55183	0.35
GB54314	0.92
GB43660,GB43660,GB43660	0.29
GB49047	0.89
GB54450	0.86
GB40935	0.92
GB41483,GB43022	0.745
GB42082	0.93
GB49657,GB49657	0.58
GB55875	0.67
GB40903	0.98
GB44138	0.84
GB43692	1.0
GB49452	1.0
GB48812	0.84
GB51144	0.84
GB45703	0.98
GB41266	0.93
GB47627	0.96
GB49363	0.61
GB46027	0.67
GB44074,GB44133,GB41707	0.8633333329999999
GB40730	0.23
GB53617	0.94
GB44494	0.69
GB44486	0.88
GB40107	0.9
GB42426	0.64
GB41670	0.71
GB54353	0.89
GB45863	0.84
GB54589	0.89
GB40030	0.61
GB41979	0.64
GB45864	0.92
GB41759	0.92
GB43128,GB43127	0.915
GB43790	0.99
GB52429	0.79
GB55454	0.93
GB40610	0.63
GB50890,GB50890	0.7
GB50935	0.88
GB45490	0.55
GB50900,GB50900	0.82
GB51570	0.93
GB48170	0.95
GB44680	0.02
GB48638	0.81
GB47016	0.82
GB54928	0.32
GB40574	0.96
GB41232	0.82
GB48351,GB40568	0.91
GB46663,GB46663,GB43932	0.433333333
GB55779	0.94
GB43500	0.7
GB41445	0.92
GB47832	0.7
GB48251	0.65
GB44799	0.76
GB50497	0.52
GB49854	0.77
GB46419	0.45
GB44633	0.54
GB46159	0.92
GB42202	0.53
GB55092,GB48318	0.905
GB54267	0.91
GB52956	0.25
GB54806	0.37
GB55514	0.81
GB50154	0.98
GB44965	1.0
GB53962	0.55
GB51710	0.88
GB46120	0.75
GB49027	0.75
GB42272	0.83
GB40302	0.91
GB45044	0.91
GB53518	0.88
GB55151	0.68
GB52876	1.0
GB50186	0.88
GB48468	0.76
GB55969	0.95
GB55710	0.86
GB44928	0.99
GB50037	0.91
GB51070	0.92
GB53604	0.74
GB47336	0.81
GB55351	0.91
GB51282	0.94
GB54958	0.89
GB49040	0.51
GB42770	0.9
GB54549	0.96
GB49930	0.4
GB51629	0.86
GB45111	0.95
GB50492	0.63
GB49090	0.89
GB51033	0.93
GB49801	0.84
GB53139,GB53139	0.43
GB40883	0.64
GB55870	0.63
GB49423	0.44
GB53823	0.24
GB54972	0.78
GB49496	0.66
GB40517,GB40517	0.85
GB49785	0.73
GB41890	0.92
GB46801	0.94
GB53440	0.85
GB44354	0.72
GB55892	0.66
GB49562	0.84
GB48709	0.61
GB40751	0.91
GB55630,GB55630	0.76
GB49871	0.9
GB46974	0.81
GB43788	0.93
GB43483	0.93
GB53302	0.95
GB41363	0.94
GB51720	0.43
GB54478	0.71
GB53329	0.66
GB43393	0.76
GB48215	0.82
GB52323	0.87
GB43416,GB53053	0.395
GB40463	0.85
GB42252	0.86
GB50191	0.61
GB40886	0.77
GB51518	0.76
GB52093	0.69
GB46143	0.86
GB53840	0.4
GB41732	0.8
GB54321	0.21
GB40537	0.85
GB51283	0.89
GB40615	0.6
GB55654	0.48
GB45701	0.71
GB52692	0.96
GB44233	0.56
GB54376	0.74
GB46283	0.95
GB44873	0.86
GB44177	0.95
GB50927	0.8
GB45593	0.72
GB44992	0.94
GB41742	0.69
GB45811	0.76
GB47105	0.8
GB55520	0.59
GB48371	0.86
GB44897	0.87
GB53161,GB53162	0.62
GB54980,GB55315	0.905
GB52251	0.73
GB47458	0.87
GB45883	0.79
GB47436	0.69
GB42184	0.7
GB53287	0.57
GB54937	0.88
GB54750	0.82
GB40782	0.83
GB51258	0.56
GB45826	0.86
GB49485	0.57
GB55165	0.72
GB41336	0.79
GB53257	0.65
GB46115	0.89
GB55499	0.77
GB51954	0.94
GB44439	0.91
GB49540	0.88
GB53363	0.96
GB52507	0.83
GB44983	0.74
GB50751	0.91
GB48437	0.67
GB49791,GB49792	0.86
GB45885	0.84
GB53099	0.62
GB40656	0.88
GB46071	0.88
GB50924	0.63
GB40885	0.72
GB43704	0.68
GB54765,GB54743	0.815
GB51667	0.85
GB40109	0.68
GB48380	0.9
GB51343	0.94
GB48417	0.96
GB51165	0.83
GB46086	0.8
GB44689	0.94
GB46024	0.82
GB53242	0.84
GB50231	0.93
GB47602	0.86
GB48927	0.98
GB54811	0.83
GB51807	0.83
GB46638	0.69
GB51334	0.93
GB46586	0.86
GB51651	0.7
GB50003	0.73
GB53312	0.66
GB53948	0.8
GB55855,GB55855	0.19
GB47901	0.75
GB48644	0.78
GB46289	0.56
GB50346	0.89
GB54724	0.87
GB51973	0.95
GB43392	0.87
GB44431	0.91
GB50962	0.93
GB46427	0.47
GB42458	0.87
GB43626	0.12
GB45018	0.92
GB42706	0.87
GB47014	0.81
GB48444	0.92
GB43143	0.82
GB41692,GB41692	0.89
GB53431	0.81
GB51767	0.52
GB41291	0.24
GB47498	0.82
GB45177	0.55
GB52626	0.89
GB45282	0.57
GB49700,GB47931	0.51
GB44299	0.84
GB49970	0.87
GB51368	0.82
GB54610	0.68
GB45613	0.36
GB53298	0.93
GB48748	0.5
GB46598	0.84
GB41495	0.89
GB50435	0.85
GB51662	0.83
GB43520	0.85
GB46206	0.85
GB40305	0.83
GB44368	0.51
GB54755	0.27
GB50952	0.86
GB51489	0.68
GB41129	0.67
GB42187	0.71
GB52350	0.73
GB52774	0.87
GB49397	0.63
GB52290	0.65
GB52065,GB52065	0.57
GB56005	0.9
GB55405	0.62
GB50846	0.96
GB54209	0.91
GB52829,GB52829	0.53
GB44512	0.84
GB41761	0.87
GB42805	0.83
GB44496	0.82
GB50382	0.77
GB55186	0.82
GB53689	0.98
GB53286	0.6
GB53016	0.51
GB43260	0.93
GB42987	0.94
GB53932	0.88
GB41904	0.81
GB50857	0.81
GB54579	0.95
GB52191	0.82
GB53908	0.64
GB47955	0.89
GB47593	0.85
GB47395	0.71
GB46017	0.87
GB53847	0.69
GB55703	0.7
GB47518	0.6
GB42015,GB42015	0.98
GB55951	0.65
GB42180	0.84
GB49998	0.77
GB50027,GB50314	1.0
GB46732	0.89
GB41700	1.0
GB42966	0.87
GB54057	0.51
GB48942	0.6
GB45716	0.91
GB41467,GB41467	0.59
GB53191	0.93
GB44280	0.31
GB49399	0.9
GB51841,GB51840,GB48478,GB51444	0.6875
GB42812	0.93
GB52315	0.86
GB40963	0.68
GB43207	0.67
GB44623	0.9
GB45218	0.8
GB47675	0.52
GB51088	0.79
GB55478	0.83
GB49260	0.77
GB50630	0.76
GB46113	0.35
GB41773	0.53
GB51048	0.54
GB48382	0.63
GB45382	0.98
GB54339,GB46094	0.915
GB54578	0.89
GB48829	0.42
GB43559	0.85
GB45829	0.96
GB41208	0.92
GB40077	0.59
GB52852	0.89
GB48150	0.9
GB55786	0.59
GB45377,GB45377	0.59
GB52715	0.85
GB49628	0.54
GB41504	0.6
GB41822	0.88
GB52604	0.46
GB43421	0.91
GB55909	0.75
GB48794	0.48
GB42263	0.84
GB50342	0.41
GB54110	0.85
GB50931,GB50931	0.54
GB51068	0.93
GB52742	0.41
GB47904	0.46
GB43280	0.41
GB45508	0.89
GB45541	0.45
GB46677	0.78
GB52882	0.74
GB41241	0.88
GB47669	0.55
GB52918	0.84
GB45082	0.85
GB53307	0.75
GB47352	0.7
GB43640	0.61
GB46995	0.89
GB51586	0.95
GB41660	0.49
GB49147	0.73
GB47415	0.82
GB46784,GB46784	0.96
GB47306	0.81
GB44796,GB44793,GB44796	0.696666667
GB46094,GB41306,GB41306,GB41310,GB44311,GB43029	0.93
GB44939	0.67
GB51983	0.87
GB44355	0.97
GB42412	0.98
GB51487	0.51
GB45416	0.75
GB49157,GB49157	0.96
GB53522	0.53
GB41823	0.87
GB49960	0.88
GB47474	0.65
GB51815,GB43006,GB43005,GB43007,GB42460	0.6559999999999999
GB45581	0.9
GB54714	0.87
GB53567,GB53567	0.8
GB52810	1.0
GB51916	0.52
GB42964	0.72
GB44697	0.82
GB54990	0.85
GB49593	0.9
GB49836	0.59
GB48963	0.87
GB44186	0.11
GB51366	0.82
GB42384	0.86
GB45715,GB45658	0.595
GB45123	0.93
GB49689,GB49689	0.57
GB52361,GB52362	0.4
GB44467	0.95
GB50271	0.58
GB52643	0.66
GB41792	0.82
GB46533	0.94
GB40521	0.52
GB53146	0.89
GB56012	0.64
GB48464	0.7
GB52204	0.03
GB50747	0.64
GB50148	0.88
GB40746	0.89
GB50361	0.91
GB42478	0.85
GB43134	0.71
GB46515,GB46514	0.63
GB44970	0.94
GB51866	0.9
GB54676	0.94
GB55155	0.73
GB45280	0.93
GB49553	0.92
GB45702	0.44
GB52717	0.84
GB41716	0.86
GB44776	0.76
GB50978	0.94
GB42013	0.98
GB44863	0.83
GB41603	0.76
GB42650	0.8
GB44306	0.95
GB48413	0.77
GB50218	0.9
GB41654	0.96
GB55902	0.8
GB55856	0.74
GB44504	0.83
GB55380	0.61
GB43263	0.41
GB47210	0.89
GB46687	0.55
GB45602	0.45
GB49401	0.87
GB49539	0.54
GB45638	0.5
GB51197	0.13
GB54585	0.85
GB47148	0.74
GB42720	0.85
GB46208	0.46
GB48670	0.68
GB51637	0.94
GB55012	0.93
GB41142	0.93
GB51863	0.72
GB46678	0.71
GB42239	0.93
GB55439	0.89
GB55724	0.96
GB40135	0.74
GB45422	0.9
GB41490	0.7
GB48445,GB48447	0.765
GB54286	0.93
GB45834,GB48308	0.795
GB53912	0.54
GB48312	0.57
GB40858	0.78
GB41033	0.86
GB48653,GB49375	0.68
GB42531	0.91
GB53848	0.66
GB46907	0.84
GB42079	0.92
GB43732	0.87
GB44287	0.7
GB48933	0.85
GB51254	1.0
GB49458	0.94
GB48930	0.94
GB54763	0.65
GB46714	0.91
GB45286	0.92
GB52612	0.87
GB51659	0.94
GB42233	0.66
GB44642	0.88
GB49000	0.86
GB53070	0.52
GB40794	0.71
GB40349	0.95
GB56003	0.7
GB41898	0.5
GB50076	0.72
GB40087	0.65
GB49404	0.52
GB55441	0.2
GB53831	0.72
GB50096	0.92
GB47601	0.65
GB51588	0.84
GB42692	0.55
GB44640	0.96
GB51047	0.98
GB49440,GB49441	0.72
GB43282	0.48
GB40461	0.58
GB42726	0.93
GB52382,GB52383,GB52379,GB52381	0.82
GB49222	0.75
GB43390	0.93
GB53566	0.83
GB48190	0.87
GB54283	0.93
GB44479	0.47
GB54420	0.71
GB48579	0.85
GB54601	0.92
GB47048	0.79
GB55332	0.66
GB53910	0.84
GB51851	0.96
GB49490	0.92
GB49520	0.94
GB42828	0.92
GB50560	0.64
GB48098	0.93
GB48632	0.79
GB43210	0.88
GB44478	0.59
GB48870	0.79
GB55297	0.89
GB45609	0.65
GB49506	0.22
GB40431	0.83
GB54929	0.69
GB46050	0.82
GB43920	0.55
GB53512	0.36
GB44774	0.67
GB49886,GB46814,GB40284	0.7533333329999999
GB46148	0.91
GB48193	0.65
GB44358	0.93
GB40604	0.65
GB55532	0.71
GB43635	0.96
GB49479	0.56
GB54827	0.64
GB53375,GB47133	0.52
GB44221	0.9
GB40510	0.92
GB40147	0.95
GB52826	0.69
GB40564	0.84
GB54783	0.8
GB47826	0.9
GB52731	0.84
GB55202	0.53
GB54373	0.91
GB51904	0.5
GB49166	0.38
GB45640	0.66
GB51910,GB52896	0.945
GB51503	0.9
GB43266	0.84
GB52636	0.53
GB41469	0.48
GB48642	0.92
GB48243	0.96
GB49476	0.47
GB54123	0.63
GB50554	0.93
GB53444	0.51
GB51426,GB51423	0.965
GB54203	0.71
GB50729	0.49
GB44670,GB51729	0.32
GB42459	0.87
GB54281	0.65
GB50822	0.69
GB45102	0.88
GB53236	0.84
GB55007	0.83
GB42140	0.78
GB50209	0.64
GB47341	0.72
GB50093	0.93
GB44304,GB44337	0.885
GB40227	0.82
GB55107	0.86
GB42415	0.87
GB45391	0.6
GB54163	0.96
GB49132	0.92
GB41846	0.65
GB52023,GB49875	0.73
GB48903	0.71
GB55729	0.84
GB50323	0.63
GB41206	0.6
GB54996	0.62
GB51724	0.72
GB51820	0.81
GB42708	0.85
GB51528	0.53
GB49343	0.76
GB44135	0.83
GB46650	0.86
GB50963	0.91
GB54951	0.68
GB47884	0.95
GB46467	0.91
GB49690	0.07
GB47972	0.44
GB50577	0.76
GB41606	0.79
GB50030	0.94
GB55804	0.96
GB45400	0.69
GB54950	0.89
GB40382	0.88
GB47120	0.45
GB54449	0.95
GB53271	0.84
GB41845	0.83
GB54446	0.81
GB56025	0.84
GB53628	0.81
GB44505	0.82
GB45362	0.66
GB45269	0.93
GB54362	0.54
GB46930	0.88
GB42204	0.89
GB50011	0.93
GB53756,GB53755	0.855
GB44984	0.93
GB43180	0.9
GB52496	0.87
GB44836	0.93
GB50217	0.76
GB41718	0.43
GB48986,GB48987,GB48988	0.736666667
GB55337	0.6
GB40428	1.0
GB48189	0.57
GB55312	0.48
GB49692	0.71
GB46501	0.93
GB55651	0.66
GB45185	0.91
GB55371	0.97
GB53132	0.6
GB53345	0.54
GB41031	0.87
GB53192	0.93
GB54231	0.74
GB40159	0.66
GB45583	0.69
GB55592	0.69
GB46520	0.94
GB42779	0.89
GB42724	0.85
GB51004	0.93
GB46775	0.82
GB49799	0.37
GB42317	0.77
GB46306	0.87
GB49175	0.83
GB43733	0.79
GB51079	0.86
GB46067	0.71
GB49734	0.69
GB54120	0.82
GB53430	0.71
GB55511	0.61
GB40259	0.92
GB47719	0.89
GB51414	0.94
GB52385	0.86
GB55528	0.92
GB50920	0.81
GB50339	0.61
GB43729	0.87
GB50332,GB50331	0.655
GB42838	0.81
GB54920	0.84
GB48172	0.94
GB44879	0.9
GB43114	0.83
GB55818	0.98
GB44006,GB44006	0.21
GB49524	0.9
GB54218	0.76
GB55498	0.57
GB40234	0.6
GB55201,GB55171	0.535
GB43921	0.91
GB42141	0.85
GB51155	0.67
GB40298	0.74
GB49879	0.45
GB45354	0.91
GB41079	0.97
GB55512	0.75
GB41643	0.79
GB41067	0.91
GB43088	0.81
GB50221	0.0
GB49945	0.77
GB55216	0.54
GB42234	0.86
GB46737	0.61
GB47810	0.9
GB50845	0.8
GB44045,GB53014	0.79
GB40522	0.52
GB44130	0.0
GB48996	0.71
GB53322	0.8
GB51593,GB53266	0.69
GB40929	0.91
GB52101	0.43
GB47299	0.6
GB51195	0.48
GB45440	0.56
GB42194	0.53
GB48161	0.65
GB52957,GB52958	0.99
GB48126	0.96
GB46287	0.44
GB44363	0.78
GB51186	0.89
GB48343	0.72
GB54181	0.77
GB42281	0.84
GB52752	0.93
GB51121	0.74
GB49769	0.97
GB41796	0.84
GB51037	0.89
GB49390	0.93
GB47112	0.38
GB45261	0.73
GB55568	0.92
GB45739	0.9
GB41205	0.75
GB41252	0.85
GB49086	0.94
GB42312	0.55
GB55455	0.3
GB40362	0.85
GB41214	0.31
GB43438	0.31
GB40141	0.25
GB45867	0.92
GB54180,GB43794,GB43792	0.576666667
GB51332	0.89
GB46221,GB46157	0.64
GB47896,GB47896	0.3
GB55456	0.74
GB55484	0.54
GB45540	0.59
GB40481	0.8
GB53374	0.44
GB42867	0.87
GB50373	0.63
GB45680	0.83
GB44430	0.9
GB46741	0.59
GB41510	0.52
GB53818	0.92
GB43126	0.93
GB54319	0.37
GB47882	0.91
GB52087	0.74
GB44987	0.66
GB46921,GB41972	0.835
GB42659	0.9
GB53958	0.87
GB40785	0.8
GB42323	0.6
GB50206	0.81
GB47454	0.84
GB51743	0.92
GB42261	0.74
GB50800	0.53
GB49750	0.87
GB50985	0.77
GB48100	0.66
GB51721	0.82
GB41292	0.78
GB40972	0.43
GB49500	0.93
GB53579,GB53578	0.63
GB53805	0.46
GB44659	0.92
GB52013	0.96
GB45381	0.83
GB47301	0.65
GB48580	0.92
GB48352	1.0
GB50448	0.51
GB48344	0.67
GB48222	0.89
GB45350	0.9
GB51356	0.78
GB41897	0.93
GB50689	0.88
GB54845	0.87
GB51490	0.95
GB47783	0.79
GB42032	0.91
GB40732	0.85
GB41980	0.52
GB46674	0.78
GB52642	0.86
GB44598	0.85
GB48527	0.94
GB48852	0.68
GB42538	0.99
GB49625,GB49625	0.32
GB44889	0.57
GB47550	0.69
GB44651	0.49
GB44971,GB43001	0.82
GB40022	0.94
GB46888	0.9
GB53828	0.72
GB55998	0.28
GB51908	0.91
GB44711,GB44710	0.525
GB52827	0.48
GB42164	0.33
GB40071	0.94
GB50475	0.89
GB53861	0.93
GB52015	0.8
GB53025	0.92
GB45682	0.94
GB49837	0.58
GB42543	0.99
GB45406	0.58
GB48431	0.97
GB46657	0.89
GB54410	0.99
GB55563	0.97
GB45853	0.43
GB45265	0.7
GB51601	0.2
GB52532	0.75
GB46742	0.89
GB47594	0.88
GB44075	0.87
GB48708	0.88
GB42923	0.98
GB49326	0.82
GB41126	0.58
GB47871	0.76
GB49351	0.68
GB50192,GB50192	0.37
GB41243	0.32
GB40684	0.95
GB50341	0.46
GB50524	0.91
GB43285	0.48
GB41824	0.56
GB52923	0.77
GB43770	0.86
GB43118,GB43118	0.95
