gene	STA
GB46024	74
GB53242	80
GB50231	80
GB47602	79
GB48927	80
GB54811	74
GB51807	80
GB46638	76
GB51334	80
GB46586	79
GB51651	73
GB50003	79
GB53312	77
GB53948	78
GB55855,GB55855	79
GB47901	77
GB48644	80
GB46289	50
GB50346	78
GB54724	75
GB51973	80
GB43392	74
GB44431	79
GB50962	79
GB46427	76
GB42458	79
GB43626	79
GB45018	79
GB42706	80
GB47014	79
GB48444	76
GB43143	79
GB41692,GB41692	72
GB53431	68
GB51767	73
GB41291	80
GB47498	79
GB45177	72
GB52626	71
GB45282	80
GB49700,GB47931	64
GB44299	78
GB49970	76
GB51368	69
GB54610	62
GB45613	72
GB53298	78
GB48748	80
GB46598	74
GB41495	75
GB50435	80
GB51662	79
GB43520	79
GB46206	77
GB40305	76
GB44368	77
GB54755	74
GB50952	79
GB51489	77
GB41129	79
GB42187	78
GB52350	79
GB52774	80
GB49397	77
GB52290	77
GB52065,GB52065	69
GB56005	80
GB55405	79
GB50846	80
GB54209	77
GB52829,GB52829	79
GB44512	77
GB41761	79
GB42805	80
GB44496	80
GB50382	60
GB55186	79
GB53689	80
GB53286	78
GB53016	76
GB43260	80
GB42987	80
GB53932	75
GB41904	75
GB50857	79
GB54579	79
GB52191	57
GB53908	70
GB47955	78
GB47593	79
GB47395	78
GB46017	80
GB53847	80
GB55703	80
GB47518	77
GB42015,GB42015	79
GB55951	77
GB42180	80
GB49998	76
GB50027,GB50314	61
GB46732	79
GB41700	76
GB42966	77
GB54057	78
GB48942	76
GB45716	79
GB41467,GB41467	79
GB53191	79
GB44280	76
GB49399	80
GB51841,GB51840,GB48478,GB51444	64
GB42812	79
GB52315	79
GB40963	77
GB43207	77
GB44623	80
GB45218	78
GB47675	75
GB51088	80
GB55478	80
GB49260	75
GB50630	77
GB46113	75
GB41773	77
GB51048	69
GB48382	73
GB45382	79
GB54339,GB46094	70
GB54578	78
GB48829	79
GB43559	78
GB45829	80
GB41208	80
GB40077	77
GB52852	80
GB48150	77
GB55786	78
GB45377,GB45377	75
GB52715	54
GB49628	72
GB41504	79
GB41822	79
GB52604	58
GB43421	78
GB55909	80
GB48794	80
GB42263	80
GB50342	74
GB54110	73
GB50931,GB50931	73
GB51068	80
GB52742	78
GB47904	79
GB43280	79
GB45508	72
GB45541	79
GB46677	79
GB52882	79
GB41241	79
GB47669	79
GB52918	79
GB45082	80
GB53307	78
GB47352	80
GB43640	79
GB46995	62
GB51586	79
GB41660	76
GB49147	70
GB47415	77
GB46784,GB46784	75
GB47306	78
GB44796,GB44793,GB44796	78
GB46094,GB41306,GB41306,GB41310,GB44311,GB43029	55
GB44939	77
GB51983	80
GB44355	79
GB42412	79
GB51487	77
GB45416	77
GB49157,GB49157	77
GB53522	75
GB41823	78
GB49960	80
GB47474	78
GB51815,GB43006,GB43005,GB43007,GB42460	56
GB45581	78
GB54714	74
GB53567,GB53567	79
GB52810	68
GB51916	79
GB42964	76
GB44697	78
GB54990	77
GB49593	79
GB49836	76
GB48963	77
GB44186	79
GB51366	78
GB42384	77
GB45715,GB45658	75
GB45123	79
GB49689,GB49689	73
GB52361,GB52362	67
GB44467	79
GB50271	80
GB52643	77
GB41792	76
GB46533	79
GB40521	76
GB53146	80
GB56012	80
GB48464	74
GB52204	78
GB50747	80
GB50148	70
GB40746	79
GB50361	78
GB42478	80
GB43134	79
GB46515,GB46514	61
GB44970	80
GB51866	77
GB54676	67
GB55155	80
GB45280	79
GB49553	80
GB45702	75
GB52717	77
GB41716	79
GB44776	68
GB50978	80
GB42013	78
GB44863	72
GB41603	79
GB42650	79
GB44306	79
GB48413	75
GB50218	63
GB41654	79
GB55902	75
GB55856	63
GB44504	74
GB55380	73
GB43263	77
GB47210	75
GB46687	77
GB45602	74
GB49401	75
GB49539	80
GB45638	74
GB51197	79
GB54585	79
GB47148	72
GB42720	72
GB46208	79
GB48670	78
GB51637	78
GB55012	79
GB41142	79
GB51863	77
GB46678	80
GB42239	69
GB55439	78
GB55724	79
GB40135	77
GB45422	63
GB41490	77
GB48445,GB48447	71
GB54286	78
GB45834,GB48308	68
GB53912	77
GB48312	80
GB40858	78
GB41033	53
GB48653,GB49375	71
GB42531	79
GB53848	65
GB46907	80
GB42079	80
GB43732	78
GB44287	77
GB48933	76
GB51254	80
GB49458	79
GB48930	76
GB54763	75
GB46714	80
GB45286	77
GB52612	78
GB51659	78
GB42233	66
GB44642	78
GB49000	80
GB53070	78
GB40794	80
GB40349	80
GB56003	77
GB41898	74
GB50076	63
GB40087	79
GB49404	77
GB55441	80
GB53831	75
GB50096	80
GB47601	68
GB51588	80
GB42692	79
GB44640	75
GB51047	80
GB49440,GB49441	60
GB43282	77
GB40461	78
GB42726	78
GB52382,GB52383,GB52379,GB52381	54
GB49222	80
GB43390	78
GB53566	78
GB48190	78
GB54283	77
GB44479	78
GB54420	77
GB48579	78
GB54601	78
GB47048	77
GB55332	76
GB53910	78
GB51851	77
GB49490	78
GB49520	78
GB42828	79
GB50560	79
GB48098	79
GB48632	80
GB43210	77
GB44478	75
GB48870	78
GB55297	79
GB45609	78
GB49506	80
GB40431	75
GB54929	79
GB46050	78
GB43920	76
GB53512	79
GB44774	64
GB49886,GB46814,GB40284	42
GB46148	77
GB48193	75
GB44358	76
GB40604	78
GB55532	79
GB43635	79
GB49479	79
GB54827	78
GB53375,GB47133	78
GB44221	73
GB40510	77
GB40147	80
GB52826	78
GB40564	78
GB54783	79
GB47826	80
GB52731	75
GB55202	77
GB54373	78
GB51904	78
GB49166	77
GB45640	78
GB51910,GB52896	79
GB51503	78
GB43266	80
GB52636	79
GB41469	79
GB48642	78
GB48243	76
GB49476	75
GB54123	75
GB50554	79
GB53444	62
GB51426,GB51423	79
GB54203	79
GB50729	79
GB44670,GB51729	73
GB42459	75
GB54281	80
GB50822	76
GB45102	79
GB53236	79
GB55007	72
GB42140	79
GB50209	77
GB47341	77
GB50093	79
GB44304,GB44337	79
GB40227	78
GB55107	78
GB42415	67
GB45391	77
GB54163	68
GB49132	78
GB41846	80
GB52023,GB49875	47
GB48903	74
GB55729	77
GB50323	80
GB41206	78
GB54996	74
GB51724	73
GB51820	47
GB42708	78
GB51528	79
GB49343	78
GB44135	76
GB46650	72
GB50963	79
GB54951	79
GB47884	78
GB46467	79
GB49690	70
GB47972	77
GB50577	80
GB41606	78
GB50030	80
GB55804	78
GB45400	76
GB54950	80
GB40382	75
GB47120	80
GB54449	80
GB53271	64
GB41845	80
GB54446	80
GB56025	79
GB53628	79
GB44505	79
GB45362	77
GB45269	78
GB54362	77
GB46930	73
GB42204	79
GB50011	77
GB53756,GB53755	47
GB44984	79
GB43180	79
GB52496	79
GB44836	78
GB50217	61
GB41718	78
GB48986,GB48987,GB48988	77
GB55337	61
GB40428	79
GB48189	78
GB55312	76
GB49692	77
GB46501	80
GB55651	77
GB45185	80
GB55371	80
GB53132	80
GB53345	79
GB41031	80
GB53192	74
GB54231	76
GB40159	74
GB45583	74
GB55592	69
GB46520	79
GB42779	79
GB42724	78
GB51004	78
GB46775	79
GB49799	79
GB42317	78
GB46306	80
GB49175	79
GB43733	75
GB51079	79
GB46067	75
GB49734	80
GB54120	77
GB53430	80
GB55511	80
GB40259	67
GB47719	75
GB51414	77
GB52385	60
GB55528	78
GB50920	80
GB50339	76
GB43729	72
GB50332,GB50331	75
GB42838	78
GB54920	79
GB48172	80
GB44879	79
GB43114	80
GB55818	78
GB44006,GB44006	72
GB49524	76
GB54218	79
GB55498	78
GB40234	75
GB55201,GB55171	72
GB43921	79
GB42141	76
GB51155	76
GB40298	68
GB49879	65
GB45354	79
GB41079	78
GB55512	80
GB41643	78
GB41067	79
GB43088	79
GB50221	80
GB49945	77
GB55216	78
GB42234	79
GB46737	76
GB47810	80
GB50845	80
GB44045,GB53014	68
GB40522	80
GB44130	80
GB48996	73
GB53322	78
GB51593,GB53266	65
GB40929	76
GB52101	75
GB47299	50
GB51195	79
GB45440	70
GB42194	78
GB48161	78
GB52957,GB52958	75
GB48126	77
GB46287	76
GB44363	79
GB51186	80
GB48343	65
GB54181	78
GB42281	80
GB52752	78
GB51121	74
GB49769	78
GB41796	78
GB51037	79
GB49390	79
GB47112	76
GB45261	78
GB55568	80
GB45739	79
GB41205	68
GB41252	79
GB49086	79
GB42312	76
GB55455	78
GB40362	79
GB41214	80
GB43438	80
GB40141	77
GB45867	80
GB54180,GB43794,GB43792	74
GB51332	79
GB46221,GB46157	75
GB47896,GB47896	75
GB55456	79
GB55484	80
GB45540	79
GB40481	76
GB53374	77
GB42867	63
GB50373	78
GB45680	79
GB44430	78
GB46741	78
GB41510	79
GB53818	77
GB43126	79
GB54319	75
GB47882	75
GB52087	63
GB44987	79
GB46921,GB41972	75
GB42659	79
GB53958	80
GB40785	77
GB42323	75
GB50206	67
GB47454	77
GB51743	80
GB42261	78
GB50800	78
GB49750	79
GB50985	79
GB48100	79
GB51721	77
GB41292	79
GB40972	72
GB49500	72
GB53579,GB53578	57
GB53805	78
GB44659	80
GB52013	76
GB45381	80
GB47301	56
GB48580	73
GB48352	80
GB50448	79
GB48344	77
GB48222	79
GB45350	66
GB51356	64
GB41897	80
GB50689	79
GB54845	76
GB51490	79
GB47783	79
GB42032	78
GB40732	74
GB41980	75
GB46674	78
GB52642	73
GB44598	80
GB48527	80
GB48852	77
GB42538	80
GB49625,GB49625	78
GB44889	79
GB47550	74
GB44651	77
GB44971,GB43001	77
GB40022	78
GB46888	77
GB53828	79
GB55998	77
GB51908	74
GB44711,GB44710	61
GB52827	78
GB42164	78
GB40071	78
GB50475	79
GB53861	73
GB52015	80
GB53025	79
GB45682	77
GB49837	78
GB42543	80
GB45406	77
GB48431	80
GB46657	75
GB54410	55
GB55563	79
GB45853	73
GB45265	78
GB51601	80
GB52532	80
GB46742	79
GB47594	80
GB44075	72
GB48708	78
GB42923	78
GB49326	75
GB41126	69
GB47871	75
GB49351	78
GB50192,GB50192	76
GB41243	76
GB40684	48
GB50341	67
GB50524	76
GB43285	69
GB41824	77
GB52923	79
GB43770	78
GB43118,GB43118	77
GB48953	73
GB48640	74
GB55374	78
GB50098	79
GB43365	80
GB40238	79
GB49529	78
GB50366	80
GB47284	80
GB42500	63
GB54747	80
GB48345	78
GB46513	78
GB52459,GB52458	78
GB46188,GB46188	71
GB55444	78
GB43914	80
GB49337	79
GB50034	76
GB53832	77
GB44211	70
GB44115	75
GB48384	79
GB46914	79
GB51357	75
GB55198	80
GB54992	80
GB41175	80
GB49649	78
GB43833	78
GB45356	79
GB45399	77
GB43693	77
GB55196	79
GB51615	78
GB48943	77
GB52700	67
GB44144	80
GB53677	77
GB53719	78
GB55088	77
GB46068	69
GB43989	80
GB54427	78
GB53327	55
GB55744	76
GB40390	74
GB48331	78
GB47816	78
GB55091	80
GB42038	78
GB47655	79
GB50457	78
GB55423	80
GB45649	68
GB41873	78
GB52603	66
GB55356,GB53844	77
GB43179	78
GB48362	78
GB47636	79
GB51700	77
GB40773	78
GB55163	75
GB48435	72
GB45041	80
GB44969	79
GB43081	78
GB47270	43
GB45193	78
GB43837	77
GB40932	71
GB44782	80
GB50158	78
GB47975,GB47974,GB43571	56
GB50847	78
GB51517	78
GB54978	79
GB44867	75
GB51479	79
GB51764	76
GB45806	78
GB45098	80
GB46376	79
GB46459	79
GB45464	68
GB53506	80
GB50722	74
GB49348	80
GB41046	80
GB52407,GB52398,GB52402,GB52396,GB52397,GB52399,GB52393,GB52395,GB52403,GB52404,GB52400	62
GB42375	79
GB53602	80
GB41922	75
GB40478	79
GB45664	77
GB54032	78
GB52378,GB52375,GB52377	63
GB43486	78
GB46414	70
GB50097	76
GB43827	58
GB47011	79
GB41975	79
GB49853	74
GB53086	79
GB52039,GB52039	76
GB54303	80
GB55017	80
GB44926	79
GB43604	78
GB47788	79
GB49296	78
GB48135	75
GB48645	78
GB50018	78
GB41222	75
GB46333	79
GB56004	75
GB45951	78
GB54483	79
GB53726	80
GB52740	75
GB45063,GB45062	77
GB49158	79
GB51103	78
GB47463	77
GB41986	78
GB43106	78
GB46441	76
GB46532	75
GB42321	79
GB45369	80
GB53939	78
GB47576	78
GB49498	78
GB43847	79
GB41085	78
GB50602	79
GB52060	79
GB48072	79
GB43215	80
GB41755	79
GB43150	78
GB49888,GB40284,GB49885,GB49890,GB49878,GB49894,GB49892,GB45746	35
GB46956	76
GB50354	75
GB46144	77
GB50144	76
GB51369	76
GB43132	78
GB46768	77
GB44830	78
GB47337	65
GB41607	76
GB44427	77
GB40301	77
GB46897	67
GB46030	79
GB55974	78
GB42682	79
GB48936	74
GB47493	79
GB48769	79
GB41788	77
GB46468,GB54705	75
GB44841	79
GB50075	80
GB53698	72
GB51278	78
GB55262	64
GB40207	79
GB46286	61
GB48311	77
GB43710	45
GB40422	77
GB46697	80
GB48827	79
GB42930	78
GB40747	78
GB50297	79
GB50850	79
GB53096	67
GB48271	79
GB55663,GB45975	78
GB50434	77
GB53867	80
GB40983	80
GB55170	77
GB46025,GB46025	72
GB52351	80
GB51261,GB55135	78
GB44343	74
GB45737	80
GB47463,GB51455	77
GB41390,GB41387	72
GB45552	76
GB52981	79
GB46504	76
GB40233	68
GB54683	75
GB48999	78
GB43236	80
GB46146	79
GB55914	79
GB47656,GB46832,GB46832	67
GB45678	80
GB45220	78
GB55824	79
GB54868	76
GB43246	78
GB44143	79
GB53619	75
GB55539	80
GB48855	79
GB43468	78
GB45535	80
GB41403	77
GB40340	77
GB40337	75
GB54485,GB52179,GB54460	45
GB46465	76
GB48565	80
GB51031	79
GB50950	68
GB40126	80
GB53223	78
GB41138	79
GB53154	75
GB42231	80
GB52164	80
GB45404	77
GB44787,GB44787,GB44787,GB44402,GB44402	75
GB54178	77
GB52448	75
GB55948	77
GB53136	79
GB43772	78
GB42544	76
GB46430	77
GB42922	68
GB44450	77
GB51429	76
GB46902,GB46902	78
GB42529	80
GB43913	77
GB48913,GB53801	73
GB54830	78
GB43427	79
GB46656	77
GB43991,GB43991	76
GB45878	73
GB54311	79
GB45814	78
GB41841	79
GB41029	79
GB46789	72
GB53427	69
GB44083	74
GB53437	79
GB48671	80
GB51603	80
GB46345	80
GB51562	73
GB47769	78
GB49633	78
GB50193	78
GB51034	75
GB47400	80
GB45110	74
GB44046	78
GB54650	78
GB51955	75
GB50194	80
GB48620	71
GB49264	77
GB50874	79
GB47817	76
GB55464	78
GB46066	79
GB40312	79
GB43739	68
GB50458	75
GB48316	70
GB42036	80
GB41368	72
GB48935	76
GB50944	79
GB53603	75
GB42541,GB45092	72
GB50657	77
GB43905	80
GB49356	64
GB46681	73
GB40085	80
GB43230	79
GB40142	79
GB55102	80
GB50411	76
GB50301	77
GB48419	79
GB45884	77
GB46040	79
GB50243	75
GB51802,GB47843	71
GB41800	79
GB51759	71
GB46059	79
GB45544	72
GB54044	79
GB50629	79
GB47588	77
GB45221	77
GB50454	78
GB45368	79
GB49413	77
GB52927	78
GB40483	80
GB50196	78
GB42904	74
GB51114	74
GB50214	79
GB48440	78
GB53225	67
GB42645	78
GB41179	80
GB43949	76
GB44580	79
GB52879	71
GB48409	79
GB40138,GB40136,GB40137	51
GB49928	79
GB45850	79
GB44495	80
GB40934	79
GB47318,GB47354,GB47354,GB45988	74
GB44229	80
GB45749	79
GB44842,GB44842,GB44842	79
GB50164	63
GB54435	79
GB46749,GB42434	63
GB43628	76
GB47890	77
GB46145	80
GB42776	79
GB47187	73
GB49039	79
GB50966	80
GB55010	80
GB46577	68
GB45250,GB45250	78
GB55513	76
GB52438	79
GB55849	80
GB41439	79
GB40154	76
GB55496	79
GB42385	77
GB55016	78
GB52370,GB52365,GB52373,GB52367,GB52371,GB52369,GB52375,GB52364,GB52374,GB52373,GB52368,GB52363	44
GB55774	71
GB48772	79
GB48876	80
GB44442	64
GB54166	76
GB40701	78
GB44014	67
GB49653	78
GB53303	79
GB46987	77
GB51271	80
GB42206	78
GB51672	79
GB48603	77
GB53637	80
GB49329	77
GB50925	78
GB46569	80
GB48482	79
GB54371	77
GB45077	80
GB54141,GB42128	78
GB43507	79
GB54999	77
GB43133,GB43133	76
GB42654	80
GB49389	73
GB41889	76
GB47941	79
GB44976	80
GB43728,GB43713,GB43727	67
GB49411	80
GB54294	79
GB46673	80
GB41346	80
GB50970	77
GB54250	80
GB50322	80
GB52553	76
GB46378	78
GB50534	79
GB50965	80
GB40735	78
GB42748	79
GB41485	79
GB43800	58
GB51783,GB51782,GB51783	76
GB53656	80
GB54208	73
GB49623	80
GB43026,GB43024,GB43026,GB43024,GB43023,GB46324	32
GB41184	67
GB51806	79
GB48133	66
GB53971	79
GB49974	73
GB49788	78
GB42527	72
GB49605	78
GB52917	77
GB51772	65
GB49307	79
GB53667	79
GB52530	79
GB50377	80
GB50934	70
GB53613	75
GB53105	71
GB46365	62
GB44768	76
GB47162	78
GB40734	72
GB50875	72
GB41881	79
GB50531	79
GB51849	78
GB40397	78
GB46247	76
GB49311	77
GB43825	79
GB44773	79
GB46420	77
GB55994	80
GB49048	79
GB52154	78
GB52246	78
GB42719	78
GB44426	74
GB52151	80
GB51727	74
GB41419	72
GB41189	78
GB48955	78
GB51122	76
GB44167	72
GB51661,GB51661	77
GB50763	79
GB41674	79
GB55939	75
GB46537	77
GB50239	70
GB41300	80
GB53131	79
GB49751	80
GB54506	75
GB40519	79
GB51413	72
GB46038	78
GB46426	73
GB40779	80
GB41154	80
GB48086	78
GB46174	66
GB50014	77
GB41912	77
GB48307	79
GB50902	80
GB55421	78
GB50057	78
GB53672	79
GB54611	80
GB47303	63
GB55840	79
GB53138	79
GB51043	77
GB47161	80
GB42810	80
GB51236,GB51238	74
GB54316,GB54316	77
GB54890	79
GB52504,GB51681	72
GB53500	71
GB50587	80
GB50953	70
GB54941	70
GB55611	70
GB54331	77
GB54693	80
GB48776	80
GB49924	78
GB44103	78
GB41715	79
GB45397	76
GB47570	79
GB42466	76
GB46369	79
GB41135	76
GB54916	78
GB53179	73
GB50744	79
GB49901	80
GB51709	79
GB50053	60
GB48017	79
GB48703,GB48704,GB48703,GB48703,GB44714,GB42589,GB48703,GB44714,GB46559	50
GB50269	78
GB42469	76
GB48578	76
GB45757	79
GB54135,GB54136	77
GB55330,GB49708	64
GB40562	75
GB45866	80
GB52982	78
GB40754,GB40754	73
GB51383	68
GB54212	77
GB42170	74
GB47030	79
GB53705	77
GB54547	80
GB51756	77
GB54179	67
GB55185	78
GB52415,GB52414,GB52416,GB52414,GB52413,GB52416,GB52416,GB52415	45
GB52804	76
GB47929,GB47929	79
GB50010	76
GB49439	78
GB51247	77
GB50272	77
GB44540	80
GB46112	78
GB52727	78
GB50623	78
GB54546	77
GB48005	75
GB48898,GB48899,GB48897,GB52653,GB46095,GB46096,GB46096	64
GB48857	78
GB52995	77
GB44977	65
GB52343	77
GB41691	79
GB47720	76
GB54605	75
GB43813	71
GB43702	76
GB50087	78
GB55946	73
GB42917	80
GB50984	79
GB50347	78
GB55046	75
GB45887,GB46235	75
GB45820	80
GB46926	74
GB52354	79
GB51085	72
GB45582	69
GB43175	79
GB42377	77
GB42072	78
GB54687	79
GB41626	73
GB55898	80
GB44671	79
GB55638	79
GB50510	79
GB40748	76
GB43814	77
GB49770	75
GB43092	80
GB49807	67
GB47885	73
GB43706	79
GB46767	65
GB42693	78
GB49116	69
GB45451	77
GB49339	64
GB49331	80
GB55241	73
GB55160	80
GB42192	78
GB45514	78
GB49955	78
GB48664	62
GB53373	79
GB43621	79
GB50887	74
GB47515	78
GB41301	79
GB55408	70
GB53080	80
GB50242	79
GB52761	79
GB48080	67
GB41207	80
GB46337	79
GB51231	79
GB46471	73
GB44129	68
GB50995	80
GB50298	80
GB40806	63
GB46606	79
GB52560	80
GB52792	79
GB43389	80
GB47668	72
GB46500	75
GB51654	80
GB46547	77
GB40416	77
GB41471	77
GB44732	80
GB54279	79
GB47328	78
GB41901	79
GB54215	78
GB42303	79
GB40830,GB40830	78
GB50933	79
GB42785	80
GB49868,GB49919	63
GB41047	76
GB46646	78
GB48412	75
GB40596	78
GB55626	78
GB52646	75
GB45886	77
GB47658	77
GB41591	77
GB52946	79
GB43546	80
GB44109	78
GB40239	78
GB42350	78
GB49019	78
GB43755	74
GB45688	78
GB40831,GB40831	53
GB40496	79
GB53407	78
GB43904	76
GB42112	75
GB47046	78
GB54259	79
GB45504	79
GB49897	79
GB42829	68
GB48143	77
GB55667	79
GB50312	63
GB49402	78
GB53940,GB53940	74
GB45775	77
GB53335	76
GB53803	72
GB48195	67
GB40019	77
GB54187	78
GB49384	78
GB45709	74
GB43868	80
GB53965	76
GB52721	79
GB55596	78
GB50042	80
GB51129	77
GB47455,GB52437	56
GB48486,GB45532	75
GB50013	79
GB52693	75
GB54808,GB40047	65
GB50427	79
GB51556	79
GB47324	76
GB52040	78
GB55798	77
GB40358	79
GB43564	79
GB52030	73
GB55009	72
GB53731	65
GB44780	79
GB47735	79
GB48779,GB48779	78
GB41677	80
GB55370	78
GB42649	79
GB48798	79
GB53337	77
GB46642	77
GB43521	80
GB51670	80
GB41302	74
GB46763	77
GB40053,GB40169	76
GB43311,GB43310,GB48321	52
GB46536	71
GB48674	78
GB46495	75
GB53524	76
GB42084	70
GB45501,GB45500	75
GB53023	79
GB47878	77
GB45295	76
GB45146	80
GB55228	77
GB53347,GB53346	37
GB51685,GB53876	64
GB45628	74
GB51084	78
GB45342	80
GB55788	76
GB51683	76
GB49895	73
GB41159	77
GB54968	80
GB46494	80
GB50658	80
GB53385	79
GB55070	77
GB51524	77
GB47272	78
GB52245	78
GB55941	77
GB45511,GB45511	78
GB42315	79
GB40836	67
GB41162	78
GB47651	79
GB42592	78
GB55975	78
GB54018	80
GB46121	79
GB40303	79
GB54698	77
GB44718	77
GB49784	78
GB55108,GB55108	72
GB48600	80
GB40069	80
GB40659	72
GB50756	78
GB47234	71
GB53249,GB45509,GB45510	74
GB40733	77
GB54813	80
GB50551	75
GB48010	79
GB54767	73
GB45251	80
GB48488	77
GB53882	79
GB42924	75
GB52747	72
GB53354	77
GB52393	70
GB40222	78
GB45435	80
GB54386	79
GB54089	77
GB46706	62
GB46285	72
GB55281	80
GB50865	78
GB54949	79
GB41842	76
GB45632,GB45632	73
GB42678	78
GB45869	71
GB47065	79
GB49963	71
GB43193	77
GB48430	80
GB41137	80
GB51867	79
GB46123	77
GB40778	80
GB48278	78
GB44871	77
GB42400	80
GB42526	80
GB52069	69
GB46616	79
GB55263	63
GB44058	72
GB52655	78
GB50235	79
GB49414	76
GB42075	80
GB43353	80
GB51394	73
GB42052	80
GB41486	80
GB46386	70
GB44181	73
GB50055,GB50052,GB50054	43
GB43155	70
GB48364	75
GB41240	78
GB48121	73
GB49975	78
GB53398	80
GB48448	79
GB52410,GB52412,GB52410,GB52410	49
GB48132	73
GB42981	76
GB41569	78
GB45855	74
GB50128	79
GB48039	80
GB42051	79
GB52915	78
GB53068,GB53068	78
GB46201	79
GB45854	77
GB54956	80
GB54848	78
GB53230	78
GB55316	72
GB55559	78
GB42550	75
GB48604	79
GB49446	78
GB55053	77
GB51203,GB53877	79
GB48826	80
GB44154	79
GB41128	79
GB44514	77
GB44289	76
GB53256	80
GB47229	78
GB47203	80
GB47828	79
GB54583	73
GB40225,GB51380	78
GB42824	79
GB44110	77
GB47749	78
GB49979	77
GB49259	75
GB52080	79
GB53609	76
GB50077	76
GB48411	79
GB43519	76
GB53434	77
GB40781	79
GB49762	79
GB55285	79
GB48597	79
GB49504	78
GB43964	58
GB41367	76
GB47010	80
GB46461	76
GB45247	74
GB40554	77
GB41258	78
GB49321	78
GB51888	68
GB48408	77
GB48231,GB48231	67
GB40102	78
GB41146	79
GB40837	76
GB47159	80
GB54302,GB54302,GB54302	76
GB54334	73
GB43884	79
GB44039	79
GB46980	80
GB55510	76
GB44139	72
GB50305	80
GB45078,GB45081,GB45079,GB45079,GB45079,GB45078,GB40668,GB40666,GB40664,GB40665,GB40667,GB40666,GB45078,GB49208	21
GB55066	80
GB49826	63
GB40511	78
GB54855,GB54856	71
GB50384,GB50383	67
GB52466	67
GB49371	78
GB43690	72
GB42301	78
GB43819	80
GB43419	77
GB41882	77
GB42139	79
GB49810	79
GB51945	53
GB53921	80
GB51141	77
GB47134	79
GB43332	77
GB55978	79
GB41785	72
GB54033	79
GB48630	80
GB44336	78
GB55825	78
GB43625	78
GB48109	65
GB44113	78
GB52629,GB52629	76
GB41178	79
GB43466	79
GB54655	78
GB44098	79
GB44558	80
GB42230	77
GB43554	79
GB50990	75
GB54292	73
GB51227,GB51227	75
GB45256	78
GB51657	73
GB47678	79
GB43955	79
GB44312	72
GB44707	79
GB48983	78
GB44484	63
GB40113	80
GB55419	80
GB41234	73
GB40938	80
GB51578	78
GB46202	78
GB55963	78
GB46073	77
GB49672,GB49672	74
GB41203	80
GB52029	76
GB54205	75
GB45637	77
GB48134	75
GB53829	80
GB48032	79
GB46131	78
GB55841	77
GB52854	77
GB45267	80
GB50598	69
GB47553	78
GB49789	79
GB51733,GB40635,GB45983	58
GB51650	62
GB50998	80
GB49139	79
GB55077	80
GB49609	78
GB49813	79
GB40360	78
GB50181	80
GB41263	78
GB40425	76
GB40157	52
GB53646	79
GB45831	79
GB41647,GB41695	78
GB49416	77
GB52344	79
GB53404	79
GB54540	80
GB53723	77
GB49643	78
GB55161	79
GB54388	79
GB42786	78
GB52345	80
GB48235	76
GB43586	78
GB48450	79
GB45239	64
GB42918	79
GB46408	79
GB48241	60
GB49632	78
GB45851	78
GB41724	76
GB55422	79
GB41599,GB49018	52
GB50893	80
GB42050	71
GB44400	78
GB47551	76
GB50811	80
GB46772	80
GB52754	78
GB52799	80
GB53953,GB45420	77
GB52728	79
GB51602	78
GB40456	80
GB56029	68
GB53421	80
GB46727	77
GB52303	59
GB50867	80
GB44415	79
GB52464	70
GB40098	80
GB44044	78
GB44585	68
GB55516	75
GB49180	78
GB53915	80
GB49638	79
GB49340	80
GB52331	79
GB41360	76
GB50647	62
GB43219	75
GB54717,GB43781,GB43787	63
GB40061,GB40061	76
GB45934	78
GB49515	79
GB40556	79
GB49552	57
GB40057	77
GB44501	75
GB42618	65
GB55440	80
GB41339,GB41326	67
GB51002	79
GB45437	77
GB55906	79
GB43548	76
GB51643	76
GB44821	75
GB46022	79
GB49904	78
GB46444	73
GB44800	79
GB45057	79
GB46726	79
GB51331	74
GB41690,GB41690	77
GB42775	80
GB46774	79
GB52156	77
GB50996	78
GB46766	71
GB45230	79
GB54340	78
GB49347	53
GB50869	78
GB41483	80
GB48466	69
GB44132	71
GB54244	80
GB43634	75
GB45023	78
GB42613	80
GB46635	78
GB46275	78
GB51078	76
GB44171,GB50929	78
GB45538	78
GB45925	79
GB41981	79
GB44191	78
GB45255	77
GB47315	80
GB46210	75
GB47968	79
GB41549	77
GB42811	76
GB43036,GB43035	74
GB43563	76
GB54401	77
GB42614	80
GB47933	77
GB42707	74
GB40270	78
GB50106	78
GB45305,GB45305	76
GB54888	66
GB40561	76
GB45515	77
GB42742	79
GB49350	76
GB53736,GB53736	78
GB52652	80
GB51108	76
GB47580	70
GB42891	78
GB41519	79
GB42672	54
GB40673	78
GB47849	78
GB54297	78
GB51115	79
GB42468,GB42475,GB42467,GB48511,GB48512	55
GB40639,GB40639	57
GB52600,GB52600	79
GB43742	78
GB52662	80
GB46368	75
GB52696	69
GB40439	74
GB50824	77
GB48085	79
GB50901	74
GB50436	78
GB42568	79
GB53207	79
GB48617	79
GB40473	79
GB41667	80
GB40731	76
GB45418	80
GB48534	79
GB40164	59
GB49073	77
GB47092	75
GB45096	75
GB55264	79
GB49862	78
GB50250	77
GB42411	78
GB44891	79
GB45567	79
GB47399	78
GB47804,GB47805	69
GB53706	77
GB54467	79
GB53240	79
GB46915	78
GB42714	79
GB45426	78
