gene	UNI
GB51226	0.975609756
GB53650	0.9024390240000001
GB52255	1.0
GB45939	0.951219512
GB40278	1.0
GB45215	0.975609756
GB48566	1.0
GB53414	0.951219512
GB46423	0.975609756
GB41621	0.634146341
GB54661	1.0
GB40269	0.975609756
GB45134	0.41463414600000004
GB51465	1.0
GB54745	1.0
GB47573	1.0
GB44751	0.975609756
GB45318	1.0
GB41632	1.0
GB42203	1.0
GB45665	0.975609756
GB51816	0.43902439
GB54139	0.951219512
GB40923	0.975609756
GB44629	0.951219512
GB51813	0.5365853660000001
GB52775	0.5365853660000001
GB45086,GB47066	0.975609756
GB54975	0.975609756
GB48169	0.975609756
GB48993,GB48993	0.804878049
GB42186	0.975609756
GB55589	1.0
GB51421	1.0
GB51894	0.975609756
GB46636	1.0
GB43745	0.87804878
GB55853	0.975609756
GB43888	1.0
GB54170	0.707317073
GB54118	0.804878049
GB51223	0.853658537
GB55560	1.0
GB54623	1.0
GB52726	1.0
GB51671	1.0
GB48749	1.0
GB43820	1.0
GB50986	1.0
GB54372	1.0
GB54189	0.8292682929999999
GB46173	1.0
GB49400	0.853658537
GB40029	0.975609756
GB46246	0.975609756
GB46710	0.87804878
GB50892	1.0
GB54794	0.7560975609999999
GB47333	1.0
GB44146	0.951219512
GB41082	0.951219512
GB42207	1.0
GB44747	1.0
GB47869	0.853658537
GB43205	0.975609756
GB40975	1.0
GB55945	0.975609756
GB40407	0.731707317
GB49957	0.951219512
GB42973	0.926829268
GB52812	1.0
GB44208	1.0
GB44423	1.0
GB54056	0.975609756
GB52118	0.853658537
GB50625	1.0
GB51814	0.926829268
GB48838	0.926829268
GB47389	1.0
GB52469	1.0
GB49114	0.975609756
GB52983	0.975609756
GB53365	1.0
GB54172	1.0
GB51400	0.975609756
GB43555	0.951219512
GB55585	0.975609756
GB51984	0.975609756
GB54985	1.0
GB50175	1.0
GB52254	0.975609756
GB55476	1.0
GB47188	0.9024390240000001
GB40356	1.0
GB47427	0.975609756
GB54666	0.975609756
GB53180	1.0
GB45198	1.0
GB44524	0.975609756
GB41065	0.975609756
GB45046	1.0
GB40503	0.975609756
GB43225	0.975609756
GB50866,GB50866	1.0
GB53142	1.0
GB44020,GB47607,GB45935	0.975609756
GB43812	0.9024390240000001
GB49915	0.731707317
GB53666	0.975609756
GB44148	1.0
GB41169	0.975609756
GB45415	1.0
GB47960	1.0
GB49725	0.707317073
GB40451	0.975609756
GB49412	0.975609756
GB55287	0.7560975609999999
GB41866	0.975609756
GB48006	0.146341463
GB45938,GB45973	1.0
GB45871	1.0
GB54886	0.975609756
GB49839	0.975609756
GB48124	1.0
GB43565	0.87804878
GB42277	0.853658537
GB50594	0.341463415
GB42969	0.975609756
GB51160	1.0
GB50232	1.0
GB45976	0.9024390240000001
GB43912	1.0
GB45499	0.926829268
GB50229	0.951219512
GB55504	1.0
GB55268	0.975609756
GB55503	0.975609756
GB45028	0.853658537
GB46792	1.0
GB40799	0.463414634
GB53124	0.975609756
GB54363	1.0
GB44621	1.0
GB42304	1.0
GB51689	1.0
GB46927	0.975609756
GB49803	1.0
GB53351,GB46992	1.0
GB40768,GB40809	0.975609756
GB53589	1.0
GB45827	1.0
GB46892	0.975609756
GB44493	0.853658537
GB50829	1.0
GB49353	1.0
GB55802	0.17073170699999998
GB54643	0.975609756
GB45315	0.975609756
GB41080	1.0
GB50553	1.0
GB46263	1.0
GB52877	1.0
GB40442	0.975609756
GB46216	0.975609756
GB53835,GB53833	1.0
GB45837	1.0
GB51834	0.56097561
GB41045,GB41045	1.0
GB44292	1.0
GB44008	1.0
GB53055	1.0
GB43856	1.0
GB50864	1.0
GB40365	0.073170732
GB40091	1.0
GB52074	1.0
GB42644	1.0
GB49953	1.0
GB51013	1.0
GB54091	0.951219512
GB40063,GB40063	1.0
GB53336	0.951219512
GB41127	1.0
GB46735	1.0
GB44944	1.0
GB52955	0.975609756
GB48034	1.0
GB55453	0.975609756
GB49270,GB49270	0.87804878
GB40652	1.0
GB43135	0.975609756
GB52910	0.951219512
GB41147	0.975609756
GB54511	0.951219512
GB48078	0.975609756
GB53926	0.8292682929999999
GB47456	1.0
GB49488	0.8292682929999999
GB53220	0.9024390240000001
GB50207	0.951219512
GB45986	1.0
GB45486	1.0
GB42355	1.0
GB43885	0.707317073
GB52628	1.0
GB49227	1.0
GB42941	0.975609756
GB54861	1.0
GB47346	0.975609756
GB50348	1.0
GB49344	1.0
GB53379,GB50129	0.975609756
GB52706	0.975609756
GB50678	0.951219512
GB43305	1.0
GB42142	1.0
GB47665	0.951219512
GB55584	1.0
GB41343	1.0
GB49173,GB51647	0.975609756
GB47813	1.0
GB55388	0.926829268
GB50793	1.0
GB52340	0.87804878
GB42664	0.975609756
GB53093	0.926829268
GB51163	1.0
GB44283	0.87804878
GB52259	0.975609756
GB45145,GB45145	0.926829268
GB48223	0.975609756
GB45862	0.975609756
GB54526	0.975609756
GB54923	0.26829268300000003
GB41472	1.0
GB40599	0.975609756
GB48536	1.0
GB40718	0.707317073
GB50159,GB43064	0.87804878
GB55916	0.975609756
GB50977	0.951219512
GB54835,GB54835	1.0
GB55090	1.0
GB46305	0.926829268
GB40941	1.0
GB51622	0.975609756
GB50460	1.0
GB48454	1.0
GB44041	1.0
GB50652	0.975609756
GB42898	0.853658537
GB53815	0.975609756
GB48813	1.0
GB44049	1.0
GB47055	0.951219512
GB46015,GB46062	1.0
GB55772	0.31707317100000004
GB52056,GB52054	0.975609756
GB43420	0.975609756
GB48115	0.951219512
GB50638	0.975609756
GB50063	1.0
GB49372	0.975609756
GB46952,GB46952,GB46952	1.0
GB52153	0.975609756
GB49962	1.0
GB40555	1.0
GB45919	1.0
GB52028	0.951219512
GB49323	0.951219512
GB45666	1.0
GB44519	0.951219512
GB40874	1.0
GB44946	0.975609756
GB40720	1.0
GB44207	0.975609756
GB44904	0.975609756
GB51345	0.975609756
GB46124	0.292682927
GB44772	0.926829268
GB47064	0.975609756
GB53709	0.975609756
GB43575	0.975609756
GB52523	1.0
GB52261	1.0
GB40894	1.0
GB51805,GB51805	1.0
GB49362	0.975609756
GB44396	1.0
GB49276	0.853658537
GB42428	0.780487805
GB52875	1.0
GB47420	0.975609756
GB47417	1.0
GB41373	1.0
GB53438	1.0
GB51125	0.951219512
GB41985	0.5365853660000001
GB52667	0.926829268
GB40626	1.0
GB45458	1.0
GB54802	1.0
GB44232	1.0
GB42819	0.975609756
GB47966	0.8292682929999999
GB42210	0.975609756
GB53679	1.0
GB41447	1.0
GB50809	1.0
GB54842	1.0
GB52658	1.0
GB52723	1.0
GB54042	1.0
GB41293	1.0
GB48230	1.0
GB51496	1.0
GB41488	1.0
GB50024	0.780487805
GB45810	0.975609756
GB44515	0.975609756
GB47554	1.0
GB51845,GB51844	0.853658537
GB56027	0.975609756
GB40796	1.0
GB51728	1.0
GB55777	0.43902439
GB40911	1.0
GB51092	0.87804878
GB46847	0.975609756
GB47409	1.0
GB46615	1.0
GB42237	0.975609756
GB47512	1.0
GB42963	0.975609756
GB49354	0.975609756
GB44081	0.975609756
GB45929	0.9024390240000001
GB49342	1.0
GB40381	0.707317073
GB54510	1.0
GB47460	1.0
GB55466	0.804878049
GB50334	1.0
GB52073	1.0
GB43153	1.0
GB41043	1.0
GB52104	0.8292682929999999
GB47338	0.853658537
GB42346	0.975609756
GB53299,GB53299	1.0
GB51335	1.0
GB50967	0.951219512
GB40998	1.0
GB41358	0.951219512
GB49449	0.780487805
GB52973	0.9024390240000001
GB43684	0.853658537
GB42604	0.951219512
GB46541	1.0
GB50041	0.975609756
GB43231	1.0
GB49033	0.975609756
GB48144	0.243902439
GB52798	0.975609756
GB49240	0.951219512
GB42889	1.0
GB54308	1.0
GB55544	1.0
GB55438	0.975609756
GB41886	1.0
GB55984	0.975609756
GB47496	1.0
GB43623	1.0
GB49514	0.975609756
GB44771	0.926829268
GB53751	0.951219512
GB41834	1.0
GB42110	1.0
GB41797	1.0
GB44745	1.0
GB46248	1.0
GB53712	0.951219512
GB47432	1.0
GB47751	1.0
GB41513	1.0
GB52097	1.0
GB46889	1.0
GB44004	0.951219512
GB52654	0.926829268
GB43130	1.0
GB48973	1.0
GB52729	1.0
GB53321	1.0
GB40342	0.926829268
GB45497	0.975609756
GB45298	1.0
GB54210	1.0
GB44543	1.0
GB44511	1.0
GB44832	0.780487805
GB44011	0.975609756
GB44865	1.0
GB40128	0.975609756
GB40838	0.853658537
GB46255	1.0
GB55921	0.853658537
GB50390	0.951219512
GB42024	1.0
GB49776	1.0
GB50675	1.0
GB49722,GB55730	1.0
GB49262	0.609756098
GB40162	1.0
GB40304	1.0
GB54474,GB54474	1.0
GB42983	1.0
GB47462	1.0
GB48745	0.975609756
GB50642	1.0
GB52756	0.975609756
GB48301	0.951219512
GB51762	1.0
GB49939	0.951219512
GB48406	0.975609756
GB43248	0.804878049
GB54295	0.951219512
GB48979	0.804878049
GB41417	1.0
GB41727,GB41727	1.0
GB54570	1.0
GB52322	1.0
GB40385	1.0
GB55864	0.853658537
GB43075,GB43076,GB51790,GB51799	1.0
GB52725	0.707317073
GB45316,GB45316	1.0
GB46464,GB44763	1.0
GB41391,GB54040	1.0
GB52075	1.0
GB46493	0.951219512
GB46335,GB41276	1.0
GB44555	1.0
GB55283	1.0
GB43834	1.0
GB50694	1.0
GB55383	1.0
GB40271	0.9024390240000001
GB43121	0.975609756
GB41671	1.0
GB54598	0.975609756
GB55282	0.975609756
GB40967	1.0
GB49469,GB52902	1.0
GB42722	0.975609756
GB49684	1.0
GB42106	1.0
GB51949	0.975609756
GB45650	0.780487805
GB42837	1.0
GB44676,GB44676	1.0
GB50282	0.926829268
GB42216	0.951219512
GB43184	1.0
GB50108	1.0
GB50289	1.0
GB54841,GB54841,GB54841,GB54841,GB54841	0.951219512
GB48022	1.0
GB52614	0.951219512
GB49448	0.951219512
GB50622,GB50622	0.975609756
GB44513	0.975609756
GB45304	0.975609756
GB49242	1.0
GB52895	1.0
GB54722	0.975609756
GB45689	1.0
GB49304	0.975609756
GB45258	0.951219512
GB40166	0.951219512
GB41689	0.951219512
GB44079	1.0
GB51883	0.975609756
GB46903	0.9024390240000001
GB46870	0.926829268
GB47079	0.975609756
GB47443	1.0
GB49481	0.975609756
GB45324	1.0
GB47652	0.951219512
GB52105	0.975609756
GB41625	1.0
GB54379	1.0
GB45673	1.0
GB47662	0.975609756
GB55331	0.951219512
GB51009	1.0
GB50801	0.975609756
GB43627	0.975609756
GB42212,GB42213	0.951219512
GB50142	0.951219512
GB53189	0.9024390240000001
GB49495	0.707317073
GB41843	1.0
GB53565	1.0
GB47236	0.975609756
GB44179	1.0
GB44802	0.975609756
GB42367	1.0
GB52043	0.853658537
GB46007	0.975609756
GB55711,GB53601	0.926829268
GB41598	1.0
GB53426	0.975609756
GB54328	1.0
GB43379	1.0
GB52805	0.975609756
GB40392	0.853658537
GB55413	1.0
GB42671	1.0
GB48948	0.926829268
GB49020	0.951219512
GB49626	0.951219512
GB45882	0.975609756
GB43894	1.0
GB44597	1.0
GB46790	1.0
GB55872	1.0
GB49118	1.0
GB48871	0.975609756
GB42279	0.926829268
GB48667	0.804878049
GB48728	0.87804878
GB42262	0.975609756
GB40750	1.0
GB53137	0.804878049
GB49156	1.0
GB42306	0.5365853660000001
GB44418	0.87804878
GB45667	0.975609756
GB45357	0.9024390240000001
GB42356	0.9024390240000001
GB53632	0.975609756
GB52736	1.0
GB49303	0.87804878
GB50779	1.0
GB50704	1.0
GB47330	0.975609756
GB52675	0.975609756
GB48475	0.39024390200000003
GB55509	0.951219512
GB45153	1.0
GB44422	1.0
GB53394,GB53394	1.0
GB47500	1.0
GB40015	0.975609756
GB42802,GB42802	1.0
GB51723	0.951219512
GB54364	1.0
GB52183,GB52183	0.8292682929999999
GB53659	0.975609756
GB53030	1.0
GB54938	0.975609756
GB49882	0.975609756
GB48270	0.951219512
GB45948	1.0
GB55434	1.0
GB45313,GB45313	0.951219512
GB49543,GB42343	0.975609756
GB55646	0.975609756
GB52462	0.87804878
GB40559	0.975609756
GB48837	0.975609756
GB50202	1.0
GB55979	0.43902439
GB46204,GB46204	1.0
GB53338	0.975609756
GB46039,GB52107	1.0
GB44440	1.0
GB46132	0.951219512
GB54182	1.0
GB51395	1.0
GB55334,GB55335	1.0
GB44601	0.926829268
GB48858,GB48858,GB48858	0.975609756
GB42872	1.0
GB54342	0.951219512
GB41602	0.975609756
GB40891	0.975609756
GB42577	1.0
GB44119	0.26829268300000003
GB44653	0.975609756
GB47740	0.731707317
GB49382	0.975609756
GB53538	1.0
GB54252	0.585365854
GB43942	0.951219512
GB52801	1.0
GB55805	1.0
GB52595,GB52595	0.975609756
GB49711,GB49711	1.0
GB49650,GB49650	1.0
GB44735	0.975609756
GB47274	1.0
GB42648	0.951219512
GB44018	0.731707317
GB50745	1.0
GB51719	0.951219512
GB54037	0.87804878
GB43890	1.0
GB41795	1.0
GB54729	1.0
GB43980	1.0
GB44334	1.0
GB53916	1.0
GB50509	0.146341463
GB55039	0.365853659
GB44301	1.0
GB47302	0.951219512
GB51699	1.0
GB55811	1.0
GB53634	0.975609756
GB45738	1.0
GB48151	0.9024390240000001
GB43453	1.0
GB54797	0.951219512
GB49032	0.975609756
GB41430	0.926829268
GB42525	1.0
GB55203	0.8292682929999999
GB47516	1.0
GB46521	0.926829268
GB55701	0.975609756
GB47752	0.975609756
GB41661	1.0
GB42759	0.853658537
GB50198	0.975609756
GB49230	1.0
GB50197	1.0
GB48175	1.0
GB42738	1.0
GB55078	0.804878049
GB53580,GB53580	0.975609756
GB50849	1.0
GB41562,GB41562,GB54005,GB54005,GB53265	1.0
GB53532	0.926829268
GB52791	1.0
GB48188	0.975609756
GB50117	0.951219512
GB41751	0.8292682929999999
GB49551	0.926829268
GB52913	0.292682927
GB46603	0.926829268
GB48937	0.9024390240000001
GB52640	0.463414634
GB42764	0.780487805
GB44369	1.0
GB49738	0.951219512
GB53002	0.951219512
GB46507	1.0
GB42593	0.365853659
GB54377	0.585365854
GB45036	1.0
GB45528	1.0
GB44544	1.0
GB47973	1.0
GB49763	0.926829268
GB44296	1.0
GB46026	1.0
GB55367	1.0
GB47489	0.975609756
GB45038	0.975609756
GB41459	0.951219512
GB46177	0.975609756
GB44116,GB47527	0.975609756
GB46169,GB40710	0.975609756
GB50338	0.975609756
GB43377	0.707317073
GB53743,GB53743,GB53743,GB53743	0.853658537
GB41998,GB41999	0.41463414600000004
GB44549	0.731707317
GB48209	0.609756098
GB48555	0.804878049
GB40771	0.707317073
GB40538	1.0
GB45722	0.975609756
GB55549	0.804878049
GB48341	1.0
GB41265	1.0
GB48330	0.707317073
GB51077	0.975609756
GB46752	1.0
GB47383	1.0
GB53516	0.9024390240000001
GB45202	0.951219512
GB49255	1.0
GB46005	0.658536585
GB40543	0.975609756
GB41244	0.975609756
GB46422	0.975609756
GB52702	0.951219512
GB54557	1.0
GB45012	0.975609756
GB41794	0.975609756
GB45491	1.0
GB44888	0.975609756
GB52933	1.0
GB45969,GB46281	1.0
GB49596	0.975609756
GB41073	1.0
GB53313	1.0
GB44810	1.0
GB50287	1.0
GB46765	0.31707317100000004
GB54678	0.8292682929999999
GB45924	1.0
GB41016	0.951219512
GB40320	0.975609756
GB43543	1.0
GB51074	0.975609756
GB47349	1.0
GB42161,GB42161	0.975609756
GB46184	0.975609756
GB44086	0.926829268
GB45366	0.975609756
GB52210	1.0
GB47791,GB45779	0.975609756
GB47279	0.731707317
GB43464	0.9024390240000001
GB47217	0.975609756
GB46511	0.951219512
GB54844	0.87804878
GB40843	1.0
GB42457	1.0
GB48059,GB48059	0.975609756
GB43526	1.0
GB49753	0.5365853660000001
GB48976	0.951219512
GB43105	1.0
GB49949	1.0
GB44932	0.585365854
GB48790	1.0
GB54356	0.9024390240000001
GB47082	0.87804878
GB51592	1.0
GB44383	0.975609756
GB41160	0.975609756
GB44457	1.0
GB49492	1.0
GB47295	1.0
GB46448	0.9024390240000001
GB46118	1.0
GB46061	0.975609756
GB44935	0.926829268
GB47814	0.951219512
GB48883	1.0
GB48560	1.0
GB51493	0.5365853660000001
GB47998	1.0
GB50621	0.975609756
GB50514	0.975609756
GB42420	1.0
GB52744	0.975609756
GB42701	0.926829268
GB53261	0.975609756
GB46757	1.0
GB40145	0.9024390240000001
GB47495	0.975609756
GB44056	0.975609756
GB54165	1.0
GB46265	0.951219512
GB52718	1.0
GB45597	0.87804878
GB41230	0.951219512
GB54573	0.975609756
GB49099	0.951219512
GB53046	0.926829268
GB43292	0.853658537
GB43125	0.975609756
GB45015	0.926829268
GB44251	1.0
GB46516	0.975609756
GB48372	0.9024390240000001
GB48628	1.0
GB54131	0.9024390240000001
GB46597	0.926829268
GB49078	0.951219512
GB53783	0.56097561
GB42874	0.975609756
GB44913	1.0
GB47964	0.975609756
GB55071	1.0
GB44420	1.0
GB47599	1.0
GB42085,GB42085	1.0
GB52768	0.975609756
GB43938	1.0
GB47571	0.975609756
GB53001	0.926829268
GB54132	1.0
GB44521	0.926829268
GB51506	0.926829268
GB45651	0.87804878
GB40119,GB40119	0.975609756
GB52517	1.0
GB45125	0.975609756
GB51188	0.951219512
GB49608	1.0
GB52712	0.975609756
GB51797	0.87804878
GB44974	0.951219512
GB53250	1.0
GB43816	1.0
GB41781	0.975609756
GB44134	0.853658537
GB50473	0.8292682929999999
GB46576	1.0
GB53288	1.0
GB41499	0.975609756
GB45876	0.926829268
GB43495	1.0
GB55976	1.0
GB41967	0.853658537
GB44421	1.0
GB48325	0.975609756
GB50091	1.0
GB45860	1.0
GB44220	0.19512195100000002
GB45452	1.0
GB49768	0.8292682929999999
GB40072	0.975609756
GB44124	0.975609756
GB47089	1.0
GB55959	0.951219512
GB52697	1.0
GB44342	0.853658537
GB49582	1.0
GB50443	0.43902439
GB40086	0.707317073
GB50177	1.0
GB55463	1.0
GB46679	0.731707317
GB50276	0.975609756
GB47539	1.0
GB55501	1.0
GB50447	0.975609756
GB48846	1.0
GB48533	0.87804878
GB50753	1.0
GB54684	0.975609756
GB46178	0.926829268
GB50180	1.0
GB51042	1.0
GB51644	1.0
GB46612	0.804878049
GB40888	0.951219512
GB41754	0.951219512
GB40784	0.951219512
GB42369	0.853658537
GB49936	1.0
GB52598	0.780487805
GB49973	1.0
GB52671,GB52671	1.0
GB40945	0.951219512
GB53954	1.0
GB45856	1.0
GB48806	0.658536585
GB46028	0.951219512
GB47057	0.707317073
GB51341	0.365853659
GB42596	0.951219512
GB54753	1.0
GB41865,GB41865	1.0
GB49621	1.0
GB55183	1.0
GB54314	0.975609756
GB43660,GB43660,GB43660	0.975609756
GB49047	1.0
GB54450	0.731707317
GB40935	1.0
GB41483,GB43022	0.926829268
GB42082	0.975609756
GB49657,GB49657	1.0
GB55875	0.926829268
GB40903	0.975609756
GB44138	0.975609756
GB43692	0.975609756
GB49452	0.9024390240000001
GB48812	1.0
GB51144	0.87804878
GB45703	1.0
GB41266	0.975609756
GB47627	1.0
GB49363	0.975609756
GB46027	1.0
GB44074,GB44133,GB41707	1.0
GB40730	0.926829268
GB53617	0.926829268
GB44494	0.8292682929999999
GB44486	1.0
GB40107	0.731707317
GB42426	0.292682927
GB41670	0.951219512
GB54353	1.0
GB45863	1.0
GB54589	1.0
GB40030	1.0
GB41979	1.0
GB45864	1.0
GB41759	0.975609756
GB43128,GB43127	0.975609756
GB43790	0.26829268300000003
GB52429	1.0
GB55454	0.975609756
GB40610	0.975609756
GB50890,GB50890	0.926829268
GB50935	0.975609756
GB45490	1.0
GB50900,GB50900	0.87804878
GB51570	0.975609756
GB48170	1.0
GB44680	1.0
GB48638	1.0
GB47016	1.0
GB54928	1.0
GB40574	1.0
GB41232	0.975609756
GB48351,GB40568	0.975609756
GB46663,GB46663,GB43932	1.0
GB55779	0.926829268
GB43500	0.853658537
GB41445	1.0
GB47832	0.951219512
GB48251	1.0
GB44799	0.975609756
GB50497	0.975609756
GB49854	1.0
GB46419	0.975609756
GB44633	0.87804878
GB46159	0.487804878
GB42202	1.0
GB55092,GB48318	1.0
GB54267	0.926829268
GB52956	1.0
GB54806	0.975609756
GB55514	1.0
GB50154	1.0
GB44965	0.9024390240000001
GB53962	1.0
GB51710	1.0
GB46120	1.0
GB49027	0.975609756
GB42272	0.951219512
GB40302	1.0
GB45044	0.975609756
GB53518	0.975609756
GB55151	0.975609756
GB52876	0.975609756
GB50186	0.951219512
GB48468	0.43902439
GB55969	1.0
GB55710	0.853658537
GB44928	1.0
GB50037	0.853658537
GB51070	1.0
GB53604	0.975609756
GB47336	0.658536585
GB55351	1.0
GB51282	0.87804878
GB54958	0.975609756
GB49040	1.0
GB42770	0.975609756
GB54549	0.8292682929999999
GB49930	1.0
GB51629	1.0
GB45111	0.56097561
GB50492	0.975609756
GB49090	1.0
GB51033	1.0
GB49801	1.0
GB53139,GB53139	1.0
GB40883	0.975609756
GB55870	0.951219512
GB49423	0.975609756
GB53823	0.975609756
GB54972	1.0
GB49496	0.975609756
GB40517,GB40517	0.951219512
GB49785	0.951219512
GB41890	0.975609756
GB46801	1.0
GB53440	0.975609756
GB44354	0.975609756
GB55892	0.975609756
GB49562	0.8292682929999999
GB48709	1.0
GB40751	1.0
GB55630,GB55630	1.0
GB49871	0.926829268
GB46974	0.975609756
GB43788	0.87804878
GB43483	1.0
GB53302	0.951219512
GB41363	1.0
GB51720	0.9024390240000001
GB54478	0.87804878
GB53329	0.780487805
GB43393	0.975609756
GB48215	0.975609756
GB52323	0.853658537
GB43416,GB53053	0.975609756
GB40463	1.0
GB42252	0.951219512
GB50191	0.951219512
GB40886	1.0
GB51518	0.87804878
GB52093	1.0
GB46143	0.926829268
GB53840	0.951219512
GB41732	1.0
GB54321	1.0
GB40537	1.0
GB51283	1.0
GB40615	0.5365853660000001
GB55654	1.0
GB45701	0.341463415
GB52692	0.975609756
GB44233	0.9024390240000001
GB54376	1.0
GB46283	0.975609756
GB44873	0.975609756
GB44177	1.0
GB50927	0.9024390240000001
GB45593	0.975609756
GB44992	0.951219512
GB41742	0.9024390240000001
GB45811	0.926829268
GB47105	1.0
GB55520	0.975609756
GB48371	0.926829268
GB44897	1.0
GB53161,GB53162	0.975609756
GB54980,GB55315	0.975609756
GB52251	0.975609756
GB47458	0.951219512
GB45883	0.87804878
GB47436	0.951219512
GB42184	1.0
GB53287	0.9024390240000001
GB54937	0.951219512
GB54750	0.853658537
GB40782	0.975609756
GB51258	0.780487805
GB45826	0.951219512
GB49485	1.0
GB55165	0.634146341
GB41336	1.0
GB53257	1.0
GB46115	1.0
GB55499	1.0
GB51954	0.975609756
GB44439	1.0
GB49540	1.0
GB53363	1.0
GB52507	0.975609756
GB44983	1.0
GB50751	0.975609756
GB48437	1.0
GB49791,GB49792	0.975609756
GB45885	0.31707317100000004
GB53099	0.975609756
GB40656	1.0
GB46071	1.0
GB50924	1.0
GB40885	1.0
GB43704	1.0
GB54765,GB54743	1.0
GB51667	0.341463415
GB40109	1.0
GB48380	1.0
GB51343	0.8292682929999999
GB48417	1.0
GB51165	0.975609756
GB46086	1.0
GB44689	1.0
GB46024	0.31707317100000004
GB53242	1.0
GB50231	1.0
GB47602	1.0
GB48927	1.0
GB54811	1.0
GB51807	1.0
GB46638	0.9024390240000001
GB51334	1.0
GB46586	0.975609756
GB51651	0.926829268
GB50003	1.0
GB53312	0.975609756
GB53948	0.975609756
GB55855,GB55855	1.0
GB47901	0.951219512
GB48644	1.0
GB46289	0.951219512
GB50346	1.0
GB54724	0.9024390240000001
GB51973	1.0
GB43392	0.951219512
GB44431	1.0
GB50962	0.975609756
GB46427	0.926829268
GB42458	1.0
GB43626	1.0
GB45018	0.975609756
GB42706	1.0
GB47014	1.0
GB48444	0.926829268
GB43143	0.975609756
GB41692,GB41692	0.853658537
GB53431	0.609756098
GB51767	0.951219512
GB41291	1.0
GB47498	0.975609756
GB45177	0.780487805
GB52626	0.926829268
GB45282	1.0
GB49700,GB47931	0.87804878
GB44299	0.951219512
GB49970	0.951219512
GB51368	0.26829268300000003
GB54610	1.0
GB45613	0.731707317
GB53298	1.0
GB48748	1.0
GB46598	0.8292682929999999
GB41495	0.41463414600000004
GB50435	1.0
GB51662	1.0
GB43520	1.0
GB46206	0.951219512
GB40305	1.0
GB44368	1.0
GB54755	0.804878049
GB50952	0.975609756
GB51489	0.853658537
GB41129	1.0
GB42187	1.0
GB52350	0.9024390240000001
GB52774	1.0
GB49397	1.0
GB52290	1.0
GB52065,GB52065	0.12195122
GB56005	1.0
GB55405	1.0
GB50846	1.0
GB54209	0.975609756
GB52829,GB52829	1.0
GB44512	1.0
GB41761	1.0
GB42805	1.0
GB44496	1.0
GB50382	0.41463414600000004
GB55186	0.975609756
GB53689	1.0
GB53286	0.975609756
GB53016	1.0
GB43260	1.0
GB42987	1.0
GB53932	0.8292682929999999
GB41904	0.9024390240000001
GB50857	0.975609756
GB54579	0.975609756
GB52191	0.951219512
GB53908	0.731707317
GB47955	1.0
GB47593	1.0
GB47395	1.0
GB46017	1.0
GB53847	1.0
GB55703	1.0
GB47518	0.975609756
GB42015,GB42015	1.0
GB55951	0.975609756
GB42180	1.0
GB49998	0.951219512
GB50027,GB50314	0.31707317100000004
GB46732	1.0
GB41700	0.365853659
GB42966	0.926829268
GB54057	0.951219512
GB48942	0.9024390240000001
GB45716	1.0
GB41467,GB41467	1.0
GB53191	0.975609756
GB44280	0.9024390240000001
GB49399	1.0
GB51841,GB51840,GB48478,GB51444	0.975609756
GB42812	1.0
GB52315	1.0
GB40963	0.975609756
GB43207	0.975609756
GB44623	1.0
GB45218	0.975609756
GB47675	0.9024390240000001
GB51088	1.0
GB55478	1.0
GB49260	0.9024390240000001
GB50630	0.951219512
GB46113	0.926829268
GB41773	0.951219512
GB51048	0.487804878
GB48382	0.926829268
GB45382	0.975609756
GB54339,GB46094	0.707317073
GB54578	0.975609756
GB48829	0.951219512
GB43559	1.0
GB45829	1.0
GB41208	1.0
GB40077	1.0
GB52852	1.0
GB48150	0.951219512
GB55786	0.951219512
GB45377,GB45377	0.975609756
GB52715	1.0
GB49628	0.975609756
GB41504	0.975609756
GB41822	0.9024390240000001
GB52604	0.31707317100000004
GB43421	0.926829268
GB55909	1.0
GB48794	1.0
GB42263	1.0
GB50342	0.853658537
GB54110	0.926829268
GB50931,GB50931	0.975609756
GB51068	1.0
GB52742	0.951219512
GB47904	1.0
GB43280	1.0
GB45508	0.8292682929999999
GB45541	0.975609756
GB46677	0.975609756
GB52882	1.0
GB41241	0.975609756
GB47669	0.9024390240000001
GB52918	0.975609756
GB45082	1.0
GB53307	1.0
GB47352	1.0
GB43640	0.975609756
GB46995	0.39024390200000003
GB51586	0.975609756
GB41660	0.926829268
GB49147	0.658536585
GB47415	0.975609756
GB46784,GB46784	0.87804878
GB47306	0.975609756
GB44796,GB44793,GB44796	1.0
GB46094,GB41306,GB41306,GB41310,GB44311,GB43029	0.926829268
GB44939	0.975609756
GB51983	1.0
GB44355	1.0
GB42412	0.975609756
GB51487	0.951219512
GB45416	0.951219512
GB49157,GB49157	0.951219512
GB53522	0.8292682929999999
GB41823	1.0
GB49960	1.0
GB47474	0.951219512
GB51815,GB43006,GB43005,GB43007,GB42460	0.87804878
GB45581	1.0
GB54714	0.853658537
GB53567,GB53567	1.0
GB52810	1.0
GB51916	1.0
GB42964	0.9024390240000001
GB44697	0.951219512
GB54990	1.0
GB49593	1.0
GB49836	0.9024390240000001
GB48963	0.975609756
GB44186	0.975609756
GB51366	0.951219512
GB42384	1.0
GB45715,GB45658	1.0
GB45123	0.975609756
GB49689,GB49689	0.804878049
GB52361,GB52362	0.7560975609999999
GB44467	0.975609756
GB50271	1.0
GB52643	0.951219512
GB41792	0.9024390240000001
GB46533	0.975609756
GB40521	1.0
