gene	EVR
GB43709	0.9576
GB47548	1.7521
GB51226	0.7647
GB53650	0.8402
GB52255	0.8934
GB45939	0.8183
GB40278	0.8564
GB45215	0.9121
GB48566	0.9199
GB53414	0.9471
GB46423	0.8516
GB41621	1.2931
GB54661	0.8932
GB40269	1.295
GB45134	1.5659
GB51465	0.919
GB54745	0.8968
GB47573	0.8773
GB44751	1.0338
GB45318	0.7735
GB41632	1.1826
GB42203	0.7357
GB45665	1.2061
GB51816	1.2213
GB54139	1.2909
GB40923	0.8104
GB44629	0.8063
GB51813	1.1486
GB52775	1.1091
GB45086,GB47066	0.8098
GB54975	1.7409999999999999
GB48169	1.1652
GB48993,GB48993	0.9889
GB42186	0.8497
GB55589	1.0914
GB51421	0.8312
GB51894	0.9325
GB46636	1.4194
GB43745	0.9166
GB55853	0.7667
GB43888	0.7503
GB54170	1.0407
GB54118	0.765
GB51223	1.5517
GB55560	0.9248
GB54623	1.1441
GB52726	0.8844
GB51671	1.4629
GB48749	0.7512
GB43820	0.807
GB50986	1.5514
GB54372	0.7864
GB54189	1.5254
GB46173	1.2187
GB49400	0.9558
GB40029	0.8592
GB46246	1.1788
GB46710	1.382
GB50892	0.882
GB54794	2.0051
GB47333	1.0386
GB44146	1.0113
GB41082	0.7253
GB42207	1.0389
GB44747	1.1247
GB47869	1.4438
GB43205	0.9497
GB40975	0.7958
GB55945	1.0085
GB40407	1.5825
GB49957	1.0216
GB42973	0.8954
GB52812	0.7781
GB44208	0.8483
GB44423	0.8240000000000001
GB54056	0.9114
GB52118	1.0256
GB50625	1.1139
GB51814	1.0591
GB48838	0.8339
GB47389	0.983
GB52469	0.8874
GB49114	0.9011
GB52983	0.9425
GB53365	0.7736
GB54172	0.9018
GB51400	1.0658
GB43555	1.2445
GB55585	1.2933
GB51984	1.2507
GB54985	0.9164
GB50175	0.7141
GB52254	1.1292
GB55476	0.8835
GB47188	1.2065
GB40356	1.288
GB47427	0.8227
GB54666	0.8589
GB53180	0.8149
GB45198	0.9267
GB44524	0.9009999999999999
GB41065	0.8268
GB45046	1.1146
GB40503	1.0013
GB43225	0.9288
GB50866,GB50866	0.9027
GB53142	0.9159999999999999
GB44020,GB47607,GB45935	0.9672
GB43812	1.1268
GB49915	1.5066
GB53666	1.4174
GB44148	1.0734
GB41169	0.9966
GB45415	0.7788
GB47960	0.7859999999999999
GB49725	1.2382
GB40451	0.8632
GB49412	1.0066
GB55287	1.215
GB41866	0.929
GB48006	1.2329
GB45938,GB45973	0.8941
GB45871	0.9134
GB54886	0.8259
GB49839	0.7993
GB48124	0.8735
GB43565	0.8834
GB42277	0.8203
GB50594	1.0262
GB42969	0.8502
GB51160	0.9895
GB50232	0.9473
GB45976	0.9899
GB43912	0.9061
GB45499	1.126
GB50229	1.281
GB55504	1.0528
GB55268	0.7751
GB55503	0.8201
GB45028	1.2522
GB46792	0.8039
GB40799	0.9490000000000001
GB53124	0.9105
GB54363	0.8581
GB44621	0.8299
GB42304	0.8187
GB51689	0.9998
GB46927	1.5906
GB49803	0.8521
GB53351,GB46992	0.9209999999999999
GB40768,GB40809	0.8557
GB53589	0.9101
GB45827	0.8382
GB46892	0.9123
GB44493	1.0972
GB50829	0.9359
GB49353	0.9062
GB55802	1.1478
GB54643	1.1842
GB45315	1.4738
GB41080	0.885
GB50553	1.4715
GB46263	0.8089
GB52877	1.1619
GB40442	0.9405
GB46216	0.9424
GB53835,GB53833	0.9990000000000001
GB45837	1.143
GB51834	1.0586
GB41045,GB41045	0.9818
GB44292	0.7653
GB44008	0.8313
GB53055	0.7546
GB43856	0.96
GB50864	0.8957
GB40365	1.071
GB40091	1.0557
GB52074	0.8131
GB42644	0.7989
GB49953	0.8478
GB51013	0.9212
GB54091	1.4102
GB40063,GB40063	1.1752
GB53336	0.9335
GB41127	0.8193
GB46735	1.0090000000000001
GB44944	1.1039
GB52955	1.2382
GB48034	0.9512
GB55453	1.0097
GB49270,GB49270	0.87
GB40652	0.7372
GB43135	0.7823
GB52910	0.9044
GB41147	0.9940000000000001
GB54511	0.9113
GB48078	0.9553
GB53926	0.9623
GB47456	1.1021
GB49488	0.7514
GB53220	0.8112
GB50207	0.8313
GB45986	0.9247
GB45486	0.8640000000000001
GB42355	0.8481
GB43885	1.0761
GB52628	1.3518
GB49227	0.865
GB42941	0.7778
GB54861	0.9395
GB47346	0.8967
GB50348	0.9232
GB49344	1.0704
GB53379,GB50129	0.9894
GB52706	0.9063
GB50678	1.4533
GB43305	0.9462
GB42142	0.9791
GB47665	1.19
GB55584	0.9553
GB41343	1.0631
GB49173,GB51647	0.9414
GB47813	1.0743
GB55388	0.9637
GB50793	0.7673
GB52340	0.8945
GB42664	1.0388
GB53093	1.1133
GB51163	1.6317
GB44283	0.9757
GB52259	1.0704
GB45145,GB45145	0.8668
GB48223	1.1465
GB45862	1.0493
GB54526	1.0997
GB54923	1.4354
GB41472	1.1407
GB40599	0.9426
GB48536	0.8119
GB40718	0.8683
GB50159,GB43064	0.8459
GB55916	0.985
GB50977	0.9425
GB54835,GB54835	0.8577
GB55090	0.883
GB46305	1.0156
GB40941	0.8669
GB51622	0.7502
GB50460	0.8165
GB48454	0.8223
GB44041	0.7961
GB50652	0.8212
GB42898	1.1195
GB53815	1.1107
GB48813	0.8017
GB44049	1.1556
GB47055	1.0029
GB46015,GB46062	0.878
GB55772	0.8109
GB52056,GB52054	0.8402
GB43420	0.7518
GB48115	1.121
GB50638	0.8752
GB50063	1.0128
GB49372	1.0965
GB46952,GB46952,GB46952	0.7453
GB52153	0.9826
GB49962	0.9011
GB40555	1.0185
GB45919	0.9263
GB52028	0.7085
GB49323	1.16
GB45666	0.9897
GB44519	0.9105
GB40874	0.8147
GB44946	1.2658
GB40720	0.8115
GB44207	1.04
GB44904	1.171
GB51345	1.0368
GB46124	0.9244
GB44772	1.2779
GB47064	1.3512
GB53709	1.2851
GB43575	1.1358
GB52523	1.0487
GB52261	1.004
GB40894	0.9606
GB51805,GB51805	0.8686
GB49362	1.0388
GB44396	0.9103
GB49276	0.9737
GB42428	1.0086
GB52875	0.9443
GB47420	1.1857
GB47417	1.1293
GB41373	0.9214
GB53438	0.7316
GB51125	0.8807
GB41985	0.8586
GB52667	1.4631
GB40626	0.8359
GB45458	0.8089
GB54802	0.9184
GB44232	0.9129
GB42819	1.4289
GB47966	1.0367
GB42210	0.9073
GB53679	1.1617
GB41447	1.006
GB50809	1.5896
GB54842	1.0027
GB52658	1.179
GB52723	1.0307
GB54042	1.6309
GB41293	0.7533
GB48230	1.3109
GB51496	1.2031
GB41488	1.2857
GB50024	1.1349
GB45810	0.9536
GB44515	0.8397
GB47554	0.8104
GB51845,GB51844	1.0409
GB56027	0.9693
GB40796	0.9420000000000001
GB51728	1.1628
GB55777	0.8311
GB40911	0.8677
GB51092	1.7836
GB46847	1.1731
GB47409	0.8116
GB46615	0.8042
GB42237	0.8443
GB47512	0.8632
GB42963	1.1432
GB49354	1.9571
GB44081	0.8497
GB45929	0.9337
GB49342	1.0493
GB40381	1.1089
GB54510	0.8938
GB47460	0.872
GB55466	1.0006
GB50334	1.0307
GB52073	0.7709999999999999
GB43153	0.7517
GB41043	1.0070000000000001
GB52104	1.5944
GB47338	0.9579
GB42346	1.0309
GB53299,GB53299	0.8687
GB51335	0.8188
GB50967	1.0375
GB40998	1.1553
GB41358	0.7061
GB49449	0.8849
GB52973	0.7875
GB43684	0.8663
GB42604	0.8456
GB46541	0.7912
GB50041	1.0377
GB43231	1.1612
GB49033	1.011
GB48144	1.0873
GB52798	1.5517
GB49240	0.8919
GB42889	1.2555
GB54308	1.0197
GB55544	0.8724
GB55438	1.2605
GB41886	0.7092
GB55984	0.7867
GB47496	0.7767
GB43623	0.7249
GB49514	0.8515
GB44771	1.1388
GB53751	1.0319
GB41834	0.8349
GB42110	1.0652
GB41797	0.7697
GB44745	1.0172
GB46248	0.8783
GB53712	1.2517
GB47432	0.8876
GB47751	1.0338
GB41513	0.885
GB52097	1.0752
GB46889	1.2183
GB44004	0.9246
GB52654	1.1789
GB43130	1.0366
GB48973	0.8022
GB52729	0.8232
GB53321	1.04
GB40342	1.1106
GB45497	1.0351
GB45298	1.0163
GB54210	0.8984
GB44543	1.4901
GB44511	0.7614
GB44832	1.3787
GB44011	0.9652
GB44865	1.0056
GB40128	0.9989
GB40838	0.9447
GB46255	0.7658
GB55921	1.1947
GB50390	0.8068
GB42024	1.2047
GB49776	0.7384
GB50675	1.0684
GB49722,GB55730	0.866
GB49262	1.5326
GB40162	0.9863
GB40304	0.7783
GB54474,GB54474	0.7749
GB42983	0.9033
GB47462	0.9209999999999999
GB48745	0.8088
GB50642	0.9043
GB52756	1.0705
GB48301	1.0127
GB51762	0.9503
GB49939	0.9821
GB48406	1.021
GB43248	1.2019
GB54295	0.8313
GB48979	1.1604
GB41417	0.9327
GB41727,GB41727	0.867
GB54570	1.3425
GB52322	1.1812
GB40385	0.97
GB55864	0.9796
GB43075,GB43076,GB51790,GB51799	1.0664
GB52725	1.2126
GB45316,GB45316	0.8607
GB46464,GB44763	0.8347
GB41391,GB54040	0.9866
GB52075	0.8042
GB46493	0.9542
GB46335,GB41276	1.2587
GB44555	0.9853
GB55283	0.8805
GB43834	1.5746
GB50694	0.7788
GB55383	0.7818
GB40271	1.0673
GB43121	1.2494
GB41671	1.3572
GB54598	0.9275
GB55282	0.8642
GB40967	0.8268
GB49469,GB52902	1.3519
GB42722	1.0406
GB49684	0.8262
GB42106	0.7035
GB51949	0.9935
GB45650	1.29
GB42837	1.4
GB44676,GB44676	1.3684
GB50282	0.8629
GB42216	1.1476
GB43184	0.8556
GB50108	0.9132
GB50289	0.7292
GB54841,GB54841,GB54841,GB54841,GB54841	0.7602
GB48022	0.8167
GB52614	0.7653
GB49448	0.894
GB50622,GB50622	0.8133
GB44513	1.0833
GB45304	0.8952
GB49242	1.0489
GB52895	0.9523
GB54722	0.9844
GB45689	1.0093
GB49304	0.7095
GB45258	0.8225
GB40166	0.9283
GB41689	1.0133
GB44079	0.8394
GB51883	0.9721
GB46903	0.8354
GB46870	1.2157
GB47079	0.8420000000000001
GB47443	0.9927
GB49481	1.2391
GB45324	0.8358
GB47652	1.2136
GB52105	1.422
GB41625	1.1115
GB54379	0.7336
GB45673	0.8016
GB47662	0.8743
GB55331	0.8163
GB51009	0.8001
GB50801	0.983
GB43627	1.0985
GB42212,GB42213	0.7476
GB50142	0.9906
GB53189	0.8817
GB49495	0.9484
GB41843	0.8985
GB53565	1.0194
GB47236	1.0984
GB44179	1.2102
GB44802	0.904
GB42367	1.3326
GB52043	1.0774
GB46007	1.3115
GB55711,GB53601	0.9471
GB41598	0.7403
GB53426	0.778
GB54328	0.9732
GB43379	1.0846
GB52805	1.2098
GB40392	1.0891
GB55413	0.9674
GB42671	0.9604
GB48948	1.4346
GB49020	1.1887
GB49626	1.1058
GB45882	1.1392
GB43894	0.7272
GB44597	0.8255
GB46790	0.8672
GB55872	1.3049
GB49118	1.1943
GB48871	1.2043
GB42279	0.7286
GB48667	1.2087
GB48728	1.2318
GB42262	0.8021
GB40750	0.7155
GB53137	0.7875
GB49156	0.9329
GB42306	1.0398
GB44418	0.9792
GB45667	0.9296
GB45357	1.3648
GB42356	1.0337
GB53632	1.4067
GB52736	0.737
GB49303	0.7897
GB50779	1.406
GB50704	0.9681
GB47330	1.3799
GB52675	0.7984
GB48475	1.3530000000000002
GB55509	1.358
GB45153	0.7752
GB44422	1.1025
GB53394,GB53394	0.7875
GB47500	0.8278
GB40015	1.1998
GB42802,GB42802	0.8748
GB51723	0.9498
GB54364	1.3369
GB52183,GB52183	1.6
GB53659	1.0138
GB53030	0.8439
GB54938	1.0524
GB49882	0.8232
GB48270	1.0662
GB45948	1.1911
GB55434	0.7628
GB45313,GB45313	0.9956
GB49543,GB42343	0.8834
GB55646	0.8261
GB52462	1.2175
GB40559	1.1243
GB48837	0.93
GB50202	0.7629
GB55979	1.1053
GB46204,GB46204	1.091
GB53338	0.8583
GB46039,GB52107	0.6898
GB44440	0.9081
GB46132	0.9736
GB54182	1.0716
GB51395	1.0164
GB55334,GB55335	1.4711
GB44601	1.5384
GB48858,GB48858,GB48858	1.2736
GB42872	0.9252
GB54342	0.8399
GB41602	0.9339
GB40891	0.8369
GB42577	0.9298
GB44119	1.2418
GB44653	0.8162
GB47740	1.4291
GB49382	1.0102
GB53538	0.8677
GB54252	1.002
GB43942	1.001
GB52801	0.8147
GB55805	0.8412
GB52595,GB52595	0.8746
GB49711,GB49711	0.7290000000000001
GB49650,GB49650	0.7759
GB44735	1.2609
GB47274	0.7923
GB42648	0.96
GB44018	0.9437
GB50745	0.9777
GB51719	1.3803
GB54037	0.9975
GB43890	0.8461
GB41795	1.0746
GB54729	0.9879
GB43980	0.8784
GB44334	0.7074
GB53916	0.7818
GB50509	1.55
GB55039	1.0159
GB44301	0.9664
GB47302	1.2364
GB51699	1.1663
GB55811	1.0154
GB53634	1.4741
GB45738	0.8503
GB48151	0.8428
GB43453	0.8602
GB54797	0.7309
GB49032	1.0457
GB41430	1.6481
GB42525	0.9919
GB55203	1.0567
GB47516	0.7726
GB46521	1.1276
GB55701	0.9129
GB47752	1.1164
GB41661	0.9192
GB42759	1.0812
GB50198	1.0156
GB49230	1.0268
GB50197	0.7498
GB48175	1.1391
GB42738	1.3769999999999998
GB55078	0.7617
GB53580,GB53580	0.968
GB50849	0.7659
GB41562,GB41562,GB54005,GB54005,GB53265	0.8889
GB53532	0.8847
GB52791	0.9611
GB48188	1.0432
GB50117	0.7867
GB41751	0.9461
GB49551	1.0801
GB52913	1.2362
GB46603	1.1735
GB48937	1.1764
GB52640	1.1534
GB42764	1.9835
GB44369	0.8848
GB49738	0.8347
GB53002	0.8062
GB46507	0.9627
GB42593	1.24
GB54377	0.9776
GB45036	0.9354
GB45528	0.8539
GB44544	0.8381
GB47973	0.7341
GB49763	1.1691
GB44296	0.8431
GB46026	1.2021
GB55367	0.8337
GB47489	0.7803
GB45038	0.8407
GB41459	1.1933
GB46177	1.0745
GB44116,GB47527	1.2108
GB46169,GB40710	1.2527
GB50338	1.2523
GB43377	1.5043
GB53743,GB53743,GB53743,GB53743	0.8858
GB41998,GB41999	0.7962
GB44549	1.1611
GB48209	1.0892
GB48555	1.9427
GB40771	1.1319
GB40538	0.977
GB45722	0.7333
GB55549	0.9903
GB48341	0.9697
GB41265	0.8939
GB48330	1.4328
GB51077	1.0508
GB46752	1.0884
GB47383	0.8297
GB53516	1.0771
GB45202	1.411
GB49255	1.0266
GB46005	0.953
GB40543	1.0779
GB41244	1.0154
GB46422	0.9439
GB52702	0.9802
GB54557	1.0783
GB45012	0.7871
GB41794	0.9265
GB45491	1.2416
GB44888	1.5104
GB52933	1.1153
GB45969,GB46281	0.8703
GB49596	0.8676
GB41073	1.1122
GB53313	1.0904
GB44810	1.0642
GB50287	1.0578
GB46765	1.5762
GB54678	1.1724
GB45924	1.1789
GB41016	1.0071
GB40320	0.9896
GB43543	0.7986
GB51074	0.96
GB47349	1.0829
GB42161,GB42161	1.1036
GB46184	1.6779
GB44086	1.3613
GB45366	1.3602
GB52210	0.7833
GB47791,GB45779	0.9573
GB47279	1.2671
GB43464	1.0619
GB47217	0.9063
GB46511	1.0490000000000002
GB54844	1.2886
GB40843	1.1298
GB42457	1.0975
GB48059,GB48059	0.9072
GB43526	1.0266
GB49753	1.0506
GB48976	1.5005
GB43105	0.7381
GB49949	0.8711
GB44932	1.0979
GB48790	1.4952
GB54356	1.0241
GB47082	1.4543
GB51592	0.7069
GB44383	0.7999
GB41160	1.2258
GB44457	0.938
GB49492	0.8844
GB47295	1.4215
GB46448	1.0543
GB46118	1.25
GB46061	1.2696
GB44935	0.7797
GB47814	1.1738
GB48883	1.0797
GB48560	1.0765
GB51493	1.1297
GB47998	0.6987
GB50621	0.7692
GB50514	1.0032
GB42420	1.1344
GB52744	1.5429
GB42701	1.4723
GB53261	1.3284
GB46757	1.1861
GB40145	1.0235
GB47495	1.2633
GB44056	0.915
GB54165	0.8713
GB46265	1.3163
GB52718	0.9440000000000001
GB45597	1.1538
GB41230	0.8383
GB54573	0.8105
GB49099	1.091
GB53046	1.1482
GB43292	1.1271
GB43125	1.2633
GB45015	1.3001
GB44251	1.2771
GB46516	1.1024
GB48372	1.2715
GB48628	0.7891
GB54131	1.006
GB46597	0.9937
GB49078	1.4936
GB53783	0.8347
GB42874	1.4122
GB44913	0.8786
GB47964	0.8390000000000001
GB55071	0.9649
GB44420	0.9583
GB47599	0.8246
GB42085,GB42085	1.0764
GB52768	0.9615
GB43938	1.2727
GB47571	1.2899
GB53001	1.891
GB54132	1.0129
GB44521	1.0712
GB51506	0.9815
GB45651	1.0090000000000001
GB40119,GB40119	0.8763
GB52517	0.8855
GB45125	1.0329
GB51188	1.0234
GB49608	1.1886
GB52712	1.1447
GB51797	1.0133
GB44974	0.8377
GB53250	1.1246
GB43816	0.7789
GB41781	0.7447
GB44134	0.6871
GB50473	1.1656
GB46576	0.8946
GB53288	0.8798
GB41499	0.8876
GB45876	0.833
GB43495	1.1429
GB55976	0.861
GB41967	0.9034
GB44421	1.1671
GB48325	0.9583
GB50091	1.0527
GB45860	1.0151
GB44220	1.4088
GB45452	0.7309
GB49768	0.7692
GB40072	0.8444
GB44124	1.0225
GB47089	1.2831
GB55959	0.7791
GB52697	0.8669
GB44342	1.2972
GB49582	1.2072
GB50443	1.2897
GB40086	1.2135
GB50177	0.9961
GB55463	1.0244
GB46679	1.7209999999999999
GB50276	0.7907
GB47539	1.0518
GB55501	0.9396
GB50447	0.7695
GB48846	0.9076
GB48533	0.9629
GB50753	0.8712
GB54684	0.7645
GB46178	1.4415
GB50180	1.1785
GB51042	0.8853
GB51644	1.1925
GB46612	1.1424
GB40888	1.2124
GB41754	0.8881
GB40784	1.2151
GB42369	1.0839
GB49936	0.894
GB52598	1.0539
GB49973	0.9153
GB52671,GB52671	0.9461
GB40945	0.9784
GB53954	0.8771
GB45856	1.0245
GB48806	1.1344
GB46028	1.1347
GB47057	0.8887
GB51341	1.0168
GB42596	0.9252
GB54753	0.7662
GB41865,GB41865	0.9317
GB49621	0.9687
GB55183	1.0002
GB54314	0.9997
GB43660,GB43660,GB43660	0.7534
GB49047	0.7064
GB54450	1.5132
GB40935	0.9141
GB41483,GB43022	1.0197
GB42082	1.2104
GB49657,GB49657	0.9708
GB55875	0.9104
GB40903	1.4553
GB44138	0.8988
GB43692	0.9244
GB49452	0.9078
GB48812	0.9922
GB51144	1.0263
GB45703	0.9444
GB41266	0.8396
GB47627	1.1031
GB49363	1.1796
GB46027	0.9752
GB44074,GB44133,GB41707	0.6943
GB40730	0.9155
GB53617	1.0265
GB44494	1.2122
GB44486	0.9033
GB40107	1.1389
GB42426	1.7145
GB41670	0.9822
GB54353	1.1282
GB45863	1.0614
GB54589	0.905
GB40030	1.0522
GB41979	0.8519
GB45864	0.7565
GB41759	0.8113
GB43128,GB43127	1.1057
GB43790	1.2415
GB52429	1.1861
GB55454	0.9809
GB40610	1.3051
GB50890,GB50890	1.0279
GB50935	0.8248
GB45490	0.9698
GB50900,GB50900	0.8645
GB51570	0.9832
GB48170	1.1155
GB44680	0.8284
GB48638	0.7876
GB47016	0.8961
GB54928	0.9640000000000001
GB40574	1.0676
GB41232	1.2225
GB48351,GB40568	0.9519
GB46663,GB46663,GB43932	0.9167
GB55779	0.9607
GB43500	1.1578
GB41445	1.0708
GB47832	1.1261
GB48251	0.8123
GB44799	1.2439
GB50497	1.3748
GB49854	1.0469
GB46419	1.1028
GB44633	0.9963
GB46159	1.3994
GB42202	0.7802
GB55092,GB48318	0.8905
GB54267	0.9883
GB52956	0.8212
GB54806	1.1066
GB55514	0.9851
GB50154	0.8226
GB44965	0.7128
GB53962	0.9129
GB51710	0.746
GB46120	0.8931
GB49027	1.0077
GB42272	0.9553
GB40302	0.7979999999999999
GB45044	0.9285
GB53518	1.2681
GB55151	1.4767
GB52876	0.8834
GB50186	1.7642
GB48468	1.7081
GB55969	1.0847
GB55710	1.3532
GB44928	0.7983
GB50037	0.7859
GB51070	0.9348
GB53604	1.5026
GB47336	0.9895
GB55351	1.0114
GB51282	0.9801
GB54958	0.7282
GB49040	0.9409
GB42770	0.914
GB54549	1.1296
GB49930	1.2657
GB51629	1.1252
GB45111	0.9451
GB50492	1.046
GB49090	1.0436
GB51033	0.9732
GB49801	1.183
GB53139,GB53139	0.9096
GB40883	0.8691
GB55870	1.0245
GB49423	0.8640000000000001
GB53823	0.8836
GB54972	0.7999
GB49496	0.8649
GB40517,GB40517	1.02
GB49785	1.0115
GB41890	1.1189
GB46801	0.8516
GB53440	1.003
GB44354	0.9946
GB55892	0.9428
GB49562	0.878
GB48709	1.1359
GB40751	0.975
GB55630,GB55630	1.0799
GB49871	0.9787
GB46974	1.6905
GB43788	0.9575
GB43483	1.2869
GB53302	1.2655
GB41363	0.7091
GB51720	1.1948
GB54478	1.0249
GB53329	0.9246
GB43393	0.9742
GB48215	0.9127
GB52323	0.9093
GB43416,GB53053	0.8239
GB40463	0.8872
GB42252	1.0621
GB50191	1.5181
GB40886	1.1527
GB51518	1.0032
GB52093	1.1118
GB46143	0.9679
GB53840	0.9747
GB41732	0.9924
GB54321	0.7478
GB40537	1.1183
GB51283	0.9434
GB40615	1.2929
GB55654	1.1844
GB45701	1.2938
GB52692	0.8466
GB44233	1.2094
GB54376	0.8995
GB46283	0.9317
GB44873	0.8485
GB44177	0.7605
GB50927	0.8281
GB45593	0.84
GB44992	1.0338
GB41742	1.0722
GB45811	1.5638
GB47105	1.2053
GB55520	1.175
GB48371	1.4984
GB44897	1.0515
GB53161,GB53162	0.8220000000000001
GB54980,GB55315	1.5827
GB52251	0.9362
GB47458	1.1628
GB45883	1.1116
GB47436	0.8769
GB42184	1.0396
GB53287	1.0167
GB54937	1.0698
GB54750	1.5848
GB40782	1.4212
GB51258	1.1987
GB45826	0.7634
GB49485	1.2078
GB55165	0.7987
GB41336	1.1199
GB53257	0.9924
GB46115	0.8137
GB55499	1.0073
GB51954	1.3866
GB44439	0.6939
GB49540	1.0211
GB53363	0.8006
GB52507	0.9476
GB44983	0.8914
GB50751	1.2308
GB48437	1.2953
GB49791,GB49792	1.619
GB45885	1.6201
GB53099	0.9208
GB40656	1.054
GB46071	0.8944
GB50924	1.1323
GB40885	1.2865
GB43704	0.8465
GB54765,GB54743	1.1215
GB51667	0.8118
GB40109	0.8572
GB48380	0.9627
GB51343	1.0934
GB48417	0.8503
GB51165	1.4283
GB46086	0.9757
GB44689	0.903
GB46024	1.3591
GB53242	0.7213
GB50231	0.7978
GB47602	0.9307
GB48927	0.9698
GB54811	0.9353
GB51807	0.7488
GB46638	0.8224
GB51334	0.7831
GB46586	0.8571
GB51651	1.1722
GB50003	0.8363
GB53312	1.0346
GB53948	0.9581
GB55855,GB55855	0.7535
GB47901	1.0959
GB48644	1.0375
GB46289	1.4024
GB50346	1.2084
GB54724	1.0639
GB51973	0.7975
GB43392	1.1461
GB44431	0.6985
GB50962	0.802
GB46427	1.3731
GB42458	1.5086
GB43626	1.6672
GB45018	0.9571
GB42706	0.9197
GB47014	0.7997
GB48444	0.9722
GB43143	0.8237
GB41692,GB41692	1.3234
GB53431	1.0565
GB51767	1.4074
GB41291	1.1899
GB47498	1.0748
GB45177	1.3609
GB52626	1.7328
GB45282	1.008
GB49700,GB47931	1.3261
GB44299	0.9565
GB49970	1.0133
GB51368	1.1502
GB54610	1.1883
GB45613	1.0926
GB53298	1.3455
GB48748	1.0467
GB46598	1.0986
GB41495	0.8139
GB50435	0.9244
GB51662	0.8232
GB43520	1.2121
GB46206	1.195
GB40305	0.8822
GB44368	0.9223
GB54755	1.2633
GB50952	0.9737
GB51489	0.9288
GB41129	0.8677
GB42187	1.4613
GB52350	0.8838
GB52774	0.7897
GB49397	0.9677
GB52290	1.1784
GB52065,GB52065	0.9398
GB56005	0.9261
GB55405	1.0026
GB50846	0.9147
GB54209	1.0469
GB52829,GB52829	0.955
GB44512	0.9408
GB41761	0.8695
GB42805	0.8694
GB44496	0.8851
GB50382	0.9116
GB55186	0.988
GB53689	0.8594
GB53286	1.1272
GB53016	1.1866
GB43260	0.7678
GB42987	0.9305
GB53932	0.9052
GB41904	1.1463
GB50857	0.9359
GB54579	1.169
GB52191	1.3895
GB53908	1.4061
GB47955	0.7624
GB47593	0.7340000000000001
GB47395	1.3185
GB46017	0.9317
GB53847	0.826
GB55703	0.7493
GB47518	0.9189
GB42015,GB42015	1.022
GB55951	0.9412
GB42180	0.9858
GB49998	1.4174
GB50027,GB50314	1.4463
GB46732	0.884
GB41700	0.8156
GB42966	0.8023
GB54057	0.8648
GB48942	0.8968
GB45716	0.8082
GB41467,GB41467	0.9109
GB53191	1.0806
GB44280	1.3809
GB49399	0.7524
GB51841,GB51840,GB48478,GB51444	1.2141
GB42812	1.2576
GB52315	0.8297
GB40963	0.9553
GB43207	1.1427
GB44623	1.0068
GB45218	0.9151
GB47675	0.8319
GB51088	0.8966
GB55478	1.011
GB49260	0.9711
GB50630	1.0758
GB46113	0.9859
GB41773	1.2441
GB51048	0.9054
GB48382	1.1088
GB45382	1.4526
GB54339,GB46094	0.6959
GB54578	0.9314
GB48829	0.8553
GB43559	0.731
GB45829	0.7801
GB41208	0.9411
GB40077	1.2105
GB52852	0.9824
GB48150	0.8469
GB55786	0.8451
GB45377,GB45377	0.8215
GB52715	0.7858
GB49628	0.917
GB41504	0.7408
GB41822	0.9484
GB52604	0.8363
GB43421	0.9966
GB55909	1.3092
GB48794	0.875
GB42263	1.1165
GB50342	0.8317
GB54110	1.8674
GB50931,GB50931	1.1967
GB51068	0.8138
GB52742	0.8236
GB47904	0.7052
GB43280	0.8037
GB45508	1.0953
GB45541	0.7899
GB46677	1.1861
GB52882	1.0735
GB41241	1.1491
GB47669	1.1275
GB52918	1.1302
GB45082	0.8647
GB53307	1.0531
GB47352	1.041
GB43640	1.4093
GB46995	1.265
GB51586	0.72
GB41660	0.878
GB49147	1.1131
GB47415	0.9215
GB46784,GB46784	1.3697
GB47306	1.2277
GB44796,GB44793,GB44796	0.9625
GB46094,GB41306,GB41306,GB41310,GB44311,GB43029	0.6953
GB44939	0.941
GB51983	1.6835
GB44355	0.9144
GB42412	1.2485
GB51487	1.104
GB45416	1.5368
GB49157,GB49157	0.9157
GB53522	1.1276
GB41823	1.1056
GB49960	1.061
GB47474	0.9747
GB51815,GB43006,GB43005,GB43007,GB42460	1.2688
GB45581	1.4451
GB54714	0.7592
GB53567,GB53567	0.9271
GB52810	1.0673
GB51916	1.0322
GB42964	1.1767
GB44697	1.0405
GB54990	0.8251
GB49593	1.0994
GB49836	1.6879
GB48963	1.3369
GB44186	0.7479
GB51366	0.8274
GB42384	1.0546
GB45715,GB45658	0.8922
GB45123	1.1925
GB49689,GB49689	1.1012
GB52361,GB52362	1.0466
GB44467	1.3144
GB50271	0.8047
GB52643	1.1661
GB41792	1.2381
GB46533	0.9885
GB40521	1.0184
GB53146	0.8418
GB56012	0.7233
GB48464	0.7851
GB52204	0.7808
GB50747	0.8557
GB50148	1.0375
GB40746	1.062
GB50361	1.1295
GB42478	1.2737
GB43134	1.07
GB46515,GB46514	1.5164
GB44970	0.9361
GB51866	0.8918
GB54676	0.8909
GB55155	0.9616
GB45280	0.9713
GB49553	1.0551
GB45702	1.0478
GB52717	1.1992
GB41716	1.5142
GB44776	1.2214
GB50978	0.8031
GB42013	1.3351
GB44863	1.788
GB41603	0.8706
GB42650	1.1548
GB44306	0.8545
GB48413	0.9325
GB50218	0.9217
GB41654	0.8784
GB55902	1.0555
GB55856	1.2236
GB44504	1.5177
GB55380	0.7879
GB43263	0.8546
GB47210	1.1512
GB46687	0.8454
GB45602	0.9381
