pub_og_id	AAL	ACN	AEN	AGE	CAF	CON	EXP	CNV	STA	PDN	SEL	PDS	DUP	EVR	LCA	SYN	UNI
MZ22521887	181.0	1.0	1.0	43.0	0.7975	1.0	0.0	0.0	35.0	0.26191	0.03658	7.16012	0.0	0.8752	7	0.0718954248366013	0.9473684210526315
MZ22521888	153.57142857142858	1.0	2.5714285714285716	43.0	0.002	9.0	0.0	0.0	27.0	0.32566	0.0788	4.13259	0.0	0.9596	7	0.0	0.3684210526315789
MZ22521889	321.25	1.0	3.75	19.196826645	0.0	11.0	0.0	0.0	25.0	0.84767	1.14648	0.73937	0.0	1.606	6	0.0	0.21052631578947367
MZ22521891	275.4736842105263	1.0	4.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.14985	0.03512	4.26735	0.0	0.8347	7	0.0	1.0
MZ22521892	171.54545454545453	1.0	2.6363636363636362	43.0	0.0	7.0	0.0	0.0	29.0	0.12504	0.03284	3.80809	0.0	0.8863	7	0.0	0.5789473684210527
MZ22521895	179.8125	1.0	1.875	43.0	0.451	3.0	0.0	0.0	33.0	2.07381	0.22236	9.32641	0.0	1.412	7	0.075	0.8421052631578947
MZ22521896	163.4	1.0	1.6	43.0	0.0	12.0	0.0	0.0	24.0	0.1413	0.04335	3.25968	0.0	0.8752	7	0.0	0.2631578947368421
MZ22521897	142.33333333333334	1.0	1.6666666666666667	11.57917827	0.002	8.0	0.0	0.0	28.0	0.23468	0.0019	123.71724	0.0	1.0402	6	0.0	0.15789473684210525
MZ22521898	323.6666666666667	1.125	3.7777777777777777	43.0	0.005	7.0	1.0	0.2939723678960656	28.0	0.44078	0.13275	3.32041	0.125	1.1332	7	0.0	0.42105263157894735
MZ22521899	331.6	1.0	6.0	27.90365678	0.0	11.0	0.0	0.0	25.0	0.46085	0.05753	8.01057	0.0	0.9364	7	0.0	0.2631578947368421
MZ22521900	130.30769230769232	1.0	3.4615384615384617	43.0	0.06	5.0	0.0	0.0	31.0	0.10405	0.04272	2.43544	0.0	0.8207	7	0.0	0.6842105263157895
MZ22521904	177.42857142857142	1.0769230769230769	1.5714285714285714	43.0	0.0	6.0	1.0	0.2474358296526968	29.0	1.02241	0.14551	7.02622	0.07692307692307693	1.2762	7	0.0	0.6842105263157895
MZ22521905	184.66666666666666	1.0714285714285714	3.466666666666667	43.0	0.062	5.0	1.0	0.2403700850309326	30.0	0.40669	0.18708	2.17392	0.07142857142857142	0.9033	7	0.0	0.7368421052631579
MZ22521907	186.1	1.0	3.2	27.90365678	0.0	8.0	0.0	0.0	28.0	1.31444	0.25495	5.15568	0.0	1.3314	7	0.0	0.5263157894736842
MZ22521908	662.6666666666666	1.0	4.333333333333333	43.0	0.006	8.0	0.0	0.0	28.0	0.64722	0.19122	3.38468	0.0	1.6874	7	0.0	0.15789473684210525
MZ22521913	168.6	1.0	2.0	43.0	0.006	7.0	0.0	0.0	29.0	0.95817	0.2156	4.44416	0.0	1.1952	7	0.0	0.5263157894736842
MZ22521915	249.8	1.0	3.8	15.683734722	0.003	8.0	0.0	0.0	28.0	0.14376	0.14241	1.00945	0.0	1.0261	6	0.0	0.2631578947368421
MZ22521916	234.94117647058823	1.0	2.0588235294117645	43.0	0.577	2.0	0.0	0.0	34.0	2.22541	0.2293	9.70531	0.0	1.5786	7	0.25	0.8947368421052632
MZ22521917	271.0	1.0	5.666666666666667	27.90365678	0.032	7.0	0.0	0.0	29.0	0.00028	0.0001	2.76856	0.0	0.7867	7	0.0	0.15789473684210525
MZ22521918	237.33333333333334	1.0	1.7777777777777777	43.0	0.82	1.0	0.0	0.0	35.0	1.46636	0.22798	6.43205	0.0	1.224	7	0.09150326797385622	0.9473684210526315
MZ22521919	751.6666666666666	1.0	4.666666666666667	19.196826645	0.001	9.0	0.0	0.0	27.0	0.42645	0.22077	1.93169	0.0	1.1026	6	0.0	0.15789473684210525
MZ22521920	171.5	1.1111111111111112	4.1	27.90365678	0.0	9.0	1.0	0.282842712474619	26.0	0.12311	0.03479	3.53845	0.1111111111111111	0.8745	7	0.0	0.47368421052631576
MZ22521922	181.0	1.0	2.0	43.0	0.0	8.0	2.0	0.0	26.0	1.0513	0.17195	6.114	0.0	1.375	7	0.0	0.5263157894736842
MZ22521923	532.8888888888889	1.0	3.5555555555555554	43.0	0.82	1.0	0.0	0.0	35.0	0.31471	0.05082	6.19226	0.0	0.9207	7	0.0	0.9473684210526315
MZ22521924	524.6666666666666	1.0	5.666666666666667	1.72922562879999	0.003	8.0	0.0	0.0	28.0	0.16697	0.53326	0.31311	0.0	1.3236	6	0.0	0.15789473684210525
MZ22521926	171.57894736842104	1.0	1.1578947368421053	43.0	0.9565	0.0	0.0	0.0	36.0	0.02957	0.00518	5.71216	0.0	0.8074	7	0.06725146198830409	1.0
MZ22521933	284.4761904761905	2.75	1.9523809523809523	43.0	0.0	10.0	6.0	0.5961307749365455	20.0	3.84947	0.12492	30.81459	0.625	1.6784	7	0.0	0.42105263157894735
MZ22521934	149.41176470588235	1.0	2.0	43.0	0.603	2.0	0.0	0.0	34.0	0.36689	0.04283	8.56634	0.0	0.9221	7	0.0	0.8947368421052632
MZ22521935	162.89473684210526	1.0	3.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.70681	0.11192	6.31504	0.0	1.0269	7	0.06725146198830409	1.0
MZ22521939	246.78947368421052	1.0	3.4210526315789473	43.0	0.9565	0.0	0.0	0.0	36.0	0.49345	0.10276	4.80194	0.0	1.0425	7	0.0	1.0
MZ22521940	166.5	1.0	2.6666666666666665	43.0	0.0	1.0	2.0	0.0	33.0	0.29943	0.05354	5.59225	0.0	0.8913	7	0.0	0.9473684210526315
MZ22521943	136.8	1.0	2.4	27.90365678	0.0	8.0	0.0	0.0	28.0	1.49656	0.37511	3.98968	0.0	1.0039	7	0.0	0.5263157894736842
MZ22521945	176.5	1.0	1.1666666666666667	11.57917827	0.236	5.0	0.0	0.0	31.0	0.59674	0.34901	1.70982	0.0	1.2263	6	0.0	0.3157894736842105
MZ22521947	170.22222222222223	1.0	2.0	27.90365678	0.0	8.0	0.0	0.0	28.0	0.62973	0.16725	3.76524	0.0	1.2871	7	0.0	0.47368421052631576
MZ22521948	179.64285714285714	1.0	2.5	43.0	0.323	3.0	0.0	0.0	33.0	1.43086	0.17652	8.10605	0.0	1.0882	7	0.0	0.7368421052631579
MZ22521949	174.88888888888889	1.0	4.444444444444445	19.196826645	0.002	8.0	0.0	0.0	28.0	0.16705	0.07657	2.1818	0.0	0.8749	6	0.0	0.47368421052631576
MZ22521950	146.05882352941177	1.0625	1.7647058823529411	43.0	0.415	3.0	1.0	0.22782254977690689	32.0	3.32008	0.28404	11.6887	0.0625	1.2165	7	0.12916666666666665	0.8421052631578947
MZ22521951	185.25	1.0	2.0	1.72922562879999	0.023	7.0	0.0	0.0	29.0	0.07362	5.04247	0.0146	0.0	1.1565	6	0.0	0.21052631578947367
MZ22521952	260.7647058823529	1.0	1.0	27.90365678	0.925	1.0	0.0	0.0	35.0	2.76244	0.25457	10.85145	0.0	1.3265	7	0.0	0.8947368421052632
MZ22521953	185.9047619047619	2.8	2.3333333333333335	43.0	0.0	6.0	10.0	0.34992710611188266	20.0	1.03286	0.10297	10.03059	0.8666666666666667	0.889	7	0.14285714285714285	0.7894736842105263
MZ22521954	399.6666666666667	1.0	1.0	1.97980751599999	0.003	8.0	0.0	0.0	28.0	0.01401	0.11528	0.12153	0.0	1.0015	6	0.0	0.15789473684210525
MZ22521955	403.3333333333333	1.0	2.0	15.683734722	0.0	13.0	0.0	0.0	23.0	0.34383	0.12737	2.69942	0.0	1.4005	6	0.0	0.15789473684210525
MZ22521956	456.8333333333333	1.0	5.5	27.90365678	0.0	10.0	0.0	0.0	26.0	1.08025	0.31524	3.42676	0.0	1.3206	7	0.0	0.3157894736842105
MZ22521957	158.38888888888889	1.0	3.0	43.0	0.825	1.0	0.0	0.0	35.0	0.36913	0.04994	7.39171	0.0	0.9789	7	0.0	0.9473684210526315
MZ22521958	160.14285714285714	1.0	2.9285714285714284	43.0	0.0	5.0	0.0	0.0	31.0	0.1471	0.02162	6.80415	0.0	0.8613	7	0.03296703296703297	0.7368421052631579
MZ22521960	163.46153846153845	1.1818181818181819	3.0	43.0	0.0	6.0	5.0	0.32635697593225266	25.0	0.03358	0.00779	4.31332	0.18181818181818182	0.8275	7	0.0	0.5789473684210527
MZ22521961	172.1764705882353	1.0	2.823529411764706	43.0	0.655	2.0	0.0	0.0	34.0	0.12514	0.02437	5.13414	0.0	0.8687	7	0.0	0.8947368421052632
MZ22521962	196.0	1.0	3.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.56791	0.11221	5.06126	0.0	0.9182	7	0.024691358024691357	1.0
MZ22521964	182.33333333333334	1.0	2.3333333333333335	43.0	0.028	6.0	0.0	0.0	30.0	1.18913	0.32046	3.71066	0.0	1.1596	7	0.0	0.631578947368421
MZ22521965	158.7	1.0	3.8	27.90365678	0.0	8.0	0.0	0.0	28.0	0.33121	0.13027	2.54256	0.0	1.0232	7	0.0	0.5263157894736842
MZ22521967	155.52631578947367	1.0	4.7894736842105265	43.0	0.9565	0.0	0.0	0.0	36.0	0.24751	0.11081	2.23364	0.0	0.8734	7	0.0	1.0
MZ22521970	201.22222222222223	1.0	4.333333333333333	43.0	0.7865	1.0	0.0	0.0	35.0	0.33867	0.04819	7.02757	0.0	0.9355	7	0.16666666666666666	0.9473684210526315
MZ22521971	203.66666666666666	1.0	2.1666666666666665	27.90365678	0.001	9.0	0.0	0.0	27.0	0.5239	0.15225	3.44105	0.0	1.0804	7	0.0	0.3157894736842105
MZ22521973	240.0	1.0	2.8	43.0	0.002	8.0	0.0	0.0	28.0	1.78438	0.41912	4.25745	0.0	1.5803	7	0.0	0.5263157894736842
MZ22521974	279.64285714285717	1.0	1.5714285714285714	43.0	0.184	4.0	0.0	0.0	32.0	0.75271	0.20342	3.70026	0.0	1.1761	7	0.0	0.7368421052631579
MZ22521976	329.3333333333333	1.0	1.0	27.90365678	0.589	3.0	0.0	0.0	33.0	0.66777	0.22486	2.9697	0.0	1.5658	7	0.0	0.15789473684210525
MZ22521978	181.66666666666666	1.0	2.0	11.785521739	0.034	7.0	0.0	0.0	29.0	0.08923	0.09077	0.98308	0.0	1.0374	6	0.0	0.15789473684210525
MZ22521979	188.0	1.0	1.8888888888888888	43.0	0.0	8.0	0.0	0.0	28.0	0.5475	0.15572	3.51585	0.0	1.0866	7	0.0	0.47368421052631576
MZ22521980	180.58823529411765	1.0	3.588235294117647	43.0	0.493	2.0	0.0	0.0	34.0	0.44249	0.06939	6.37716	0.0	0.9207	7	0.0	0.8947368421052632
MZ22521981	251.125	1.0	2.625	43.0	0.417	3.0	0.0	0.0	33.0	0.87023	0.10156	8.5685	0.0	1.1392	7	0.2583333333333333	0.8421052631578947
MZ22521983	175.5	1.0	1.0	19.196826645	0.0	11.0	0.0	0.0	25.0	0.41518	0.14982	2.77118	0.0	1.2329	6	0.0	0.21052631578947367
MZ22521984	185.7	1.0	1.9	43.0	0.002	8.0	0.0	0.0	28.0	0.12105	0.02066	5.85929	0.0	0.8697	7	0.0	0.5263157894736842
MZ22521985	200.05263157894737	1.0	3.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.35544	0.09811	3.62284	0.0	0.955	7	0.15497076023391812	1.0
MZ22521986	209.66666666666666	1.0	1.9333333333333333	43.0	0.404	3.0	0.0	0.0	33.0	1.41077	0.17662	7.98757	0.0	1.2565	7	0.13333333333333333	0.7894736842105263
MZ22521988	227.0	1.1111111111111112	2.9	43.0	0.0	1.0	2.0	0.282842712474619	33.0	0.19481	0.0312	6.24489	0.1111111111111111	0.85	7	0.0	0.9473684210526315
MZ22521989	181.2	1.0	4.333333333333333	43.0	0.077	4.0	0.0	0.0	32.0	0.30751	0.15142	2.0308	0.0	0.8672	7	0.0	0.7894736842105263
MZ22521990	190.66666666666666	1.0	3.8333333333333335	27.90365678	0.0	12.0	0.0	0.0	24.0	0.28994	0.15341	1.88998	0.0	0.8193	7	0.0	0.3157894736842105
MZ22521991	402.3333333333333	1.0	4.0	27.90365678	0.0	10.0	0.0	0.0	26.0	0.26053	0.18163	1.43443	0.0	0.8818	7	0.0	0.15789473684210525
MZ22521992	595.3684210526316	1.1875	2.6315789473684212	27.90365678	0.229	2.0	3.0	0.3286841051788631	31.0	4.43863	0.24531	18.09371	0.1875	1.9907	7	0.0	0.8421052631578947
MZ22521993	161.625	1.0	3.9375	43.0	0.412	3.0	0.0	0.0	33.0	0.34092	0.11188	3.04709	0.0	0.8878	7	0.0	0.8421052631578947
MZ22521994	238.6	1.0714285714285714	3.066666666666667	43.0	0.083	4.0	1.0	0.2403700850309326	31.0	2.53914	0.19571	12.97373	0.07142857142857142	0.9929	7	0.0	0.7368421052631579
MZ22521995	203.78947368421052	1.0	3.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.60124	0.08005	7.51125	0.0	0.9933	7	0.0	1.0
MZ22521998	268.75	1.0	3.25	11.785521739	0.177	5.0	0.0	0.0	31.0	0.84152	0.40833	2.06087	0.0	1.9254	6	0.0	0.21052631578947367
MZ22522001	159.0	1.0	3.6666666666666665	15.683734722	0.036	7.0	0.0	0.0	29.0	0.03299	0.37467	0.08805	0.0	0.8451	6	0.0	0.15789473684210525
MZ22522005	160.75	1.0	3.375	43.0	0.0	5.0	0.0	0.0	31.0	0.2049	0.08005	2.55978	0.0	0.8399	7	0.0	0.42105263157894735
MZ22522006	350.94117647058823	1.0	2.2941176470588234	43.0	0.68	2.0	0.0	0.0	34.0	0.12437	0.02531	4.91326	0.0	1.0482	7	0.0	0.8947368421052632
MZ22522007	571.6666666666666	1.0	4.666666666666667	27.90365678	0.0	9.0	0.0	0.0	27.0	0.61532	0.62068	0.99137	0.0	1.2357	7	0.0	0.15789473684210525
MZ22522009	159.35294117647058	1.0	1.9411764705882353	43.0	0.68	2.0	0.0	0.0	34.0	0.54402	0.07513	7.24081	0.0	1.0058	7	0.10661764705882353	0.8947368421052632
MZ22522010	170.42857142857142	1.1666666666666667	1.0	43.0	0.0	10.0	1.0	0.31943828249996986	25.0	0.4248	0.10182	4.17187	0.16666666666666666	1.0561	7	0.0	0.3157894736842105
MZ22522011	195.42857142857142	1.4	1.8571428571428572	27.90365678	0.0	11.0	1.0	0.5714285714285716	24.0	2.13609	0.3148	6.78557	0.2	1.8237	7	0.0	0.2631578947368421
MZ22522012	245.66666666666666	1.0	3.0	43.0	0.781	2.0	0.0	0.0	34.0	1.189	0.47282	2.51469	0.0	1.6619	7	0.0	0.15789473684210525
MZ22522015	286.7142857142857	1.1666666666666667	1.0	15.683734722	0.003	7.0	1.0	0.31943828249996986	28.0	0.16864	0.09433	1.78775	0.16666666666666666	1.0273	6	0.0	0.3157894736842105
MZ22522016	671.5	1.2	5.833333333333333	43.0	0.0	10.0	1.0	0.33333333333333337	25.0	0.88203	0.20304	4.34419	0.2	1.3218	7	0.0	0.2631578947368421
MZ22522017	163.88888888888889	1.0	3.0	43.0	0.691	1.0	0.0	0.0	35.0	0.22878	0.04927	4.64336	0.0	0.8811	7	0.06862745098039216	0.9473684210526315
MZ22522018	170.35	1.0526315789473684	3.0	43.0	0.887	0.0	1.0	0.21213203435596428	35.0	1.28491	0.0309	41.5777	0.05263157894736842	0.9237	7	0.11988304093567251	1.0
MZ22522019	173.57894736842104	1.1176470588235294	3.1578947368421053	43.0	0.11	2.0	1.0	0.4210526315789474	33.0	0.54202	0.12841	4.22094	0.058823529411764705	0.9324	7	0.0	0.8947368421052632
MZ22522020	288.10526315789474	1.0	2.789473684210526	43.0	0.9565	0.0	0.0	0.0	36.0	0.86591	0.18163	4.76752	0.0	1.0087	7	0.0	1.0
MZ22522021	195.94444444444446	1.0	2.1666666666666665	43.0	0.691	1.0	0.0	0.0	35.0	0.497	0.08112	6.12685	0.0	0.9426	7	0.0	0.9473684210526315
MZ22522022	197.0	1.0	2.6666666666666665	1.72922562879999	0.003	8.0	0.0	0.0	28.0	0.2425	0.39632	0.61188	0.0	0.9751	6	0.0	0.15789473684210525
MZ22522023	186.4	1.0	1.0	43.0	0.0	11.0	0.0	0.0	25.0	0.56172	0.1501	3.7424	0.0	1.231	7	0.0	0.2631578947368421
MZ22522024	231.92857142857142	1.0	2.0714285714285716	43.0	0.03	5.0	0.0	0.0	31.0	1.25882	0.20513	6.13676	0.0	1.2841	7	0.0	0.7368421052631579
MZ22522027	201.33333333333334	1.125	2.2222222222222223	19.196826645	0.004	8.0	1.0	0.2939723678960656	27.0	0.16952	0.05645	3.00279	0.125	0.9824	6	0.0	0.42105263157894735
MZ22522028	182.69230769230768	1.0	3.6153846153846154	43.0	0.003	6.0	0.0	0.0	30.0	0.45067	0.03358	13.4208	0.0	0.8367	7	0.07051282051282051	0.6842105263157895
MZ22522029	497.8333333333333	1.2	4.666666666666667	27.90365678	0.0	10.0	1.0	0.33333333333333337	25.0	0.71335	0.355	2.00945	0.2	1.3105	7	0.4	0.2631578947368421
MZ22522032	241.41176470588235	1.0	6.0	27.90365678	0.925	1.0	0.0	0.0	35.0	0.2883	0.05707	5.05176	0.0	1.0359	7	0.0	0.8947368421052632
MZ22522036	226.0	1.0	1.5	15.683734722	0.0	12.0	0.0	0.0	24.0	0.28433	0.18314	1.55252	0.0	1.119	6	0.0	0.21052631578947367
MZ22522037	205.5	1.0	2.5	43.0	0.0	11.0	0.0	0.0	25.0	0.68784	0.07535	9.12824	0.0	1.2383	7	0.0	0.3157894736842105
MZ22522041	164.0	1.0	3.0	1.97980751599999	0.003	8.0	0.0	0.0	28.0	0.23079	0.74963	0.30787	0.0	1.0056	6	0.0	0.15789473684210525
MZ22522042	232.42857142857142	1.0	4.428571428571429	43.0	0.0	5.0	0.0	0.0	31.0	0.11444	0.02732	4.18837	0.0	0.8305	7	0.0	0.7368421052631579
MZ22522043	187.9	1.1111111111111112	2.0	27.90365678	0.001	8.0	1.0	0.282842712474619	27.0	1.21634	0.19592	6.2084	0.1111111111111111	1.2857	7	0.0	0.47368421052631576
MZ22522044	415.77777777777777	1.0	1.6111111111111112	43.0	0.82	1.0	0.0	0.0	35.0	1.84031	0.1797	10.24075	0.0	1.3257	7	0.0	0.9473684210526315
MZ22522045	231.57894736842104	1.0	4.842105263157895	43.0	0.9565	0.0	0.0	0.0	36.0	0.62737	0.06272	10.00344	0.0	0.8734	7	0.0	1.0
MZ22522046	234.72222222222223	1.0	3.9444444444444446	43.0	0.811	1.0	0.0	0.0	35.0	0.80372	0.14504	5.54127	0.0	0.9928	7	0.0	0.9473684210526315
MZ22522047	252.36363636363637	1.1	1.4545454545454546	15.683734722	0.0	6.0	1.0	0.2727272727272727	29.0	0.27363	0.13602	2.01169	0.1	1.1458	6	0.0	0.5263157894736842
MZ22522048	246.66666666666666	1.0	3.3333333333333335	43.0	0.781	2.0	0.0	0.0	34.0	0.60007	0.21573	2.78161	0.0	1.3332	7	0.0	0.15789473684210525
MZ22522049	307.6666666666667	1.0	5.0	27.90365678	0.0	11.0	0.0	0.0	25.0	0.1196	0.06324	1.8913	0.0	0.9064	7	0.0	0.15789473684210525
MZ22522050	177.66666666666666	1.0909090909090908	3.1666666666666665	27.90365678	0.0	7.0	1.0	0.26352313834736496	28.0	2.25141	0.31516	7.1436	0.09090909090909091	1.6628	7	0.0	0.5789473684210527
MZ22522053	226.2	1.0	2.5	43.0	0.0	9.0	0.0	0.0	27.0	1.72427	0.24889	6.92795	0.0	1.4429	7	0.0	0.5263157894736842
MZ22522054	232.66666666666666	1.0	2.0	15.683734722	0.0	11.0	0.0	0.0	25.0	0.03408	0.05975	0.57037	0.0	0.9938	6	0.0	0.15789473684210525
MZ22522056	178.1875	1.0666666666666667	3.5625	27.90365678	0.0	3.0	1.0	0.23385358667337136	32.0	0.4765	0.0846	5.63215	0.06666666666666667	0.9903	7	0.0	0.7894736842105263
MZ22522057	224.42857142857142	1.0	2.2857142857142856	19.196826645	0.0	10.0	0.0	0.0	26.0	0.37521	0.12355	3.03694	0.0	1.1019	6	0.0	0.3684210526315789
MZ22522059	244.7058823529412	1.0625	3.588235294117647	43.0	0.174	3.0	1.0	0.22782254977690689	32.0	0.15126	0.0351	4.30973	0.0625	0.8288	7	0.0	0.8421052631578947
MZ22522060	291.3	1.0526315789473684	3.9	43.0	0.887	0.0	1.0	0.21213203435596428	35.0	0.95729	0.08871	10.79166	0.05263157894736842	1.2233	7	0.2222222222222222	1.0
MZ22522061	283.8181818181818	1.0	4.0	43.0	0.0	8.0	1.0	0.0	27.0	1.18705	0.21931	5.41254	0.0	1.3146	7	0.0	0.5789473684210527
MZ22522064	148.3	1.0	3.0	43.0	0.0	9.0	0.0	0.0	27.0	0.14997	0.02751	5.4506	0.0	0.85	7	0.14444444444444443	0.5263157894736842
MZ22522065	173.9375	1.0	2.0	43.0	0.417	3.0	0.0	0.0	33.0	0.65179	0.09698	6.7211	0.0	1.0304	7	0.0	0.8421052631578947
MZ22522068	318.6666666666667	1.0	2.3333333333333335	27.90365678	0.0	10.0	0.0	0.0	26.0	0.77193	0.22474	3.43484	0.0	1.3939	7	0.0	0.3157894736842105
MZ22522071	153.47058823529412	1.0625	2.0	43.0	0.174	3.0	1.0	0.22782254977690689	32.0	0.16281	0.02297	7.08936	0.0625	0.8593	7	0.0	0.8421052631578947
MZ22522072	166.42105263157896	1.0	4.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.1064	0.01541	6.90562	0.0	0.8801	7	0.0	1.0
MZ22522073	180.0	1.0	1.0	15.683734722	0.0	12.0	0.0	0.0	24.0	0.05978	0.04157	1.43801	0.0	0.9028	6	0.0	0.15789473684210525
MZ22522075	225.0	1.0	2.6666666666666665	19.196826645	0.0	9.0	0.0	0.0	27.0	0.41586	0.15321	2.71432	0.0	1.1541	6	0.0	0.15789473684210525
MZ22522076	185.11111111111111	1.0	1.2777777777777777	43.0	0.7975	1.0	0.0	0.0	35.0	0.53582	0.08964	5.97743	0.0	0.9971	7	0.0	0.9473684210526315
MZ22522077	186.33333333333334	1.0588235294117647	1.8333333333333333	43.0	0.338	2.0	1.0	0.22222222222222224	33.0	1.52679	0.19662	7.76523	0.058823529411764705	1.2396	7	0.11764705882352941	0.8947368421052632
MZ22522078	276.7368421052632	1.0	4.842105263157895	43.0	0.9565	0.0	0.0	0.0	36.0	0.38886	0.11503	3.38041	0.0	1.0016	7	0.15789473684210525	1.0
MZ22522079	149.15384615384616	1.0	3.6923076923076925	43.0	0.003	6.0	0.0	0.0	30.0	0.67039	0.14715	4.5558	0.0	0.9329	7	0.0	0.6842105263157895
MZ22522080	225.75	1.1428571428571428	2.375	27.90365678	0.0	10.0	1.0	0.3061862178478973	25.0	1.8604	0.04286	43.40283	0.14285714285714285	1.2568	7	0.0	0.3684210526315789
MZ22522081	164.0	1.0	2.823529411764706	43.0	0.68	2.0	0.0	0.0	34.0	0.90656	0.1695	5.34839	0.0	0.9898	7	0.0	0.8947368421052632
MZ22522083	184.05882352941177	1.0	2.1176470588235294	43.0	0.68	2.0	0.0	0.0	34.0	1.15114	0.1251	9.20174	0.0	1.1247	7	0.0	0.8947368421052632
MZ22522086	175.66666666666666	1.0588235294117647	2.0	43.0	0.0	2.0	5.0	0.22222222222222224	29.0	0.30939	0.07072	4.37509	0.058823529411764705	0.8886	7	0.09765625	0.8947368421052632
MZ22522088	173.93333333333334	1.0714285714285714	4.2	43.0	0.062	5.0	1.0	0.2403700850309326	30.0	0.02109	0.00365	5.78479	0.07142857142857142	0.8732	7	0.0	0.7368421052631579
MZ22522091	240.72727272727272	1.0	2.272727272727273	43.0	0.008	6.0	0.0	0.0	30.0	1.74195	0.18882	9.22532	0.0	1.5263	7	0.0	0.5789473684210527
MZ22522093	482.07142857142856	1.0	2.2142857142857144	43.0	0.0	5.0	0.0	0.0	31.0	1.01143	0.13812	7.32295	0.0	1.1192	7	0.0	0.7368421052631579
MZ22522094	177.7	1.0	3.1	43.0	0.0	8.0	0.0	0.0	28.0	1.1481	0.29881	3.84229	0.0	1.3919	7	0.2222222222222222	0.5263157894736842
MZ22522096	186.05	1.1111111111111112	2.65	43.0	0.557	1.0	2.0	0.282842712474619	33.0	0.71067	0.13175	5.3939	0.1111111111111111	0.9191	7	0.0	0.9473684210526315
MZ22522098	233.25	1.0	4.0	27.90365678	0.0	10.0	0.0	0.0	26.0	0.06368	0.06014	1.05883	0.0	0.9128	7	0.0	0.21052631578947367
MZ22522100	322.25	1.0	8.0	43.0	0.0	11.0	0.0	0.0	25.0	0.40711	0.28323	1.43738	0.0	1.0793	7	0.0	0.21052631578947367
MZ22522102	161.54545454545453	1.0	2.0	43.0	0.0	6.0	3.0	0.0	27.0	2.05635	0.26173	7.85684	0.0	1.5521	7	0.0	0.5789473684210527
MZ22522106	154.44444444444446	1.0	2.0555555555555554	43.0	0.8245	1.0	0.0	0.0	35.0	0.49597	0.08278	5.99122	0.0	0.9174	7	0.13071895424836602	0.9473684210526315
MZ22522107	198.94444444444446	1.0	5.666666666666667	43.0	0.7975	1.0	0.0	0.0	35.0	0.0486	0.02329	2.08701	0.0	0.8455	7	0.0718954248366013	0.9473684210526315
MZ22522108	205.05555555555554	1.0	4.166666666666667	43.0	0.7975	1.0	0.0	0.0	35.0	0.21724	0.05684	3.82229	0.0	0.886	7	0.0	0.9473684210526315
MZ22522110	326.875	2.0	3.125	19.196826645	0.012	5.0	1.0	0.8660254037844386	30.0	3.94681	0.0207	190.69386	0.25	2.4573	6	0.0	0.21052631578947367
MZ22522111	154.64705882352942	1.0	4.294117647058823	43.0	0.644	2.0	0.0	0.0	34.0	0.09315	0.02262	4.11716	0.0	0.8244	7	0.029411764705882353	0.8947368421052632
MZ22522113	156.45	1.0526315789473684	2.85	43.0	0.887	0.0	1.0	0.21213203435596428	35.0	0.30483	0.04972	6.13105	0.05263157894736842	0.9161	7	0.0	1.0
MZ22522115	168.05882352941177	1.0	1.0588235294117647	43.0	0.694	2.0	0.0	0.0	34.0	0.60629	0.10568	5.73703	0.0	1.0807	7	0.0	0.8947368421052632
MZ22522118	195.05555555555554	1.0	1.9444444444444444	43.0	0.82	1.0	0.0	0.0	35.0	1.1211	0.1501	7.4689	0.0	1.156	7	0.23202614379084968	0.9473684210526315
MZ22522120	183.38888888888889	1.0588235294117647	3.5555555555555554	43.0	0.329	2.0	1.0	0.22222222222222224	33.0	1.04824	0.06214	16.86877	0.058823529411764705	0.9771	7	0.0	0.8947368421052632
MZ22522121	361.6666666666667	1.0	2.0	27.90365678	0.0	11.0	0.0	0.0	25.0	0.26229	0.0692	3.79052	0.0	1.3918	7	0.0	0.15789473684210525
MZ22522122	299.11764705882354	1.0	3.764705882352941	43.0	0.516	2.0	0.0	0.0	34.0	0.8408	0.13985	6.01213	0.0	0.9942	7	0.0	0.8947368421052632
MZ22522123	355.0	1.0	2.2857142857142856	43.0	0.0	8.0	1.0	0.0	27.0	2.04899	0.26326	7.78307	0.0	1.6182	7	0.0	0.3684210526315789
MZ22522125	164.91666666666666	1.0	1.3333333333333333	43.0	0.0	7.0	0.0	0.0	29.0	0.60709	0.06789	8.94199	0.0	0.925	7	0.09848484848484848	0.631578947368421
MZ22522126	154.11111111111111	1.0	2.888888888888889	43.0	0.7975	1.0	0.0	0.0	35.0	0.45905	0.07584	6.0532	0.0	0.9521	7	0.0	0.9473684210526315
MZ22522128	153.5	1.0	3.8333333333333335	27.90365678	0.0	11.0	0.0	0.0	25.0	0.12874	0.22063	0.5835	0.0	0.9073	7	0.0	0.3157894736842105
MZ22522129	158.75	1.0	2.5	15.683734722	0.0	12.0	0.0	0.0	24.0	0.24297	0.11914	2.03929	0.0	1.1482	6	0.0	0.21052631578947367
