orthogroup	gene	species
6378	g2230.t1	148810
6378	003ca2	132113
6378	725	143995
6378	639	1507135
6378	000c04	156304
6378	3964	166423
6378	2761	516756
6378	336	597456
6378	000daa	88501
6379	g2966.t1	148810
6379	00098f	132113
6379	2345	143995
6379	962	1507135
6379	0019bc	156304
6379	1367	166423
6379	0018f7	178035
6379	00156e	516756
6379	0014d3	597456
6379	000c9f	7460
6379	001fd2	88501
638	g6276.t1	148810
638	0001fe	132113
638	1.00E+60	143995
638	0008af	1507135
638	000fd1	156304
638	0003dd	166423
638	0024a2	178035
638	001b27	516756
638	00071e	597456
638	000bf7	7460
638	0007c0	88501
6380	002bb0	132113
6380	1662	156304
6380	0026d0	166423
6380	526	178035
6380	00025a	516756
6380	1294	597456
6380	0019b1	7460
6380	1776	88501
6381	001af8	132113
6381	0009bc	143995
6381	00177e	1507135
6381	1.00E+01	156304
6381	00145f	166423
6381	001a90	178035
6381	00158d	88501
6382	g10284.t1	148810
6382	0035fe	132113
6382	1274	143995
6382	00193e	1507135
6382	001d2b	156304
6382	00149c	166423
6382	001dc5	178035
6382	1198	516756
6382	1293	597456
6382	0012c8	7460
6382	943	88501
6383	g9742.t1	148810
6383	474	132113
6383	0026b2	143995
6383	2352	1507135
6383	001b2d	156304
6383	0000c2	166423
6383	001b3a	178035
6383	001c2f	516756
6383	0005f7	597456
6383	414	7460
6383	000a9c	88501
6384	g3517.t1	148810
6384	0022f0	132113
6384	0023c4	143995
6384	983	1507135
6384	2637	156304
6384	2265	166423
6384	8.00E+07	178035
6384	1034	516756
6384	0018c7	597456
6384	000d8e	7460
6384	000a4c	88501
6385	g1600.t1	148810
6385	001ac4	132113
6385	0022b7	143995
6385	000bf3	1507135
6385	000c84	156304
6385	002f7d	166423
6385	580	178035
6385	001dbf	516756
6385	0004bd	597456
6385	000fdc	7460
6385	0020c5	88501
6386	g323.t1	148810
6386	2553	132113
6386	0028aa	143995
6386	000d46	1507135
6386	00293f	1507135
6386	0014ce	156304
6386	0003ef	178035
6386	000fde	516756
6386	001ea9	597456
6386	2744	7460
6386	00276c	7460
6386	001d86	88501
6387	g3422.t1	148810
6387	1755	132113
6387	1978	143995
6387	00198a	143995
6387	00198c	143995
6387	2666	143995
6387	00291c	1507135
6387	0003cf	156304
6387	924	156304
6387	1142	156304
6387	0019b9	156304
6387	0002a3	166423
6387	002d57	166423
6387	0011ca	516756
6387	2598	516756
6387	2707	516756
6387	2769	516756
6387	0002ca	597456
6387	0.00E+00	597456
6387	000e8c	597456
6387	0.00E+00	597456
6387	001cd8	597456
6387	001d14	597456
6387	0026b9	597456
6387	0.00E+00	7460
6388	g11290.t1	148810
6388	003a0c	132113
6388	0015d5	143995
6388	0012be	1507135
6388	000fc6	156304
6388	000fc7	156304
6388	003bfb	166423
6388	1763	178035
6388	0015cc	516756
6388	2308	597456
6388	001ee6	7460
6388	00228f	88501
6389	g4267.t1	148810
6389	003be3	132113
6389	000ea1	143995
6389	000d86	1507135
6389	000cd0	156304
6389	000f20	166423
6389	0002ce	178035
6389	001bcc	516756
6389	00265f	597456
6389	1039	7460
6389	00301f	88501
639	g11673.t1	148810
639	002da7	132113
639	0015ca	143995
639	00164a	1507135
639	0002d7	156304
639	2364	166423
639	0019bc	178035
639	000b04	516756
639	1231	597456
639	001f1e	7460
639	001f48	7460
639	0028d0	7460
639	0013c8	88501
6390	g4762.t1	148810
6390	2178	132113
6390	0003be	143995
6390	000b1a	1507135
6390	000ac2	156304
6390	00057c	166423
6390	00215a	178035
6390	2411	516756
6390	2.20E+06	597456
6390	00174b	7460
6390	001fc2	88501
6391	g8312.t1	148810
6391	002cc9	132113
6391	1.00E+81	1507135
6391	0024c3	156304
6391	002f17	166423
6391	1657	178035
6391	000cc0	516756
6391	001cb4	597456
6391	0021f8	7460
6391	1213	88501
6392	g5565.t1	148810
6392	003a8d	132113
6392	402	1507135
6392	00181a	156304
6392	0022d3	156304
6392	0036d6	166423
6392	00055e	178035
6392	000beb	516756
6392	0016ed	597456
6392	001da5	7460
6392	2874	88501
6393	g11413.t1	148810
6393	0034b3	132113
6393	0015b3	143995
6393	1654	1507135
6393	1.00E+47	156304
6393	0034f5	166423
6393	00164f	178035
6393	649	516756
6393	000f7a	597456
6393	001f41	7460
6393	0029ad	7460
6393	2055	88501
6394	g12568.t1	148810
6394	3065	132113
6394	0.00E+00	143995
6394	000e4b	143995
6394	000e6e	1507135
6394	0014d2	156304
6394	00345a	166423
6394	1205	178035
6394	00254a	516756
6394	1.00E+32	597456
6394	1345	7460
6394	0016ad	88501
6395	g76.t1	148810
6395	0033a4	132113
6395	2690	143995
6395	001a6d	1507135
6395	0021c5	156304
6395	001fb6	166423
6395	425	178035
6395	000b64	516756
6395	001e5e	597456
6395	0003f8	7460
6395	1429	88501
6396	g12950.t1	148810
6396	0023d1	132113
6396	00069c	143995
6396	0004ec	1507135
6396	001fbb	156304
6396	0007d0	166423
6396	00056e	178035
6396	000ada	516756
6396	000b83	597456
6396	001d84	7460
6396	001e4f	7460
6396	1846	88501
6397	g8887.t1	148810
6397	002be6	132113
6397	2223	143995
6397	0025da	1507135
6397	0009d1	156304
6397	1781	166423
6397	2.40E+08	178035
6397	00083a	516756
6397	0001d1	597456
6397	1.80E+09	7460
6397	417	88501
6398	g4802.t1	148810
6398	003c06	132113
6398	2497	143995
6398	001bd9	1507135
6398	0002f9	156304
6398	3578	166423
6398	0020b8	178035
6398	1.30E+08	516756
6398	00160d	597456
6398	1664	7460
6398	0027ea	88501
6399	g10299.t1	148810
6399	3532	132113
6399	1278	143995
6399	1935	1507135
6399	001d4f	156304
6399	2571	166423
6399	0.00E+00	178035
6399	000d16	516756
6399	00128a	597456
6399	1300	7460
6399	00291b	88501
64	g6042.t1	148810
64	001e8a	132113
64	001eb8	143995
64	00168d	1507135
64	000fb2	156304
64	501	166423
64	2615	178035
64	00233d	516756
64	00042a	597456
64	000a40	7460
64	552	88501
640	g8080.t1	148810
640	0012f9	132113
640	001d4b	143995
640	001e0b	1507135
640	2579	156304
640	002e5c	166423
640	1870	178035
640	2660	516756
640	00256a	597456
640	2372	7460
640	8.00E+08	88501
6400	g8128.t1	148810
6400	1356	132113
6400	001d44	143995
6400	2763	1507135
6400	001cda	178035
6400	0011c3	597456
6401	g965.t1	148810
6401	00334e	132113
6401	000ccf	143995
6401	0013d6	1507135
6401	00057f	156304
6401	1697	166423
6401	438	178035
6401	2121	516756
6401	1884	597456
6401	0014af	88501
6402	g5729.t1	148810
6402	001a32	132113
6402	00058b	143995
6402	0023f3	1507135
6402	627	156304
6402	00265c	166423
6402	00265d	166423
6402	00102d	178035
6402	2533	7460
6402	3265	88501
6403	g6057.t1	148810
6403	9.00E+06	132113
6403	1426	143995
6403	00091b	1507135
6403	000fe0	156304
6403	0004ef	166423
6403	1421	178035
6403	2342	516756
6403	0003d6	597456
6403	000ac9	7460
6403	557	88501
6404	g1905.t1	148810
6404	001bcc	132113
6404	1.10E+04	143995
6404	001c6a	1507135
6404	0008b6	156304
6404	00302f	166423
6404	0000a0	178035
6404	1317	516756
6404	1008	597456
6404	1076	7460
6404	0008d2	88501
6405	g7570.t1	148810
6405	3231	132113
6405	351	143995
6405	00335c	1507135
6405	000f85	156304
6405	00370a	166423
6405	2512	178035
6405	001cd9	516756
6405	001c3a	597456
6405	001abd	7460
6405	0022ed	88501
6406	g8914.t1	148810
6406	00030e	132113
6406	2209	143995
6406	2645	1507135
6406	000bea	156304
6406	0017a4	166423
6406	1301	178035
6406	0015f4	516756
6406	1153	597456
6406	001d59	88501
6407	g7752.t1	148810
6407	1634	132113
6407	0009aa	143995
6407	001d52	1507135
6407	001f1d	156304
6407	00218e	166423
6407	000a91	516756
6407	00012c	597456
6408	g4559.t1	148810
6408	002d3d	132113
6408	0003fd	143995
6408	001bf0	1507135
6408	233	156304
6408	0007b1	178035
6408	0013ac	516756
6408	000a74	597456
6408	0016f6	7460
6408	0015fe	88501
6409	g6503.t1	148810
6409	002c27	132113
6409	0006f9	143995
6409	868	1507135
6409	000ff6	156304
6409	00075a	166423
6409	2.20E+07	178035
6409	0005c8	516756
6409	0006fb	597456
6409	000a7d	7460
6409	2205	88501
641	g6844.t1	148810
641	001c56	132113
641	0026d0	143995
641	315	1507135
641	0013d2	156304
641	1.00E+07	166423
641	1389	178035
641	1.10E+06	516756
641	0.00E+00	597456
641	0008be	7460
641	00240c	88501
6410	g4599.t1	148810
6410	002f15	132113
6410	0001cf	143995
6410	0005c7	1507135
6410	000a38	156304
6410	00096a	166423
6410	0020b0	178035
6410	1160	516756
6410	471	597456
6410	1689	7460
6410	000dc0	88501
6411	g916.t1	148810
6411	3.20E+01	132113
6411	0010d5	143995
6411	0012d7	1507135
6411	002b8d	166423
6411	390	178035
6411	306	516756
6411	00196e	597456
6411	00006a	7460
6412	g8597.t1	148810
6412	000bb4	132113
6412	283	143995
6412	0026b2	1507135
6412	00164e	156304
6412	001dad	166423
6412	00046b	178035
6412	00174e	516756
6412	2236	597456
6412	0026f3	7460
6412	724	88501
6413	g860.t1	148810
6413	0.00E+00	132113
6413	000db3	143995
6413	000c75	1507135
6413	1505	156304
6413	00232f	156304
6413	000f85	166423
6413	000f81	178035
6413	001a14	516756
6413	1756	597456
6413	1.10E+10	7460
6413	001eda	88501
6414	0024cd	143995
6414	0000c3	1507135
6414	000f66	156304
6414	001b4e	166423
6414	001acf	7460
6414	0004b4	88501
6415	g2865.t1	148810
6415	982	132113
6415	000ece	143995
6415	0009fe	1507135
6415	1165	156304
6415	003a29	166423
6415	0008ec	178035
6415	00103b	516756
6415	0018c0	597456
6415	000db9	7460
6415	000eb0	7460
6415	0030c3	88501
6416	g331.t1	148810
6416	0.00E+00	132113
6416	0028ad	143995
6416	000d40	1507135
6416	1514	156304
6416	001f29	166423
6416	0003aa	178035
6416	000ffb	516756
6416	001eab	597456
6416	0002b6	7460
6416	697	88501
6417	g3085.t1	148810
6417	0029dc	132113
6417	00232b	143995
6417	000e5f	166423
6417	0009c3	178035
6417	001dd8	516756
6417	000cc2	7460
6417	0015de	88501
6418	g1670.t1	148810
6418	000fe3	132113
6418	0022b1	156304
6418	002fc9	166423
6418	0001c4	7460
6418	1247	88501
6419	1608	143995
6419	0007c5	156304
6419	0006bc	516756
6419	001eb7	7460
642	g1625.t1	148810
642	2190	132113
642	0022c7	143995
642	000bcd	1507135
642	0015a9	156304
642	00003d	178035
642	00026f	516756
642	001f49	516756
642	0004ca	597456
642	00255c	7460
642	2346	88501
6420	g7393.t1	148810
6420	00364d	132113
6420	00272f	143995
6420	306	1507135
6420	2072	156304
6420	2098	166423
6420	000da4	178035
6420	00148d	516756
6420	0010c9	597456
6420	0025b3	7460
6420	0031b0	88501
6421	g3751.t1	148810
6421	1447	132113
6421	1697	143995
6421	2700	1507135
6421	839	156304
6421	001d51	166423
6421	001a6c	178035
6421	1604	516756
6421	0021b8	597456
6421	1445	7460
6421	185	88501
6422	g12760.t1	148810
6422	0019bb	132113
6422	00088f	143995
6422	001b07	1507135
6422	000a72	156304
6422	001b89	166423
6422	00195a	178035
6422	000f66	516756
6422	000b56	597456
6422	1363	7460
6422	122	88501
6423	g1040.t1	148810
6423	0032a3	132113
6423	000c8b	143995
6423	000baf	1507135
6423	00058a	156304
6423	002b6e	166423
6423	0003dc	178035
6423	00032a	516756
6423	1995	597456
6423	0001a3	7460
6423	00107a	88501
6424	g2907.t1	148810
6424	2455	132113
6424	2396	143995
6424	00097f	1507135
6424	00264f	156304
6424	1321	166423
6424	864	178035
6424	0014fb	516756
6424	0014b5	597456
6424	000d77	7460
6424	001f76	88501
6425	g6750.t1	148810
6425	003dc1	132113
6425	0002d0	143995
6425	289	1507135
6425	00171f	156304
6425	001c65	166423
6425	000ec9	178035
6425	0003fa	516756
6425	0010fc	597456
6425	00098c	7460
6425	261	88501
6426	g13802.t1	148810
6426	1401	132113
6426	2536	143995
6426	0000fc	1507135
6426	000f9e	156304
6426	00316e	166423
6426	000a76	178035
6426	001f1a	516756
6426	001ad7	597456
6426	001ab1	7460
6426	2816	88501
6427	g11284.t1	148810
6427	g12739.t1	148810
6427	g12740.t1	148810
6427	g12778.t1	148810
6427	g640.t1	148810
6427	00199c	132113
6427	0008da	143995
6427	0013f2	1507135
6427	0023a4	156304
6427	0007be	166423
6427	0007c0	166423
6427	000a26	166423
6427	0020ec	166423
6427	002b5a	166423
6427	1204	178035
6427	000f6f	516756
6427	000b6e	597456
6427	1430	7460
6427	0001c2	88501
6427	000b7f	88501
6428	g13025.t1	148810
6428	2788	132113
6428	463	143995
6428	408	1507135
6428	0022d0	156304
6428	00053c	178035
6428	000bec	516756
6428	1.60E+01	597456
6428	001d2b	7460
6428	000eea	88501
6429	g10040.t1	148810
6429	618	132113
6429	1975	1507135
6429	0012c9	166423
6429	2459	88501
643	g4376.t1	148810
643	907	132113
643	00038f	143995
643	0003f2	143995
643	002aca	1507135
643	284	166423
643	2134	178035
643	001ee6	516756
643	0015ee	7460
6430	g9169.t1	148810
6430	55	132113
6430	0009bb	156304
6430	001bdd	166423
6430	0025ac	516756
6430	207	597456
6430	0011ee	88501
6431	g13920.t1	148810
6431	0012f0	132113
6431	001d3b	143995
6431	002a91	1507135
6431	2530	156304
6431	002ec1	166423
6431	1659	178035
6431	2673	516756
6431	00255f	597456
6431	001ad7	88501
6432	g2361.t1	148810
6432	0018f5	132113
6432	0009c2	143995
6432	0005fa	1507135
6432	0038d1	166423
6432	000cfc	178035
6432	000ecd	516756
6432	000c14	597456
6432	789	7460
6432	294	88501
6433	g5332.t1	148810
6433	001ecf	132113
6433	001a9b	143995
6433	001cc5	1507135
6433	0012c1	156304
6433	1618	166423
6433	000b08	178035
6433	001fcf	516756
6433	2046	597456
6433	000d45	7460
6433	0017f1	88501
6434	g5161.t1	148810
6434	2794	132113
6434	930	143995
6434	413	1507135
6434	1468	156304
6434	1203	166423
6434	001c76	178035
6434	1674	597456
6434	001d15	7460
6434	000e6e	88501
6435	g5209.t1	148810
6435	003a77	132113
6435	681	143995
6435	00175e	156304
6435	1235	166423
6435	00156e	178035
6435	00122b	516756
6435	0019b2	597456
6435	001e6c	7460
6435	1818	88501
6435	001a9f	88501
6436	g1875.t1	148810
6436	002a46	132113
6436	0022f9	143995
6436	0026a6	1507135
6436	000c8c	156304
6436	0024ba	166423
6436	2.00E+08	178035
6436	001a00	516756
6436	00009f	597456
6436	0002c9	7460
6436	3.10E+01	88501
6437	g13387.t1	148810
6437	00297e	132113
6437	1034	143995
6437	001c9c	1507135
6437	001a26	156304
6437	0029f5	166423
6437	0.00E+00	178035
6437	00223f	597456
6437	0004df	7460
6437	002f9d	88501
6439	g13765.t1	148810
6439	0024ce	132113
6439	1515	143995
6439	000c56	1507135
6439	001f18	156304
6439	003b6b	166423
6439	00076e	178035
6439	001f75	516756
6439	0024a8	597456
6439	001dd0	7460
6439	002b7a	88501
6440	001b59	132113
6440	000cf9	143995
6440	00151e	1507135
6440	001af4	156304
6440	3809	166423
6440	000ca2	178035
6440	455	516756
6440	0013ed	597456
6440	0005a8	7460
6440	000d9c	88501
6441	1329	132113
6441	0020b0	143995
6441	00277d	1507135
6441	0017db	156304
6441	264	166423
6441	001d2b	178035
6441	001bee	516756
6441	00112e	597456
6441	2270	7460
6441	000b0f	88501
6442	g10213.t1	148810
6442	00355a	132113
6442	00124f	143995
6442	0019ef	1507135
6442	00072b	156304
6442	0014ed	166423
6442	0021dc	516756
6442	00128e	597456
6442	0011b6	7460
6442	002f61	88501
6443	g14300.t1	148810
6443	0011ae	132113
6443	0011af	132113
6443	001f62	143995
6443	374	166423
6443	457	178035
6443	1189	516756
6443	0019d2	597456
6443	1619	88501
6444	g7403.t1	148810
6444	3651	132113
6444	2708	143995
6444	00285a	1507135
6444	00203a	156304
6444	0020a8	166423
6444	000d8e	178035
6444	0014aa	516756
6444	0010bb	597456
6445	g2175.t1	148810
6445	2849	132113
6445	000b60	143995
6445	00209b	1507135
6445	0002ae	156304
6445	0039a1	166423
6445	0014a3	178035
6445	0011c1	516756
6445	000c74	597456
6445	00076d	7460
6445	001cc7	88501
6447	g1893.t1	148810
6447	0031dd	132113
6447	001fb2	143995
6447	000d78	1507135
6447	0011ae	156304
6447	2113	166423
6447	0025d8	178035
6447	0000aa	597456
6447	201	7460
6447	2.00E+21	88501
6448	g10323.t1	148810
6448	1.90E+06	132113
6448	00123a	143995
6448	00194a	1507135
6448	001d52	156304
6448	00306f	166423
6448	000d47	178035
6448	000d29	516756
6448	0002ed	597456
6448	0015c0	7460
6448	002b8e	88501
6449	g11964.t1	148810
6449	g11966.t1	148810
6449	1686	132113
6449	00152d	143995
6449	1533	143995
6449	0028eb	156304
6449	00293e	156304
6449	715	516756
6449	719	516756
6449	727	516756
6449	0024b3	597456
6449	001d75	7460
6449	001dcf	7460
6449	0028fb	7460
645	g7251.t1	148810
645	003da7	132113
645	0019a0	143995
645	00069a	1507135
645	00203e	156304
645	1914	166423
645	001ba6	178035
645	438	516756
645	0021a9	597456
645	0007d0	7460
645	0008ed	7460
645	0025b8	88501
6450	g7158.t1	148810
6450	00066d	132113
6450	0007d7	143995
6450	0027c8	1507135
6450	0008d4	156304
6450	0006f5	166423
6450	001b7e	178035
6450	2174	516756
6450	1799	597456
6450	829	7460
6450	00190f	88501
6451	g13017.t1	148810
6451	000d7f	132113
6451	001f6d	143995
6451	00251f	1507135
6451	1812	156304
6451	001aab	166423
6451	0001a1	178035
6451	124	516756
6451	94	597456
6451	0004c1	7460
6451	00005b	88501
6451	000fcd	88501
6452	g5113.t1	148810
6452	001ebc	132113
6452	001abc	143995
6452	001cda	1507135
6452	001fe6	156304
6452	00332a	166423
6452	000ad7	178035
6452	0002c5	516756
6452	2073	597456
6452	2450	7460
6452	001d31	88501
6453	g4757.t1	148810
6453	00217b	132113
6453	2465	143995
6453	581	166423
6453	2101	178035
6453	00242b	516756
6453	0022f4	597456
6453	1754	7460
6453	0000f7	88501
6454	g10368.t1	148810
6454	00384f	132113
6454	1333	143995
6454	001fa6	1507135
6454	1895	156304
6454	2.00E+45	166423
6454	0.00E+00	178035
6454	962	516756
6454	00032b	597456
6454	0012b8	7460
6454	0024de	88501
6455	g6948.t1	148810
6455	000bec	132113
6455	001e2f	143995
6455	246	1507135
6455	1.00E+70	156304
6455	00106e	166423
6455	001fe0	178035
6455	0009c8	516756
6455	000cfd	597456
6455	0009a3	7460
6455	0013f9	88501
6456	g10153.t1	148810
6456	1216	132113
6456	1300	143995
6456	546	156304
6456	00336c	166423
6456	0.00E+00	178035
6456	000a54	516756
6456	0013bb	597456
6456	1209	7460
6456	1505	88501
6457	g12852.t1	148810
6457	00266f	132113
6457	0.00E+00	143995
6457	0016f5	1507135
6457	001c50	156304
6457	1547	166423
6457	0018b8	516756
6457	2246	597456
6457	00037d	7460
6457	193	88501
6458	g6190.t1	148810
6458	002bf6	132113
6458	00010d	143995
6458	00086d	1507135
6458	00142e	156304
6458	0018b3	166423
6458	0011af	178035
6458	0004a6	516756
6458	00041a	597456
6458	000bab	7460
6458	00210b	88501
6459	g10677.t1	148810
6459	003b7b	132113
6459	001dc0	143995
6459	8.00E+03	1507135
6459	00245a	156304
6459	394	166423
6459	1124	178035
6459	001d35	516756
6459	2.00E+00	597456
6459	00016a	7460
6459	6.00E+09	88501
6459	002b83	88501
646	g10383.t1	148810
646	3846	132113
646	1224	143995
646	001f92	1507135
646	7	156304
646	2025	178035
646	00095a	516756
646	00032e	597456
646	0011f9	7460
646	2.80E+09	7460
646	2.40E+06	88501
6460	g4592.t1	148810
6460	002ef6	132113
6460	1834	143995
6460	0005b0	1507135
6460	226	156304
6460	972	166423
6460	2159	178035
6460	00114a	516756
6460	00046f	597456
6460	1624	7460
6460	002d69	88501
6461	g14192.t1	148810
6461	002e4b	132113
6461	346	143995
6461	00283b	1507135
6461	000fa6	156304
6461	002f00	166423
6461	0005dc	178035
6461	001e2d	516756
6461	1089	597456
6461	001a37	7460
6461	002f12	88501
6462	g6971.t1	148810
6462	000bf7	132113
6462	001de7	143995
6462	251	1507135
6462	337	156304
6462	1057	166423
6462	001b43	178035
6462	995	516756
6462	000d17	597456
6462	0008c1	7460
6462	2183	88501
6463	g2590.t1	148810
6463	2594	132113
6463	000d24	143995
6463	1488	1507135
6463	000c34	156304
6463	3.70E+09	166423
6463	001d71	178035
6463	00208b	516756
6463	00142f	597456
6463	628	7460
6463	760	7460
6463	001a8a	88501
6464	g10289.t1	148810
6464	3538	132113
6464	1242	143995
6464	1936	1507135
6464	001d28	156304
6464	1495	166423
6464	001db7	178035
6464	0011a6	516756
6464	0012d4	597456
6464	0012c5	7460
6464	948	88501
6465	000f1c	132113
6465	00077d	1507135
6465	2179	516756
6465	2173	597456
6465	2578	88501
6466	g11574.t1	148810
6466	001d6f	132113
6466	1.50E+03	143995
6466	0015b2	1507135
6466	0007f6	156304
6466	1175	166423
6466	000b6c	178035
6466	0006cd	516756
6466	000f6d	597456
6466	00015e	88501
6467	g5488.t1	148810
6467	001aeb	132113
6467	000bfc	143995
6467	2292	1507135
6467	000c4c	156304
6467	0001ba	166423
6467	0021cd	178035
6467	1301	516756
6467	0012a0	597456
6467	1872	7460
6467	00283e	88501
6468	g4633.t1	148810
6468	1703	132113
6468	446	143995
6468	00270d	1507135
6468	001d7c	156304
6468	001f25	156304
6468	0026db	156304
6468	000a8b	166423
6468	001a29	178035
6468	0018ff	516756
6468	0017b9	597456
6468	0016cd	7460
6468	002a64	88501
6469	8.00E+07	132113
6469	00043d	143995
6469	002ac8	1507135
6469	002ac9	1507135
6469	221	156304
6469	273	166423
6469	00204b	178035
6469	001ee0	516756
6469	001f0e	597456
6469	1647	7460
6469	000a2c	88501
647	g8156.t1	148810
647	001bfd	132113
647	0.00E+00	143995
647	1.00E+01	1507135
647	0022aa	156304
647	0026fe	156304
647	001c46	166423
647	001ecb	178035
647	00027b	516756
647	00136c	597456
647	001a0d	7460
647	0010ea	88501
6470	g6268.t1	148810
6470	00025f	132113
6470	2858	143995
6470	2.00E+06	1507135
6470	2969	156304
6470	0003d2	166423
6470	2.20E+05	178035
6470	001b07	516756
6470	6.00E+00	597456
6470	0001b6	88501
6471	g6728.t1	148810
6471	003dea	132113
6471	300	143995
6471	0002a8	1507135
6471	0013f5	156304
6471	0025a2	166423
6471	1.90E+03	178035
6471	0003fe	516756
6471	0010ca	597456
6471	0008ae	7460
6471	2427	88501
6472	g448.t1	148810
6472	0026d2	132113
6472	0022aa	143995
6472	001f64	1507135
6472	0004fe	156304
6472	00281d	166423
6472	2.00E+00	178035
6472	0010b0	516756
6472	0015a8	597456
6472	0001a0	7460
6472	00050c	88501
6473	g9523.t1	148810
6473	3820	132113
6473	2274	143995
6473	000d06	1507135
6473	001d7f	156304
6473	000b21	166423
6473	00129a	178035
6473	00210d	516756
6473	001d90	597456
6473	000bd1	7460
6475	g3599.t1	148810
6475	2303	132113
6475	2395	143995
6475	0012fa	1507135
6475	1186	156304
6475	0022c5	166423
6475	911	178035
6475	1.70E+08	516756
6475	0014df	597456
6475	000df6	7460
6475	2953	7460
6475	001ff0	88501
6476	g12076.t1	148810
6476	0024ca	132113
6476	1517	143995
6476	000e4e	1507135
6476	001ecc	156304
6476	839	166423
6476	000ffc	178035
6476	001f53	516756
6476	2497	597456
6476	001cfa	7460
6476	002b6d	88501
6477	g650.t1	148810
6477	2560	132113
6477	000cde	143995
6477	000c93	1507135
6477	579	156304
6477	2776	166423
6477	001a78	178035
6477	0026a0	516756
6477	00229e	597456
6477	0011c1	7460
6477	0016d7	88501
6478	g5389.t1	148810
6478	1.00E+11	132113
6478	1875	143995
6478	2176	1507135
6478	1293	156304
6478	000d10	166423
6478	1582	178035
6478	1.20E+09	516756
6478	0020f0	597456
6478	001da6	7460
6479	g6263.t1	148810
6479	207	132113
6479	2865	143995
6479	0008b0	1507135
6479	00296e	156304
6479	0003cd	166423
6479	0022ab	178035
6479	001b0a	516756
6479	701	597456
6479	000c06	7460
6479	0001bd	88501
648	g4477.t1	148810
648	172	132113
648	2462	143995
648	001be1	1507135
648	323	156304
648	3581	166423
648	0020df	178035
648	0013d7	516756
648	1.50E+04	597456
648	1706	7460
648	0029f1	7460
648	001c85	88501
6480	g2760.t1	148810
6480	g2761.t1	148810
6480	0028c7	132113
6480	000a16	143995
6480	3140	1507135
6480	0010b0	156304
6480	1418	166423
6480	001a8d	178035
6480	0012a2	516756
6480	2508	597456
6480	002c68	88501
6481	g3017.t1	148810
6481	0022b4	132113
6481	1.90E+09	143995
6481	000a6e	1507135
6481	1943	156304
6481	000eb2	166423
6481	0009c0	178035
6481	00150c	516756
6481	0014a4	597456
6481	000dd5	7460
6481	001fdf	88501
6482	g5310.t1	148810
6482	0014cf	132113
6482	0014d7	143995
6482	001cea	1507135
6482	0012a8	156304
6482	0012a3	166423
6482	1754	178035
6482	0002c9	516756
6482	0020cf	597456
6482	000d91	7460
6483	g13317.t1	148810
6483	0013dd	132113
6483	0.00E+00	143995
6483	00145c	1507135
6483	001bdb	156304
6483	0029a2	166423
6483	114	178035
6483	0010b6	516756
6483	615	597456
6483	2482	88501
6484	g2924.t1	148810
6484	0009a3	132113
6484	000eb4	143995
6484	00096d	1507135
6484	1936	156304
6484	1334	166423
6484	00085a	178035
6484	1.40E+02	516756
6484	1502	597456
6484	000d71	7460
6484	0015da	88501
6485	g1206.t1	148810
6485	3179	132113
6485	001cca	143995
6485	00052a	1507135
6485	00289d	1507135
6485	1539	156304
6485	002dbc	166423
6485	0014fa	178035
6485	00020c	516756
6485	00102e	597456
6485	1096	7460
6485	882	88501
6485	883	88501
6486	g8998.t1	148810
6486	2.00E+07	132113
6486	2186	143995
6486	2665	1507135
6486	0003a7	156304
6486	000be3	156304
6486	0017fa	166423
6486	00046a	178035
6486	00005d	516756
6486	001dcf	597456
6486	2678	7460
6486	001dda	88501
6487	g5685.t1	148810
6487	0023a8	132113
6487	00093c	143995
6487	00213f	1507135
6487	916	156304
6487	00311b	166423
6487	2485	178035
6487	0003c0	516756
6487	0016a5	597456
6487	001d43	7460
6487	1.70E+05	88501
6488	g3488.t1	148810
6488	976	132113
6488	473	143995
6488	2693	1507135
6488	2044	166423
6488	00089f	178035
6488	00109e	516756
6488	001cdd	597456
6488	000cb7	7460
6488	0005a2	88501
6489	g2798.t1	148810
6489	2.80E+02	132113
6489	9.00E+06	143995
6489	00173c	1507135
6489	000c08	156304
6489	1443	166423
6489	001d8b	178035
6489	0012b4	516756
6489	0024ed	597456
6489	00057a	7460
6489	002c65	88501
649	g10636.t1	148810
649	00358a	132113
649	000e9e	143995
649	000ea9	143995
649	000d91	1507135
649	001c43	156304
649	00367b	166423
649	00029d	178035
649	001bc6	516756
649	1282	597456
649	2786	7460
649	795	88501
649	2803	88501
649	00332b	88501
649	00336b	88501
649	00338e	88501
649	3.30E+07	88501
6490	g7684.t1	148810
6490	2116	132113
6490	0005f6	143995
6490	77	1507135
6490	000f21	156304
6490	00066c	166423
6490	2.30E+05	178035
6490	001c66	516756
6490	001b4b	597456
6490	001b3a	7460
6490	0017b9	88501
6491	g8205.t1	148810
6491	001c19	132113
6491	82	143995
6491	0001ad	1507135
6491	00271a	156304
6491	2492	166423
6491	000f08	516756
6491	2260	597456
6491	2301	88501
6492	g14287.t1	148810
6492	0.00E+00	132113
6492	2316	143995
6492	000a4d	1507135
6492	00185d	156304
6492	0.00E+00	166423
6492	0009ca	178035
6492	00150f	516756
6492	001d3f	597456
6492	000db5	7460
6492	1.40E+02	88501
6493	g13810.t1	148810
6493	0013ad	132113
6493	2520	143995
6493	138	1507135
6493	1070	156304
6493	003be1	166423
6493	001ed8	178035
6493	001f1f	516756
6493	001ac6	597456
6493	001a24	7460
6493	0011a5	88501
