GB_gene_id	ACN	AGE	CAF	CNV	CON	DUP	EVR	EXP	LCA	PHC	STA	UNI	WGA
GB45709	1.054054054	203	0.849	0.214528212	4	0.054054054	0.9816	2	16	0.42	74	0.902439024	0.72
GB43868	1	203	0.702	0	0	0	0.9667	0	16	0.49	80	1	0.9
GB53965	1	203	0.702	0	4	0	1.6756	0	16	0.2	76	0.902439024	0.75
GB52721	1	203	0.687	0	1	0	0.9062	0	16	0.49	79	0.975609756	0.71
GB55596	1.073170732	203	0.992	0.318181818	0	0.048780488	1.1388	2	16	0.34	78	1	0.56
GB50042	1	203	0.702	0	0	0	0.8848	0	16	0.47	80	1	0.89
GB51129	1.025641026	203	0.94	0.15411035	2	0.025641026	0.9672	1	16	0.51	77	0.951219512	0.9
GB47455,GB52437	1.615384615	203	0.731	0.604843139	19	0.41025641	1.2636	5	16	0.385	56	0.951219512	0.84
GB48486,GB45532	1.052631579	203	0.809	0.212132034	3	0.052631579	0.9449	2	16	0.155	75	0.926829268	0.49
GB50013	1	203	0.683	0	1	0	1.1422	0	16	0.21	79	0.975609756	0.64
GB52693	1.105263158	203	0.862	0.277664376	2	0.105263158	1.1634	3	16	0.34	75	0.926829268	0.92
GB54808,GB40047	1.282051282	203	0.989	0.465617869	14	0.230769231	1.7439	1	16	0.1	65	0.951219512	0.765
GB50427	1	203	0.683	0	1	0	1.4518	0	16	0.66	79	0.975609756	0.89
GB51556	1.024390244	203	0.942	0.15058465	0	0.024390244	1.2504	1	16	0.66	79	1	0.94
GB47324	1.026315789	203	0.904	0.15596827	3	0.026315789	1.5177	1	16	0.38	76	0.926829268	0.83
GB52040	1	183.0129637	0.714	0	2	0	0.8434	0	16	0.34	78	0.87804878	0.82
GB55798	1.025641026	203	0.89	0.15411035	2	0.025641026	0.84	1	16	0.26	77	0.951219512	0.53
GB40358	1.024390244	203	0.94	0.15058465	0	0.024390244	0.8236	1	16	0.66	79	1	0.87
GB43564	1	203	0.621	0	1	0	1.4341	0	16	0.42	79	0.975609756	0.9
GB52030	1.195121951	203	0.708	0.331593404	0	0.195121951	0.9284	7	16	0.11	73	1	0.51
GB55009	1	203	0.784	0	8	0	0.8827	0	15	0.4	72	0.341463415	0.78
GB53731	1.047619048	203	0.553	0.203278907	14	0.047619048	1.8093	1	16	0.15	65	0.512195122	0.65
GB44780	1.024390244	203	0.956	0.15058465	0	0.024390244	0.7371	1	16	0.56	79	1	0.91
GB47735	1.048780488	203	0.998	0.294165364	0	0.024390244	1.036	1	16	0.51	79	1	0.93
GB48779,GB48779	1.048780488	203	0.935	0.205389788	0	0.048780488	0.8795	2	16	0.23	78	1	0.73
GB41677	1	203	0.702	0	0	0	0.9071	0	16	0.46	80	1	0.81
GB55370	1.025	203	0.929	0.152317024	1	0.025	1.1473	1	16	0.36	78	0.975609756	0.77
GB42649	1.024390244	203	0.954	0.15058465	0	0.024390244	0.8053	1	16	0.7	79	1	0.96
GB48798	1	203	0.66	0	1	0	0.7146	0	16	0.33	79	0.975609756	0.77
GB53337	1.025641026	203	0.894	0.15411035	2	0.025641026	0.9837	1	16	0.34	77	0.951219512	0.77
GB46642	1	203	0.736	0	3	0	0.8694	0	16	0.41	77	0.536585366	0.82
GB43521	1	203	0.702	0	0	0	0.9768	0	16	0.85	80	1	1
GB51670	1	203	0.702	0	0	0	1.1079	0	16	0.2	80	1	0.75
GB41302	1.029411765	203	0.858	0.164130361	5	0.029411765	1.3869	1	16	0.29	74	0.829268293	0.79
GB46763	1.043478261	203	0.974	0.19543399	2	0.043478261	1.0211	1	16	0.35	77	0.56097561	0.84
GB40053,GB40169	1.971428571	203	0.786	0.084506549	4	0.971428571	1.0432	0	16	0.28	76	0.853658537	0.685
GB43311,GB43310,GB48321	1.951219512	203	0.935	0.741830506	22	0.512195122	1.4685	6	16	0.083333333	52	1	0.533333333
GB46536	1.125	203	0.916	0.293972368	9	0.125	1.18	0	16	0.6	71	0.975609756	0.99
GB48674	1	203	0.659	0	2	0	1.1595	0	16	0.49	78	0.951219512	0.91
GB46495	1	203	0.664	0	5	0	1.1636	0	16	0.58	75	0.536585366	0.94
GB53524	1.027027027	203	0.904	0.157894737	3	0.027027027	1.2322	1	16	0.17	76	0.902439024	0.5
GB42084	1.034482759	203	0.864	0.176383421	9	0.034482759	1.2073	1	16	0.18	70	0.707317073	0.74
GB45501,GB45500	1.9	203	0.603	0.157894737	5	0.9	0.9191	0	16	0.445	75	0.975609756	0.715
GB53023	1	203	0.647	0	1	0	0.8969	0	16	0.42	79	0.975609756	0.89
GB47878	1	203	0.572	0	3	0	1.4249	0	16	0.36	77	0.926829268	0.87
GB45295	1.026315789	203	0.894	0.15596827	3	0.026315789	1.4269	1	16	0.2	76	0.926829268	0.6
GB45146	1	203	0.702	0	0	0	0.9101	0	16	0.22	80	1	0.5
GB55228	1.05	203	0.931	0.207566616	1	0.05	1.0444	2	16	0.22	77	0.975609756	0.53
GB53347,GB53346	4.95	203	0	0.686497226	29	0.875	1.5742	14	16	0.115	37	0.975609756	0.73
GB51685,GB53876	1.853658537	203	0.972	0.484882257	11	0.609756098	1.63	5	16	0.135	64	1	0.72
GB45628	1.054054054	203	0.894	0.214528212	4	0.054054054	1.6673	2	16	0.25	74	0.902439024	0.93
GB51084	1.025	203	0.94	0.152317024	1	0.025	1.1253	1	16	0.49	78	0.975609756	0.84
GB45342	1	203	0.702	0	0	0	0.8995	0	16	0.51	80	1	0.85
GB55788	1.026315789	203	0.929	0.15596827	3	0.026315789	1.6227	1	16	0.45	76	0.926829268	0.89
GB51683	1	203	0.538	0	4	0	0.8732	0	16	0.24	76	0.902439024	0.72
GB49895	1.09375	203	0.997	0.477236945	6	0.03125	1.0618	1	16	0.43	73	0.780487805	0.93
GB41159	1.097560976	203	0.929	0.270345001	2	0.097560976	0.9088	1	16	0.45	77	1	0.87
GB54968	1	203	0.702	0	0	0	1.0494	0	16	0.65	80	1	0.94
GB46494	1	203	0.702	0	0	0	1.1068	0	16	0.41	80	1	0.83
GB50658	1	203	0.702	0	0	0	1.2802	0	16	0.4	80	1	0.91
GB53385	1	203	0.66	0	1	0	0.7838	0	16	0.55	79	0.975609756	0.81
GB55070	1.075	203	0.992	0.321401743	1	0.05	1.2302	2	16	0.04	77	0.975609756	0.43
GB51524	1.025641026	203	0.91	0.15411035	2	0.025641026	0.8871	1	16	0.21	77	0.951219512	0.78
GB47272	1	203	0.683	0	2	0	0.9781	0	16	0.63	78	0.951219512	0.91
GB52245	1.048780488	203	0.942	0.205389788	0	0.048780488	1.6532	2	16	0.36	78	1	0.95
GB55941	1.025641026	203	0.943	0.15411035	2	0.025641026	1.1617	1	16	0.4	77	0.951219512	0.88
GB45511,GB45511	1.025	203	0.94	0.152317024	1	0.025	0.912	1	16	0.56	78	0.975609756	0.78
GB42315	1	203	0.683	0	1	0	1.3607	0	16	0.36	79	0.975609756	0.74
GB40836	1.068965517	203	0.49	0.237047394	11	0.068965517	1.8663	2	16	0.1	67	0.707317073	0.72
GB51263	1	203	0.846	0	6	0	1.8826	0	15	0.09	74	0.317073171	0.8
GB41162	1.027027027	183.0129637	0.956	0.157894737	1	0.027027027	0.9152	1	16	0.32	78	0.902439024	0.78
GB47651	1.048780488	203	0.998	0.294165364	0	0.024390244	0.9127	1	16	0.42	79	1	0.9
GB42592	1.048780488	203	0.921	0.205389788	0	0.048780488	0.8548	2	16	0.49	78	1	0.73
GB55975	1.025	203	0.942	0.152317024	1	0.025	1.1313	1	16	0.53	78	0.975609756	0.9
GB54018	1	203	0.702	0	0	0	1.3539	0	16	0.78	80	1	0.99
GB46121	1.024390244	203	0.955	0.15058465	0	0.024390244	0.8478	1	16	0.63	79	1	0.93
GB40303	1.024390244	203	0.948	0.15058465	0	0.024390244	0.9305	1	16	0.5	79	1	0.9
GB54698	1.051282051	203	0.998	0.300703122	2	0.025641026	1.2237	1	16	0.33	77	0.951219512	0.9
GB44718	1.025641026	203	0.929	0.15411035	2	0.025641026	1.0498	1	16	0.31	77	0.951219512	0.81
GB49784	1.025	203	0.929	0.152317024	1	0.025	1.0008	1	16	0.21	78	0.975609756	0.48
GB55108,GB55108	1.292682927	203	0.981	0.597848284	1	0.170731707	1.2089	7	16	0.24	72	1	0.66
GB48600	1	203	0.702	0	0	0	1.1199	0	16	0.5	80	1	0.89
GB40069	1	203	0.702	0	0	0	0.8578	0	16	0.38	80	1	0.74
GB40659	1	203	0.526	0	8	0	0.9675	0	16	0.48	72	0.56097561	0.78
GB50756	1.048780488	203	0.914	0.205389788	0	0.048780488	1.0369	2	16	0.29	78	1	0.84
GB47234	1	183.0129637	0.621	0	9	0	0.8729	0	15	0.43	71	0.268292683	0.71
GB53249,GB45509,GB45510	2.87804878	203	0.985	0.174913283	4	0.975609756	0.8136	2	16	0.413333333	74	1	0.683333333
GB40733	1	203	0.561	0	3	0	1.2433	0	16	0.13	77	0.926829268	0.35
GB54813	1	203	0.702	0	0	0	1.4465	0	16	0.46	80	1	0.9
GB50551	1.15	203	0.988	0.458071902	1	0.1	1.9545	4	16	0.24	75	0.975609756	0.87
GB48010	1.024390244	203	0.956	0.15058465	0	0.024390244	1.1146	1	16	0.74	79	1	0.96
GB54767	1.108108108	203	0.86	0.280222568	4	0.108108108	1.061	3	16	0.38	73	0.902439024	0.78
GB45251	1	203	0.702	0	0	0	0.8438	0	16	0.52	80	1	0.87
GB48488	1	203	0.718	0	3	0	1.1232	0	16	0.23	77	0.853658537	0.67
GB53882	1.024390244	203	0.935	0.15058465	0	0.024390244	0.9054	1	16	0.41	79	1	0.8
GB42924	1.029411765	183.0129637	0.934	0.164130361	4	0.029411765	1.3552	1	16	0.27	75	0.829268293	0.79
GB52747	1	203	0.745	0	8	0	1.2779	0	16	0.3	72	0.341463415	0.93
GB53354	1.055555556	183.0129637	0.997	0.31137262	2	0.027777778	1.1896	1	16	0.25	77	0.87804878	0.82
GB52393	1	58.71180993	0.738	0	10	0	1.4414	0	11	0.07	70	0.073170732	0.85
GB40222	1.025	203	0.929	0.152317024	1	0.025	0.8393	1	16	0.46	78	0.975609756	0.89
GB45435	1	203	0.702	0	0	0	0.9215	0	16	0.61	80	1	0.92
GB54386	1	203	0.7	0	1	0	0.9826	0	16	0.28	79	0.975609756	0.75
GB54089	1.051282051	203	0.901	0.209812811	2	0.051282051	0.9959	1	16	0.36	77	0.951219512	0.85
GB46706	4.09375	203	0	2.51597078	14	0.1875	1.6853	4	16	0.42	62	0.780487805	0.94
GB46285	1	203	0.422	0	8	0	1.014	0	16	0.6	72	0.804878049	0.9
GB55281	1	203	0.702	0	0	0	1.0102	0	16	0.43	80	1	0.78
GB50865	1.025	203	0.915	0.152317024	1	0.025	1.4386	1	16	0.18	78	0.975609756	0.5
GB54949	1.024390244	203	0.942	0.15058465	0	0.024390244	0.8923	1	16	0.28	79	1	0.66
GB41842	1.026315789	203	0.934	0.15596827	3	0.026315789	0.9444	1	16	0.27	76	0.926829268	0.76
GB45632,GB45632	1.15	203	0.777	0.310496888	1	0.15	1.2214	6	16	0.3	73	0.975609756	0.73
GB42678	1.025	203	0.938	0.152317024	1	0.025	0.9868	1	16	0.44	78	0.975609756	0.85
GB45869	1.135135135	203	0.787	0.301169301	4	0.135135135	1.2284	5	16	0.4	71	0.902439024	0.92
GB47065	1	203	0.664	0	1	0	0.8129	0	16	0.88	79	0.975609756	0.95
GB49963	1.1	183.0129637	0.986	0.359828548	7	0.066666667	1.4442	2	16	0.35	71	0.731707317	0.95
GB43193	1	203	0.647	0	3	0	1.7514	0	16	0.41	77	0.926829268	0.94
GB48430	1	203	0.702	0	0	0	0.7765	0	16	0.58	80	1	0.9
GB41137	1	203	0.702	0	0	0	0.8001	0	16	0.59	80	1	0.94
GB51867	1.024390244	203	0.949	0.15058465	0	0.024390244	0.7893	1	16	0.48	79	1	0.92
GB46123	1.025641026	203	0.93	0.15411035	2	0.025641026	0.9235	1	16	0.49	77	0.951219512	0.91
GB40778	1	203	0.702	0	0	0	0.9172	0	16	0.43	80	1	0.92
GB48278	1	203	0.616	0	2	0	0.8009	0	16	0.44	78	0.951219512	0.61
GB44871	1.15	203	1	0.688825196	1	0.05	0.884	2	16	0.21	77	0.975609756	0.72
GB42400	1	203	0.702	0	0	0	0.8034	0	16	0.11	80	1	0.59
GB42526	1	203	0.702	0	0	0	0.8757	0	16	0.42	80	1	0.86
GB52069	1	203	0.659	0	11	0	1.3403	0	16	0.28	69	0.341463415	0.61
GB46616	1	203	0.729	0	1	0	1.0108	0	16	0.53	79	0.634146341	0.9
GB55263	2.175	203	0.014	1.12567415	8	0.4	1.2935	9	16	0.2	63	0.975609756	0.81
GB44058	1.305555556	183.0129637	0.983	0.646402448	2	0.166666667	1.3045	6	16	0.3	72	0.87804878	0.56
GB52655	1.025	203	0.94	0.152317024	1	0.025	0.9709	1	16	0.4	78	0.975609756	0.78
GB50235	1.024390244	203	0.954	0.15058465	0	0.024390244	1.2424	1	16	0.37	79	1	0.87
GB49414	1	203	0.624	0	4	0	1.1	0	16	0.23	76	0.902439024	0.73
GB42075	1	203	0.702	0	0	0	0.9902	0	16	0.17	80	1	0.54
GB43353	1	203	0.702	0	0	0	1.2181	0	16	0.04	80	1	0.41
GB51394	1.083333333	203	0.977	0.335299919	5	0.055555556	1.1895	2	16	0.4	73	0.87804878	0.76
GB42052	1	203	0.702	0	0	0	1.3585	0	16	0.22	80	1	0.79
GB41486	1	203	0.702	0	0	0	1.026	0	16	0.17	80	1	0.55
GB46386	1	203	0.505	0	10	0	1.7607	0	16	0.15	70	0.756097561	0.87
GB44181	1.131578947	203	0.826	0.298726339	3	0.131578947	1.4725	4	16	0.55	73	0.926829268	0.97
GB50055,GB50052,GB50054	5.121212121	183.0129637	0	1.132235803	23	0.636363636	1.4181	14	16	0.14	43	0.804878049	0.726666667
GB43155	1.317073171	203	0.999	0.515201028	6	0.219512195	0.9554	4	16	0.38	70	1	0.87
GB48364	1.125	203	0.863	0.293972368	4	0.125	1.0099	1	16	0.21	75	0.975609756	0.72
GB41240	1	203	0.659	0	2	0	1.1035	0	16	0.15	78	0.951219512	0.35
GB48121	1	203	0.344	0	7	0	0.7279	0	16	0.22	73	0.829268293	0.44
GB49975	1	203	0.655	0	2	0	1.468	0	16	0.18	78	0.951219512	0.84
GB53398	1	203	0.702	0	0	0	1.3414	0	16	0.66	80	1	0.95
GB48448	1	203	0.706	0	1	0	1.0705	0	16	0.71	79	0.975609756	0.96
GB52410,GB52412,GB52410,GB52410	2.76	183.0129637	0	0.755015436	21	0.68	1.2626	10	16	0.1075	49	0.609756098	0.9
GB48132	1	165.1934818	0.719	0	7	0	1.1327	0	14	0.56	73	0.341463415	0.8
GB42981	1	203	0.558	0	4	0	1.3233	0	16	0.11	76	0.829268293	0.62
GB41569	1.048780488	203	0.945	0.205389788	0	0.048780488	1.2905	2	16	0.38	78	1	0.89
GB45855	1.027777778	203	0.863	0.159894048	5	0.027777778	1.1208	1	16	0.33	74	0.87804878	0.86
GB50128	1	203	0.664	0	1	0	1.1548	0	16	0.45	79	0.975609756	0.8
GB48039	1	203	0.702	0	0	0	0.8742	0	16	0.47	80	1	0.9
GB42051	1	203	0.66	0	1	0	0.9998	0	16	0.64	79	0.975609756	0.91
GB52915	1	203	0.638	0	2	0	0.9043	0	16	0.68	78	0.951219512	0.96
GB53068,GB53068	1.025	203	0.94	0.152317024	1	0.025	1.0735	1	16	0.48	78	0.975609756	0.92
GB46201	1	203	0.694	0	1	0	0.8758	0	16	0.22	79	0.975609756	0.7
GB45854	1	183.0129637	0.727	0	3	0	1.0006	0	16	0.56	77	0.512195122	0.91
GB54956	1	203	0.702	0	0	0	0.8118	0	16	0.42	80	1	0.82
GB54848	1.048780488	203	0.934	0.205389788	0	0.048780488	0.8622	2	16	0.53	78	1	0.89
GB53230	1.025	203	0.94	0.152317024	1	0.025	1.0226	1	16	0.31	78	0.975609756	0.69
GB55316	1	203	0.443	0	8	0	1.379	0	16	0.5	72	0.804878049	0.95
GB55559	1	183.0129637	0.694	0	2	0	0.8431	0	16	0	78	0.87804878	0.02
GB42550	1.086956522	203	0.944	0.259229628	4	0.086956522	1.2268	1	16	0.16	75	0.56097561	0.58
GB48604	1.024390244	203	0.942	0.15058465	0	0.024390244	0.8498	1	16	0.74	79	1	0.97
GB49446	1	203	0.623	0	2	0	0.9335	0	16	0.59	78	0.951219512	0.86
GB55053	1.05	203	0.932	0.207566616	1	0.05	0.9803	2	16	0.68	77	0.975609756	0.95
GB51203,GB53877	1.024390244	203	0.943	0.15058465	0	0.024390244	1.1596	1	16	0.335	79	1	0.61
GB48826	1	203	0.702	0	0	0	0.811	0	16	0.35	80	1	0.65
GB44154	1.024390244	203	0.952	0.15058465	0	0.024390244	0.9881	1	16	0.42	79	1	0.9
GB41128	1	203	0.694	0	1	0	0.9583	0	16	0.53	79	0.975609756	0.89
GB44514	1.073170732	203	0.942	0.242660869	0	0.073170732	0.937	3	16	0.3	77	1	0.71
GB44289	1.097560976	203	0.832	0.270345001	0	0.097560976	1.0447	4	16	0.66	76	1	0.94
GB53256	1	203	0.702	0	0	0	1.0889	0	16	0.22	80	1	0.81
GB47229	1.025	203	0.942	0.152317024	1	0.025	0.9005	1	16	0.67	78	0.975609756	0.89
GB47203	1	203	0.702	0	0	0	0.9302	0	16	0.38	80	1	0.79
GB47828	1.024390244	203	0.942	0.15058465	0	0.024390244	0.89	1	16	0.31	79	1	0.77
GB54583	1	203	0.774	0	7	0	1.2101	0	15	0.39	73	0.365853659	0.92
GB40225,GB51380	1.048780488	203	0.91	0.205389788	0	0.048780488	0.9723	2	16	0.14	78	1	0.53
GB42824	1.024390244	203	0.942	0.15058465	0	0.024390244	1.3989	1	16	0.52	79	1	0.9
GB44110	1	203	0.702	0	3	0	1.437	0	16	0.09	77	0.926829268	0.21
GB47749	1.025	203	0.934	0.152317024	1	0.025	1.4805	1	16	0.43	78	0.975609756	0.8
GB49979	1	203	0.631	0	3	0	0.9762	0	16	0.18	77	0.926829268	0.52
GB49259	1	203	0.665	0	5	0	0.9355	0	16	0.34	75	0.87804878	0.65
GB52080	1	203	0.665	0	1	0	0.847	0	16	0.45	79	0.975609756	0.86
GB53609	1	203	0.619	0	4	0	1.1331	0	16	0.55	76	0.87804878	0.88
GB50077	1.052631579	203	0.944	0.212132034	3	0.052631579	1.1885	1	16	0.49	76	0.926829268	0.97
GB48411	1.024390244	203	0.956	0.15058465	0	0.024390244	0.9468	1	16	0.48	79	1	0.93
GB43519	1	203	0.73	0	4	0	1.0913	0	16	0.09	76	0.512195122	0.59
GB53434	1.083333333	203	0.969	0.255124984	1	0.083333333	1.0654	2	16	0.23	77	0.585365854	0.41
GB40781	1.024390244	203	0.954	0.15058465	0	0.024390244	1.2359	1	16	0.37	79	1	0.73
GB49762	1.024390244	203	0.935	0.15058465	0	0.024390244	1.3857	1	16	0.48	79	1	0.92
GB55285	1	203	0.647	0	1	0	0.9616	0	16	0.21	79	0.975609756	0.6
GB48597	1.024390244	203	0.954	0.15058465	0	0.024390244	0.8882	1	16	0.31	79	1	0.83
GB49504	1	203	0.664	0	2	0	0.995	0	16	0.18	78	0.951219512	0.67
GB43964	1.292682927	203	0.971	0.572914206	19	0.170731707	0.9453	3	16	0.55	58	1	0.93
GB41367	1.026315789	203	0.878	0.15596827	3	0.026315789	1.1652	1	16	0.55	76	0.926829268	0.92
GB47010	1	203	0.702	0	0	0	1.392	0	16	0.3	80	1	0.84
GB46461	1	183.0129637	0.687	0	4	0	1.6609	0	16	0.13	76	0.829268293	0.53
GB45247	1.027777778	203	0.9	0.159894048	5	0.027777778	1.1863	1	16	0.35	74	0.87804878	0.7
GB40554	1.073170732	203	0.903	0.242660869	0	0.073170732	0.8542	3	16	0.21	77	1	0.55
GB41258	1.048780488	203	0.942	0.205389788	0	0.048780488	0.7627	2	16	0.47	78	1	0.76
GB49321	1.12195122	203	0.999	0.489975116	0	0.048780488	1.0798	2	16	0.21	78	1	0.63
GB51888	1.034482759	203	0.807	0.176383421	11	0.034482759	1.5376	1	16	0.1	68	0.707317073	0.57
GB48408	1.05	203	0.932	0.207566616	1	0.05	1.0608	2	16	0.49	77	0.975609756	0.89
GB48231,GB48231	1.142857143	162	0.826	0.306186218	12	0.142857143	1.7544	1	14	0.4	67	0.170731707	0.71
GB40102	1.025	203	0.942	0.152317024	1	0.025	1.297	1	16	0.74	78	0.975609756	1
GB41146	1.024390244	203	0.956	0.15058465	0	0.024390244	1.204	1	16	0.36	79	1	0.92
GB40837	1	203	0.601	0	4	0	0.8435	0	16	0.21	76	0.658536585	0.66
GB47159	1	203	0.702	0	0	0	0.8924	0	16	0.41	80	1	0.82
GB54302,GB54302,GB54302	1.076923077	203	0.989	0.324718612	2	0.051282051	0.9454	2	16	0.34	76	0.951219512	0.69
GB54334	1.055555556	203	0.707	0.217005559	5	0.055555556	0.8725	2	16	0.03	73	0.87804878	0.41
GB43884	1	203	0.706	0	1	0	0.9861	0	16	0.3	79	0.975609756	0.82
GB44039	1	203	0.683	0	1	0	0.854	0	16	0.45	79	0.975609756	0.82
GB46980	1	203	0.702	0	0	0	0.8417	0	16	0.59	80	1	0.91
GB55510	1	203	0.62	0	4	0	0.9626	0	16	0.46	76	0.902439024	0.82
GB44139	1	203	0.431	0	8	0	1.0498	0	16	0.5	72	0.804878049	0.78
GB50305	1	203	0.702	0	0	0	0.9073	0	16	0.96	80	1	1
GB45078,GB45081,GB45079,GB45079,GB45079,GB45078,GB40668,GB40666,GB40664,GB40665,GB40667,GB40666,GB45078,GB49208	14.30769231	203	0	0.611801815	37	0.923076923	1.6367	22	16	0.026428571	21	0.951219512	0.632142857
GB55066	1	203	0.702	0	0	0	0.9713	0	16	0.1	80	1	0.36
GB49826	1.7	203	0.468	0.903664206	9	0.275	1.3804	8	16	0.14	63	0.975609756	0.62
GB40511	1.075	203	0.997	0.435697535	1	0.025	1.5603	1	16	0.29	78	0.975609756	0.96
GB54855,GB54856	1.55	203	0.986	0.351893939	7	0.525	1.0541	2	16	0.605	71	0.975609756	0.99
GB50384,GB50383	1.888888889	177.3420531	0.984	0.299942324	11	0.777777778	1.4076	2	16	0.145	67	0.219512195	0.88
GB52466	1.722222222	165.1934818	0.466	1.10857034	10	0.166666667	1.5564	3	14	0.05	67	0.43902439	0.39
GB49371	1	203	0.635	0	2	0	1.3736	0	16	0.15	78	0.951219512	0.82
GB43690	1.780487805	203	0.796	0.964951576	1	0.414634146	1.8512	7	16	0.12	72	1	0.9
GB42301	1	203	0.635	0	2	0	1.1715	0	16	0.54	78	0.951219512	0.75
GB43819	1	203	0.702	0	0	0	0.7815	0	16	0	80	1	0
GB43419	1.025641026	203	0.934	0.15411035	2	0.025641026	1.0434	1	16	0.41	77	0.951219512	0.87
GB41882	1.075	203	0.932	0.245015204	1	0.075	0.982	2	16	0.75	77	0.975609756	0.98
GB42139	1	203	0.683	0	1	0	1.2109	0	16	0.57	79	0.975609756	0.93
GB49810	1	203	0.694	0	1	0	1.2055	0	16	0.52	79	0.975609756	0.89
GB51945	2.945945946	203	0.009	0.916788766	19	0.621621622	1.395	8	16	0.43	53	0.902439024	0.79
GB53921	1	203	0.702	0	0	0	1.119	0	16	0.32	80	1	0.8
GB51141	1	203	0.659	0	3	0	0.9763	0	16	0.11	77	0.926829268	0.35
GB47134	1.024390244	203	0.942	0.15058465	0	0.024390244	1.3054	1	16	0.13	79	1	0.63
GB43332	1.054054054	183.0129637	0.934	0.214528212	1	0.054054054	1.4992	2	16	0.37	77	0.902439024	0.98
GB55978	1	203	0.647	0	1	0	1.1417	0	16	0.46	79	0.975609756	0.86
GB41785	1.170731707	203	0.707	0.321401013	4	0.170731707	0.858	4	16	0.39	72	1	0.54
GB54033	1.024390244	203	0.955	0.15058465	0	0.024390244	0.9507	1	16	0.57	79	1	0.91
GB48630	1	203	0.702	0	0	0	0.9119	0	16	0.41	80	1	0.6
GB44336	1.025	203	0.915	0.152317024	1	0.025	0.7735	1	16	0.06	78	0.975609756	0.19
GB55825	1.025	203	0.915	0.152317024	1	0.025	1.1771	1	16	0.51	78	0.975609756	0.96
GB43625	1.048780488	203	0.926	0.205389788	0	0.048780488	1.4755	2	16	0.06	78	1	0.21
GB48109	1.5	203	1	0.930949336	9	0.2	1.1318	6	16	0.19	65	0.975609756	0.6
GB44113	1.048780488	203	0.934	0.205389788	0	0.048780488	0.7962	2	16	0.29	78	1	0.52
GB52629,GB52629	1.026315789	203	0.914	0.15596827	3	0.026315789	1.4345	1	16	0.32	76	0.926829268	0.85
GB41178	1	203	0.683	0	1	0	0.9317	0	16	0.32	79	0.975609756	0.72
GB43466	1	203	0.647	0	1	0	0.9089	0	16	0.37	79	0.975609756	0.89
GB54655	1	203	0.655	0	2	0	1.0153	0	16	0.36	78	0.951219512	0.78
GB44098	1	203	0.683	0	1	0	1.04	0	16	0.52	79	0.975609756	0.97
GB44558	1	203	0.702	0	0	0	1.1967	0	16	0.05	80	1	0.83
GB42230	1.05	203	0.929	0.207566616	1	0.05	0.8305	2	16	0.52	77	0.975609756	0.89
GB43554	1	203	0.647	0	1	0	0.8124	0	16	0.62	79	0.975609756	0.87
GB50990	1	203	0.455	0	5	0	0.7651	0	16	0.53	75	0.87804878	0.9
GB54292	1.055555556	203	0.809	0.217005559	5	0.055555556	1.2704	2	16	0.2	73	0.87804878	0.49
GB51227,GB51227	1.175	203	0.995	0.567331559	1	0.1	1.5293	4	16	0.2	75	0.975609756	0.52
GB45256	1	183.0129637	0.752	0	2	0	1.1827	0	16	0.2	78	0.87804878	0.57
GB51657	1	183.0129637	0.57	0	7	0	1.1266	0	16	0.23	73	0.756097561	0.53
GB47678	1	183.0129637	0.743	0	1	0	0.9215	0	16	0.25	79	0.902439024	0.7
GB43955	1	203	0.647	0	1	0	1.6629	0	16	0.23	79	0.975609756	0.89
GB44312	1	203	0.484	0	8	0	1.0142	0	16	0.68	72	0.804878049	0.96
GB44707	1	203	0.66	0	1	0	0.9424	0	16	0.47	79	0.975609756	0.63
GB48983	1.048780488	203	0.943	0.205389788	0	0.048780488	0.9165	2	16	0.27	78	1	0.5
GB44484	1	203	0.431	0	17	0	0.9341	0	15	0.56	63	0.12195122	0.9
GB40113	1	203	0.702	0	0	0	1.2626	0	16	0.47	80	1	0.92
GB55419	1	203	0.702	0	0	0	0.9412	0	16	0.57	80	1	0.86
GB41234	1	203	0.667	0	7	0	1.058	0	16	0.37	73	0.804878049	0.7
GB40938	1	203	0.702	0	0	0	0.8514	0	16	0.4	80	1	0.86
GB51578	1.025	203	0.921	0.152317024	1	0.025	0.9702	1	16	0.56	78	0.975609756	0.89
GB46202	1.025	203	0.914	0.152317024	1	0.025	0.8647	1	16	0.48	78	0.975609756	0.65
GB55963	1	203	0.693	0	2	0	1.318	0	16	0.2	78	0.87804878	0.66
GB46073	1.025641026	203	0.937	0.15411035	2	0.025641026	1.0149	1	16	0.24	77	0.951219512	0.64
GB49672,GB49672	1.054054054	203	0.83	0.214528212	4	0.054054054	1.5125	2	16	0.14	74	0.902439024	0.44
GB41203	1	203	0.702	0	0	0	0.7601	0	16	0.3	80	1	0.66
GB52029	1.195121951	203	0.883	0.331593404	0	0.195121951	0.8385	4	16	0.42	76	1	0.76
GB54205	1.076923077	203	0.859	0.24743583	2	0.076923077	0.8876	3	16	0.34	75	0.951219512	0.89
GB45637	1.051282051	203	0.993	0.300703122	2	0.025641026	1.0288	1	16	0.98	77	0.951219512	1
GB48134	1.047619048	203	0.969	0.203278907	4	0.047619048	0.8809	1	16	0.29	75	0.512195122	0.73
GB53829	1	203	0.702	0	0	0	1.0334	0	16	0.49	80	1	0.91
GB48032	1	203	0.66	0	1	0	1.1403	0	16	0.4	79	0.975609756	0.83
