pub_og_id	ACN	AGE	CNV	CON	DUP	EVR	EXP	PHC	STA	UNI	WGA
13250at7399	1	203	0	0	0	1.041	0	0.53	80	1	0.7
13252at7399	1	203	0	1	0	1.4093	0	0.2	79	0.975609756	0.61
13254at7399	1	203	0	18	0	1.265	0	0.84	62	0.390243902	0.89
13261at7399	1	203	0	1	0	0.72	0	0.54	79	0.975609756	0.95
13263at7399	1.026315789	203	0.15596827	3	0.026315789	0.878	1	0.23	76	0.926829268	0.49
13266at7399	1	203	0	10	0	1.1131	0	0.42	70	0.658536585	0.73
13270at7399	1	203	0	0	0	0.7692	0	0.32	80	1	0.75
13273at7399	1.05	203	0.207566616	1	0.05	0.9215	2	0.36	77	0.975609756	0.82
13282at7399	1.027777778	203	0.159894048	4	0.027777778	1.3697	1	0.46	75	0.87804878	0.96
13283at7399	1.025	203	0.152317024	1	0.025	1.2277	1	0.44	78	0.975609756	0.81
13288at7399	1.073170732	203	0.318181818	0	0.048780488	0.9625	2	0.323333333	78	1	0.696666667
13290at7399	3	203	0.350438322	21	0.894736842	0.6953	4	0.865	55	0.926829268	0.93
13303at7399	1.05	203	0.207566616	1	0.05	0.941	2	0.24	77	0.975609756	0.67
13306at7399	1	203	0	0	0	1.6835	0	0.32	80	1	0.87
13312at7399	1.048780488	203	0.294165364	0	0.024390244	0.9144	1	0.76	79	1	0.97
13316at7399	1	203	0	1	0	1.2485	0	0.81	79	0.975609756	0.98
13324at7399	1.025641026	203	0.15411035	2	0.025641026	1.104	1	0.12	77	0.951219512	0.51
13338at7399	1.051282051	203	0.300703122	2	0.025641026	1.5368	1	0.14	77	0.951219512	0.75
13342at7399	1.025641026	203	0.15411035	2	0.025641026	0.9157	1	0.71	77	0.951219512	0.96
13345at7399	1.029411765	183.0129637	0.164130361	4	0.029411765	1.1276	1	0.2	75	0.829268293	0.53
13347at7399	1.048780488	203	0.205389788	0	0.048780488	1.1056	2	0.44	78	1	0.87
13350at7399	1	203	0	0	0	1.061	0	0.69	80	1	0.88
13354at7399	1.078947368	203	0.445080185	3	0.026315789	1.2817	1	0.41	76	0.926829268	0.86
13358at7399	1.025641026	203	0.15411035	1	0.025641026	0.9747	1	0.3	78	0.951219512	0.65
13361at7399	1.527777778	203	0.698285977	17	0.277777778	1.2688	7	0.116	56	0.87804878	0.656
13363at7399	1.048780488	203	0.205389788	0	0.048780488	1.4451	2	0.32	78	1	0.9
13367at7399	1	203	0	6	0	0.7592	0	0.39	74	0.853658537	0.87
13372at7399	1.024390244	203	0.15058465	0	0.024390244	0.9271	1	0.32	79	1	0.8
13374at7399	1.292682927	203	0.45985123	7	0.243902439	1.0673	5	0.67	68	1	1
13378at7399	1.048780488	203	0.294165364	0	0.024390244	1.0322	1	0.23	79	1	0.52
13380at7399	1	203	0	4	0	1.1767	0	0.27	76	0.902439024	0.72
13387at7399	1	203	0	2	0	1.0405	0	0.46	78	0.951219512	0.82
13392at7399	1.073170732	203	0.242660869	0	0.073170732	0.8251	3	0.38	77	1	0.85
13394at7399	1.024390244	203	0.15058465	0	0.024390244	1.0994	1	0.55	79	1	0.9
13395at7399	1	203	0	4	0	1.6879	0	0.32	76	0.902439024	0.59
13396at7399	1.05	203	0.207566616	1	0.05	1.3369	2	0.3	77	0.975609756	0.87
13397at7399	1	203	0	1	0	0.7479	0	0.06	79	0.975609756	0.11
13399at7399	1	203	0	2	0	0.8274	0	0.66	78	0.951219512	0.82
13407at7399	1.073170732	203	0.242660869	0	0.073170732	1.0546	3	0.45	77	1	0.86
13409at7399	1.975609756	203	0.176331566	3	0.926829268	0.8922	2	0.45	75	1	0.595
13411at7399	1	203	0	1	0	1.1925	0	0.58	79	0.975609756	0.93
13415at7399	1.060606061	203	0.224971654	5	0.060606061	1.1012	2	0.14	73	0.804878049	0.57
13420at7399	1.612903226	203	0.340587727	8	0.580645161	1.0466	5	0.085	67	0.756097561	0.4
13423at7399	1	203	0	1	0	1.3144	0	0.32	79	0.975609756	0.95
13427at7399	1	203	0	0	0	0.8047	0	0.17	80	1	0.58
13434at7399	1.025641026	203	0.15411035	2	0.025641026	1.1661	1	0.27	77	0.951219512	0.66
13437at7399	1	203	0	4	0	1.2381	0	0.53	76	0.902439024	0.82
13439at7399	1	203	0	1	0	0.9885	0	0.56	79	0.975609756	0.94
13440at7399	1.097560976	203	0.270345001	0	0.097560976	1.0184	4	0.33	76	1	0.52
13446at7399	1	203	0	0	0	0.8418	0	0.66	80	1	0.89
13449at7399	1	203	0	0	0	0.7233	0	0.33	80	1	0.64
13450at7399	1.027777778	203	0.159894048	5	0.027777778	0.7851	1	0.27	74	0.87804878	0.7
13454at7399	1.048780488	203	0.205389788	0	0.048780488	0.7808	2	0.01	78	1	0.03
13455at7399	1	203	0	0	0	0.8557	0	0.33	80	1	0.64
13457at7399	1	183.0129637	0	10	0	1.0375	0	0.36	70	0.463414634	0.88
13460at7399	1	203	0	1	0	1.062	0	0.46	79	0.975609756	0.89
13461at7399	1.025	203	0.152317024	1	0.025	1.1295	1	0.37	78	0.975609756	0.91
13463at7399	1	203	0	0	0	1.2737	0	0.39	80	1	0.85
13464at7399	1.024390244	203	0.15058465	0	0.024390244	1.07	1	0.33	79	1	0.71
13465at7399	2.95	203	0.776522792	12	0.65	1.5164	7	0.075	61	0.487804878	0.63
13467at7399	1	203	0	0	0	0.9361	0	0.59	80	1	0.94
13472at7399	1.05	203	0.207566616	1	0.05	0.8918	2	0.55	77	0.975609756	0.9
13473at7399	1	203	0	13	0	0.8909	0	0.56	67	0.609756098	0.94
13474at7399	1	203	0	0	0	0.9616	0	0.45	80	1	0.73
13476at7399	1	203	0	1	0	0.9713	0	0.48	79	0.975609756	0.93
13479at7399	1	203	0	0	0	1.0551	0	0.52	80	1	0.92
13481at7399	1.052631579	203	0.212132034	3	0.052631579	1.0478	2	0.22	75	0.926829268	0.44
13486at7399	1.097560976	203	0.337016686	2	0.073170732	1.1992	1	0.28	77	1	0.84
13489at7399	1	203	0	1	0	1.5142	0	0.29	79	0.975609756	0.86
13492at7399	1.43902439	203	0.510166676	8	0.317073171	1.2214	4	0.24	68	1	0.76
13493at7399	1	203	0	0	0	0.8031	0	0.68	80	1	0.94
13495at7399	1.025	203	0.152317024	1	0.025	1.3351	1	0.53	78	0.975609756	0.98
13496at7399	1.033333333	203	0.173714994	7	0.033333333	1.788	1	0.42	72	0.731707317	0.83
13499at7399	1	203	0	1	0	0.8706	0	0.35	79	0.975609756	0.76
13511at7399	1	203	0	1	0	1.1548	0	0.57	79	0.975609756	0.8
13515at7399	1	203	0	1	0	0.8545	0	0.7	79	0.975609756	0.95
13518at7399	1.15	203	0.414756175	1	0.1	0.9325	4	0.39	75	0.975609756	0.77
13519at7399	1	162	0	17	0	0.9217	0	0.55	63	0.195121951	0.9
13523at7399	1	203	0	1	0	0.8784	0	0.75	79	0.975609756	0.96
13525at7399	1.076923077	203	0.24743583	2	0.076923077	1.0555	3	0.23	75	0.951219512	0.8
13528at7399	1.095238095	183.0129637	0.268018	15	0.095238095	1.2236	2	0.36	63	0.512195122	0.74
13531at7399	1.090909091	82.06786156	0.263523138	5	0.090909091	1.5177	1	0.22	74	0.268292683	0.83
13539at7399	1	183.0129637	0	7	0	0.7879	0	0.28	73	0.756097561	0.61
13542at7399	1	183.0129637	0	3	0	0.8546	0	0.11	77	0.853658537	0.41
13546at7399	1	203	0	0	0	0.9202	0	0.18	80	1	0.5
13547at7399	1	203	0	5	0	1.1512	0	0.59	75	0.87804878	0.89
13550at7399	1.05	203	0.207566616	1	0.05	0.8454	2	0.23	77	0.975609756	0.55
13555at7399	1.054054054	203	0.214528212	4	0.054054054	0.9381	2	0.03	74	0.902439024	0.45
13558at7399	2.804878049	203	1.105818945	16	0.390243902	1.2885	10	0.15	54	1	0.58
13561at7399	1	203	0	5	0	1.2531	0	0.25	75	0.853658537	0.87
13567at7399	1	203	0	0	0	1.0086	0	0.39	80	1	0.54
13582at7399	1.108108108	203	0.350065856	4	0.081081081	1.1583	2	0.19	74	0.902439024	0.5
13586at7399	1.024390244	203	0.15058465	0	0.024390244	0.8718	1	0.02	79	1	0.13
13589at7399	1	203	0	1	0	0.7431	0	0.53	79	0.975609756	0.85
13592at7399	1.115384615	203	0.379310345	6	0.076923077	1.0454	2	0.27	72	0.634146341	0.74
13593at7399	1.128205128	203	0.410351593	5	0.076923077	0.7143	3	0.54	72	0.951219512	0.85
13598at7399	1.024390244	203	0.15058465	0	0.024390244	0.7379	1	0.15	79	1	0.46
13603at7399	1.025	203	0.152317024	1	0.025	0.7444	1	0.29	78	0.975609756	0.68
13604at7399	1	203	0	2	0	1.0611	0	0.58	78	0.951219512	0.94
13605at7399	1.024390244	203	0.15058465	0	0.024390244	0.8327	1	0.61	79	1	0.93
13609at7399	1	203	0	1	0	1.1324	0	0.32	79	0.975609756	0.93
13617at7399	1.025641026	203	0.15411035	2	0.025641026	0.7827	1	0.31	77	0.951219512	0.72
13621at7399	1	203	0	0	0	1.0861	0	0.21	80	1	0.71
13644at7399	1	45.85966719	0	11	0	0.9776	0	0.44	69	0.048780488	0.93
13648at7399	1.025	203	0.152317024	1	0.025	0.8845	1	0.55	78	0.975609756	0.89
13651at7399	1	203	0	1	0	0.9801	0	0.71	79	0.975609756	0.96
13655at7399	1	203	0	3	0	1.028	0	0.28	77	0.926829268	0.74
13657at7399	1.315789474	162	0.353270435	11	0.315789474	1.0585	6	0.4	63	0.463414634	0.9
13658at7399	1.073170732	203	0.242660869	0	0.073170732	1.4425	3	0.35	77	1	0.7
13660at7399	1.166666667	177.3420531	0.319438282	7	0.166666667	2.2677	2	0.17	71	0.292682927	0.765
13661at7399	1.048780488	203	0.205389788	0	0.048780488	1.3647	2	0.44	78	1	0.93
13664at7399	1.707317073	203	0.296234876	11	0.682926829	0.885	1	0.34	68	1	0.795
13665at7399	1.027777778	203	0.159894048	2	0.027777778	0.9388	1	0.17	77	0.87804878	0.54
13666at7399	1	203	0	0	0	0.7521	0	0.25	80	1	0.57
13671at7399	1.05	203	0.297380857	1	0.025	0.7995	1	0.43	78	0.975609756	0.78
13672at7399	2.379310345	183.0129637	1.149230586	19	0.448275862	1.3722	8	0.2	53	0.707317073	0.86
13673at7399	2.024390244	203	0.231124411	4	0.902439024	0.8511	5	0.405	71	1	0.68
13675at7399	1	203	0	1	0	1.261	0	0.56	79	0.975609756	0.91
13677at7399	1.43902439	203	0.78333695	10	0.170731707	1.2462	5	0.17	65	1	0.66
13680at7399	1	203	0	0	0	1.5096	0	0.47	80	1	0.84
13682at7399	1	203	0	0	0	0.7833	0	0.65	80	1	0.92
13686at7399	1.025	203	0.152317024	1	0.025	0.9603	1	0.36	78	0.975609756	0.87
13692at7399	1	203	0	3	0	1.177	0	0.4	77	0.926829268	0.7
13694at7399	1.027027027	203	0.157894737	3	0.027027027	1.1422	1	0.37	76	0.902439024	0.85
13702at7399	1	203	0	0	0	1.1421	0	0.83	80	1	1
13704at7399	1	203	0	1	0	1.0131	0	0.55	79	0.975609756	0.94
13707at7399	1	203	0	4	0	1.3806	0	0.48	76	0.853658537	0.94
13708at7399	1.052631579	203	0.212132034	3	0.052631579	1.1157	2	0.38	75	0.926829268	0.65
13714at7399	1	203	0	0	0	0.8604	0	0.5	80	1	0.91
13720at7399	1.025641026	203	0.15411035	2	0.025641026	0.8679	1	0.63	77	0.951219512	0.92
13731at7399	1	203	0	2	0	1.1926	0	0.48	78	0.951219512	0.87
13734at7399	1.048780488	203	0.205389788	0	0.048780488	0.9091	2	0.65	78	1	0.94
13735at7399	1.071428571	203	0.346410162	13	0.035714286	0.7809	1	0.36	66	0.682926829	0.66
13737at7399	1	203	0	2	0	1.107	0	0.42	78	0.951219512	0.88
13739at7399	1	203	0	0	0	0.7949	0	0.38	80	1	0.86
13745at7399	1.048780488	203	0.205389788	0	0.048780488	0.8186	2	0.17	78	1	0.52
13746at7399	1	203	0	0	0	0.8606	0	0.29	80	1	0.71
13749at7399	1	203	0	0	0	1.3188	0	0.38	80	1	0.95
13750at7399	1.05	203	0.207566616	1	0.05	0.7484	2	0.36	77	0.975609756	0.7
13756at7399	1.102564103	203	0.275166502	2	0.102564103	0.88	4	0.32	74	0.951219512	0.5
13757at7399	1.956521739	203	0.775552372	9	0.391304348	1.4037	8	0.24	63	0.56097561	0.72
13761at7399	1.024390244	203	0.15058465	0	0.024390244	0.7999	1	0.35	79	1	0.65
13763at7399	1.025641026	203	0.15411035	2	0.025641026	1.7557	1	0.13	77	0.951219512	0.52
13766at7399	1	203	0	0	0	0.7543	0	0.08	80	1	0.2
13769at7399	1.102564103	203	0.275166502	4	0.102564103	0.9389	1	0.29	75	0.951219512	0.72
13770at7399	1	203	0	0	0	0.7818	0	0.61	80	1	0.92
13771at7399	1	183.0129637	0	12	0	0.8207	0	0.26	68	0.43902439	0.65
13773at7399	1	203	0	0	0	0.7317	0	0.42	80	1	0.84
13774at7399	1.024390244	203	0.15058465	0	0.024390244	0.8856	1	0.23	79	1	0.55
13775at7399	1.102564103	203	0.275166502	4	0.102564103	1.0073	1	0.75	75	0.951219512	0.96
13776at7399	1	203	0	0	0	1.0643	0	0.84	80	1	0.98
13787at7399	1.45	203	0.770286479	18	0.25	1.4007	2	0.115	60	0.487804878	0.72
13791at7399	1.05	203	0.207566616	1	0.05	0.7994	2	0.17	77	0.975609756	0.48
13792at7399	1.025	203	0.152317024	1	0.025	0.8381	1	0.33	78	0.975609756	0.58
13793at7399	1.05	203	0.297380857	1	0.025	1.1933	1	0.55	78	0.975609756	0.93
13794at7399	2.545454545	162	0.43886449	16	0.818181818	1.0907	10	0.1825	54	0.536585366	0.82
13801at7399	1	203	0	0	0	1.0529	0	0.38	80	1	0.75
13802at7399	1.025	203	0.152317024	1	0.025	1.0511	1	0.68	78	0.975609756	0.93
13808at7399	1.025	203	0.152317024	1	0.025	1.1288	1	0.35	78	0.975609756	0.8
13811at7399	1.025	203	0.152317024	1	0.025	1.0191	1	0.32	78	0.975609756	0.83
13814at7399	1.025	203	0.152317024	1	0.025	1.0484	1	0.42	78	0.975609756	0.87
13815at7399	1.027777778	183.0129637	0.159894048	2	0.027777778	1.9264	1	0.44	77	0.87804878	0.93
13816at7399	1	203	0	2	0	1.6416	0	0.16	78	0.56097561	0.47
13818at7399	1.05	203	0.207566616	1	0.05	1.5673	2	0.31	77	0.975609756	0.71
13823at7399	1	203	0	2	0	1.0897	0	0.54	78	0.951219512	0.85
13827at7399	1.048780488	203	0.205389788	0	0.048780488	0.8826	2	0.55	78	1	0.92
13832at7399	1	177.3420531	0	3	0	1.2644	0	0.37	77	0.390243902	0.79
13833at7399	1.051282051	203	0.209812811	2	0.051282051	0.9601	2	0.38	76	0.951219512	0.66
13837at7399	1.025	203	0.152317024	1	0.025	1.295	1	0.28	78	0.975609756	0.84
13839at7399	1.025641026	203	0.15411035	2	0.025641026	1.3626	1	0.47	77	0.951219512	0.96
13841at7399	1	203	0	2	0	0.7312	0	0.53	78	0.951219512	0.92
13843at7399	1.025	203	0.152317024	1	0.025	1.3638	1	0.33	78	0.975609756	0.94
13847at7399	2.902439024	203	0.598234344	24	0.829268293	1.0771	9	0.09	47	1	0.53
13851at7399	1.024390244	203	0.15058465	0	0.024390244	0.9804	1	0.67	79	1	0.92
13852at7399	1	203	0	1	0	1.0358	0	0.39	79	0.975609756	0.64
13853at7399	1	203	0	1	0	0.9902	0	0.82	79	0.975609756	0.93
13854at7399	1	203	0	0	0	0.9341	0	0.48	80	1	0.79
13857at7399	1	203	0	3	0	1.0166	0	0.59	77	0.463414634	0.88
13858at7399	1.027027027	203	0.157894737	4	0.027027027	1.4447	1	0.19	75	0.902439024	0.59
13866at7399	1	203	0	2	0	0.8011	0	0.34	78	0.951219512	0.79
13868at7399	1.024390244	203	0.15058465	0	0.024390244	0.9296	1	0.45	79	1	0.89
13870at7399	1	203	0	2	0	0.9717	0	0.23	78	0.951219512	0.65
13873at7399	1	203	0	0	0	1.4383	0	0.15	80	1	0.22
13880at7399	1.219512195	203	0.528393793	2	0.12195122	0.9608	3	0.38	75	1	0.83
13888at7399	1.024390244	203	0.15058465	0	0.024390244	0.7731	1	0.22	79	1	0.69
13889at7399	1	203	0	2	0	0.845	0	0.52	78	0.951219512	0.82
13892at7399	1.026315789	203	0.15596827	3	0.026315789	1.1253	1	0.18	76	0.926829268	0.55
13894at7399	1.024390244	203	0.15058465	0	0.024390244	0.7553	1	0.23	79	1	0.36
13897at7399	1.045454545	203	0.199242422	15	0.045454545	1.1505	1	0.24	64	0.536585366	0.67
13903at7399	3.676470588	203	1.065202328	25	0.588235294	1.2596	13	0.06	42	0.829268293	0.753333333
13907at7399	1.1	203	0.340150672	1	0.075	0.7394	2	0.57	77	0.975609756	0.91
13908at7399	1.027027027	203	0.157894737	4	0.027027027	0.9066	1	0.16	75	0.902439024	0.65
13918at7399	1.075	203	0.245015204	1	0.075	1.4164	3	0.41	76	0.975609756	0.93
13919at7399	1.048780488	203	0.205389788	0	0.048780488	1.1465	2	0.25	78	1	0.65
13923at7399	1.024390244	203	0.15058465	0	0.024390244	0.9302	1	0.41	79	1	0.71
13931at7399	1	203	0	1	0	0.8864	0	0.63	79	0.975609756	0.96
13933at7399	1	203	0	1	0	0.9639	0	0.37	79	0.975609756	0.56
13934at7399	1.048780488	203	0.205389788	0	0.048780488	0.7632	2	0.2	78	1	0.64
13940at7399	1.025	203	0.152317024	1	0.025	1.032	1	0.22	78	0.975609756	0.52
13944at7399	1.179487179	203	0.377785809	3	0.153846154	1.1068	4	0.52	73	0.951219512	0.9
13951at7399	1.05	203	0.207566616	1	0.05	1.0083	2	0.59	77	0.975609756	0.92
13954at7399	1	203	0	0	0	0.9415	0	0.85	80	1	0.95
13956at7399	1	203	0	2	0	0.8094	0	0.26	78	0.951219512	0.69
13963at7399	1.048780488	203	0.205389788	0	0.048780488	0.8631	2	0.48	78	1	0.84
13965at7399	1.024390244	203	0.15058465	0	0.024390244	0.9553	1	0.4	79	1	0.8
13975at7399	1	203	0	0	0	1.1541	0	0.56	80	1	0.9
13980at7399	1.076923077	203	0.24743583	2	0.076923077	1.1476	3	0.45	75	0.951219512	0.84
13982at7399	1.025641026	203	0.15411035	2	0.025641026	0.9943	1	0.12	77	0.951219512	0.53
13983at7399	1.048780488	203	0.205389788	0	0.048780488	1.167	2	0.45	78	1	0.91
13985at7399	1.048780488	203	0.205389788	0	0.048780488	0.7317	2	0.29	78	1	0.5
13993at7399	1.05	203	0.207566616	1	0.05	0.995	2	0.1	77	0.975609756	0.38
13994at7399	1	183.0129637	0	2	0	0.9298	0	0.3	78	0.87804878	0.66
13998at7399	1.024390244	203	0.15058465	0	0.024390244	1.1492	1	0.635	79	1	0.945
14008at7399	1.025	203	0.152317024	1	0.025	0.7321	1	0.6	78	0.975609756	0.9
14009at7399	1	203	0	0	0	0.7174	0	0.58	80	1	0.84
14010at7399	1	203	0	1	0	0.8209	0	0.2	79	0.975609756	0.53
14016at7399	1.024390244	203	0.15058465	0	0.024390244	0.7584	1	0.3	79	1	0.48
14025at7399	1	203	0	2	0	1.2985	0	0.44	78	0.951219512	0.92
14028at7399	1	203	0	4	0	0.9879	0	0.71	76	0.902439024	0.96
14031at7399	1	203	0	5	0	0.9398	0	0.19	75	0.87804878	0.47
14033at7399	1.216216216	183.0129637	0.939135405	2	0.054054054	1.1709	3	0.21	75	0.902439024	0.63
14035at7399	1.048780488	203	0.294165364	0	0.024390244	0.8371	1	0.62	79	1	0.93
14036at7399	1.463414634	203	0.709459888	10	0.219512195	0.9709	8	0.03	62	1	0.51
14038at7399	1.024390244	203	0.15058465	0	0.024390244	1.1455	1	0.59	79	1	0.965
14041at7399	1	183.0129637	0	1	0	1.3563	0	0.23	79	0.902439024	0.71
14043at7399	1	203	0	1	0	1.0766	0	0.14	79	0.975609756	0.49
14046at7399	1.926829268	203	0.710215703	5	0.707317073	1.252	2	0.085	73	1	0.32
14048at7399	1.083333333	203	0.255124984	2	0.083333333	1.0053	3	0.43	75	0.87804878	0.87
14049at7399	1	203	0	0	0	0.8181	0	0.36	80	1	0.65
14051at7399	1	203	0	4	0	0.7642	0	0.26	76	0.902439024	0.69
14052at7399	1.024390244	203	0.15058465	0	0.024390244	1.4553	1	0.34	79	1	0.88
14064at7399	1.024390244	203	0.15058465	0	0.024390244	0.8744	1	0.48	79	1	0.84
14065at7399	1.216216216	203	0.608580619	4	0.108108108	1.2717	4	0.32	72	0.902439024	0.83
14067at7399	1.024390244	203	0.15058465	0	0.024390244	0.7236	1	0.39	79	1	0.78
14068at7399	1.025641026	203	0.15411035	2	0.025641026	1.0295	1	0.34	77	0.951219512	0.64
14069at7399	1.051282051	203	0.209812811	2	0.051282051	0.9087	1	0.4	77	0.951219512	0.72
14070at7399	1	203	0	1	0	1.064	0	0.63	79	0.975609756	0.93
14072at7399	1.951219512	203	0.110397011	1	0.951219512	1.223	0	0.43	79	1	0.885
14075at7399	1.025	203	0.152317024	1	0.025	1.0652	1	0.36	78	0.975609756	0.82
14076at7399	1	203	0	2	0	1.1563	0	0.41	78	0.951219512	0.86
14084at7399	1	162	0	13	0	0.9708	0	0.63	67	0.097560976	0.87
14087at7399	1.05	203	0.207566616	1	0.05	1.0566	2	0.15	77	0.975609756	0.6
14088at7399	1	203	0	12	0	0.904	0	0.69	68	0.585365854	0.96
14090at7399	1.025	203	0.152317024	1	0.025	0.8141	1	0.53	78	0.975609756	0.92
14095at7399	1	203	0	0	0	0.8502	0	0.4	80	1	0.65
14099at7399	2.875	203	0.577786664	20	0.775	1.2385	13	0.15	47	0.975609756	0.73
14103at7399	1.105263158	203	0.277664376	3	0.105263158	1.0419	3	0.15	74	0.926829268	0.71
14115at7399	1.051282051	203	0.300703122	2	0.025641026	0.9606	1	0.51	77	0.951219512	0.84
14118at7399	1	203	0	0	0	0.9963	0	0.44	80	1	0.63
14120at7399	1.025	203	0.152317024	1	0.025	1.3833	1	0.35	78	0.975609756	0.6
14127at7399	1.028571429	203	0.161970886	5	0.028571429	1.4342	1	0.12	74	0.853658537	0.62
14128at7399	1.176470588	183.0129637	0.435889894	4	0.117647059	1.2591	3	0.35	73	0.829268293	0.72
14130at7399	2.78125	203	0.941610576	22	0.59375	1.2136	11	0.06	47	0.780487805	0.81
14131at7399	1	203	0	2	0	0.7229	0	0.48	78	0.951219512	0.85
14133at7399	1	203	0	1	0	0.9448	0	0.31	79	0.975609756	0.53
14135at7399	1.048780488	203	0.205389788	0	0.048780488	0.7984	2	0.48	78	1	0.76
14136at7399	1.1	203	0.272727273	1	0.1	0.8344	3	0.15	76	0.975609756	0.83
14141at7399	1	203	0	8	0	1.2441	0	0.5	72	0.731707317	0.86
14156at7399	1	203	0	1	0	1.1253	0	0.54	79	0.975609756	0.91
14158at7399	1	203	0	1	0	0.7224	0	0.39	79	0.975609756	0.68
14163at7399	1.05	203	0.297380857	1	0.025	1.3289	1	0.49	78	0.975609756	0.95
14174at7399	1	203	0	1	0	1.1469	0	0.57	79	0.975609756	0.91
14177at7399	1.066666667	203	0.233853587	8	0.066666667	1.6497	2	0.01	70	0.731707317	0.07
14178at7399	1	203	0	3	0	1.2522	0	0.02	77	0.512195122	0.44
14182at7399	1	203	0	0	0	1.2699	0	0.38	80	1	0.76
14183at7399	1	203	0	2	0	1.1563	0	0.49	78	0.951219512	0.79
14190at7399	1	203	0	0	0	0.9623	0	0.62	80	1	0.94
14192at7399	1	203	0	2	0	1.0063	0	0.64	78	0.951219512	0.96
14197at7399	1.076923077	203	0.24743583	2	0.076923077	1.0323	2	0.19	76	0.951219512	0.69
14201at7399	1	203	0	0	0	1.2368	0	0.44	80	1	0.89
14203at7399	1.175	203	0.567331559	1	0.1	1.2901	4	0.47	75	0.975609756	0.88
14204at7399	1	203	0	0	0	0.842	0	0.2	80	1	0.45
14210at7399	1	203	0	0	0	0.7023	0	0.6	80	1	0.95
14212at7399	1.425	203	0.644841261	10	0.25	0.7678	6	0.43	64	0.975609756	0.84
14214at7399	1	203	0	0	0	0.8454	0	0.49	80	1	0.83
14216at7399	1	203	0	0	0	0.7669	0	0.49	80	1	0.81
14217at7399	1	203	0	1	0	0.9298	0	0.42	79	0.975609756	0.84
14219at7399	1	203	0	1	0	0.8473	0	0.46	79	0.975609756	0.81
14225at7399	1.024390244	203	0.15058465	0	0.024390244	1.3157	1	0.21	79	1	0.82
14232at7399	1.170731707	203	0.677643999	0	0.073170732	1.5543	3	0.19	77	1	0.66
14236at7399	1.025	203	0.152317024	1	0.025	1.2181	1	0.72	78	0.975609756	0.93
14237at7399	1	183.0129637	0	3	0	1.2419	0	0.12	77	0.853658537	0.54
14242at7399	1.028571429	203	0.161970886	6	0.028571429	1.2376	1	0.32	73	0.853658537	0.88
14243at7399	1	203	0	1	0	1.1958	0	0.39	79	0.975609756	0.89
14244at7399	1.025641026	203	0.15411035	2	0.025641026	1.0318	1	0.55	77	0.951219512	0.93
14245at7399	2.464285714	203	0.646025771	20	0.642857143	1.1416	13	0.22	47	0.682926829	0.855
14250at7399	1	203	0	1	0	0.7509	0	0.66	79	0.975609756	0.93
14251at7399	1	203	0	1	0	0.8861	0	0.43	79	0.975609756	0.9
14254at7399	1	203	0	1	0	0.9988	0	0.55	79	0.975609756	0.87
14257at7399	1.048780488	203	0.205389788	0	0.048780488	0.905	2	0.5	78	1	0.93
14258at7399	1.055555556	203	0.217005559	18	0.055555556	0.886	1	0.53	61	0.43902439	0.76
14259at7399	1.025	203	0.152317024	1	0.025	1.0333	1	0.2	78	0.975609756	0.43
14261at7399	1.051282051	203	0.300703122	2	0.025641026	0.9888	1	0.263333333	77	0.951219512	0.736666667
14262at7399	1.512820513	203	0.470319896	15	0.41025641	1.5233	4	0.2	61	0.951219512	0.6
14264at7399	1	203	0	1	0	0.9362	0	0.87	79	0.975609756	1
14270at7399	1	203	0	2	0	0.8708	0	0.23	78	0.926829268	0.57
14273at7399	1.075	203	0.245015204	1	0.075	1.06	3	0.19	76	0.975609756	0.48
14280at7399	1.025641026	203	0.15411035	2	0.025641026	0.907	1	0.25	77	0.951219512	0.71
14282at7399	1	203	0	0	0	1.1842	0	0.42	80	1	0.93
14287at7399	1	203	0	3	0	0.854	0	0.42	77	0.902439024	0.66
14288at7399	1	203	0	0	0	0.8921	0	0.6	80	1	0.91
14291at7399	1	203	0	0	0	1.1067	0	0.64	80	1	0.97
14292at7399	1	203	0	0	0	0.8818	0	0.3	80	1	0.6
14293at7399	1.024390244	203	0.15058465	0	0.024390244	1.2693	1	0.23	79	1	0.54
14295at7399	1	203	0	0	0	1.1762	0	0.43	80	1	0.87
14296at7399	1.055555556	203	0.31137262	5	0.027777778	1.2486	1	0.51	74	0.87804878	0.93
14298at7399	1.028571429	183.0129637	0.161970886	3	0.028571429	1.3148	1	0.37	76	0.853658537	0.74
14302at7399	1.102564103	203	0.275166502	2	0.102564103	0.9643	4	0.23	74	0.951219512	0.66
14303at7399	1.135135135	203	0.301169301	1	0.135135135	1.0626	5	0.4	74	0.902439024	0.69
14304at7399	1	183.0129637	0	11	0	1.3769	0	0.17	69	0.609756098	0.69
14312at7399	1	203	0	1	0	0.7508	0	0.64	79	0.975609756	0.94
14315at7399	1	203	0	1	0	0.9656	0	0.7	79	0.975609756	0.89
14317at7399	1	203	0	2	0	0.9605	0	0.44	78	0.951219512	0.85
14328at7399	1.12195122	203	0.563542669	0	0.048780488	0.8521	2	0.49	78	1	0.93
14332at7399	1.024390244	203	0.15058465	0	0.024390244	0.7839	1	0.68	79	1	0.82
14337at7399	1.024390244	203	0.15058465	0	0.024390244	1.0348	1	0.14	79	1	0.37
14350at7399	1	203	0	2	0	1.4133	0	0.23	78	0.951219512	0.77
14351at7399	1	203	0	0	0	1.3969	0	0.59	80	1	0.87
